VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,GUNOWNER,GUN,WEIGHT
NATIONAL WHITE,36.0,81.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,NONE,,WORSE,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,PERSONALQUAL,,,,,0.745
NATIONAL WHITE,36.0,81.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,NONE,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,NONE,,,PERSONALQUAL,,,,,0.622
NATIONAL WHITE,36.0,81.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,PEROT,ME,,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,ISSUES,,,,,0.656
NATIONAL WHITE,36.0,81.0,36.0,THIRD CALL,18-24,OTHER,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,YES,NOVOTE,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,ISSUES,,,,,0.709
NATIONAL WHITE,36.0,81.0,37.0,THIRD CALL,50-59,WHITE,MALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,ME,,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,PERSONALQUAL,,,,,0.669
NATIONAL WHITE,36.0,81.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,,,,,0.745
NATIONAL YELLOW,36.0,81.0,39.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,YES,DOLE,ME,,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,ISSUES,SOCIALSECUR,STRONGLEADER,,,0.622
NATIONAL YELLOW,36.0,81.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,NADER,CELESTE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,OMITS,YES,PEROT,SOMEONEELSE,,BETTER,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,PERSONALQUAL,OMITS,OMITS,,,0.358
NATIONAL YELLOW,36.0,81.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,YES,DOLE,NONE,,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,ISSUES,TAXES,HONEST,,,0.656
NATIONAL YELLOW,36.0,81.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,YES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,PERSONALQUAL,EDUCATION,STRONGLEADER,,,0.622
NATIONAL YELLOW,36.0,81.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,DOLE,NONE,,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,SOCIALSECUR,COMPLEXISSUE,,,0.656
NATIONAL YELLOW,36.0,81.0,44.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,DEWINE,OMITS,OMITS,OMITS,LESS,SUBURBS,SOCIALSECUR,GOODJUDGMENT,YES,OMITS,NONE,,OMITS,,NO,,SUBURBS,,,OMITS,,,,,65+,,NATIONAL,NOTCOMPLETE,CENTRAL,60+,60+,,65+,,,,OMITS,SOCIALSECUR,GOODJUDGMENT,,,0.874
NATIONAL GREY,36.0,81.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,,,,NEITHERDID,,,,INDEPEND,SUBURBS,SOMCOL/ASSOC,,,,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,,ONLYGORE,BOTH,,,,YES,SUPPORT,0.589
NATIONAL GREY,36.0,81.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,BOTHDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,REPUBLICAN,50-64,,ONLYGORE,BOTH,,,,YES,SUPPORT,0.656
NATIONAL GREY,36.0,81.0,47.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,OMITS,,,,,SUBURBS,,,,,,,,18-64,OMITS,NATIONAL,NOTCOMPLETE,CENTRAL,30-44,30-39,,30-39,,OMITS,OMITS,,,,,OMITS,0.745
NATIONAL GREY,36.0,81.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,,ONLYBUSH,ONLYGORE,,,,YES,OPPOSE,0.656
NATIONAL GREY,36.0,81.0,49.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,NEITHERDID,,,,REPUBLCN,SUBURBS,COLGRAD,,,75-100K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,,BOTH,NEITHER,,,,YES,OPPOSE,0.656
NATIONAL GREY,36.0,81.0,50.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,,,,GOREDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,30-50K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,,ONLYGORE,ONLYGORE,,,,YES,OPPOSE,0.745
NATIONAL PINK,36.0,81.0,51.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,YES,,ME,,,,NO,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,,,,,0.656
NATIONAL PINK,36.0,81.0,52.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,ELSE,,30-50K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,OTHER,,,,,,,,0.589
NATIONAL PINK,36.0,81.0,53.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,YES,INDEPEND,SUBURBS,,CATHOLIC,,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,,,,,,0.745
NATIONAL PINK,36.0,81.0,54.0,THIRD CALL,50-59,WHITE,FEMALE,NADER,CELESTE,,,,,SUBURBS,,,NO,,NONE,,,,NO,DEMOCRAT,SUBURBS,,PROTESTANT,,OVER100K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,,,,,,0.358
NATIONAL PINK,36.0,81.0,55.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,,,,,SUBURBS,,,NO,,NONE,,,,NO,ELSE,SUBURBS,,PROTESTANT,,50-75K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,,,,,,0.656
NATIONAL PINK,36.0,81.0,56.0,THIRD CALL,18-24,ASIAN,FEMALE,GORE,DEWINE,,,,,SUBURBS,,,NO,,SOMEONEELSE,,,,NO,REPUBLCN,SUBURBS,,OTHERCHRIST,,50-75K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,,,,,,0.641
STATE ONLY,36.0,83.0,1.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,10-50K,SOMCOL/ASSOC,PROTESTANT,OMITS,,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,YES,SUPPORT,1.045
STATE ONLY,36.0,83.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,TAXES,GOODJUDGMENT,YES,PEROT,MEANDSOMEONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,10-50K,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,NO,SUPPORT,0.875
STATE ONLY,36.0,83.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,WORLDAFFAIRS,GOODJUDGMENT,YES,PEROT,SOMEONEELSE,GOREDID,BETTER,DIS/UNFAV,NO,INDEPEND,10-50K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,NO,SUPPORT,0.875
STATE ONLY,36.0,83.0,4.0,FIRST CALL,40-44,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,TAXES,CARES,NO,NOVOTE,NONE,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,HSGRAD,PROTESTANT,NEVER,LESS15K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,YES,OPPOSE,0.892
STATE ONLY,36.0,83.0,5.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,GOODJUDGMENT,YES,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,10-50K,HSGRAD,ELSE,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.9490000000000001
STATE ONLY,36.0,83.0,6.0,FIRST CALL,65-74,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,CLINTON,ME,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,NOHS,PROTESTANT,NEVER,,YES,NO,LIBERAL,65+,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,YES,SUPPORT,1.189
STATE ONLY,36.0,83.0,7.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,GOODJUDGMENT,NO,NOVOTE,ME,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,YES,OPPOSE,0.992
STATE ONLY,36.0,83.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,NOHS,PROTESTANT,NEVER,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,PERSONALQUAL,,,NO,SUPPORT,1.045
STATE ONLY,36.0,83.0,9.0,FIRST CALL,50-59,WHITE,,GORE,CELESTE,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,CARES,OMITS,CLINTON,NONE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,10-50K,HSGRAD,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,YES,SUPPORT,0.784
STATE ONLY,36.0,83.0,10.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DEWINE,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,EDUCATION,CARES,YES,OMITS,ME,BUSHDID,OMITS,,,,10-50K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,CENTRAL,60+,60+,,65+,,OMITS,OMITS,OMITS,,,YES,OPPOSE,1.166
STATE ONLY,36.0,83.0,11.0,SECOND CALL,65-74,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,ME,NEITHERDID,SAME,APP/FAV,NO,DEMOCRAT,10-50K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,YES,SUPPORT,1.189
STATE ONLY,36.0,83.0,12.0,SECOND CALL,50-59,WHITE,MALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,ME,BUSHDID,WORSE,APP/FAV,NO,DEMOCRAT,10-50K,HSGRAD,OTHERCHRIST,AFEWAMONTH,30-50K,YES,NO,LIBERAL,18-64,OMITS,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,YES,OPPOSE,0.892
STATE ONLY,36.0,83.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,STRONGLEADER,YES,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,INDEPEND,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,NO,OPPOSE,0.992
STATE ONLY,36.0,83.0,14.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,DEWINE,OMITS,OMITS,OMITS,OMITS,SMCITY/RURAL,TAXES,OMITS,YES,OMITS,NONE,NEITHERDID,BETTER,OMITS,,,10-50K,,,OMITS,,,,,65+,OMITS,STATE,COMPLETE,CENTRAL,60+,60+,,65+,,OMITS,OMITS,OMITS,,,YES,SUPPORT,1.166
STATE ONLY,36.0,83.0,15.0,SECOND CALL,45-49,,,GORE,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,STRONGLEADER,NO,NOVOTE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,INDEPEND,10-50K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,NO,OPPOSE,1.0230000000000001
STATE ONLY,36.0,83.0,16.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,WORLDAFFAIRS,HONEST,YES,NOVOTE,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,,REPUBLCN,10-50K,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,NO,OPPOSE,0.8310000000000001
STATE ONLY,36.0,83.0,17.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,DEWINE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,NO,REPUBLCN,10-50K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,YES,OPPOSE,1.166
STATE ONLY,36.0,83.0,18.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CELESTE,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,NO,CLINTON,NONE,BOTHDID,SAME,DIS/UNFAV,NO,ELSE,10-50K,HSGRAD,OTHERCHRIST,MORETHAN1AWK,LESS15K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,BOTH,BOTH,ISSUES,,,NO,OPPOSE,0.784
STATE ONLY,36.0,83.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CELESTE,APPROVE,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,MEDICARE/RX,EXPERIENCE,NO,CLINTON,SOMEONEELSE,BOTHDID,SAME,APP/UNFAV,YES,DEMOCRAT,10-50K,HSGRAD,NONE,AFEWAYEAR,50-75K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NONE,ONLYGORE,BOTH,ISSUES,,,YES,SUPPORT,0.743
STATE ONLY,36.0,83.0,20.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,HSGRAD,PROTESTANT,NEVER,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,NO,SUPPORT,1.045
STATE ONLY,36.0,83.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,NONE,NEITHERDID,SAME,APP/FAV,NO,INDEPEND,10-50K,HSGRAD,ELSE,OMITS,15-30K,NO,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CENTRAL,18-29,18-24,IND/OTHER,18-24,OTHER,BOTH,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.858
STATE ONLY,36.0,83.0,22.0,SECOND CALL,25-29,WHITE,MALE,GORE,OTHER,OMITS,OMITS,OMITS,LESS,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,NO,OMITS,SOMEONEELSE,BUSHDID,OMITS,,,,10-50K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,CENTRAL,18-29,25-29,,25-29,,OMITS,OMITS,OMITS,,,NO,OPPOSE,2.258
STATE ONLY,36.0,83.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,OMITS,YES,OMITS,ME,BOTHDID,BETTER,DIS/UNFAV,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,NEITHER,PERSONALQUAL,,,YES,SUPPORT,0.875
STATE ONLY,36.0,83.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DEWINE,APPROVE,OMITS,GORE,MORE,SMCITY/RURAL,OMITS,GOODJUDGMENT,NO,CLINTON,NONE,BOTHDID,SAME,OMITS,NO,ELSE,10-50K,NOHS,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,NO,SUPPORT,0.902
STATE ONLY,36.0,83.0,25.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,CELESTE,APPROVE,FAVORABLE,GORE,OMITS,SMCITY/RURAL,OMITS,CARES,OMITS,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,10-50K,HSGRAD,ELSE,OMITS,30-50K,YES,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,OTHER,ONLYGORE,BOTH,PERSONALQUAL,,,NO,OMITS,0.784
STATE ONLY,36.0,83.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,DEWINE,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,YES,NOVOTE,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,10-50K,NOHS,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYBUSH,BOTH,ISSUES,,,YES,SUPPORT,0.875
STATE ONLY,36.0,83.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,DEWINE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,EDUCATION,CARES,NO,NOVOTE,NONE,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,10-50K,COLGRAD,ELSE,AFEWAMONTH,15-30K,NO,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,OTHER,ONLYGORE,BOTH,ISSUES,,,NO,SUPPORT,0.858
STATE ONLY,36.0,83.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DEWINE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,HONEST,YES,DOLE,NONE,NEITHERDID,WORSE,DIS/UNFAV,NO,REPUBLCN,10-50K,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,CENTRAL,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYBUSH,ISSUES,,,YES,SUPPORT,0.875
