VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,FORCANNY,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,UNFAIRNY,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CARPETBG,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL GREY,33.0,85.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,POSTGRAD,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,ONLYGORE,BOTH,,,,1.339
NATIONAL GREY,33.0,85.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,COLGRAD,,,OVER100K,,,,18-64,OMITS,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,BOTH,,,,1.339
NATIONAL GREY,33.0,85.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LAZIO,,,,,CITYOVER50K,,,,,,,,,,REPUBLCN,OVER500K,COLGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,,BOTH,NEITHER,,,,2.23
NATIONAL GREY,33.0,85.0,10.0,FIRST CALL,25-29,WHITE,MALE,GORE,LAZIO,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,COLGRAD,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,NEWYORKCITY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,,ONLYGORE,BOTH,,,,1.32
NATIONAL PINK,33.0,85.0,11.0,FIRST CALL,40-44,BLACK,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,OTHERCHRIST,,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,,,,,1.3840000000000001
NATIONAL PINK,33.0,85.0,12.0,FIRST CALL,50-59,WHITE,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,NONE,,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,,,,,,1.364
NATIONAL PINK,33.0,85.0,13.0,FIRST CALL,30-39,WHITE,MALE,GORE,LAZIO,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,JEWISH,,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,,,,1.3840000000000001
NATIONAL PINK,33.0,85.0,14.0,FIRST CALL,75+,WHITE,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,JEWISH,,OVER100K,YES,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,,,,1.744
NATIONAL WHITE,33.0,85.0,15.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAZIO,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,EDUCATION,HONEST,,NOVOTE,NONE,BETTER,DIS/UNFAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,JEWISH,AFEWAMONTH,30-50K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,OMITS,,,2.23
NATIONAL WHITE,33.0,85.0,16.0,SECOND CALL,75+,WHITE,FEMALE,GORE,CLINTON,APPROVE,OMITS,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,,CLINTON,NONE,SAME,OMITS,NO,,DEMOCRAT,OVER500K,HSGRAD,JEWISH,NEVER,30-50K,NO,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,ISSUES,,,1.712
NATIONAL YELLOW,33.0,85.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,,NOVOTE,NONE,BETTER,APP/UNFAV,YES,,ELSE,OVER500K,COLGRAD,JEWISH,AFEWAYEAR,OVER100K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,,,ISSUES,ECON/JOBS,CARES,1.364
NATIONAL YELLOW,33.0,85.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,PERSONALQUAL,ECON/JOBS,COMPLEXISSUE,1.339
NATIONAL GREY,33.0,85.0,19.0,SECOND CALL,40-44,HISP,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,POSTGRAD,,,30-50K,,,LIBERAL,18-64,OMITS,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,DEMOCRAT,40-49,YES,HISP,,ONLYGORE,ONLYBUSH,,,,1.359
NATIONAL GREY,33.0,85.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,COLGRAD,,,50-75K,,,LIBERAL,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,NEWYORKCITY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,,OMITS,BOTH,,,,1.276
NATIONAL PINK,33.0,85.0,21.0,SECOND CALL,30-39,WHITE,MALE,BUSH,LAZIO,,,,,CITYOVER50K,,,,,NONE,,,YES,,REPUBLCN,OVER500K,,JEWISH,,OVER100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,JEWISH,,,,,,2.23
NATIONAL PINK,33.0,85.0,22.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,SOMEONEELSE,,,YES,,DEMOCRAT,OVER500K,,CATHOLIC,,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,CATHOLIC,,,,,,1.276
NATIONAL WHITE,33.0,85.0,23.0,THIRD CALL,40-44,BLACK,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,JEWISH,,,ISSUES,,,1.3840000000000001
NATIONAL WHITE,33.0,85.0,24.0,THIRD CALL,40-44,BLACK,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,,ISSUES,,,1.3840000000000001
NATIONAL YELLOW,33.0,85.0,25.0,THIRD CALL,50-59,BLACK,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,,ISSUES,MEDICARE/RX,EXPERIENCE,1.3840000000000001
NATIONAL YELLOW,33.0,85.0,26.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,,CLINTON,ME,BETTER,APP/UNFAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,,OMITS,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,50-64,NO,WHITE,,,,ISSUES,WORLDAFFAIRS,GOODJUDGMENT,1.712
NATIONAL GREY,33.0,85.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,INDEPEND,OVER500K,POSTGRAD,,,OVER100K,,,MODERATE,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,ONLYGORE,BOTH,,,,1.339
NATIONAL GREY,33.0,85.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LAZIO,,,,,CITYOVER50K,,,,,,,,,,REPUBLCN,OVER500K,COLGRAD,,,50-75K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,,BOTH,BOTH,,,,2.19
NATIONAL PINK,33.0,85.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,JEWISH,,30-50K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,JEWISH,,,,,,1.364
NATIONAL PINK,33.0,85.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,CATHOLIC,,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,,,,1.339
NATIONAL WHITE,33.0,86.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,COMPLEXISSUE,,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,ELSE,AFEWAYEAR,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,OTHER,,,ISSUES,,,1.168
NATIONAL WHITE,33.0,86.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,LAZIO,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,,CLINTON,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,OVER500K,COLGRAD,JEWISH,NEVER,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,,,PERSONALQUAL,,,1.9100000000000001
NATIONAL WHITE,33.0,86.0,3.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,,CLINTON,NONE,SAME,APP/FAV,NO,,DEMOCRAT,OVER500K,POSTGRAD,CATHOLIC,NEVER,OVER100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,,,ISSUES,,,1.147
NATIONAL WHITE,33.0,86.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,OTHER,OTHER,APPROVE,FAVORABLE,WOULDNOTVOTE,OMITS,CITYOVER50K,WORLDAFFAIRS,HONEST,,DOLE,NONE,BETTER,APP/FAV,YES,,INDEPEND,OVER500K,COLGRAD,NONE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,IND/OTHER,50-64,NO,WHITE,NONE,,,PERSONALQUAL,,,1.736
NATIONAL YELLOW,33.0,86.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CLINTON,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,,CLINTON,ME,BETTER,DIS/UNFAV,NO,,DEMOCRAT,OVER500K,COLGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,PROT/CHRIST,,,ISSUES,HEALTHCARE,EXPERIENCE,1.147
NATIONAL YELLOW,33.0,86.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,,NOVOTE,ME,BETTER,APP/FAV,YES,,ELSE,OVER500K,POSTGRAD,PROTESTANT,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,ISSUES,HEALTHCARE,COMPLEXISSUE,0.644
NATIONAL YELLOW,33.0,86.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,OMITS,GORE,LESS,CITYOVER50K,EDUCATION,GOODJUDGMENT,,CLINTON,NONE,BETTER,OMITS,YES,,DEMOCRAT,OVER500K,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,PERSONALQUAL,EDUCATION,GOODJUDGMENT,1.168
NATIONAL YELLOW,33.0,86.0,8.0,FIRST CALL,45-49,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,,CLINTON,ME,WORSE,APP/FAV,YES,,DEMOCRAT,OVER500K,COLGRAD,JEWISH,NEVER,OVER100K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,ISSUES,WORLDAFFAIRS,GOODJUDGMENT,1.168
NATIONAL GREY,33.0,86.0,9.0,FIRST CALL,30-39,WHITE,MALE,NADER,CLINTON,,,,,CITYOVER50K,,,,,,,,,,ELSE,OVER500K,COLGRAD,,,30-50K,,,LIBERAL,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,,NEITHER,BOTH,,,,0.656
NATIONAL GREY,33.0,86.0,10.0,FIRST CALL,75+,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,SOMCOL/ASSOC,,,,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,65+,,WHITE,,OMITS,OMITS,,,,1.465
NATIONAL GREY,33.0,86.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,COLGRAD,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,BOTH,,,,1.147
NATIONAL PINK,33.0,86.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,INDEPEND,OVER500K,,CATHOLIC,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,,,,1.147
NATIONAL PINK,33.0,86.0,13.0,FIRST CALL,30-39,BLACK,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,NONE,,15-30K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,NONE,,,,,,1.186
NATIONAL PINK,33.0,86.0,14.0,FIRST CALL,30-39,WHITE,FEMALE,NADER,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,DEMOCRAT,OVER500K,,CATHOLIC,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,,,,0.644
NATIONAL PINK,33.0,86.0,15.0,FIRST CALL,45-49,WHITE,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,ME,,,YES,,REPUBLCN,OVER500K,,PROTESTANT,,OVER100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,,,,1.168
NATIONAL WHITE,33.0,86.0,16.0,SECOND CALL,30-39,HISP,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,CARES,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,COLGRAD,NONE,NEVER,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,YES,HISP,NONE,,,PERSONALQUAL,,,1.164
NATIONAL WHITE,33.0,86.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,,NOVOTE,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,NOHS,NONE,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,,,ISSUES,,,1.168
NATIONAL YELLOW,33.0,86.0,18.0,SECOND CALL,30-39,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,YES,,INDEPEND,OVER500K,POSTGRAD,NONE,NEVER,15-30K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,ISSUES,ECON/JOBS,COMPLEXISSUE,0.9510000000000001
NATIONAL YELLOW,33.0,86.0,19.0,SECOND CALL,40-44,WHITE,MALE,GORE,CLINTON,APPROVE,OMITS,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,,CLINTON,SOMEONEELSE,BETTER,OMITS,YES,,DEMOCRAT,OVER500K,HSGRAD,NONE,NEVER,50-75K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,NONE,,,PERSONALQUAL,ECON/JOBS,COMPLEXISSUE,1.168
NATIONAL GREY,33.0,86.0,20.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,POSTGRAD,,,30-50K,,,LIBERAL,18-64,OTHRPROGRAMS,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,50-64,NO,WHITE,,ONLYGORE,BOTH,,,,1.465
NATIONAL GREY,33.0,86.0,21.0,SECOND CALL,75+,,FEMALE,GORE,,,,,,CITYOVER50K,,,,,,,,,,DEMOCRAT,OVER500K,POSTGRAD,,,30-50K,,,MODERATE,65+,CUTFEDINCTAX,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,65+,,,,NEITHER,BOTH,,,,1.484
NATIONAL PINK,33.0,86.0,22.0,SECOND CALL,30-39,WHITE,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,ME,,,NO,,DEMOCRAT,OVER500K,,NONE,,15-30K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,,,,,,1.168
NATIONAL PINK,33.0,86.0,23.0,SECOND CALL,45-49,WHITE,MALE,GORE,CLINTON,,,,,CITYOVER50K,,,,,NONE,,,YES,,INDEPEND,OVER500K,,CATHOLIC,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,,,,1.168
NATIONAL WHITE,33.0,86.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,CLINTON,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,EXPERIENCE,,CLINTON,NONE,SAME,APP/UNFAV,YES,,INDEPEND,OVER500K,COLGRAD,CATHOLIC,NEVER,15-30K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,PERSONALQUAL,,,1.147
NATIONAL WHITE,33.0,86.0,25.0,THIRD CALL,30-39,WHITE,MALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,,NOVOTE,ME,BETTER,APP/FAV,NO,,INDEPEND,OVER500K,SOMCOL/ASSOC,NONE,NEVER,75-100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,ISSUES,,,1.168
NATIONAL WHITE,33.0,86.0,26.0,THIRD CALL,25-29,WHITE,MALE,NADER,,OMITS,UNFAVORABLE,WOULDNOTVOTE,LESS,CITYOVER50K,OMITS,OMITS,,NOVOTE,ME,SAME,OMITS,YES,,ELSE,OVER500K,COLGRAD,NONE,AFEWAYEAR,,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,,,ISSUES,,,0.633
NATIONAL WHITE,33.0,86.0,27.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,YES,,INDEPEND,OVER500K,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.147
NATIONAL WHITE,33.0,86.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,CATHOLIC,AFEWAMONTH,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,ISSUES,,,1.147
NATIONAL WHITE,33.0,86.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LAZIO,DISAPPR,UNFAVORABLE,GORE,OMITS,CITYOVER50K,EDUCATION,COMPLEXISSUE,,PEROT,NONE,BETTER,DIS/UNFAV,YES,,INDEPEND,OVER500K,POSTGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.164
NATIONAL YELLOW,33.0,86.0,30.0,THIRD CALL,25-29,OTHER,MALE,NADER,CLINTON,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,,CLINTON,NONE,WORSE,APP/FAV,YES,,DEMOCRAT,OVER500K,COLGRAD,,NEVER,75-100K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,18-29,25-29,DEMOCRAT,25-29,NO,OTHER,,,,ISSUES,ECON/JOBS,CARES,0.625
NATIONAL YELLOW,33.0,86.0,31.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,HONEST,,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,NONE,NEVER,15-30K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,60+,60+,DEMOCRAT,50-64,NO,WHITE,NONE,,,ISSUES,HEALTHCARE,HONEST,1.465
NATIONAL YELLOW,33.0,86.0,32.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,CLINTON,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,,NOVOTE,NONE,SAME,APP/FAV,YES,,DEMOCRAT,OVER500K,POSTGRAD,JEWISH,AFEWAMONTH,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,30-44,30-39,DEMOCRAT,30-39,NO,OTHER,JEWISH,,,PERSONALQUAL,EDUCATION,COMPLEXISSUE,1.147
NATIONAL YELLOW,33.0,86.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,LAZIO,APPROVE,UNFAVORABLE,GORE,LESS,CITYOVER50K,OMITS,CARES,,NOVOTE,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,OVER500K,COLGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,NEWYORKCITY,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,,,ISSUES,OMITS,CARES,1.11
