VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,12.0,13.0,24.0,SECOND CALL,40-44,ASIAN,MALE,BUSH,CARROLL,DISAPPR,FAVORABLE,BUSH,DOLE,WORSE,DIS/FAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.586
STATE ONLY,12.0,13.0,25.0,SECOND CALL,45-49,ASIAN,FEMALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,,40-49,PROT/CHRIST,,,1.229
STATE ONLY,12.0,13.0,26.0,SECOND CALL,60-64,ASIAN,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,DEMOCRAT,ELSE,50-75K,LIBERAL,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,OTHER,,,0.76
STATE ONLY,12.0,13.0,27.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.708
STATE ONLY,12.0,13.0,28.0,SECOND CALL,60-64,OTHER,FEMALE,BUSH,OTHER,APPROVE,FAVORABLE,BUSH,OTHER,SAME,APP/FAV,DEMOCRAT,CATHOLIC,OVER100K,CONSERV,18-64,STATE,HONOLULU,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.719
STATE ONLY,12.0,13.0,29.0,SECOND CALL,40-44,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.67
STATE ONLY,12.0,13.0,30.0,SECOND CALL,40-44,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.67
STATE ONLY,12.0,13.0,31.0,SECOND CALL,18-24,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.708
STATE ONLY,12.0,13.0,32.0,SECOND CALL,25-29,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.708
STATE ONLY,12.0,13.0,33.0,SECOND CALL,25-29,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.708
STATE ONLY,12.0,13.0,34.0,SECOND CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,OVER100K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.67
STATE ONLY,12.0,13.0,35.0,SECOND CALL,30-39,OTHER,FEMALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,GORE,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.499
STATE ONLY,12.0,13.0,36.0,SECOND CALL,30-39,ASIAN,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,13.0,37.0,SECOND CALL,18-24,WHITE,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.588
STATE ONLY,12.0,13.0,38.0,SECOND CALL,25-29,ASIAN,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.708
STATE ONLY,12.0,13.0,39.0,SECOND CALL,30-39,OTHER,MALE,GORE,CARROLL,DISAPPR,UNFAVORABLE,GORE,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.726
STATE ONLY,12.0,13.0,40.0,SECOND CALL,18-24,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.708
STATE ONLY,12.0,13.0,41.0,SECOND CALL,25-29,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.708
STATE ONLY,12.0,13.0,42.0,SECOND CALL,25-29,WHITE,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.588
STATE ONLY,12.0,13.0,43.0,THIRD CALL,40-44,OTHER,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.67
STATE ONLY,12.0,13.0,44.0,THIRD CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.67
STATE ONLY,12.0,13.0,45.0,THIRD CALL,30-39,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.652
STATE ONLY,12.0,13.0,46.0,THIRD CALL,30-39,,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.67
STATE ONLY,12.0,13.0,47.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.652
STATE ONLY,12.0,13.0,48.0,THIRD CALL,18-24,,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.708
STATE ONLY,12.0,13.0,49.0,THIRD CALL,45-49,ASIAN,MALE,BUSH,CARROLL,DISAPPR,FAVORABLE,BUSH,CLINTON,SAME,DIS/FAV,INDEPEND,CATHOLIC,OVER100K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.586
STATE ONLY,12.0,13.0,50.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.527
STATE ONLY,12.0,13.0,51.0,THIRD CALL,50-59,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.67
STATE ONLY,12.0,13.0,52.0,THIRD CALL,,OTHER,FEMALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,OMITS,OTHER,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,50-75K,MODERATE,,STATE,HONOLULU,,,IND/OTHER,,PROT/CHRIST,,,0.499
STATE ONLY,12.0,13.0,53.0,THIRD CALL,40-44,ASIAN,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.542
STATE ONLY,12.0,13.0,54.0,THIRD CALL,40-44,ASIAN,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.542
STATE ONLY,12.0,13.0,55.0,THIRD CALL,25-29,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.708
STATE ONLY,12.0,13.0,56.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,13.0,57.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.586
STATE ONLY,12.0,13.0,58.0,THIRD CALL,18-24,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,NOVOTE,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.728
STATE ONLY,12.0,13.0,59.0,THIRD CALL,40-44,OTHER,MALE,NADER,AKAKA,DISAPPR,UNFAVORABLE,GORE,OTHER,SAME,DIS/UNFAV,INDEPEND,ELSE,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.511
STATE ONLY,12.0,13.0,60.0,THIRD CALL,25-29,ASIAN,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,NONE,15-30K,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.708
STATE ONLY,12.0,13.0,61.0,THIRD CALL,18-24,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.728
STATE ONLY,12.0,13.0,62.0,THIRD CALL,40-44,OTHER,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,13.0,63.0,THIRD CALL,40-44,ASIAN,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,SAME,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,13.0,64.0,THIRD CALL,40-44,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.652
STATE ONLY,12.0,13.0,65.0,THIRD CALL,25-29,OTHER,FEMALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.708
STATE ONLY,12.0,13.0,66.0,THIRD CALL,50-59,OTHER,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.652
STATE ONLY,12.0,13.0,67.0,THIRD CALL,18-24,OTHER,FEMALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,ELSE,15-30K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,REPUBLICAN,18-24,OTHER,,,0.618
STATE ONLY,12.0,13.0,68.0,THIRD CALL,50-59,OTHER,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.67
STATE ONLY,12.0,13.0,69.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,13.0,70.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.5680000000000001
STATE ONLY,12.0,13.0,71.0,THIRD CALL,30-39,OTHER,MALE,BUSH,CARROLL,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,CATHOLIC,30-50K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.586
STATE ONLY,12.0,14.0,1.0,FIRST CALL,45-49,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,,CATHOLIC,15-30K,CONSERV,18-64,STATE,HONOLULU,45-59,40-49,,40-49,CATHOLIC,,,0.9400000000000001
STATE ONLY,12.0,14.0,2.0,FIRST CALL,50-59,OTHER,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9400000000000001
STATE ONLY,12.0,14.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.016
STATE ONLY,12.0,14.0,4.0,FIRST CALL,18-24,WHITE,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.2630000000000001
STATE ONLY,12.0,14.0,5.0,FIRST CALL,65-74,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,,CATHOLIC,15-30K,MODERATE,65+,STATE,HONOLULU,60+,60+,,65+,CATHOLIC,,,1.584
STATE ONLY,12.0,14.0,6.0,FIRST CALL,50-59,OTHER,,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,CLINTON,WORSE,APP/FAV,INDEPEND,ELSE,OVER100K,LIBERAL,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.9400000000000001
STATE ONLY,12.0,14.0,7.0,FIRST CALL,40-44,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,75-100K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.016
STATE ONLY,12.0,14.0,8.0,FIRST CALL,50-59,ASIAN,MALE,GORE,AKAKA,OMITS,UNFAVORABLE,GORE,CLINTON,WORSE,OMITS,DEMOCRAT,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.164
STATE ONLY,12.0,14.0,9.0,FIRST CALL,50-59,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.164
STATE ONLY,12.0,14.0,10.0,FIRST CALL,45-49,OTHER,MALE,BUCHANAN,AKAKA,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.341
STATE ONLY,12.0,14.0,11.0,FIRST CALL,65-74,HISP,,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,65+,STATE,HONOLULU,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.098
STATE ONLY,12.0,14.0,12.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.016
STATE ONLY,12.0,14.0,13.0,FIRST CALL,30-39,WHITE,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.9400000000000001
STATE ONLY,12.0,14.0,14.0,FIRST CALL,30-39,BLACK,FEMALE,NADER,CARROLL,APPROVE,UNFAVORABLE,WOULDNOTVOTE,CLINTON,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.644
STATE ONLY,12.0,14.0,15.0,SECOND CALL,18-24,ASIAN,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.1
STATE ONLY,12.0,14.0,16.0,SECOND CALL,18-24,OTHER,FEMALE,GORE,CARROLL,APPROVE,UNFAVORABLE,GORE,PEROT,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,HONOLULU,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.325
STATE ONLY,12.0,14.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,,AKAKA,APPROVE,UNFAVORABLE,GORE,OMITS,OMITS,APP/UNFAV,DEMOCRAT,ELSE,50-75K,CONSERV,18-64,STATE,HONOLULU,18-29,25-29,DEMOCRAT,25-29,OTHER,,,1.103
STATE ONLY,12.0,14.0,18.0,SECOND CALL,50-59,OTHER,MALE,BUSH,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.016
STATE ONLY,12.0,14.0,19.0,SECOND CALL,50-59,ASIAN,FEMALE,BUCHANAN,,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,REPUBLCN,NONE,30-50K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.342
STATE ONLY,12.0,14.0,20.0,SECOND CALL,30-39,ASIAN,MALE,BUSH,AKAKA,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.9400000000000001
STATE ONLY,12.0,14.0,21.0,SECOND CALL,50-59,ASIAN,FEMALE,BUSH,CARROLL,OMITS,OMITS,BUSH,CLINTON,BETTER,OMITS,DEMOCRAT,,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,,,,0.988
STATE ONLY,12.0,14.0,22.0,SECOND CALL,30-39,ASIAN,FEMALE,GORE,,APPROVE,FAVORABLE,OMITS,CLINTON,WORSE,APP/FAV,,CATHOLIC,15-30K,,18-64,STATE,HONOLULU,30-44,30-39,,30-39,CATHOLIC,,,1.173
STATE ONLY,12.0,14.0,23.0,SECOND CALL,30-39,ASIAN,FEMALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.131
STATE ONLY,12.0,14.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,AKAKA,DISAPPR,FAVORABLE,GORE,CLINTON,BETTER,DIS/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.131
STATE ONLY,12.0,14.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,AKAKA,APPROVE,FAVORABLE,BUSH,NOVOTE,SAME,APP/FAV,ELSE,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.9400000000000001
STATE ONLY,12.0,14.0,26.0,SECOND CALL,18-24,OTHER,FEMALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,BUSH,NOVOTE,SAME,APP/UNFAV,INDEPEND,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.992
STATE ONLY,12.0,14.0,27.0,SECOND CALL,50-59,ASIAN,MALE,BUSH,AKAKA,APPROVE,UNFAVORABLE,GORE,DOLE,SAME,APP/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,STATE,HONOLULU,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9400000000000001
STATE ONLY,12.0,14.0,28.0,SECOND CALL,18-24,ASIAN,MALE,NADER,CARROLL,DISAPPR,UNFAVORABLE,GORE,CLINTON,BETTER,DIS/UNFAV,ELSE,PROTESTANT,50-75K,CONSERV,18-64,STATE,HONOLULU,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.038
STATE ONLY,12.0,14.0,29.0,SECOND CALL,30-39,,FEMALE,GORE,AKAKA,OMITS,OMITS,BUSH,CLINTON,WORSE,OMITS,,,75-100K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,,30-39,,,,1.131
STATE ONLY,12.0,14.0,30.0,SECOND CALL,50-59,ASIAN,MALE,NADER,CARROLL,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,NONE,50-75K,CONSERV,18-64,STATE,HONOLULU,45-59,50-59,REPUBLICAN,50-64,NONE,,,0.9580000000000001
STATE ONLY,12.0,14.0,31.0,SECOND CALL,30-39,,FEMALE,GORE,AKAKA,OMITS,OMITS,GORE,PEROT,BETTER,OMITS,,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,HONOLULU,30-44,30-39,,30-39,PROT/CHRIST,,,1.131
STATE ONLY,12.0,14.0,32.0,SECOND CALL,45-49,ASIAN,MALE,GORE,AKAKA,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,HONOLULU,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.164
STATE ONLY,12.0,14.0,33.0,SECOND CALL,30-39,ASIAN,MALE,GORE,AKAKA,APPROVE,UNFAVORABLE,GORE,DOLE,SAME,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,HONOLULU,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.164
STATE ONLY,12.0,14.0,34.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,CARROLL,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,HONOLULU,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.222
