VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,TRACK,PRESKNOW,THOMPSON,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL GREY,50.0,30.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,GILLESPIE,BEFORE,,,,,SMCITY/RURAL,,,,,,BUSHDID,,,,DEMOCRAT,RURAL,SOMCOL/ASSOC,,,15-30K,,,LIBERAL,18-64,SOCIALSECURI,NATIONAL,COMPLETE,FOXRIVERSW,18-29,25-29,DEMOCRAT,25-29,,,NEITHER,,BOTH,,,,0.528
NATIONAL GREY,50.0,30.0,42.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,,,,,SMCITY/RURAL,,,,,,GOREDID,,,,INDEPEND,RURAL,HSGRAD,,,LESS15K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,FOXRIVERSW,45-59,40-49,IND/OTHER,40-49,,,ONLYBUSH,,ONLYGORE,,,,0.459
NATIONAL PINK,50.0,30.0,43.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,GILLESPIE,,,,,,SMCITY/RURAL,,,NO,,ME,,,,YES,INDEPEND,RURAL,,OTHERCHRIST,,50-75K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,,,,,,0.536
NATIONAL PINK,50.0,30.0,44.0,THIRD CALL,25-29,BLACK,MALE,BUSH,GILLESPIE,,,,,,SMCITY/RURAL,,,NO,,SOMEONEELSE,,,,NO,REPUBLCN,RURAL,,CATHOLIC,,30-50K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,,,,,,0.74
NATIONAL PINK,50.0,30.0,45.0,THIRD CALL,25-29,WHITE,MALE,NADER,GILLESPIE,,,,,,SMCITY/RURAL,,,NO,,ME,,,,NO,INDEPEND,RURAL,,CATHOLIC,,LESS15K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,,,,,,0.541
NATIONAL PINK,50.0,30.0,46.0,THIRD CALL,25-29,WHITE,MALE,BUSH,KOHL,,,,,,SMCITY/RURAL,,,NO,,NONE,,,,YES,,RURAL,,CATHOLIC,,15-30K,NO,NO,,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,18-29,25-29,,25-29,CATHOLIC,,,,,,,,0.592
NATIONAL PINK,50.0,30.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,,,,,,SMCITY/RURAL,,,NO,,ME,,,,YES,INDEPEND,RURAL,,CATHOLIC,,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,,,,,,0.497
STATE ONLY,50.0,32.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,FAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,HONEST,NO,CLINTON,NONE,NEITHERDID,SAME,DIS/FAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,ONLYBUSH,DISAPPR,ONLYGORE,ISSUES,,,1.1300000000000001
STATE ONLY,50.0,32.0,2.0,FIRST CALL,45-49,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,CLINTON,NONE,BUSHDID,WORSE,APP/FAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,ONLYGORE,APPROVE,BOTH,PERSONALQUAL,,,1.225
STATE ONLY,50.0,32.0,3.0,FIRST CALL,75+,WHITE,MALE,GORE,KOHL,LAST.MONTH,APPROVE,FAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,SOMEONEELSE,BUSHDID,WORSE,APP/FAV,YES,DEMOCRAT,RURAL,NOHS,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,PERSONALQUAL,,,1.435
STATE ONLY,50.0,32.0,4.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,OMITS,BUSH,LESS,SMCITY/RURAL,OMITS,GOODJUDGMENT,YES,DOLE,SOMEONEELSE,NEITHERDID,BETTER,OMITS,NO,REPUBLCN,RURAL,NOHS,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,CONSERV,65+,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,CATHOLIC,,ONLYBUSH,APPROVE,OMITS,ISSUES,,,1.299
STATE ONLY,50.0,32.0,5.0,FIRST CALL,75+,WHITE,MALE,BUSH,,BEFORE,DISAPPR,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,OMITS,HONEST,YES,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,LIBERAL,65+,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,CATHOLIC,,NEITHER,OMITS,ONLYGORE,PERSONALQUAL,,,1.4000000000000001
STATE ONLY,50.0,32.0,6.0,FIRST CALL,25-29,WHITE,MALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,GOODJUDGMENT,NO,OMITS,NONE,BOTHDID,BETTER,APP/UNFAV,,INDEPEND,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYBUSH,OMITS,,,1.423
STATE ONLY,50.0,32.0,7.0,FIRST CALL,75+,WHITE,FEMALE,GORE,KOHL,BEFORE,DISAPPR,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,SOCIALSECUR,EXPERIENCE,NO,CLINTON,SOMEONEELSE,BOTHDID,BETTER,DIS/UNFAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,65+,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,PERSONALQUAL,,,1.409
STATE ONLY,50.0,32.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,GILLESPIE,LASTWEEK,DISAPPR,FAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,COMPLEXISSUE,YES,DOLE,,BUSHDID,BETTER,DIS/FAV,NO,INDEPEND,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,ONLYBUSH,DISAPPR,ONLYGORE,ISSUES,,,1.287
STATE ONLY,50.0,32.0,9.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,CARES,NO,OTHER,NONE,BOTHDID,WORSE,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,BOTH,DISAPPR,ONLYBUSH,PERSONALQUAL,,,1.361
STATE ONLY,50.0,32.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,GILLESPIE,BEFORE,APPROVE,FAVORABLE,BUSH,MORE,SMCITY/RURAL,SOCIALSECUR,HONEST,NO,NOVOTE,NONE,GOREDID,SAME,APP/FAV,YES,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.1300000000000001
STATE ONLY,50.0,32.0,11.0,SECOND CALL,40-44,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,YES,PEROT,ME,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,NOHS,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,ONLYGORE,APPROVE,ONLYBUSH,PERSONALQUAL,,,1.225
STATE ONLY,50.0,32.0,12.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,TAXES,HONEST,YES,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,NO,REPUBLCN,RURAL,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.287
STATE ONLY,50.0,32.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,KOHL,LASTWEEK,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,SOCIALSECUR,GOODJUDGMENT,NO,CLINTON,SOMEONEELSE,BUSHDID,BETTER,APP/UNFAV,NO,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,60+,60+,DEMOCRAT,50-64,CATHOLIC,,ONLYGORE,APPROVE,BOTH,PERSONALQUAL,,,1.409
STATE ONLY,50.0,32.0,14.0,SECOND CALL,60-64,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,NO,CLINTON,ME,BUSHDID,BETTER,APP/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,CATHOLIC,MORETHAN1AWK,15-30K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,50-64,CATHOLIC,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.435
STATE ONLY,50.0,32.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,SOCIALSECUR,STRONGLEADER,NO,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.299
STATE ONLY,50.0,32.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,NO,CLINTON,NONE,GOREDID,SAME,APP/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,PROTESTANT,AFEWAMONTH,LESS15K,YES,NO,,65+,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,NEITHER,APPROVE,BOTH,PERSONALQUAL,,,1.299
STATE ONLY,50.0,32.0,17.0,SECOND CALL,25-29,WHITE,MALE,NADER,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,NO,DOLE,SOMEONEELSE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,RURAL,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.312
STATE ONLY,50.0,32.0,18.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SMCITY/RURAL,HEALTHCARE,CARES,YES,DOLE,SOMEONEELSE,GOREDID,WORSE,DIS/UNFAV,NO,REPUBLCN,RURAL,HSGRAD,ELSE,ONCEAWEEK,LESS15K,NO,NO,CONSERV,65+,OMITS,STATE,COMPLETE,FOXRIVERSW,60+,60+,REPUBLICAN,65+,OTHER,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.299
STATE ONLY,50.0,32.0,19.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,DISAPPR,OMITS,BUSH,LESS,SMCITY/RURAL,MEDICARE/RX,CARES,NO,DOLE,SOMEONEELSE,GOREDID,WORSE,OMITS,NO,REPUBLCN,RURAL,HSGRAD,ELSE,NEVER,LESS15K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,FOXRIVERSW,45-59,40-49,REPUBLICAN,40-49,OTHER,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.109
STATE ONLY,50.0,32.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,KOHL,LAST.MONTH,OMITS,UNFAVORABLE,GORE,MORE,SMCITY/RURAL,ECON/JOBS,CARES,NO,CLINTON,ME,BOTHDID,SAME,OMITS,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,BOTH,APPROVE,BOTH,ISSUES,,,1.397
STATE ONLY,50.0,32.0,21.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,KOHL,LASTWEEK,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,HEALTHCARE,EXPERIENCE,NO,CLINTON,NONE,NEITHERDID,SAME,APP/FAV,NO,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,1.397
STATE ONLY,50.0,32.0,22.0,THIRD CALL,50-59,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SMCITY/RURAL,OMITS,OMITS,NO,CLINTON,NONE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,ONLYGORE,APPROVE,ONLYBUSH,PERSONALQUAL,,,1.225
STATE ONLY,50.0,32.0,23.0,THIRD CALL,50-59,WHITE,MALE,GORE,KOHL,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,TAXES,GOODJUDGMENT,NO,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,ONLYGORE,APPROVE,BOTH,PERSONALQUAL,,,1.225
STATE ONLY,50.0,32.0,24.0,THIRD CALL,30-39,WHITE,MALE,GORE,GILLESPIE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,NOVOTE,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,RURAL,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,BOTH,APPROVE,BOTH,ISSUES,,,1.123
STATE ONLY,50.0,32.0,25.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,GILLESPIE,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SMCITY/RURAL,ECON/JOBS,STRONGLEADER,NO,DOLE,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,REPUBLCN,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,FOXRIVERSW,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,ONLYBUSH,APPROVE,ONLYGORE,ISSUES,,,1.109
STATE ONLY,50.0,32.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KOHL,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SMCITY/RURAL,ECON/JOBS,EXPERIENCE,NO,PEROT,SOMEONEELSE,BOTHDID,SAME,APP/UNFAV,YES,INDEPEND,RURAL,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,FOXRIVERSW,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,ONLYGORE,APPROVE,BOTH,PERSONALQUAL,,,1.202
STATE ONLY,50.0,37.0,1.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,SOMEONEELSE,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,30-44,40-49,DEMOCRAT,40-49,OTHER,,ONLYGORE,APPROVE,ONLYBUSH,ISSUES,,,1.5230000000000001
STATE ONLY,50.0,37.0,2.0,FIRST CALL,18-24,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,HONEST,OMITS,NOVOTE,NONE,NEITHERDID,BETTER,APP/FAV,NO,,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,75-100K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTHWEST,18-29,18-24,,18-24,NONE,,BOTH,DISAPPR,ONLYGORE,ISSUES,,,1.861
STATE ONLY,50.0,37.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,KOHL,BEFORE,OMITS,OMITS,OMITS,MORE,SUBURBS,ECON/JOBS,HONEST,YES,OMITS,SOMEONEELSE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTHWEST,45-59,50-59,,50-64,,,OMITS,APPROVE,OMITS,OMITS,,,1.5230000000000001
STATE ONLY,50.0,37.0,4.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,KOHL,BEFORE,OMITS,OMITS,OMITS,LESS,SUBURBS,WORLDAFFAIRS,HONEST,OMITS,OMITS,NONE,GOREDID,OMITS,,,,SUBURBS,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,NORTHWEST,60+,60+,,65+,,,OMITS,APPROVE,OMITS,OMITS,,,2.0180000000000002
STATE ONLY,50.0,37.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,SOMEONEELSE,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,ONLYGORE,DISAPPR,ONLYBUSH,ISSUES,,,1.5230000000000001
STATE ONLY,50.0,37.0,6.0,FIRST CALL,50-59,WHITE,MALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,MEDICARE/RX,HONEST,YES,CLINTON,MEANDSOMEONE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,15-30K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,BOTH,APPROVE,BOTH,PERSONALQUAL,,,1.484
STATE ONLY,50.0,37.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,KOHL,BEFORE,OMITS,OMITS,OMITS,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,OMITS,NONE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTHWEST,45-59,40-49,,40-49,,,OMITS,DISAPPR,OMITS,OMITS,,,1.484
STATE ONLY,50.0,37.0,8.0,FIRST CALL,60-64,WHITE,MALE,BUSH,GILLESPIE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,YES,OTHER,SOMEONEELSE,GOREDID,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,PERSONALQUAL,,,1.802
STATE ONLY,50.0,37.0,9.0,FIRST CALL,30-39,WHITE,MALE,BUSH,KOHL,LAST.3DAYS,OMITS,OMITS,OMITS,LESS,SUBURBS,WORLDAFFAIRS,EXPERIENCE,YES,CLINTON,NONE,BOTHDID,SAME,OMITS,YES,,SUBURBS,,,OMITS,,NO,NO,,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,30-44,30-39,,30-39,,,BOTH,DISAPPR,NEITHER,ISSUES,,,1.735
STATE ONLY,50.0,37.0,10.0,SECOND CALL,50-59,WHITE,MALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,OTHER,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,BOTH,APPROVE,ONLYGORE,ISSUES,,,1.735
STATE ONLY,50.0,37.0,11.0,SECOND CALL,25-29,WHITE,MALE,BUSH,KOHL,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,YES,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,NEVER,50-75K,,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,BOTH,APPROVE,BOTH,ISSUES,,,2.1750000000000003
STATE ONLY,50.0,37.0,12.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,KOHL,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,OMITS,CLINTON,NONE,GOREDID,OMITS,APP/FAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,30-50K,YES,NO,CONSERV,18-64,OMITS,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,BOTH,APPROVE,OMITS,OMITS,,,1.5230000000000001
STATE ONLY,50.0,37.0,13.0,SECOND CALL,75+,WHITE,,GORE,KOHL,LAST.3DAYS,OMITS,OMITS,OMITS,OMITS,SUBURBS,OMITS,OMITS,OMITS,OMITS,NONE,NEITHERDID,OMITS,,,,SUBURBS,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,NORTHWEST,60+,60+,,65+,,,OMITS,OMITS,OMITS,OMITS,,,1.683
STATE ONLY,50.0,37.0,14.0,SECOND CALL,45-49,WHITE,MALE,NADER,KOHL,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,EDUCATION,HONEST,NO,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,NONE,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,NONE,,NEITHER,APPROVE,ONLYGORE,PERSONALQUAL,,,1.383
STATE ONLY,50.0,37.0,15.0,SECOND CALL,60-64,WHITE,FEMALE,NADER,KOHL,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,HONEST,NO,CLINTON,SOMEONEELSE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,ONLYGORE,DISAPPR,BOTH,ISSUES,,,1.607
