VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,MIGRATNC,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,UNFAIRNC,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,34.0,74.0,33.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,BOTH,STATE,COMPLETE,CENTRALCTYS,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.645
STATE ONLY,34.0,77.0,1.0,FIRST CALL,40-44,WHITE,MALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.123
STATE ONLY,34.0,77.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,BETTER,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.351
STATE ONLY,34.0,77.0,3.0,FIRST CALL,50-59,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.2730000000000001
STATE ONLY,34.0,77.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.373
STATE ONLY,34.0,77.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,SAME,APP/UNFAV,NO,REPUBLCN,HSGRAD,NONE,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,NONE,,,1.2530000000000001
STATE ONLY,34.0,77.0,6.0,FIRST CALL,65-74,WHITE,MALE,BUSH,VINROOT,OMITS,OMITS,OMITS,LESS,SOCIALSECUR,NO,OMITS,OMITS,,YES,,,,,,65+,BOTH,STATE,NOTCOMPLETE,SOUTHEAST,60+,60+,,65+,,,,1.855
STATE ONLY,34.0,77.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.351
STATE ONLY,34.0,77.0,8.0,FIRST CALL,60-64,WHITE,MALE,BUSH,VINROOT,OMITS,OMITS,OMITS,LESS,TAXES,NO,OMITS,OMITS,,,,,,,,18-64,BOTH,STATE,NOTCOMPLETE,SOUTHEAST,60+,60+,,50-64,,,,1.855
STATE ONLY,34.0,77.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,PEROT,SAME,APP/UNFAV,YES,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.2730000000000001
STATE ONLY,34.0,77.0,10.0,FIRST CALL,40-44,WHITE,MALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.123
STATE ONLY,34.0,77.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,OMITS,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,OMITS,STATE,COMPLETE,SOUTHEAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.764
STATE ONLY,34.0,77.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,YES,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,HSGRAD,ELSE,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.373
STATE ONLY,34.0,77.0,13.0,SECOND CALL,45-49,WHITE,MALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,NO,PEROT,WORSE,DIS/UNFAV,NO,INDEPEND,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.2530000000000001
STATE ONLY,34.0,77.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,,50-75K,CONSERV,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,,,,1.214
STATE ONLY,34.0,77.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,MODERATE,65+,NEITHER,STATE,COMPLETE,SOUTHEAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,2.0
STATE ONLY,34.0,77.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,OMITS,OMITS,NO,DOLE,BETTER,APP/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,OMITS,STATE,COMPLETE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.256
STATE ONLY,34.0,77.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,NO,NOVOTE,SAME,APP/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.2530000000000001
STATE ONLY,34.0,77.0,18.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,PEROT,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.373
STATE ONLY,34.0,77.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,FAVORABLE,BUSH,MORE,MEDICARE/RX,YES,CLINTON,BETTER,DIS/FAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.351
STATE ONLY,34.0,77.0,20.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.373
STATE ONLY,34.0,77.0,21.0,THIRD CALL,18-24,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.234
STATE ONLY,34.0,77.0,22.0,THIRD CALL,25-29,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.234
STATE ONLY,34.0,77.0,23.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,YES,NOVOTE,BETTER,APP/UNFAV,NO,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.309
STATE ONLY,34.0,77.0,24.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,MEDICARE/RX,YES,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.214
STATE ONLY,34.0,77.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,GORE,OMITS,MEDICARE/RX,YES,DOLE,BETTER,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.2730000000000001
STATE ONLY,34.0,77.0,26.0,THIRD CALL,50-59,OTHER,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.2730000000000001
STATE ONLY,34.0,77.0,27.0,THIRD CALL,45-49,WHITE,MALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,YES,DOLE,BETTER,DIS/UNFAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.2530000000000001
STATE ONLY,34.0,77.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,VINROOT,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,DOLE,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.331
STATE ONLY,34.0,77.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.351
STATE ONLY,34.0,77.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.373
STATE ONLY,34.0,77.0,31.0,THIRD CALL,25-29,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,TAXES,YES,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.234
STATE ONLY,34.0,77.0,32.0,THIRD CALL,25-29,WHITE,MALE,GORE,EASLEY,DISAPPR,FAVORABLE,GORE,MORE,HEALTHCARE,YES,CLINTON,BETTER,DIS/FAV,NO,ELSE,HSGRAD,PROTESTANT,75-100K,LIBERAL,18-64,EASLEY,STATE,COMPLETE,SOUTHEAST,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.088
STATE ONLY,34.0,77.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,EASLEY,APPROVE,FAVORABLE,BUSH,LESS,TAXES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.351
STATE ONLY,34.0,79.0,1.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,EASLEY,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.254
STATE ONLY,34.0,79.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,MODERATE,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.254
STATE ONLY,34.0,79.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,CATHOLIC,30-50K,CONSERV,65+,NEITHER,STATE,COMPLETE,SOUTHEAST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.969
STATE ONLY,34.0,79.0,4.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.254
STATE ONLY,34.0,79.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUCHANAN,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.443
STATE ONLY,34.0,79.0,6.0,FIRST CALL,40-44,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,,DEMOCRAT,SOMCOL/ASSOC,ELSE,OVER100K,MODERATE,18-64,EASLEY,STATE,COMPLETE,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,1.026
STATE ONLY,34.0,79.0,7.0,FIRST CALL,25-29,WHITE,MALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,DOLE,BETTER,APP/UNFAV,YES,INDEPEND,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,1.196
STATE ONLY,34.0,79.0,8.0,FIRST CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.254
STATE ONLY,34.0,79.0,9.0,FIRST CALL,30-39,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,ELSE,,CONSERV,18-64,EASLEY,STATE,COMPLETE,SOUTHEAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.026
STATE ONLY,34.0,79.0,10.0,FIRST CALL,25-29,WHITE,MALE,OTHER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,OMITS,OMITS,NO,PEROT,BETTER,DIS/UNFAV,NO,ELSE,POSTGRAD,NONE,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,SOUTHEAST,18-29,25-29,IND/OTHER,25-29,NONE,,,0.8150000000000001
STATE ONLY,34.0,79.0,11.0,SECOND CALL,65-74,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,NOHS,PROTESTANT,75-100K,CONSERV,65+,NEITHER,STATE,COMPLETE,SOUTHEAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.825
STATE ONLY,34.0,79.0,12.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,WORSE,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.107
STATE ONLY,34.0,79.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,OMITS,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.33
STATE ONLY,34.0,79.0,14.0,SECOND CALL,50-59,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,OMITS,OMITS,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,,50-75K,,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,50-59,DEMOCRAT,50-64,,,,1.026
STATE ONLY,34.0,79.0,15.0,SECOND CALL,50-59,WHITE,MALE,BUSH,EASLEY,APPROVE,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,DOLE,SAME,APP/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.234
STATE ONLY,34.0,79.0,16.0,SECOND CALL,18-24,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,YES,OMITS,BETTER,APP/UNFAV,YES,DEMOCRAT,COLGRAD,JEWISH,50-75K,LIBERAL,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,18-29,18-24,DEMOCRAT,18-24,JEWISH,,,1.071
STATE ONLY,34.0,79.0,17.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,OMITS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,EASLEY,STATE,COMPLETE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.352
STATE ONLY,34.0,79.0,18.0,SECOND CALL,50-59,WHITE,MALE,GORE,EASLEY,DISAPPR,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,SAME,DIS/UNFAV,NO,ELSE,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.105
STATE ONLY,34.0,79.0,19.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,NOVOTE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.31
STATE ONLY,34.0,79.0,20.0,SECOND CALL,45-49,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,DOLE,WORSE,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.254
STATE ONLY,34.0,79.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.352
STATE ONLY,34.0,79.0,22.0,SECOND CALL,40-44,WHITE,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.254
STATE ONLY,34.0,79.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,OMITS,BUSH,MORE,TAXES,NO,DOLE,BETTER,OMITS,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,VINROOT,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.352
STATE ONLY,34.0,79.0,24.0,THIRD CALL,,,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,,BOTH,STATE,COMPLETE,SOUTHEAST,,,REPUBLICAN,,PROT/CHRIST,,,1.254
STATE ONLY,34.0,79.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,ELSE,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,40-49,REPUBLICAN,40-49,OTHER,,,1.352
STATE ONLY,34.0,79.0,26.0,THIRD CALL,18-24,BLACK,MALE,BUSH,VINROOT,DISAPPR,UNFAVORABLE,BUSH,MORE,ECON/JOBS,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.1280000000000001
STATE ONLY,34.0,79.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,VINROOT,OMITS,OMITS,OMITS,LESS,ECON/JOBS,NO,OMITS,OMITS,,NO,,,,,,18-64,EASLEY,STATE,NOTCOMPLETE,SOUTHEAST,45-59,50-59,,50-64,,,,1.254
STATE ONLY,34.0,79.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,EASLEY,APPROVE,FAVORABLE,BUSH,LESS,TAXES,YES,NOVOTE,BETTER,APP/FAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.234
STATE ONLY,34.0,79.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,EASLEY,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.234
STATE ONLY,34.0,79.0,30.0,THIRD CALL,45-49,BLACK,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,,18-64,NEITHER,STATE,COMPLETE,SOUTHEAST,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.026
STATE ONLY,34.0,83.0,1.0,FIRST CALL,30-39,WHITE,MALE,GORE,EASLEY,APPROVE,FAVORABLE,GORE,OMITS,OMITS,NO,CLINTON,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.2710000000000001
STATE ONLY,34.0,83.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,EASLEY,APPROVE,UNFAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,NONE,30-50K,LIBERAL,18-64,BOTH,STATE,COMPLETE,SOUTHEAST,30-44,40-49,DEMOCRAT,40-49,NONE,,,1.2710000000000001
