VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPCA,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,IMMIG,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,TELEPOLL,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,MEXICAN,QRACE,REL5,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,BORNUSA,VNS1,VNS2,WEIGHT
NATIONAL PINK,5.0,79.0,24.0,SECOND CALL,75+,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,NO,,DEMOCRAT,SUBURBS,,JEWISH,,15-30K,YES,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,65+,,WHITE,JEWISH,,NO,,,,,,1.308
NATIONAL WHITE,5.0,79.0,25.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,CAMPBELL,OMITS,OMITS,BUSH,,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,ME,SAME,OMITS,YES,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,CATHOLIC,,NO,,PERSONALQUAL,,,,1.122
NATIONAL WHITE,5.0,79.0,26.0,THIRD CALL,45-49,WHITE,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,WORSE,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,NO,,PERSONALQUAL,,,,1.948
NATIONAL WHITE,5.0,79.0,27.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,UNFAVORABLE,GORE,,OMITS,SUBURBS,ECON/JOBS,COMPLEXISSUE,CLINTON,NONE,BETTER,APP/UNFAV,NO,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,,,0.961
NATIONAL WHITE,5.0,79.0,28.0,THIRD CALL,18-24,HISP,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,,MORE,SUBURBS,EDUCATION,CARES,DOLE,,SAME,DIS/UNFAV,NO,,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,NO,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,18-24,REPUBLICAN,18-24,YES,HISP,CATHOLIC,,NO,,ISSUES,,,,0.9470000000000001
NATIONAL WHITE,5.0,79.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,CAMPBELL,APPROVE,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,EXPERIENCE,DOLE,NONE,SAME,APP/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,NO,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,NO,,PERSONALQUAL,,,,1.094
NATIONAL WHITE,5.0,79.0,30.0,THIRD CALL,25-29,ASIAN,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,,MORE,SUBURBS,ECON/JOBS,OMITS,CLINTON,NONE,OMITS,APP/FAV,NO,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,25-29,DEMOCRAT,25-29,NO,ASIAN,CATHOLIC,,NO,,ISSUES,,,,1.067
NATIONAL YELLOW,5.0,79.0,31.0,THIRD CALL,50-59,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,TAXES,HONEST,1.094
NATIONAL YELLOW,5.0,79.0,32.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,NONE,SAME,DIS/UNFAV,YES,,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,NO,,ISSUES,,ECON/JOBS,STRONGLEADER,1.012
NATIONAL YELLOW,5.0,79.0,33.0,THIRD CALL,25-29,HISP,MALE,BUSH,CAMPBELL,APPROVE,FAVORABLE,BUSH,,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,DOLE,SOMEONEELSE,BETTER,APP/FAV,YES,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,25-29,REPUBLICAN,25-29,YES,HISP,CATHOLIC,,NO,,ISSUES,,WORLDAFFAIRS,STRONGLEADER,1.038
NATIONAL YELLOW,5.0,79.0,34.0,THIRD CALL,30-39,WHITE,MALE,GORE,CAMPBELL,DISAPPR,UNFAVORABLE,GORE,,LESS,SUBURBS,OMITS,CARES,CLINTON,NONE,BETTER,DIS/UNFAV,YES,,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,LESS15K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,NO,,ISSUES,,OMITS,CARES,1.1300000000000001
NATIONAL YELLOW,5.0,79.0,35.0,THIRD CALL,18-24,WHITE,MALE,GORE,CAMPBELL,OMITS,OMITS,GORE,,OMITS,SUBURBS,SOCIALSECUR,OMITS,NOVOTE,NONE,BETTER,OMITS,YES,,,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,OMITS,OVER100K,NO,NO,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,18-24,,18-24,NO,WHITE,PROT/CHRIST,,YES,,ISSUES,,SOCIALSECUR,OMITS,1.256
NATIONAL GREY,5.0,79.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,POSTGRAD,,,75-100K,,,CONSERV,18-64,REDUCNATDEBT,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,ONLYBUSH,,ONLYGORE,,,,,1.012
NATIONAL GREY,5.0,79.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,COLGRAD,,,OVER100K,,,CONSERV,18-64,OMITS,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,,OMITS,,ONLYGORE,,,,,1.012
NATIONAL GREY,5.0,79.0,38.0,THIRD CALL,30-39,,,BUSH,,,,,,,SUBURBS,,,,,,,,,INDEPEND,SUBURBS,POSTGRAD,,,,,,,18-64,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,IND/OTHER,30-39,,,,BOTH,,ONLYGORE,,,,,1.0
NATIONAL GREY,5.0,79.0,39.0,THIRD CALL,45-49,HISP,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,CONSERV,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,40-49,REPUBLICAN,40-49,YES,HISP,,BOTH,,BOTH,,,,,0.864
NATIONAL GREY,5.0,79.0,40.0,THIRD CALL,45-49,ASIAN,FEMALE,BUSH,FEINSTEIN,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,50-75K,,,LIBERAL,18-64,CUTFEDINCTAX,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,,ASIAN,,BOTH,,BOTH,,,,,0.928
NATIONAL GREY,5.0,79.0,41.0,THIRD CALL,40-44,HISP,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,,,,,,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,,,75-100K,,,MODERATE,18-64,SOCIALSECURI,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,40-49,DEMOCRAT,40-49,YES,HISP,,BOTH,,ONLYGORE,,,,,0.864
NATIONAL PINK,5.0,79.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,CAMPBELL,,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,NO,,,,,,1.012
NATIONAL PINK,5.0,79.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,OVER100K,YES,YES,LIBERAL,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,NO,,,,,,0.961
NATIONAL PINK,5.0,79.0,44.0,THIRD CALL,75+,WHITE,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,NO,,INDEPEND,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,65+,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.308
NATIONAL PINK,5.0,79.0,45.0,THIRD CALL,50-59,BLACK,MALE,GORE,FEINSTEIN,,,,,,SUBURBS,,,,ME,,,YES,,DEMOCRAT,SUBURBS,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,PROT/CHRIST,,NO,,,,,,0.886
NATIONAL PINK,5.0,79.0,46.0,THIRD CALL,18-24,WHITE,MALE,BUSH,FEINSTEIN,,,,,,SUBURBS,,,,NONE,,,NO,,REPUBLCN,SUBURBS,,PROTESTANT,,75-100K,NO,NO,MODERATE,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.115
NATIONAL PINK,5.0,79.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,OTHER,,,,,,SUBURBS,,,,NONE,,,YES,,REPUBLCN,SUBURBS,,PROTESTANT,,75-100K,YES,,CONSERV,18-64,,EXITPOLL,NATIONAL,COMPLETE,SOUTHCAL,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,NO,,,,,,1.802
STATE ONLY,5.0,82.0,1.0,FIRST CALL,50-59,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,EDUCATION,HONEST,OTHER,NONE,SAME,DIS/UNFAV,YES,DECREASE,INDEPEND,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,YES,,,0.646
STATE ONLY,5.0,82.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,NO,LESS,SUBURBS,EDUCATION,EXPERIENCE,DOLE,NONE,BETTER,APP/UNFAV,YES,DECREASE,INDEPEND,SUBURBS,POSTGRAD,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,IND/OTHER,40-49,NO,WHITE,NONE,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.856
STATE ONLY,5.0,82.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,NONE,BETTER,DIS/UNFAV,YES,STAYSAME,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,BOTH,NO,BOTH,ISSUES,YES,,,0.599
STATE ONLY,5.0,82.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,OMITS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,ME,BETTER,APP/FAV,YES,INCREASE,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.736
STATE ONLY,5.0,82.0,5.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,EDUCATION,STRONGLEADER,DOLE,NONE,BETTER,DIS/UNFAV,YES,DECREASE,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,NO,NO,CONSERV,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,ONLYGORE,ISSUES,YES,,,0.965
STATE ONLY,5.0,82.0,6.0,FIRST CALL,50-59,HISP,MALE,BUSH,CAMPBELL,APPROVE,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,HEALTHCARE,GOODJUDGMENT,PEROT,SOMEONEELSE,SAME,APP/UNFAV,YES,STAYSAME,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,IND/OTHER,50-64,YES,HISP,CATHOLIC,BOTH,NO,BOTH,PERSONALQUAL,NO,,,0.719
STATE ONLY,5.0,82.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,CLINTON,NONE,BETTER,APP/FAV,YES,STAYSAME,DEMOCRAT,SUBURBS,COLGRAD,,NEVER,75-100K,NO,YES,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,NO,BOTH,PERSONALQUAL,YES,,,0.736
STATE ONLY,5.0,82.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NOVOTE,NONE,BETTER,APP/FAV,YES,STAYSAME,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,NEVER,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,ONLYGORE,NO,ONLYBUSH,ISSUES,YES,,,0.736
STATE ONLY,5.0,82.0,9.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,YES,DECREASE,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,OMITS,NO,OMITS,PERSONALQUAL,YES,,,0.777
STATE ONLY,5.0,82.0,10.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,HEALTHCARE,STRONGLEADER,DOLE,ME,SAME,DIS/UNFAV,NO,DECREASE,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,NO,NO,CONSERV,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,ONLYGORE,ISSUES,YES,,,0.752
STATE ONLY,5.0,82.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,OTHER,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,SUBURBS,TAXES,COMPLEXISSUE,OTHER,NONE,WORSE,DIS/UNFAV,YES,STAYSAME,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,NEITHER,NO,BOTH,ISSUES,NO,,,1.365
STATE ONLY,5.0,82.0,12.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,SAME,APP/FAV,NO,INCREASE,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,LESS15K,NO,NO,MODERATE,65+,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,ONLYGORE,NO,ONLYGORE,PERSONALQUAL,NO,,,0.714
STATE ONLY,5.0,82.0,13.0,FIRST CALL,25-29,WHITE,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,HEALTHCARE,EXPERIENCE,NOVOTE,ME,BETTER,APP/FAV,YES,DECREASE,INDEPEND,SUBURBS,HSGRAD,NONE,NEVER,30-50K,NO,NO,LIBERAL,18-64,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,18-29,25-29,IND/OTHER,25-29,NO,WHITE,NONE,BOTH,NO,BOTH,ISSUES,YES,,,0.885
STATE ONLY,5.0,82.0,14.0,FIRST CALL,50-59,BLACK,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,LESS,SUBURBS,EDUCATION,HONEST,NOVOTE,NONE,SAME,APP/FAV,YES,DECREASE,DEMOCRAT,SUBURBS,HSGRAD,ELSE,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,OTHER,ONLYGORE,YES,NEITHER,ISSUES,YES,,,0.524
STATE ONLY,5.0,82.0,15.0,SECOND CALL,40-44,WHITE,MALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,CLINTON,NONE,BETTER,APP/FAV,NO,STAYSAME,ELSE,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,LESS15K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,BOTH,ISSUES,YES,,,0.796
STATE ONLY,5.0,82.0,16.0,SECOND CALL,65-74,BLACK,FEMALE,NADER,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,LESS,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,SAME,APP/FAV,NO,STAYSAME,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,65+,NO,BLACK,PROT/CHRIST,NEITHER,NO,ONLYGORE,PERSONALQUAL,YES,,,0.40700000000000003
STATE ONLY,5.0,82.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,FEINSTEIN,APPROVE,OMITS,GORE,NO,OMITS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,CLINTON,NONE,BETTER,OMITS,YES,INCREASE,DEMOCRAT,SUBURBS,POSTGRAD,NONE,NEVER,50-75K,YES,YES,LIBERAL,18-64,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,NONE,ONLYGORE,NO,NEITHER,ISSUES,YES,,,0.736
STATE ONLY,5.0,82.0,18.0,SECOND CALL,65-74,WHITE,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,DOLE,ME,WORSE,DIS/UNFAV,NO,STAYSAME,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,NEVER,30-50K,YES,YES,MODERATE,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,YES,,,1.449
STATE ONLY,5.0,82.0,19.0,SECOND CALL,65-74,HISP,FEMALE,BUSH,CAMPBELL,DISAPPR,OMITS,BUSH,NO,LESS,SUBURBS,SOCIALSECUR,HONEST,OTHER,SOMEONEELSE,SAME,OMITS,YES,DECREASE,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,15-30K,YES,YES,MODERATE,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,YES,,CATHOLIC,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,YES,,,0.834
STATE ONLY,5.0,82.0,20.0,SECOND CALL,75+,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,BETTER,DIS/UNFAV,NO,DECREASE,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,65+,REDUCNATDEBT,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYGORE,NO,ONLYGORE,PERSONALQUAL,YES,,,0.8150000000000001
STATE ONLY,5.0,82.0,21.0,SECOND CALL,75+,WHITE,MALE,BUSH,CAMPBELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,SAME,DIS/UNFAV,NO,DECREASE,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,ONLYBUSH,NO,BOTH,ISSUES,YES,,,0.8150000000000001
STATE ONLY,5.0,82.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,CAMPBELL,DISAPPR,OMITS,BUSH,NO,LESS,SUBURBS,OMITS,HONEST,PEROT,NONE,SAME,OMITS,NO,INCREASE,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,30-50K,YES,NO,MODERATE,65+,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,REPUBLICAN,65+,,WHITE,CATHOLIC,ONLYBUSH,NO,ONLYGORE,PERSONALQUAL,YES,,,0.977
STATE ONLY,5.0,82.0,23.0,SECOND CALL,65-74,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,YES,MORE,SUBURBS,SOCIALSECUR,HONEST,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,STAYSAME,DEMOCRAT,SUBURBS,HSGRAD,NONE,NEVER,LESS15K,NO,NO,LIBERAL,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,65+,,HISP,NONE,ONLYGORE,NO,ONLYBUSH,PERSONALQUAL,YES,,,0.61
STATE ONLY,5.0,82.0,24.0,SECOND CALL,30-39,WHITE,MALE,NADER,OTHER,APPROVE,FAVORABLE,OMITS,YES,LESS,SUBURBS,OMITS,OMITS,OTHER,NONE,SAME,APP/FAV,YES,STAYSAME,ELSE,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,EXITPOLL,STATE,COMPLETE,SOUTHCAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,ONLYGORE,NO,BOTH,OMITS,YES,,,0.612
STATE ONLY,5.0,82.0,25.0,SECOND CALL,65-74,HISP,FEMALE,GORE,FEINSTEIN,APPROVE,FAVORABLE,GORE,NO,MORE,SUBURBS,HEALTHCARE,GOODJUDGMENT,CLINTON,SOMEONEELSE,WORSE,APP/FAV,NO,STAYSAME,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,EXITPOLL,STATE,COMPLETE,SOUTHCAL,60+,60+,DEMOCRAT,65+,,HISP,CATHOLIC,ONLYGORE,NO,NEITHER,ISSUES,YES,,,0.793
