VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,37.0,57.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,ELSE,30-50K,CONSERV,18-64,YES,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.9470000000000001
STATE ONLY,37.0,57.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,10.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,75-100K,MODERATE,18-64,NO,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,11.0,FIRST CALL,18-24,OTHER,MALE,GORE,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,EAST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.131
STATE ONLY,37.0,57.0,12.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,MODERATE,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,13.0,FIRST CALL,18-24,WHITE,MALE,GORE,APPROVE,OMITS,GORE,OMITS,CLINTON,BETTER,OMITS,,PROTESTANT,15-30K,,18-64,NO,STATE,EAST,18-29,18-24,,18-24,PROT/CHRIST,,,1.131
STATE ONLY,37.0,57.0,14.0,FIRST CALL,30-39,OTHER,FEMALE,GORE,APPROVE,OMITS,GORE,YES,CLINTON,WORSE,OMITS,DEMOCRAT,NONE,,,18-64,YES,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.9470000000000001
STATE ONLY,37.0,57.0,15.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,INDEPEND,ELSE,LESS15K,LIBERAL,18-64,NO,STATE,EAST,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.031
STATE ONLY,37.0,57.0,16.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.321
STATE ONLY,37.0,57.0,17.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,LIBERAL,18-64,NO,STATE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.884
STATE ONLY,37.0,57.0,18.0,FIRST CALL,60-64,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,,MODERATE,18-64,YES,STATE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.321
STATE ONLY,37.0,57.0,19.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,,CONSERV,65+,YES,STATE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.439
STATE ONLY,37.0,57.0,20.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,LESS15K,MODERATE,18-64,NO,STATE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,21.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,NO,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,22.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,PROTESTANT,30-50K,MODERATE,65+,NO,STATE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.548
STATE ONLY,37.0,57.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,15-30K,MODERATE,18-64,,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.805
STATE ONLY,37.0,57.0,24.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,LIBERAL,18-64,NO,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,NOVOTE,OMITS,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,MODERATE,18-64,,STATE,EAST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.884
STATE ONLY,37.0,57.0,26.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,ELSE,PROTESTANT,LESS15K,MODERATE,18-64,YES,STATE,EAST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.031
STATE ONLY,37.0,57.0,27.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,CONSERV,18-64,YES,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.871
STATE ONLY,37.0,57.0,28.0,SECOND CALL,75+,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,GORE,OMITS,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,65+,YES,STATE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.797
STATE ONLY,37.0,57.0,29.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,65+,NO,STATE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.548
STATE ONLY,37.0,57.0,30.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,PROTESTANT,LESS15K,MODERATE,18-64,,STATE,EAST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,31.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,EAST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.548
STATE ONLY,37.0,57.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OTHER,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,LIBERAL,18-64,NO,STATE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,33.0,THIRD CALL,30-39,OTHER,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,OMITS,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,30-50K,MODERATE,18-64,YES,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.805
STATE ONLY,37.0,57.0,34.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,ELSE,LESS15K,MODERATE,18-64,YES,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.878
STATE ONLY,37.0,57.0,35.0,THIRD CALL,30-39,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,30-50K,CONSERV,18-64,YES,STATE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.742
STATE ONLY,37.0,57.0,36.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,18-64,NO,STATE,EAST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.878
STATE ONLY,37.0,57.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,38.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,OTHERCHRIST,15-30K,MODERATE,18-64,NO,STATE,EAST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.884
STATE ONLY,37.0,57.0,39.0,THIRD CALL,75+,WHITE,FEMALE,GORE,OMITS,UNFAVORABLE,GORE,YES,CLINTON,SAME,OMITS,DEMOCRAT,PROTESTANT,LESS15K,CONSERV,65+,YES,STATE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.548
STATE ONLY,37.0,57.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,OTHERCHRIST,LESS15K,MODERATE,18-64,YES,STATE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,41.0,THIRD CALL,30-39,WHITE,MALE,GORE,OMITS,FAVORABLE,GORE,YES,CLINTON,SAME,OMITS,DEMOCRAT,PROTESTANT,LESS15K,CONSERV,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.031
STATE ONLY,37.0,57.0,42.0,THIRD CALL,,WHITE,MALE,GORE,APPROVE,FAVORABLE,OMITS,OMITS,CLINTON,BETTER,APP/FAV,,PROTESTANT,,,,NO,STATE,EAST,,,,,PROT/CHRIST,,,1.031
STATE ONLY,37.0,57.0,43.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,OVER100K,CONSERV,18-64,YES,STATE,EAST,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.131
STATE ONLY,37.0,57.0,44.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.878
STATE ONLY,37.0,57.0,45.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,OMITS,SAME,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,YES,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.805
STATE ONLY,37.0,57.0,46.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,MODERATE,18-64,NO,STATE,EAST,60+,60+,DEMOCRAT,50-64,NONE,,,1.687
STATE ONLY,37.0,57.0,47.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,15-30K,MODERATE,18-64,NO,STATE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9470000000000001
STATE ONLY,37.0,57.0,48.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,YES,STATE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.878
STATE ONLY,37.0,57.0,49.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,CONSERV,18-64,NO,STATE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.884
STATE ONLY,37.0,57.0,50.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,YES,STATE,EAST,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.871
STATE ONLY,37.0,62.0,1.0,FIRST CALL,45-49,OTHER,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,,STATE,TULSA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.8250000000000001
STATE ONLY,37.0,62.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,OVER100K,MODERATE,18-64,,STATE,TULSA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.466
STATE ONLY,37.0,62.0,4.0,FIRST CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,ELSE,50-75K,MODERATE,18-64,,STATE,TULSA,45-59,50-59,REPUBLICAN,50-64,OTHER,,,0.868
STATE ONLY,37.0,62.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,6.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,,STATE,TULSA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,PEROT,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,MODERATE,18-64,,STATE,TULSA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.466
STATE ONLY,37.0,62.0,8.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,PROTESTANT,,,65+,,STATE,TULSA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.498
STATE ONLY,37.0,62.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,ELSE,30-50K,MODERATE,18-64,,STATE,TULSA,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.466
STATE ONLY,37.0,62.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,,STATE,TULSA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.8250000000000001
STATE ONLY,37.0,62.0,11.0,FIRST CALL,75+,,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,65+,,STATE,TULSA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.41
STATE ONLY,37.0,62.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,13.0,FIRST CALL,25-29,HISP,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,PEROT,BETTER,APP/UNFAV,DEMOCRAT,OTHERCHRIST,30-50K,LIBERAL,18-64,,STATE,TULSA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.369
STATE ONLY,37.0,62.0,14.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.868
STATE ONLY,37.0,62.0,15.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,TULSA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.868
STATE ONLY,37.0,62.0,16.0,FIRST CALL,45-49,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,ELSE,PROTESTANT,75-100K,CONSERV,18-64,,STATE,TULSA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.727
STATE ONLY,37.0,62.0,17.0,FIRST CALL,45-49,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,,18-64,,STATE,TULSA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.6910000000000001
STATE ONLY,37.0,62.0,18.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,75-100K,MODERATE,18-64,,STATE,TULSA,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.466
STATE ONLY,37.0,62.0,19.0,FIRST CALL,40-44,BLACK,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,TULSA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.727
STATE ONLY,37.0,62.0,20.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,TULSA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.41
STATE ONLY,37.0,62.0,21.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,TULSA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.868
STATE ONLY,37.0,62.0,22.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,23.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,50-75K,CONSERV,18-64,,STATE,TULSA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.466
STATE ONLY,37.0,62.0,24.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,OMITS,BUSH,NO,DOLE,SAME,OMITS,REPUBLCN,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,TULSA,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,27.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,OMITS,DIS/UNFAV,REPUBLCN,OTHERCHRIST,,CONSERV,18-64,,STATE,TULSA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.921
STATE ONLY,37.0,62.0,28.0,SECOND CALL,30-39,BLACK,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,CLINTON,SAME,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.6910000000000001
STATE ONLY,37.0,62.0,29.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,50-75K,CONSERV,18-64,,STATE,TULSA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,30.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,31.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OTHERCHRIST,15-30K,CONSERV,18-64,,STATE,TULSA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.868
STATE ONLY,37.0,62.0,32.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,PEROT,BETTER,APP/FAV,INDEPEND,OTHERCHRIST,OVER100K,LIBERAL,18-64,,STATE,TULSA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.466
STATE ONLY,37.0,62.0,33.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,TULSA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.868
STATE ONLY,37.0,62.0,34.0,SECOND CALL,18-24,HISP,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,PROTESTANT,30-50K,MODERATE,18-64,,STATE,TULSA,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.809
STATE ONLY,37.0,62.0,35.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,30-50K,CONSERV,18-64,,STATE,TULSA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,36.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,PROTESTANT,15-30K,MODERATE,18-64,,STATE,TULSA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.8250000000000001
STATE ONLY,37.0,62.0,37.0,SECOND CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,OTHERCHRIST,LESS15K,CONSERV,18-64,,STATE,TULSA,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.968
STATE ONLY,37.0,62.0,38.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,PROTESTANT,,CONSERV,18-64,,STATE,TULSA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.482
