VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,MCINTAX,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,15.0,79.0,8.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,EDUCATION,YES,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,REPUBLICAN,18-24,OTHER,,,1.0130000000000001
STATE ONLY,15.0,79.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.842
STATE ONLY,15.0,79.0,10.0,FIRST CALL,25-29,WHITE,MALE,GORE,LUGAR,OBANNON,OMITS,OMITS,GORE,OMITS,OMITS,OMITS,NO,PEROT,WORSE,OMITS,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,IND/OTHER,25-29,OTHER,,,0.8320000000000001
STATE ONLY,15.0,79.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,NOHS,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.175
STATE ONLY,15.0,79.0,12.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.608
STATE ONLY,15.0,79.0,13.0,FIRST CALL,50-59,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,MORE,TAXES,NO,NO,CLINTON,SAME,OMITS,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.842
STATE ONLY,15.0,79.0,14.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,NO,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.113
STATE ONLY,15.0,79.0,15.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.775
STATE ONLY,15.0,79.0,16.0,FIRST CALL,75+,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,OMITS,NO,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.3
STATE ONLY,15.0,79.0,17.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,YES,PEROT,BETTER,APP/UNFAV,ELSE,HSGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.165
STATE ONLY,15.0,79.0,18.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,OMITS,OMITS,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.815
STATE ONLY,15.0,79.0,19.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.704
STATE ONLY,15.0,79.0,20.0,FIRST CALL,65-74,WHITE,MALE,BUSH,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,OMITS,NO,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,2.081
STATE ONLY,15.0,79.0,21.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,JOHNSON,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,NO,PEROT,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.0230000000000001
STATE ONLY,15.0,79.0,22.0,FIRST CALL,40-44,WHITE,MALE,OTHER,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,NO,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,OTHER,,,0.364
STATE ONLY,15.0,79.0,23.0,FIRST CALL,30-39,,MALE,,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,LESS,ECON/JOBS,NO,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.0150000000000001
STATE ONLY,15.0,79.0,24.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.815
STATE ONLY,15.0,79.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,SOCIALSECUR,NO,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.704
STATE ONLY,15.0,79.0,26.0,SECOND CALL,75+,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,NO,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.086
STATE ONLY,15.0,79.0,27.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,YES,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.808
STATE ONLY,15.0,79.0,28.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,LESS,OMITS,NO,NO,PEROT,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.811
STATE ONLY,15.0,79.0,29.0,SECOND CALL,18-24,WHITE,MALE,OTHER,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,YES,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.361
STATE ONLY,15.0,79.0,30.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.4020000000000001
STATE ONLY,15.0,79.0,31.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.113
STATE ONLY,15.0,79.0,32.0,SECOND CALL,40-44,WHITE,MALE,BUSH,LUGAR,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,3.372
STATE ONLY,15.0,79.0,33.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,MORE,OMITS,YES,YES,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.175
STATE ONLY,15.0,79.0,34.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.704
STATE ONLY,15.0,79.0,35.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,MORE,OMITS,NO,NO,CLINTON,BETTER,APP/UNFAV,,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,,18-24,CATHOLIC,,,1.113
STATE ONLY,15.0,79.0,36.0,SECOND CALL,18-24,WHITE,MALE,OTHER,,OBANNON,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,OMITS,NO,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.34700000000000003
STATE ONLY,15.0,79.0,37.0,SECOND CALL,18-24,BLACK,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,YES,NOVOTE,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.797
STATE ONLY,15.0,79.0,38.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LUGAR,OBANNON,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.811
STATE ONLY,15.0,79.0,39.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.175
STATE ONLY,15.0,79.0,40.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,JOHNSON,OBANNON,OMITS,FAVORABLE,GORE,LESS,MEDICARE/RX,NO,YES,CLINTON,SAME,OMITS,DEMOCRAT,NOHS,CATHOLIC,15-30K,MODERATE,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.086
STATE ONLY,15.0,79.0,41.0,SECOND CALL,18-24,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.722
STATE ONLY,15.0,79.0,42.0,THIRD CALL,50-59,WHITE,MALE,GORE,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.876
STATE ONLY,15.0,79.0,43.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,MORE,HEALTHCARE,NO,NO,CLINTON,BETTER,OMITS,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.704
STATE ONLY,15.0,79.0,44.0,THIRD CALL,50-59,WHITE,MALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,LESS,ECON/JOBS,NO,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.842
STATE ONLY,15.0,79.0,45.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,LUGAR,OBANNON,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,2.0
STATE ONLY,15.0,79.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.175
STATE ONLY,15.0,79.0,47.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,NO,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.775
STATE ONLY,15.0,79.0,48.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,GORE,LESS,ECON/JOBS,YES,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.608
STATE ONLY,15.0,79.0,49.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,JOHNSON,OBANNON,DISAPPR,UNFAVORABLE,GORE,MORE,SOCIALSECUR,NO,NO,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.608
STATE ONLY,15.0,79.0,50.0,THIRD CALL,65-74,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,OVER100K,CONSERV,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,2.165
STATE ONLY,15.0,79.0,51.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,HEALTHCARE,YES,NO,CLINTON,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,OTHER,,,1.294
STATE ONLY,15.0,79.0,52.0,THIRD CALL,40-44,WHITE,FEMALE,OTHER,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,OMITS,OMITS,NO,NO,CLINTON,SAME,APP/FAV,ELSE,POSTGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.307
STATE ONLY,15.0,85.0,1.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LUGAR,OTHER,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,3.906
STATE ONLY,15.0,85.0,2.0,FIRST CALL,60-64,WHITE,,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.358
STATE ONLY,15.0,85.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,LESS,ECON/JOBS,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,30-44,40-49,,40-49,,,,1.051
STATE ONLY,15.0,85.0,4.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.581
STATE ONLY,15.0,85.0,5.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,JOHNSON,OBANNON,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,IND/OTHER,50-64,JEWISH,,,0.527
STATE ONLY,15.0,85.0,6.0,FIRST CALL,50-59,,MALE,BUSH,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,LESS,ECON/JOBS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,45-59,50-59,,50-64,,,,1.051
STATE ONLY,15.0,85.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.623
STATE ONLY,15.0,85.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,HEALTHCARE,YES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.051
STATE ONLY,15.0,85.0,9.0,FIRST CALL,60-64,WHITE,MALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,LESS,TAXES,YES,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,50-64,JEWISH,,,1.788
STATE ONLY,15.0,85.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,LESS,WORLDAFFAIRS,OMITS,YES,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,45-59,40-49,,40-49,,,,0.882
STATE ONLY,15.0,85.0,11.0,FIRST CALL,50-59,WHITE,MALE,BUSH,LUGAR,MCINTOSH,APPROVE,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,REPUBLICAN,50-64,JEWISH,,,1.051
STATE ONLY,15.0,85.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,LUGAR,OBANNON,OMITS,OMITS,OMITS,OMITS,EDUCATION,OMITS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MARIONCNTY,30-44,30-39,,30-39,,,,0.606
STATE ONLY,15.0,85.0,13.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LUGAR,,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.741
STATE ONLY,15.0,85.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,OMITS,OMITS,OMITS,LESS,TAXES,OMITS,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,MARIONCNTY,60+,60+,,65+,,,,1.358
STATE ONLY,15.0,85.0,15.0,FIRST CALL,50-59,WHITE,MALE,GORE,JOHNSON,OBANNON,APPROVE,OMITS,GORE,MORE,ECON/JOBS,YES,NO,CLINTON,BETTER,OMITS,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,0.629
STATE ONLY,15.0,85.0,16.0,FIRST CALL,60-64,WHITE,MALE,GORE,LUGAR,OBANNON,APPROVE,UNFAVORABLE,GORE,MORE,OMITS,NO,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MARIONCNTY,60+,60+,DEMOCRAT,50-64,JEWISH,,,1.116
STATE ONLY,15.0,85.0,17.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,NO,NO,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.051
STATE ONLY,15.0,85.0,18.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.882
STATE ONLY,15.0,85.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,JOHNSON,MCINTOSH,APPROVE,OMITS,BUSH,LESS,WORLDAFFAIRS,YES,NO,DOLE,SAME,OMITS,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.766
STATE ONLY,15.0,85.0,20.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,LUGAR,OBANNON,APPROVE,UNFAVORABLE,BUSH,MORE,EDUCATION,NO,NO,PEROT,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MARIONCNTY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.971
STATE ONLY,15.0,85.0,21.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,LUGAR,MCINTOSH,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,65+,STATE,COMPLETE,MARIONCNTY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.358
