VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,X6VOTE,FINSIT,JOBPERS,PARTYID,WARWEST,INCOME,REL7,PHIL3,OVER65,RELG6,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,13.0,31.0,45.0,THIRD CALL,25-29,WHITE,MALE,OTHER,APPROVE,UNFAVORABLE,GORE,PEROT,BETTER,APP/UNFAV,DEMOCRAT,NOTAFFECT,15-30K,CATHOLIC,LIBERAL,18-64,CATHOLIC,STATE,PANHANDLE,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.364
STATE ONLY,13.0,31.0,46.0,THIRD CALL,45-49,WHITE,FEMALE,OTHER,APPROVE,UNFAVORABLE,BUSH,CLINTON,SAME,APP/UNFAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.258
STATE ONLY,13.0,31.0,47.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OMITS,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,PANHANDLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.172
STATE ONLY,13.0,31.0,48.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.172
STATE ONLY,13.0,31.0,49.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.472
STATE ONLY,13.0,31.0,50.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,OTHER,MODERATE,18-64,OTHER,STATE,PANHANDLE,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.321
STATE ONLY,13.0,31.0,51.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,SAME,DIS/UNFAV,INDEPEND,OMITS,LESS15K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,PANHANDLE,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.472
STATE ONLY,13.0,31.0,52.0,THIRD CALL,45-49,WHITE,MALE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOTAFFECT,15-30K,NONE,LIBERAL,18-64,NONE,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.29
STATE ONLY,13.0,31.0,53.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,75-100K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.312
STATE ONLY,13.0,31.0,54.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,HURTSTATE,15-30K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,PANHANDLE,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.312
STATE ONLY,13.0,31.0,55.0,THIRD CALL,45-49,WHITE,MALE,OTHER,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,INDEPEND,NOTAFFECT,30-50K,OTHER,MODERATE,18-64,OTHER,STATE,PANHANDLE,45-59,40-49,IND/OTHER,40-49,OTHER,,,0.29
STATE ONLY,13.0,31.0,56.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,OMITS,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,PANHANDLE,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.172
STATE ONLY,13.0,38.0,1.0,FIRST CALL,40-44,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,BUSH,OTHER,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.275
STATE ONLY,13.0,38.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,SAME,APP/UNFAV,DEMOCRAT,NOTAFFECT,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.301
STATE ONLY,13.0,38.0,3.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,,18-64,PROT/CHRIST,STATE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.715
STATE ONLY,13.0,38.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,5.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,6.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,BETTER,DIS/UNFAV,ELSE,HELPSTATE,,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.5190000000000001
STATE ONLY,13.0,38.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,8.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,INDEPEND,HELPSTATE,15-30K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.301
STATE ONLY,13.0,38.0,11.0,FIRST CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,DOLE,BETTER,APP/UNFAV,INDEPEND,HURTSTATE,75-100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.309
STATE ONLY,13.0,38.0,12.0,FIRST CALL,45-49,WHITE,MALE,OTHER,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,PEROT,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.275
STATE ONLY,13.0,38.0,13.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,NOTAFFECT,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,14.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,30-50K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.309
STATE ONLY,13.0,38.0,15.0,FIRST CALL,30-39,WHITE,MALE,BUCHANAN,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,OMITS,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.124
STATE ONLY,13.0,38.0,16.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,17.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,18.0,SECOND CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,20.0,SECOND CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.5290000000000001
STATE ONLY,13.0,38.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HELPSTATE,75-100K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.301
STATE ONLY,13.0,38.0,22.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,,MODERATE,65+,,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,,,,1.5190000000000001
STATE ONLY,13.0,38.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,INDEPEND,HELPSTATE,50-75K,PROTESTANT,CONSERV,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.536
STATE ONLY,13.0,38.0,24.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,BETTER,APP/FAV,DEMOCRAT,HURTSTATE,75-100K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.301
STATE ONLY,13.0,38.0,25.0,SECOND CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,SAME,DIS/UNFAV,ELSE,NOTAFFECT,50-75K,NONE,CONSERV,18-64,NONE,STATE,SOUTHWEST,45-59,50-59,IND/OTHER,50-64,NONE,,,1.303
STATE ONLY,13.0,38.0,26.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,NONE,MODERATE,18-64,NONE,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,NONE,,,1.303
STATE ONLY,13.0,38.0,27.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,CONSERV,18-64,MORMON/LDS,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,28.0,THIRD CALL,50-59,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,29.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,OMITS,OVER100K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,30.0,THIRD CALL,45-49,HISP,MALE,BUSH,OMITS,OMITS,BUSH,DOLE,SAME,OMITS,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.193
STATE ONLY,13.0,38.0,31.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,OMITS,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.715
STATE ONLY,13.0,38.0,32.0,THIRD CALL,25-29,WHITE,MALE,BUSH,OMITS,OMITS,BUSH,CLINTON,WORSE,OMITS,ELSE,HURTSTATE,15-30K,OTHER,MODERATE,18-64,OTHER,STATE,SOUTHWEST,18-29,25-29,IND/OTHER,25-29,OTHER,,,1.715
STATE ONLY,13.0,38.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,DOLE,BETTER,APP/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHER,MODERATE,18-64,OTHER,STATE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,OTHER,,,1.706
STATE ONLY,13.0,38.0,34.0,THIRD CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,CLINTON,WORSE,DIS/UNFAV,INDEPEND,HURTSTATE,50-75K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,36.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,HELPSTATE,50-75K,OTHER,MODERATE,18-64,OTHER,STATE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.309
STATE ONLY,13.0,38.0,37.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,HURTSTATE,15-30K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.706
STATE ONLY,13.0,38.0,38.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,39.0,THIRD CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.715
STATE ONLY,13.0,38.0,40.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.5190000000000001
STATE ONLY,13.0,38.0,41.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,SAME,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,MORMON/LDS,LIBERAL,18-64,MORMON/LDS,STATE,SOUTHWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.715
STATE ONLY,13.0,38.0,42.0,THIRD CALL,18-24,WHITE,MALE,BUSH,OMITS,UNFAVORABLE,BUSH,DOLE,SAME,OMITS,,OMITS,,MORMON/LDS,,18-64,MORMON/LDS,STATE,SOUTHWEST,18-29,18-24,,18-24,PROT/CHRIST,,,1.715
STATE ONLY,13.0,38.0,43.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.303
STATE ONLY,13.0,38.0,45.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,INDEPEND,NOTAFFECT,75-100K,NONE,CONSERV,18-64,NONE,STATE,SOUTHWEST,18-29,18-24,IND/OTHER,18-24,NONE,,,1.715
STATE ONLY,13.0,38.0,46.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.715
STATE ONLY,13.0,38.0,47.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,CLINTON,SAME,APP/FAV,DEMOCRAT,NOTAFFECT,50-75K,PROTESTANT,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.5270000000000001
STATE ONLY,13.0,38.0,48.0,THIRD CALL,50-59,HISP,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HELPSTATE,75-100K,CATHOLIC,CONSERV,18-64,CATHOLIC,STATE,SOUTHWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.193
STATE ONLY,13.0,38.0,49.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,FAVORABLE,BUSH,NOVOTE,BETTER,DIS/FAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.296
STATE ONLY,13.0,38.0,50.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,CATHOLIC,MODERATE,18-64,CATHOLIC,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.296
STATE ONLY,13.0,38.0,51.0,THIRD CALL,30-39,HISP,FEMALE,BUSH,DISAPPR,OMITS,BUSH,CLINTON,WORSE,OMITS,DEMOCRAT,NOTAFFECT,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.185
STATE ONLY,13.0,38.0,52.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,PEROT,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,OVER100K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.303
STATE ONLY,13.0,38.0,53.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,CLINTON,WORSE,APP/UNFAV,REPUBLCN,HURTSTATE,50-75K,MORMON/LDS,MODERATE,18-64,MORMON/LDS,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.309
STATE ONLY,13.0,42.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.972
STATE ONLY,13.0,42.0,2.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,DEMOCRAT,HURTSTATE,30-50K,OTHERCHRIST,MODERATE,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.147
STATE ONLY,13.0,42.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,50-75K,PROTESTANT,MODERATE,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.978
STATE ONLY,13.0,42.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.972
STATE ONLY,13.0,42.0,5.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,30-50K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.28
STATE ONLY,13.0,42.0,6.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,INDEPEND,HURTSTATE,30-50K,OTHERCHRIST,LIBERAL,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.972
STATE ONLY,13.0,42.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.972
STATE ONLY,13.0,42.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HURTSTATE,75-100K,OTHERCHRIST,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.972
STATE ONLY,13.0,42.0,9.0,FIRST CALL,45-49,WHITE,,BUSH,DISAPPR,UNFAVORABLE,BUSH,OTHER,WORSE,DIS/UNFAV,REPUBLCN,HURTSTATE,15-30K,PROTESTANT,CONSERV,18-64,PROT/CHRIST,STATE,SOUTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.972
STATE ONLY,13.0,42.0,10.0,FIRST CALL,75+,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,DOLE,SAME,DIS/UNFAV,REPUBLCN,HURTSTATE,LESS15K,PROTESTANT,MODERATE,65+,PROT/CHRIST,STATE,SOUTHWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.147
