VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPMA4,GOVTDO,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,22.0,80.0,27.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.047
STATE ONLY,22.0,80.0,28.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,JEWISH,50-75K,CONSERV,18-64,NO,STATE,COMPLETE,BOSTON,45-59,50-59,REPUBLICAN,50-64,JEWISH,,,0.911
STATE ONLY,22.0,80.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.911
STATE ONLY,22.0,80.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.232
STATE ONLY,22.0,80.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,NO,STATE,COMPLETE,BOSTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.177
STATE ONLY,22.0,80.0,32.0,THIRD CALL,30-39,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,OVER100K,LIBERAL,18-64,NO,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.105
STATE ONLY,22.0,80.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,0.981
STATE ONLY,22.0,80.0,34.0,THIRD CALL,50-59,HISP,FEMALE,GORE,KENNEDY,APPROVE,OMITS,GORE,YES,MORE,SOCIALSECUR,CLINTON,BETTER,OMITS,INDEPEND,POSTGRAD,JEWISH,75-100K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,45-59,50-59,IND/OTHER,50-64,JEWISH,,,0.91
STATE ONLY,22.0,80.0,35.0,THIRD CALL,40-44,HISP,FEMALE,GORE,HOWELL,APPROVE,UNFAVORABLE,GORE,NO,LESS,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.795
STATE ONLY,22.0,80.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,OMITS,OMITS,OMITS,NO,MORE,SOCIALSECUR,OMITS,OMITS,,,,,,,18-64,,STATE,NOTCOMPLETE,BOSTON,45-59,50-59,,50-64,,,,0.981
STATE ONLY,22.0,80.0,37.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,65+,NO,STATE,COMPLETE,BOSTON,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.568
STATE ONLY,22.0,80.0,38.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,30-50K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,18-29,25-29,DEMOCRAT,25-29,JEWISH,,,0.937
STATE ONLY,22.0,80.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,75-100K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.981
STATE ONLY,22.0,80.0,40.0,THIRD CALL,25-29,ASIAN,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,DOLE,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.933
STATE ONLY,22.0,80.0,41.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,65+,NO,STATE,COMPLETE,BOSTON,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.568
STATE ONLY,22.0,80.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,JEWISH,OVER100K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,0.981
STATE ONLY,22.0,80.0,43.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,OMITS,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,YES,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,0.981
STATE ONLY,22.0,80.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,OMITS,WORLDAFFAIRS,DOLE,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,MODERATE,18-64,NO,STATE,COMPLETE,BOSTON,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,0.977
STATE ONLY,22.0,83.0,1.0,FIRST CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,1.088
STATE ONLY,22.0,83.0,2.0,FIRST CALL,40-44,WHITE,MALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,JEWISH,,,1.088
STATE ONLY,22.0,83.0,3.0,FIRST CALL,50-59,WHITE,MALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.088
STATE ONLY,22.0,83.0,4.0,FIRST CALL,45-49,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.243
STATE ONLY,22.0,83.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HOWELL,APPROVE,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,OTHER,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.919
STATE ONLY,22.0,83.0,6.0,FIRST CALL,40-44,WHITE,MALE,BUSH,OTHER,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,PEROT,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,,STATE,COMPLETE,EAST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.082
STATE ONLY,22.0,83.0,7.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,OTHER,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.2750000000000001
STATE ONLY,22.0,83.0,8.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,APPROVE,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.06
STATE ONLY,22.0,83.0,9.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,OTHER,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.054
STATE ONLY,22.0,83.0,10.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,ELSE,75-100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.083
STATE ONLY,22.0,83.0,11.0,FIRST CALL,65-74,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,65+,,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,CATHOLIC,,,1.481
STATE ONLY,22.0,83.0,12.0,FIRST CALL,65-74,WHITE,MALE,BUSH,ROBINSON,OMITS,OMITS,OMITS,YES,LESS,MEDICARE/RX,OMITS,OMITS,,,,,,,65+,,STATE,NOTCOMPLETE,EAST,60+,60+,,65+,,,,1.481
STATE ONLY,22.0,83.0,13.0,FIRST CALL,60-64,WHITE,MALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.26
STATE ONLY,22.0,83.0,14.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,65+,,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.282
STATE ONLY,22.0,83.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,LESS,OMITS,NOVOTE,BETTER,APP/FAV,INDEPEND,COLGRAD,NONE,15-30K,LIBERAL,65+,,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,NONE,,,1.29
STATE ONLY,22.0,83.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.083
STATE ONLY,22.0,83.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.237
STATE ONLY,22.0,83.0,18.0,SECOND CALL,75+,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,SOCIALSECUR,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.481
STATE ONLY,22.0,83.0,19.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,HOWELL,APPROVE,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,DOLE,SAME,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,65+,,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.091
STATE ONLY,22.0,83.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,HOWELL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,YES,LESS,TAXES,OTHER,SAME,DIS/UNFAV,INDEPEND,COLGRAD,NONE,30-50K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,NONE,,,0.877
STATE ONLY,22.0,83.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,YES,OMITS,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.076
STATE ONLY,22.0,83.0,22.0,SECOND CALL,30-39,WHITE,MALE,GORE,KENNEDY,APPROVE,OMITS,GORE,YES,OMITS,WORLDAFFAIRS,CLINTON,BETTER,OMITS,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.081
STATE ONLY,22.0,83.0,23.0,SECOND CALL,45-49,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,ELSE,COLGRAD,CATHOLIC,,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.919
STATE ONLY,22.0,83.0,24.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.076
STATE ONLY,22.0,83.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,KENNEDY,APPROVE,OMITS,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,OMITS,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.083
STATE ONLY,22.0,83.0,26.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,1.083
STATE ONLY,22.0,83.0,27.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,65+,,STATE,COMPLETE,EAST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.29
STATE ONLY,22.0,83.0,28.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,HOWELL,APPROVE,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,CONSERV,65+,,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.091
STATE ONLY,22.0,83.0,29.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,,STATE,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.248
STATE ONLY,22.0,83.0,30.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.919
STATE ONLY,22.0,83.0,31.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.083
STATE ONLY,22.0,83.0,32.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,1.083
STATE ONLY,22.0,83.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,SOCIALSECUR,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,30-50K,CONSERV,18-64,,STATE,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,1.071
STATE ONLY,22.0,83.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,OVER100K,MODERATE,18-64,,STATE,COMPLETE,EAST,30-44,40-49,IND/OTHER,40-49,NONE,,,1.237
STATE ONLY,22.0,83.0,35.0,THIRD CALL,50-59,WHITE,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.243
STATE ONLY,22.0,83.0,36.0,THIRD CALL,60-64,BLACK,MALE,BUSH,ROBINSON,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,,MODERATE,18-64,,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.752
STATE ONLY,22.0,83.0,37.0,THIRD CALL,50-59,WHITE,MALE,NADER,HOWELL,DISAPPR,UNFAVORABLE,GORE,YES,LESS,OMITS,PEROT,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,NONE,OVER100K,MODERATE,18-64,,STATE,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NONE,,,0.882
STATE ONLY,22.0,83.0,38.0,THIRD CALL,45-49,,MALE,NADER,HOWELL,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.886
STATE ONLY,22.0,83.0,39.0,THIRD CALL,60-64,WHITE,FEMALE,BUSH,HOWELL,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,DOLE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,,CONSERV,18-64,,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.091
STATE ONLY,22.0,83.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,EAST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.083
STATE ONLY,22.0,83.0,41.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,65+,,STATE,COMPLETE,EAST,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.256
STATE ONLY,22.0,83.0,42.0,THIRD CALL,25-29,WHITE,FEMALE,NADER,HOWELL,DISAPPR,UNFAVORABLE,GORE,NO,MORE,WORLDAFFAIRS,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,15-30K,LIBERAL,18-64,,STATE,COMPLETE,EAST,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.889
STATE ONLY,22.0,83.0,43.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,MEDICARE/RX,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,JEWISH,,LIBERAL,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,JEWISH,,,1.083
STATE ONLY,22.0,83.0,44.0,THIRD CALL,60-64,WHITE,MALE,NADER,KENNEDY,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.218
STATE ONLY,22.0,83.0,45.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,KENNEDY,APPROVE,UNFAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,CONSERV,18-64,,STATE,COMPLETE,EAST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.083
STATE ONLY,22.0,83.0,46.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,REPUBLCN,,PROTESTANT,,CONSERV,65+,,STATE,COMPLETE,EAST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.254
STATE ONLY,22.0,85.0,1.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,KENNEDY,APPROVE,UNFAVORABLE,BUSH,YES,MORE,OMITS,DOLE,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,CONSERV,18-64,,STATE,COMPLETE,BOSTON,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.429
STATE ONLY,22.0,85.0,2.0,THIRD CALL,18-24,WHITE,MALE,NADER,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,NOHS,JEWISH,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,BOSTON,18-29,18-24,DEMOCRAT,18-24,JEWISH,,,2.289
STATE ONLY,22.0,85.0,3.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,KENNEDY,APPROVE,FAVORABLE,GORE,NO,MORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,OVER100K,LIBERAL,18-64,,STATE,COMPLETE,BOSTON,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.502
STATE ONLY,22.0,85.0,4.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,YES,LESS,ECON/JOBS,CLINTON,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,CONSERV,18-64,,STATE,COMPLETE,BOSTON,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.497
STATE ONLY,22.0,85.0,5.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,TAXES,OTHER,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,,STATE,COMPLETE,BOSTON,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.432
STATE ONLY,22.0,85.0,6.0,THIRD CALL,50-59,WHITE,MALE,BUSH,KENNEDY,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,,STATE,COMPLETE,BOSTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.605
