VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,ISSUE,DROPOUT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,7.0,47.0,1.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,OMITS,OMITS,CLINTON,SAME,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.34600000000000003
STATE ONLY,7.0,47.0,2.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,EDUCATION,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,LARGECITY,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.41500000000000004
STATE ONLY,7.0,47.0,3.0,SECOND CALL,25-29,BLACK,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.342
STATE ONLY,7.0,47.0,4.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.362
STATE ONLY,7.0,47.0,5.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,LIEBERMAN,DISAPPR,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,DIS/FAV,INDEPEND,POSTGRAD,NONE,75-100K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,IND/OTHER,30-39,NONE,,,0.14
STATE ONLY,7.0,47.0,6.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,65+,STATE,COMPLETE,LARGECITY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.532
STATE ONLY,7.0,47.0,7.0,SECOND CALL,75+,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,CLINTON,SAME,APP/FAV,INDEPEND,POSTGRAD,ELSE,15-30K,MODERATE,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,OTHER,,,0.65
STATE ONLY,7.0,47.0,8.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.467
STATE ONLY,7.0,47.0,9.0,SECOND CALL,75+,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,NO,OTHER,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,CONSERV,65+,STATE,COMPLETE,LARGECITY,60+,60+,REPUBLICAN,65+,CATHOLIC,,,0.9430000000000001
STATE ONLY,7.0,47.0,10.0,SECOND CALL,75+,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,MEDICARE/RX,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.842
STATE ONLY,7.0,47.0,11.0,SECOND CALL,75+,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.842
STATE ONLY,7.0,47.0,12.0,SECOND CALL,75+,WHITE,,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.985
STATE ONLY,7.0,47.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,LARGECITY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.549
STATE ONLY,7.0,47.0,14.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,DOLE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,LARGECITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.532
STATE ONLY,7.0,47.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.362
STATE ONLY,7.0,47.0,16.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,LARGECITY,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.6880000000000001
STATE ONLY,7.0,47.0,17.0,SECOND CALL,30-39,BLACK,MALE,NADER,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,OMITS,YES,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,JEWISH,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,IND/OTHER,30-39,JEWISH,,,0.15
STATE ONLY,7.0,47.0,18.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,LIEBERMAN,APPROVE,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,NO,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.807
STATE ONLY,7.0,47.0,19.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,MEDICARE/RX,NO,NOVOTE,BETTER,APP/FAV,INDEPEND,,CATHOLIC,50-75K,LIBERAL,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.532
STATE ONLY,7.0,47.0,20.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.317
STATE ONLY,7.0,47.0,21.0,SECOND CALL,30-39,WHITE,MALE,NADER,,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,IND/OTHER,30-39,NONE,,,0.164
STATE ONLY,7.0,47.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,MORE,OMITS,NO,CLINTON,WORSE,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.362
STATE ONLY,7.0,47.0,23.0,SECOND CALL,60-64,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.6880000000000001
STATE ONLY,7.0,47.0,24.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.842
STATE ONLY,7.0,47.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,NONE,15-30K,LIBERAL,65+,STATE,COMPLETE,LARGECITY,60+,60+,DEMOCRAT,65+,NONE,,,0.532
STATE ONLY,7.0,47.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,OMITS,ECON/JOBS,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.362
STATE ONLY,7.0,47.0,27.0,SECOND CALL,45-49,WHITE,MALE,NADER,GIORDANO,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.147
STATE ONLY,7.0,47.0,28.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,NO,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.5730000000000001
STATE ONLY,7.0,47.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.442
STATE ONLY,7.0,47.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.362
STATE ONLY,7.0,47.0,31.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,WORLDAFFAIRS,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.442
STATE ONLY,7.0,47.0,32.0,THIRD CALL,50-59,WHITE,,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.362
STATE ONLY,7.0,47.0,33.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.362
STATE ONLY,7.0,47.0,34.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,LARGECITY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.317
STATE ONLY,7.0,47.0,35.0,THIRD CALL,30-39,WHITE,MALE,NADER,LIEBERMAN,APPROVE,FAVORABLE,GORE,OMITS,OMITS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.17200000000000001
STATE ONLY,7.0,47.0,36.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,GIORDANO,DISAPPR,FAVORABLE,BUSH,LESS,ECON/JOBS,YES,NOVOTE,WORSE,DIS/FAV,INDEPEND,HSGRAD,CATHOLIC,75-100K,CONSERV,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.6880000000000001
STATE ONLY,7.0,47.0,37.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.362
STATE ONLY,7.0,47.0,38.0,THIRD CALL,50-59,WHITE,MALE,GORE,GIORDANO,DISAPPR,UNFAVORABLE,GORE,LESS,MEDICARE/RX,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.378
STATE ONLY,7.0,47.0,39.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,OMITS,GORE,LESS,ECON/JOBS,YES,CLINTON,BETTER,OMITS,,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,30-44,30-39,,30-39,NONE,,,0.442
STATE ONLY,7.0,47.0,40.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,MORE,MEDICARE/RX,YES,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,LARGECITY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.532
STATE ONLY,7.0,47.0,41.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,OMITS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.362
STATE ONLY,7.0,47.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,,OVER100K,LIBERAL,18-64,STATE,COMPLETE,LARGECITY,45-59,50-59,DEMOCRAT,50-64,,,,0.362
STATE ONLY,7.0,47.0,43.0,THIRD CALL,65-74,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,OMITS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,JEWISH,OVER100K,LIBERAL,65+,STATE,COMPLETE,LARGECITY,60+,60+,IND/OTHER,65+,JEWISH,,,0.65
STATE ONLY,7.0,47.0,44.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,OMITS,GORE,MORE,OMITS,YES,CLINTON,BETTER,OMITS,DEMOCRAT,COLGRAD,JEWISH,OVER100K,LIBERAL,65+,STATE,COMPLETE,LARGECITY,60+,60+,DEMOCRAT,65+,JEWISH,,,0.532
STATE ONLY,7.0,50.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,OMITS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.054
STATE ONLY,7.0,50.0,2.0,FIRST CALL,40-44,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,WORLDAFFAIRS,YES,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.054
STATE ONLY,7.0,50.0,3.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,GIORDANO,DISAPPR,UNFAVORABLE,GORE,MORE,EDUCATION,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.008
STATE ONLY,7.0,50.0,4.0,FIRST CALL,25-29,WHITE,MALE,BUSH,LIEBERMAN,OMITS,OMITS,OMITS,MORE,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CONNVALLEY,18-29,25-29,,25-29,,,,1.225
STATE ONLY,7.0,50.0,5.0,FIRST CALL,30-39,WHITE,MALE,NADER,,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,EDUCATION,YES,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.61
STATE ONLY,7.0,50.0,6.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,LIEBERMAN,DISAPPR,UNFAVORABLE,GORE,LESS,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.178
STATE ONLY,7.0,50.0,7.0,FIRST CALL,45-49,WHITE,MALE,GORE,GIORDANO,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,BETTER,APP/FAV,REPUBLCN,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.0030000000000001
STATE ONLY,7.0,50.0,8.0,FIRST CALL,40-44,HISP,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.9560000000000001
STATE ONLY,7.0,50.0,9.0,FIRST CALL,45-49,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,45-59,40-49,IND/OTHER,40-49,NONE,,,1.054
STATE ONLY,7.0,50.0,10.0,FIRST CALL,40-44,WHITE,MALE,GORE,OTHER,APPROVE,UNFAVORABLE,GORE,LESS,ECON/JOBS,NO,CLINTON,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,2.05
STATE ONLY,7.0,50.0,11.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,GIORDANO,OMITS,UNFAVORABLE,BUSH,OMITS,OMITS,OMITS,OMITS,BETTER,OMITS,REPUBLCN,POSTGRAD,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.058
STATE ONLY,7.0,50.0,12.0,SECOND CALL,65-74,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,,CATHOLIC,30-50K,LIBERAL,65+,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.738
STATE ONLY,7.0,50.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.746
STATE ONLY,7.0,50.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,EDUCATION,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.178
STATE ONLY,7.0,50.0,15.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.746
STATE ONLY,7.0,50.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,MORE,WORLDAFFAIRS,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,CATHOLIC,75-100K,CONSERV,65+,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.56
STATE ONLY,7.0,50.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.171
STATE ONLY,7.0,50.0,18.0,SECOND CALL,25-29,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,LESS,WORLDAFFAIRS,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,1.166
STATE ONLY,7.0,50.0,19.0,SECOND CALL,50-59,WHITE,MALE,BUSH,LIEBERMAN,DISAPPR,UNFAVORABLE,BUSH,LESS,TAXES,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.233
STATE ONLY,7.0,50.0,20.0,THIRD CALL,30-39,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.173
STATE ONLY,7.0,50.0,21.0,THIRD CALL,60-64,WHITE,MALE,GORE,LIEBERMAN,APPROVE,FAVORABLE,GORE,MORE,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,1.738
STATE ONLY,7.0,50.0,22.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,GIORDANO,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.008
STATE ONLY,7.0,50.0,23.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GIORDANO,DISAPPR,UNFAVORABLE,BUSH,LESS,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,INDEPEND,COLGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,NONE,,,1.054
STATE ONLY,7.0,50.0,24.0,THIRD CALL,50-59,WHITE,MALE,BUSH,GIORDANO,APPROVE,UNFAVORABLE,BUSH,LESS,SOCIALSECUR,YES,DOLE,BETTER,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,CONNVALLEY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.054
STATE ONLY,7.0,50.0,25.0,THIRD CALL,40-44,WHITE,MALE,GORE,LIEBERMAN,APPROVE,UNFAVORABLE,GORE,MORE,ECON/JOBS,YES,CLINTON,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONNVALLEY,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.173
