VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,RIDGEVP,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,39.0,78.0,30.0,THIRD CALL,982.0,50-59,WHITE,FEMALE,GORE,SANTORUM,BEFORE,OMITS,OMITS,OMITS,LESS,SUBURBS,EDUCATION,OMITS,OMITS,NONE,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,GORE/LIEBERM,STATE,NOTCOMPLETE,NORTHEAST,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,0.982
STATE ONLY,39.0,78.0,31.0,THIRD CALL,1612.0,75+,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,CARES,CLINTON,NONE,BUSHDID,SAME,APP/FAV,YES,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,MORETHAN1AWK,LESS15K,NO,NO,MODERATE,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,NORTHEAST,60+,60+,REPUBLICAN,65+,CATHOLIC,ONLYBUSH,NEITHER,PERSONALQUAL,,,1.612
STATE ONLY,39.0,78.0,32.0,THIRD CALL,873.0,18-24,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,OMITS,NONE,BUSHDID,BETTER,APP/FAV,NO,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,NORTHEAST,18-29,18-24,IND/OTHER,18-24,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,0.873
STATE ONLY,39.0,78.0,33.0,THIRD CALL,1043.0,40-44,WHITE,MALE,BUSH,SANTORUM,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,ECON/JOBS,CARES,DOLE,NONE,GOREDID,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,NORTHEAST,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.043
STATE ONLY,39.0,78.0,34.0,THIRD CALL,1595.0,65-74,WHITE,MALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,GOODJUDGMENT,CLINTON,NONE,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,CUTFEDINCTAX,GORE/LIEBERM,STATE,COMPLETE,NORTHEAST,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,ISSUES,,,1.595
STATE ONLY,39.0,82.0,1.0,SECOND CALL,2401.0,30-39,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,STRONGLEADER,DOLE,NONE,NEITHERDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,ONLYGORE,PERSONALQUAL,,,2.4010000000000002
STATE ONLY,39.0,82.0,2.0,SECOND CALL,2227.0,18-24,WHITE,MALE,NADER,KLINK,BEFORE,DISAPPR,FAVORABLE,WOULDNOTVOTE,MORE,SUBURBS,ECON/JOBS,HONEST,NOVOTE,NONE,BOTHDID,SAME,DIS/FAV,NO,ELSE,SUBURBS,NOHS,CATHOLIC,AFEWAMONTH,50-75K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,CENTRALNORTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,ONLYGORE,BOTH,ISSUES,,,2.227
STATE ONLY,39.0,82.0,3.0,SECOND CALL,2940.0,18-24,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NOVOTE,SOMEONEELSE,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,OVER100K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,18-29,18-24,DEMOCRAT,18-24,NONE,ONLYGORE,ONLYBUSH,ISSUES,,,2.94
STATE ONLY,39.0,82.0,4.0,SECOND CALL,2401.0,45-49,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,HEALTHCARE,HONEST,DOLE,NONE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,2.4010000000000002
STATE ONLY,39.0,82.0,5.0,SECOND CALL,2401.0,50-59,WHITE,MALE,BUSH,SANTORUM,BEFORE,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,MEDICARE/RX,LIKEABLE,CLINTON,NONE,BOTHDID,WORSE,APP/FAV,NO,REPUBLCN,SUBURBS,POSTGRAD,NONE,NEVER,30-50K,NO,NO,MODERATE,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,NONE,NEITHER,BOTH,ISSUES,,,2.4010000000000002
STATE ONLY,39.0,82.0,6.0,SECOND CALL,2513.0,30-39,ASIAN,FEMALE,BUSH,SANTORUM,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,BOTH,BOTH,ISSUES,,,2.513
STATE ONLY,39.0,82.0,7.0,SECOND CALL,2401.0,50-59,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,PEROT,NONE,BOTHDID,SAME,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,NONE,NEVER,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,IND/OTHER,50-64,NONE,BOTH,NEITHER,PERSONALQUAL,,,2.4010000000000002
STATE ONLY,39.0,82.0,8.0,SECOND CALL,3016.0,30-39,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,ME,BOTHDID,SAME,APP/UNFAV,YES,DEMOCRAT,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NEITHER,NEITHER,ISSUES,,,3.016
STATE ONLY,39.0,82.0,9.0,SECOND CALL,2513.0,45-49,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,GOREDID,SAME,APP/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYBUSH,NEITHER,PERSONALQUAL,,,2.513
STATE ONLY,39.0,82.0,10.0,SECOND CALL,1578.0,40-44,BLACK,MALE,NADER,KLINK,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,BOTHDID,BETTER,APP/UNFAV,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,MORETHAN1AWK,OVER100K,YES,NO,LIBERAL,18-64,OTHRPROGRAMS,OTHERCANDS,STATE,COMPLETE,CENTRALNORTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NEITHER,NEITHER,PERSONALQUAL,,,1.578
STATE ONLY,39.0,82.0,11.0,SECOND CALL,1736.0,30-39,BLACK,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,GOODJUDGMENT,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,ELSE,NEVER,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,OTHER,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.736
STATE ONLY,39.0,82.0,12.0,SECOND CALL,2937.0,75+,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,MEDICARE/RX,HONEST,DOLE,NONE,GOREDID,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,75-100K,YES,NO,CONSERV,65+,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,2.9370000000000003
STATE ONLY,39.0,82.0,13.0,SECOND CALL,3689.0,65-74,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,HONEST,PEROT,NONE,BOTHDID,SAME,APP/UNFAV,NO,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,NEVER,LESS15K,NO,NO,LIBERAL,65+,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,60+,60+,DEMOCRAT,65+,CATHOLIC,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,3.689
STATE ONLY,39.0,82.0,14.0,THIRD CALL,2513.0,40-44,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,HEALTHCARE,STRONGLEADER,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,2.513
STATE ONLY,39.0,82.0,15.0,THIRD CALL,2341.0,18-24,WHITE,MALE,BUSH,SANTORUM,BEFORE,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,HONEST,NOVOTE,NONE,NEITHERDID,BETTER,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,2.341
STATE ONLY,39.0,82.0,16.0,THIRD CALL,3016.0,30-39,WHITE,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,NOVOTE,NONE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,LESS15K,NO,YES,MODERATE,18-64,SOCIALSECURI,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,NEITHER,ISSUES,,,3.016
STATE ONLY,39.0,82.0,17.0,THIRD CALL,2085.0,50-59,BLACK,FEMALE,GORE,KLINK,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,BUSHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,BOTH,BOTH,ISSUES,,,2.085
STATE ONLY,39.0,82.0,18.0,THIRD CALL,2341.0,18-24,WHITE,MALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,CARES,DOLE,NONE,BOTHDID,BETTER,APP/FAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,18-29,18-24,REPUBLICAN,18-24,NONE,BOTH,BOTH,ISSUES,,,2.341
STATE ONLY,39.0,82.0,19.0,THIRD CALL,2401.0,45-49,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,2.4010000000000002
STATE ONLY,39.0,82.0,20.0,THIRD CALL,2401.0,30-39,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,NEITHERDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,BOTH,ONLYGORE,ISSUES,,,2.4010000000000002
STATE ONLY,39.0,82.0,21.0,THIRD CALL,2401.0,30-39,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,LIKEABLE,DOLE,NONE,GOREDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,SOCIALSECURI,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYBUSH,NEITHER,PERSONALQUAL,,,2.4010000000000002
STATE ONLY,39.0,82.0,22.0,THIRD CALL,2341.0,18-24,WHITE,MALE,BUSH,SANTORUM,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,NOVOTE,NONE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,OVER100K,NO,NO,CONSERV,18-64,REDUCNATDEBT,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,2.341
STATE ONLY,39.0,82.0,23.0,THIRD CALL,2665.0,40-44,WHITE,MALE,GORE,SANTORUM,LASTWEEK,OMITS,OMITS,OMITS,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,OMITS,SOMEONEELSE,BOTHDID,OMITS,OMITS,,,SUBURBS,,PROTESTANT,OMITS,OVER100K,YES,,,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,30-44,40-49,,40-49,PROT/CHRIST,OMITS,OMITS,OMITS,,,2.665
STATE ONLY,39.0,82.0,24.0,THIRD CALL,2513.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,EXPERIENCE,CLINTON,NONE,NEITHERDID,BETTER,APP/UNFAV,NO,DEMOCRAT,SUBURBS,POSTGRAD,ELSE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,BUSH/RIDGE,STATE,COMPLETE,CENTRALNORTH,45-59,50-59,DEMOCRAT,50-64,OTHER,NEITHER,NEITHER,PERSONALQUAL,,,2.513
STATE ONLY,39.0,82.0,25.0,THIRD CALL,2885.0,30-39,WHITE,MALE,GORE,KLINK,LAST.MONTH,OMITS,OMITS,OMITS,MORE,SUBURBS,EDUCATION,EXPERIENCE,OMITS,NONE,NEITHERDID,OMITS,OMITS,,,SUBURBS,,,OMITS,OVER100K,,,,18-64,OMITS,GORE/LIEBERM,STATE,COMPLETE,CENTRALNORTH,30-44,30-39,,30-39,,OMITS,OMITS,OMITS,,,2.8850000000000002
NATIONAL WHITE,39.0,85.0,1.0,FIRST CALL,499.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,ISSUES,,,0.499
NATIONAL WHITE,39.0,85.0,2.0,FIRST CALL,477.0,50-59,WHITE,MALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,DOLE,NONE,,SAME,DIS/UNFAV,YES,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,ISSUES,,,0.47700000000000004
NATIONAL YELLOW,39.0,85.0,3.0,FIRST CALL,584.0,65-74,WHITE,MALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,CARES,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,30-50K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,ISSUES,EDUCATION,CARES,0.584
NATIONAL YELLOW,39.0,85.0,4.0,FIRST CALL,584.0,75+,WHITE,MALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,PERSONALQUAL,WORLDAFFAIRS,HONEST,0.584
NATIONAL GREY,39.0,85.0,5.0,FIRST CALL,610.0,75+,WHITE,FEMALE,BUSH,SANTORUM,BEFORE,,,,,SUBURBS,,,,,GOREDID,,,,REPUBLCN,SUBURBS,HSGRAD,,,OVER100K,,,CONSERV,65+,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,,ONLYBUSH,ONLYGORE,,,,0.61
NATIONAL GREY,39.0,85.0,6.0,FIRST CALL,477.0,50-59,WHITE,MALE,BUSH,SANTORUM,BEFORE,,,,,SUBURBS,,,,,NEITHERDID,,,,REPUBLCN,SUBURBS,SOMCOL/ASSOC,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,,BOTH,ONLYGORE,,,,0.47700000000000004
NATIONAL PINK,39.0,85.0,7.0,FIRST CALL,610.0,65-74,WHITE,FEMALE,BUSH,SANTORUM,,,,,,SUBURBS,,,,NONE,,,,NO,REPUBLCN,SUBURBS,,PROTESTANT,,75-100K,YES,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,,,,0.61
NATIONAL PINK,39.0,85.0,8.0,FIRST CALL,584.0,60-64,WHITE,MALE,BUSH,SANTORUM,,,,,,SUBURBS,,,,NONE,,,,YES,REPUBLCN,SUBURBS,,PROTESTANT,,50-75K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,,,,0.584
NATIONAL WHITE,39.0,85.0,9.0,SECOND CALL,499.0,40-44,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.499
NATIONAL WHITE,39.0,85.0,10.0,SECOND CALL,499.0,45-49,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,OTHER,SOMEONEELSE,,WORSE,DIS/UNFAV,NO,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,PERSONALQUAL,,,0.499
NATIONAL WHITE,39.0,85.0,11.0,SECOND CALL,477.0,30-39,WHITE,MALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,DOLE,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,PERSONALQUAL,,,0.47700000000000004
NATIONAL WHITE,39.0,85.0,12.0,SECOND CALL,477.0,50-59,WHITE,MALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,STRONGLEADER,DOLE,NONE,,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,PERSONALQUAL,,,0.47700000000000004
NATIONAL WHITE,39.0,85.0,13.0,SECOND CALL,610.0,65-74,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,DOLE,NONE,,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,ISSUES,,,0.61
NATIONAL YELLOW,39.0,85.0,14.0,SECOND CALL,499.0,50-59,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,EDUCATION,HONEST,OMITS,NONE,,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,NOHS,PROTESTANT,MORETHAN1AWK,,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,OMITS,EDUCATION,HONEST,0.499
NATIONAL YELLOW,39.0,85.0,15.0,SECOND CALL,499.0,40-44,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,CLINTON,NONE,,BETTER,DIS/UNFAV,NO,REPUBLCN,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,ISSUES,TAXES,HONEST,0.499
NATIONAL YELLOW,39.0,85.0,16.0,SECOND CALL,610.0,75+,WHITE,FEMALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,NONE,,SAME,DIS/UNFAV,NO,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,PERSONALQUAL,ECON/JOBS,HONEST,0.61
NATIONAL YELLOW,39.0,85.0,17.0,SECOND CALL,584.0,18-24,WHITE,FEMALE,GORE,KLINK,,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,CLINTON,NONE,,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRALNORTH,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,ISSUES,SOCIALSECUR,EXPERIENCE,0.584
NATIONAL YELLOW,39.0,85.0,18.0,SECOND CALL,584.0,75+,WHITE,MALE,BUSH,SANTORUM,,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,MEANDSOMEONE,,SAME,DIS/UNFAV,NO,REPUBLCN,SUBURBS,HSGRAD,NONE,NEVER,15-30K,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRALNORTH,60+,60+,REPUBLICAN,65+,NONE,,,PERSONALQUAL,WORLDAFFAIRS,GOODJUDGMENT,0.584
