VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,QUAL,RELRIGHT,X6VOTE,FINSIT,JOBPERS,BCRUN,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,4.0,66.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,NADER,LASTWEEK,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,DIS/UNFAV,NO,ELSE,POSTGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.215
STATE ONLY,4.0,66.0,24.0,SECOND CALL,75+,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,CONSERV,65+,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.788
STATE ONLY,4.0,66.0,25.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,OMITS,OMITS,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,NONE,LESS15K,,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,1.292
STATE ONLY,4.0,66.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,27.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,28.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,29.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,30.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,SOCIALSECUR,HONEST,YES,DOLE,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,31.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,HEALTHCARE,GOODJUDGMENT,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.995
STATE ONLY,4.0,66.0,32.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,BETTER,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,1.414
STATE ONLY,4.0,66.0,33.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.414
STATE ONLY,4.0,66.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,CARES,NO,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,50-75K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.26
STATE ONLY,4.0,66.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,CARES,NO,CLINTON,SAME,APP/UNFAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.414
STATE ONLY,4.0,66.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CARES,NO,OTHER,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,ELSE,30-50K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.26
STATE ONLY,4.0,66.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,OMITS,YES,DOLE,SAME,DIS/UNFAV,NO,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.887
STATE ONLY,4.0,66.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.26
STATE ONLY,4.0,66.0,40.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,HONEST,NO,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,41.0,THIRD CALL,30-39,OTHER,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,STRONGLEADER,NO,DOLE,BETTER,DIS/UNFAV,NO,ELSE,HSGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUCHANAN,LAST.3DAYS,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,ECON/JOBS,STRONGLEADER,YES,OTHER,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.41300000000000003
STATE ONLY,4.0,66.0,43.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,HONEST,YES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,NORTHWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.91
STATE ONLY,4.0,66.0,44.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,OMITS,YES,CLINTON,WORSE,APP/UNFAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.788
STATE ONLY,4.0,66.0,45.0,THIRD CALL,45-49,WHITE,MALE,BUSH,LAST.3DAYS,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,STRONGLEADER,NO,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,OVER100K,MODERATE,18-64,STATE,COMPLETE,NORTHWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.91
STATE ONLY,4.0,71.0,1.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,GOODJUDGMENT,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.314
STATE ONLY,4.0,71.0,2.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,COMPLEXISSUE,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,3.0,FIRST CALL,45-49,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.377
STATE ONLY,4.0,71.0,4.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,5.0,FIRST CALL,50-59,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.377
STATE ONLY,4.0,71.0,6.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,7.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.447
STATE ONLY,4.0,71.0,8.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,STRONGLEADER,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.314
STATE ONLY,4.0,71.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,HONEST,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,10.0,FIRST CALL,18-24,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,YES,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.314
STATE ONLY,4.0,71.0,11.0,FIRST CALL,25-29,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,0.326
STATE ONLY,4.0,71.0,12.0,FIRST CALL,18-24,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,LIKEABLE,YES,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.326
STATE ONLY,4.0,71.0,13.0,FIRST CALL,65-74,BLACK,MALE,GORE,BEFORE,DISAPPR,FAVORABLE,GORE,HEALTHCARE,STRONGLEADER,YES,CLINTON,WORSE,DIS/FAV,YES,DEMOCRAT,HSGRAD,ELSE,75-100K,LIBERAL,65+,STATE,COMPLETE,LITTLEROCK,60+,60+,DEMOCRAT,65+,OTHER,,,0.463
STATE ONLY,4.0,71.0,14.0,FIRST CALL,30-39,BLACK,MALE,BUCHANAN,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.509
STATE ONLY,4.0,71.0,15.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,16.0,FIRST CALL,50-59,BLACK,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,GOODJUDGMENT,YES,DOLE,SAME,DIS/UNFAV,NO,INDEPEND,POSTGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.403
STATE ONLY,4.0,71.0,17.0,FIRST CALL,65-74,,FEMALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,HONEST,NO,CLINTON,WORSE,DIS/UNFAV,NO,INDEPEND,NOHS,OTHERCHRIST,LESS15K,MODERATE,65+,STATE,COMPLETE,LITTLEROCK,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.537
STATE ONLY,4.0,71.0,18.0,FIRST CALL,65-74,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,INDEPEND,NOHS,OTHERCHRIST,15-30K,LIBERAL,65+,STATE,COMPLETE,LITTLEROCK,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.463
STATE ONLY,4.0,71.0,19.0,SECOND CALL,65-74,BLACK,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,TAXES,HONEST,NO,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,LITTLEROCK,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.511
STATE ONLY,4.0,71.0,20.0,SECOND CALL,45-49,BLACK,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,COMPLEXISSUE,YES,CLINTON,BETTER,DIS/UNFAV,NO,ELSE,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.403
STATE ONLY,4.0,71.0,21.0,SECOND CALL,18-24,BLACK,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,OMITS,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,ELSE,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.326
STATE ONLY,4.0,71.0,22.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MEDICARE/RX,HONEST,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,23.0,SECOND CALL,50-59,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.377
STATE ONLY,4.0,71.0,24.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.364
STATE ONLY,4.0,71.0,25.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,STRONGLEADER,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,26.0,SECOND CALL,60-64,BLACK,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MEDICARE/RX,EXPERIENCE,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.463
STATE ONLY,4.0,71.0,27.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,28.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,OMITS,SOCIALSECUR,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,29.0,SECOND CALL,60-64,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CARES,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,75-100K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.463
STATE ONLY,4.0,71.0,30.0,SECOND CALL,30-39,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.377
STATE ONLY,4.0,71.0,31.0,SECOND CALL,,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,,STATE,COMPLETE,LITTLEROCK,,,DEMOCRAT,,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,32.0,SECOND CALL,30-39,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.377
STATE ONLY,4.0,71.0,33.0,SECOND CALL,60-64,BLACK,MALE,GORE,BEFORE,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,NO,OMITS,OMITS,,OMITS,,,,,,18-64,STATE,NOTCOMPLETE,LITTLEROCK,60+,60+,,50-64,,,,0.463
STATE ONLY,4.0,71.0,34.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,HONEST,NO,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,15-30K,MODERATE,65+,STATE,COMPLETE,LITTLEROCK,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.447
STATE ONLY,4.0,71.0,35.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,LAST.MONTH,DISAPPR,FAVORABLE,GORE,MEDICARE/RX,CARES,YES,CLINTON,SAME,DIS/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,36.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,30-44,30-39,DEMOCRAT,30-39,OTHER,,,0.364
STATE ONLY,4.0,71.0,37.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,CARES,YES,CLINTON,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,OTHER,,,0.314
STATE ONLY,4.0,71.0,38.0,THIRD CALL,18-24,BLACK,MALE,BUSH,LAST.3DAYS,APPROVE,FAVORABLE,BUSH,WORLDAFFAIRS,COMPLEXISSUE,NO,NOVOTE,BETTER,APP/FAV,YES,,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,,18-24,PROT/CHRIST,,,0.36
STATE ONLY,4.0,71.0,39.0,THIRD CALL,18-24,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,EXPERIENCE,NO,NOVOTE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,75-100K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.326
STATE ONLY,4.0,71.0,40.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,CARES,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,18-64,STATE,COMPLETE,LITTLEROCK,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.314
STATE ONLY,4.0,71.0,41.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,HONEST,YES,CLINTON,SAME,APP/FAV,YES,DEMOCRAT,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,LITTLEROCK,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.364
STATE ONLY,4.0,71.0,42.0,THIRD CALL,65-74,BLACK,FEMALE,GORE,BEFORE,APPROVE,OMITS,GORE,OMITS,CARES,YES,CLINTON,BETTER,OMITS,YES,DEMOCRAT,HSGRAD,ELSE,15-30K,CONSERV,65+,STATE,COMPLETE,LITTLEROCK,60+,60+,DEMOCRAT,65+,OTHER,,,0.447
