VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,RACPRO,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,CORZMONY,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,LATINO,QRACE,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
NATIONAL YELLOW,31.0,69.0,8.0,FIRST CALL,806.0,25-29,ASIAN,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,STRONGLEADER,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,POSTGRAD,ELSE,NEVER,OVER100K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,ASIAN,OTHER,,,ISSUES,HEALTHCARE,STRONGLEADER,0.806
NATIONAL GREY,31.0,69.0,9.0,FIRST CALL,1069.0,65-74,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,,ONLYGORE,ONLYBUSH,,,,1.069
NATIONAL GREY,31.0,69.0,10.0,FIRST CALL,869.0,40-44,WHITE,MALE,GORE,FRANKS,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,IND/OTHER,40-49,NO,WHITE,,ONLYGORE,BOTH,,,,0.869
NATIONAL GREY,31.0,69.0,11.0,FIRST CALL,1180.0,65-74,WHITE,FEMALE,GORE,FRANKS,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,POSTGRAD,,,,,,MODERATE,65+,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,,BOTH,BOTH,,,,1.18
NATIONAL GREY,31.0,69.0,12.0,FIRST CALL,1079.0,30-39,ASIAN,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,POSTGRAD,,,,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,ASIAN,,BOTH,ONLYGORE,,,,1.079
NATIONAL PINK,31.0,69.0,13.0,FIRST CALL,828.0,40-44,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,ME,,,YES,,DEMOCRAT,50-500K,,JEWISH,,50-75K,YES,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,JEWISH,,,,,,0.8280000000000001
NATIONAL PINK,31.0,69.0,14.0,FIRST CALL,696.0,45-49,WHITE,MALE,NADER,,,,,,CITYOVER50K,,,,,,,YES,,,50-500K,,,,75-100K,,,,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,,40-49,NO,WHITE,,,,,,,0.6960000000000001
NATIONAL PINK,31.0,69.0,15.0,FIRST CALL,1069.0,65-74,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,NO,,DEMOCRAT,50-500K,,JEWISH,,50-75K,NO,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,JEWISH,,,,,,1.069
NATIONAL WHITE,31.0,69.0,16.0,SECOND CALL,1069.0,60-64,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,CITYOVER50K,SOCIALSECUR,HONEST,CLINTON,NONE,SAME,APP/UNFAV,NO,,INDEPEND,50-500K,HSGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,50-64,NO,WHITE,CATHOLIC,,,PERSONALQUAL,,,1.069
NATIONAL WHITE,31.0,69.0,17.0,SECOND CALL,1018.0,65-74,WHITE,MALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,CLINTON,NONE,SAME,APP/UNFAV,NO,,INDEPEND,50-500K,COLGRAD,JEWISH,NEVER,30-50K,YES,NO,LIBERAL,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,JEWISH,,,PERSONALQUAL,,,1.018
NATIONAL YELLOW,31.0,69.0,18.0,SECOND CALL,1467.0,60-64,WHITE,FEMALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,OMITS,CLINTON,NONE,SAME,APP/UNFAV,NO,,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,ISSUES,HEALTHCARE,OMITS,1.467
NATIONAL YELLOW,31.0,69.0,19.0,SECOND CALL,1069.0,65-74,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,OMITS,NONE,SAME,APP/UNFAV,NO,,REPUBLCN,50-500K,POSTGRAD,JEWISH,AFEWAYEAR,OVER100K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,,WHITE,JEWISH,,,ISSUES,WORLDAFFAIRS,EXPERIENCE,1.069
NATIONAL GREY,31.0,69.0,20.0,SECOND CALL,833.0,,WHITE,MALE,GORE,,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,,,,OVER100K,,,MODERATE,,REDUCNATDEBT,,NATIONAL,COMPLETE,CENTRAL,,,DEMOCRAT,,NO,WHITE,,ONLYGORE,BOTH,,,,0.833
NATIONAL GREY,31.0,69.0,21.0,SECOND CALL,787.0,45-49,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,HSGRAD,,,,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYGORE,BOTH,,,,0.787
NATIONAL PINK,31.0,69.0,22.0,SECOND CALL,806.0,18-24,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,SOMEONEELSE,,,YES,,DEMOCRAT,50-500K,,JEWISH,,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,JEWISH,,,,,,0.806
NATIONAL PINK,31.0,69.0,23.0,SECOND CALL,1079.0,30-39,WHITE,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,NONE,,,YES,,REPUBLCN,50-500K,,JEWISH,,OVER100K,YES,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,JEWISH,,,,,,1.079
NATIONAL WHITE,31.0,69.0,24.0,THIRD CALL,833.0,,,MALE,GORE,,OMITS,OMITS,OMITS,MORE,CITYOVER50K,SOCIALSECUR,CARES,OMITS,,OMITS,,YES,,,50-500K,,,OMITS,,,,,,,,NATIONAL,NOTCOMPLETE,CENTRAL,,,,,,,,,,OMITS,,,0.833
NATIONAL WHITE,31.0,69.0,25.0,THIRD CALL,806.0,25-29,WHITE,FEMALE,GORE,CORZINE,APPROVE,UNFAVORABLE,GORE,LESS,CITYOVER50K,MEDICARE/RX,STRONGLEADER,CLINTON,NONE,BETTER,APP/UNFAV,YES,,DEMOCRAT,50-500K,POSTGRAD,JEWISH,AFEWAMONTH,15-30K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,DEMOCRAT,25-29,NO,WHITE,JEWISH,,,ISSUES,,,0.806
NATIONAL WHITE,31.0,69.0,26.0,THIRD CALL,781.0,30-39,HISP,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,OMITS,EXPERIENCE,NOVOTE,ME,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,YES,HISP,CATHOLIC,,,ISSUES,,,0.781
NATIONAL WHITE,31.0,69.0,27.0,THIRD CALL,1018.0,60-64,ASIAN,MALE,GORE,CORZINE,OMITS,OMITS,OMITS,MORE,CITYOVER50K,ECON/JOBS,HONEST,OMITS,,OMITS,,YES,,,50-500K,,,OMITS,,,,,18-64,,,NATIONAL,NOTCOMPLETE,CENTRAL,60+,60+,,50-64,NO,ASIAN,,,,OMITS,,,1.018
NATIONAL WHITE,31.0,69.0,28.0,THIRD CALL,787.0,30-39,ASIAN,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,HONEST,NOVOTE,NONE,BETTER,APP/FAV,YES,,INDEPEND,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,ASIAN,CATHOLIC,,,ISSUES,,,0.787
NATIONAL WHITE,31.0,69.0,29.0,THIRD CALL,828.0,,ASIAN,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,CLINTON,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,30-50K,YES,YES,LIBERAL,,,,NATIONAL,COMPLETE,CENTRAL,,,DEMOCRAT,,NO,ASIAN,OTHER,,,ISSUES,,,0.8280000000000001
NATIONAL YELLOW,31.0,69.0,30.0,THIRD CALL,1020.0,30-39,BLACK,FEMALE,BUSH,CORZINE,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,OMITS,CLINTON,NONE,BETTER,APP/UNFAV,NO,,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,BLACK,CATHOLIC,,,PERSONALQUAL,OMITS,OMITS,1.02
NATIONAL YELLOW,31.0,69.0,31.0,THIRD CALL,1134.0,45-49,WHITE,FEMALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,HONEST,PEROT,NONE,BETTER,APP/UNFAV,YES,,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,IND/OTHER,40-49,NO,WHITE,CATHOLIC,,,ISSUES,OMITS,HONEST,1.1340000000000001
NATIONAL YELLOW,31.0,69.0,32.0,THIRD CALL,1332.0,60-64,WHITE,FEMALE,BUSH,CORZINE,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,EDUCATION,COMPLEXISSUE,DOLE,SOMEONEELSE,SAME,DIS/UNFAV,YES,,REPUBLCN,50-500K,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,ISSUES,EDUCATION,COMPLEXISSUE,1.332
NATIONAL YELLOW,31.0,69.0,33.0,THIRD CALL,787.0,30-39,ASIAN,MALE,GORE,CORZINE,APPROVE,FAVORABLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,CARES,CLINTON,ME,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,POSTGRAD,ELSE,ONCEAWEEK,75-100K,YES,YES,,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,ASIAN,OTHER,,,ISSUES,ECON/JOBS,CARES,0.787
NATIONAL YELLOW,31.0,69.0,34.0,THIRD CALL,1394.0,60-64,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,PEROT,ME,BETTER,DIS/UNFAV,NO,,REPUBLCN,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,75-100K,NO,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,,,OMITS,SOCIALSECUR,GOODJUDGMENT,1.3940000000000001
NATIONAL YELLOW,31.0,69.0,35.0,THIRD CALL,869.0,30-39,WHITE,,GORE,FRANKS,OMITS,OMITS,BUSH,LESS,CITYOVER50K,EDUCATION,GOODJUDGMENT,DOLE,SOMEONEELSE,WORSE,OMITS,YES,,REPUBLCN,50-500K,HSGRAD,JEWISH,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,JEWISH,,,OMITS,EDUCATION,GOODJUDGMENT,0.869
NATIONAL GREY,31.0,69.0,36.0,THIRD CALL,850.0,60-64,ASIAN,MALE,NADER,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,,,,LIBERAL,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,NO,ASIAN,,ONLYGORE,ONLYGORE,,,,0.85
NATIONAL GREY,31.0,69.0,37.0,THIRD CALL,1467.0,60-64,WHITE,FEMALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,,,,50-75K,,,LIBERAL,18-64,OMITS,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,,WHITE,,OMITS,NEITHER,,,,1.467
NATIONAL GREY,31.0,69.0,38.0,THIRD CALL,787.0,40-44,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,,,,LIBERAL,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYGORE,OMITS,,,,0.787
NATIONAL GREY,31.0,69.0,39.0,THIRD CALL,787.0,40-44,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,COLGRAD,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,,ONLYGORE,ONLYGORE,,,,0.787
NATIONAL GREY,31.0,69.0,40.0,THIRD CALL,1079.0,45-49,WHITE,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,HSGRAD,,,OVER100K,,,CONSERV,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,ONLYBUSH,ONLYBUSH,,,,1.079
NATIONAL GREY,31.0,69.0,41.0,THIRD CALL,886.0,18-24,BLACK,FEMALE,GORE,FRANKS,,,,,CITYOVER50K,,,,,,,,,REPUBLCN,50-500K,,,,15-30K,,,MODERATE,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,,BLACK,,BOTH,ONLYBUSH,,,,0.886
NATIONAL PINK,31.0,69.0,42.0,THIRD CALL,828.0,30-39,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,,,,,,0.8280000000000001
NATIONAL PINK,31.0,69.0,43.0,THIRD CALL,822.0,50-59,HISP,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,YES,,INDEPEND,50-500K,,JEWISH,,15-30K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,IND/OTHER,50-64,YES,WHITE,JEWISH,,,,,,0.8220000000000001
NATIONAL PINK,31.0,69.0,44.0,THIRD CALL,137.0,18-24,WHITE,FEMALE,BUCHANAN,CORZINE,,,,,CITYOVER50K,,,,ME,,,NO,,DEMOCRAT,50-500K,,PROTESTANT,,75-100K,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,,,,,,0.137
NATIONAL PINK,31.0,69.0,45.0,THIRD CALL,1054.0,18-24,WHITE,MALE,BUSH,FRANKS,,,,,CITYOVER50K,,,,ME,,,YES,,REPUBLCN,50-500K,,CATHOLIC,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,CATHOLIC,,,,,,1.054
NATIONAL PINK,31.0,69.0,46.0,THIRD CALL,828.0,30-39,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,YES,,ELSE,50-500K,,JEWISH,,15-30K,NO,NO,,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,JEWISH,,,,,,0.8280000000000001
NATIONAL PINK,31.0,69.0,47.0,THIRD CALL,787.0,50-59,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,YES,,DEMOCRAT,50-500K,,CATHOLIC,,50-75K,YES,YES,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,,,,,,0.787
NATIONAL WHITE,31.0,70.0,1.0,FIRST CALL,773.0,50-59,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,HEALTHCARE,CARES,CLINTON,NONE,SAME,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,,,ISSUES,,,0.773
NATIONAL WHITE,31.0,70.0,2.0,FIRST CALL,1009.0,30-39,WHITE,MALE,BUSH,FRANKS,DISAPPR,FAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,DOLE,NONE,BETTER,DIS/FAV,YES,,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,PERSONALQUAL,,,1.0090000000000001
NATIONAL WHITE,31.0,70.0,3.0,FIRST CALL,773.0,30-39,WHITE,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,EDUCATION,COMPLEXISSUE,PEROT,NONE,BETTER,APP/FAV,NO,,INDEPEND,50-500K,HSGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,YES,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,ISSUES,,,0.773
NATIONAL YELLOW,31.0,70.0,4.0,FIRST CALL,1009.0,30-39,WHITE,MALE,BUSH,FRANKS,APPROVE,UNFAVORABLE,BUSH,LESS,CITYOVER50K,EDUCATION,STRONGLEADER,DOLE,NONE,BETTER,APP/UNFAV,YES,,REPUBLCN,50-500K,COLGRAD,CATHOLIC,ONCEAWEEK,OVER100K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,,,ISSUES,EDUCATION,STRONGLEADER,1.0090000000000001
NATIONAL YELLOW,31.0,70.0,5.0,FIRST CALL,1307.0,75+,WHITE,MALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,STRONGLEADER,CLINTON,NONE,SAME,APP/FAV,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,,NO,NO,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,CATHOLIC,,,PERSONALQUAL,WORLDAFFAIRS,STRONGLEADER,1.307
NATIONAL YELLOW,31.0,70.0,6.0,FIRST CALL,178.0,75+,WHITE,MALE,BUCHANAN,FRANKS,DISAPPR,OMITS,BUSH,LESS,CITYOVER50K,ECON/JOBS,HONEST,DOLE,NONE,SAME,OMITS,NO,,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,NEVER,30-50K,NO,YES,CONSERV,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,,,ISSUES,ECON/JOBS,HONEST,0.178
NATIONAL YELLOW,31.0,70.0,7.0,FIRST CALL,1372.0,65-74,WHITE,FEMALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,STRONGLEADER,CLINTON,NONE,SAME,DIS/UNFAV,NO,,REPUBLCN,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,,,ISSUES,HEALTHCARE,STRONGLEADER,1.372
NATIONAL GREY,31.0,70.0,8.0,FIRST CALL,735.0,30-39,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,,ONLYGORE,ONLYBUSH,,,,0.735
NATIONAL GREY,31.0,70.0,9.0,FIRST CALL,735.0,30-39,ASIAN,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,POSTGRAD,,,50-75K,,,LIBERAL,18-64,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,ASIAN,,ONLYGORE,ONLYBUSH,,,,0.735
NATIONAL GREY,31.0,70.0,10.0,FIRST CALL,811.0,50-59,WHITE,MALE,GORE,FRANKS,,,,,CITYOVER50K,,,,,,,,,DEMOCRAT,50-500K,SOMCOL/ASSOC,,,30-50K,,,MODERATE,18-64,REDUCNATDEBT,,NATIONAL,COMPLETE,CENTRAL,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,,ONLYGORE,BOTH,,,,0.811
NATIONAL GREY,31.0,70.0,11.0,FIRST CALL,1001.0,65-74,WHITE,FEMALE,GORE,CORZINE,,,,,CITYOVER50K,,,,,,,,,INDEPEND,50-500K,HSGRAD,,,50-75K,,,MODERATE,65+,SOCIALSECURI,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,65+,NO,WHITE,,ONLYGORE,NEITHER,,,,1.0010000000000001
NATIONAL PINK,31.0,70.0,12.0,FIRST CALL,877.0,60-64,WHITE,MALE,NADER,FRANKS,,,,,CITYOVER50K,,,,ME,,,YES,,INDEPEND,50-500K,,NONE,,30-50K,NO,NO,CONSERV,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,IND/OTHER,50-64,NO,WHITE,NONE,,,,,,0.877
NATIONAL PINK,31.0,70.0,13.0,FIRST CALL,735.0,30-39,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,ME,,,YES,,INDEPEND,50-500K,,NONE,,30-50K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,NONE,,,,,,0.735
NATIONAL PINK,31.0,70.0,14.0,FIRST CALL,928.0,25-29,HISP,MALE,NADER,OTHER,,,,,CITYOVER50K,,,,SOMEONEELSE,,,NO,,REPUBLCN,50-500K,,CATHOLIC,,30-50K,NO,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,18-29,25-29,REPUBLICAN,25-29,YES,HISP,CATHOLIC,,,,,,0.928
NATIONAL PINK,31.0,70.0,15.0,FIRST CALL,953.0,65-74,WHITE,MALE,GORE,CORZINE,,,,,CITYOVER50K,,,,NONE,,,NO,,DEMOCRAT,50-500K,,NONE,,15-30K,YES,NO,MODERATE,65+,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,65+,NO,WHITE,NONE,,,,,,0.9530000000000001
NATIONAL WHITE,31.0,70.0,16.0,SECOND CALL,1009.0,45-49,WHITE,MALE,BUSH,FRANKS,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,TAXES,HONEST,PEROT,NONE,WORSE,DIS/UNFAV,YES,,REPUBLCN,50-500K,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,ISSUES,,,1.0090000000000001
NATIONAL WHITE,31.0,70.0,17.0,SECOND CALL,735.0,30-39,ASIAN,MALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NOVOTE,NONE,BETTER,APP/FAV,YES,,DEMOCRAT,50-500K,POSTGRAD,ELSE,AFEWAMONTH,OVER100K,YES,YES,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,DEMOCRAT,30-39,NO,ASIAN,OTHER,,,ISSUES,,,0.735
NATIONAL WHITE,31.0,70.0,18.0,SECOND CALL,993.0,60-64,HISP,FEMALE,GORE,CORZINE,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,EXPERIENCE,NOVOTE,SOMEONEELSE,WORSE,APP/FAV,YES,,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,30-50K,YES,NO,LIBERAL,18-64,,,NATIONAL,COMPLETE,CENTRAL,60+,60+,DEMOCRAT,50-64,YES,WHITE,CATHOLIC,,,PERSONALQUAL,,,0.993
NATIONAL WHITE,31.0,70.0,19.0,SECOND CALL,1009.0,30-39,WHITE,MALE,BUSH,FRANKS,APPROVE,FAVORABLE,BUSH,LESS,CITYOVER50K,SOCIALSECUR,STRONGLEADER,CLINTON,NONE,BETTER,APP/FAV,YES,,ELSE,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,,,NATIONAL,COMPLETE,CENTRAL,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,,,PERSONALQUAL,,,1.0090000000000001
