VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,RYAN,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,DEATHPEN,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,14.0,62.0,29.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,NONE,ALWYSILL,SAME,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,YES,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.72
STATE ONLY,14.0,62.0,30.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,CARES,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,LIBERAL,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.72
STATE ONLY,14.0,62.0,31.0,THIRD CALL,60-64,HISP,,GORE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,MEDICARE/RX,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,60+,60+,DEMOCRAT,50-64,YES,HISP,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYGORE,ISSUES,,,1.115
STATE ONLY,14.0,62.0,32.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.762
STATE ONLY,14.0,62.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,OMITS,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,BETTER,OMITS,YES,DISAPPR,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,COOKSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.872
STATE ONLY,14.0,62.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,NOVOTE,NONE,MOSTLGL,SAME,APP/UNFAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.872
STATE ONLY,14.0,62.0,35.0,THIRD CALL,30-39,,MALE,NADER,DISAPPR,OMITS,WOULDNOTVOTE,LESS,SUBURBS,HEALTHCARE,COMPLEXISSUE,DOLE,NONE,ALWYSILL,WORSE,OMITS,NO,DISAPPR,INDEPEND,SUBURBS,HSGRAD,PROTESTANT,ONCEAWEEK,,NO,NO,CONSERV,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,,PROT/CHRIST,WRONGTRACK,OMITS,ONLYGORE,ISSUES,,,0.884
STATE ONLY,14.0,62.0,36.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,OMITS,CLINTON,ME,MOSTILL,SAME,APP/FAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,AFEWAYEAR,,,,MODERATE,18-64,OTHRPROGRAMS,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,50-59,IND/OTHER,50-64,NO,BLACK,NONE,RIGHTDIR,NEITHER,BOTH,OMITS,,,0.72
STATE ONLY,14.0,62.0,37.0,THIRD CALL,65-74,WHITE,MALE,GORE,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,PEROT,NONE,MOSTLGL,SAME,APP/FAV,YES,DISAPPR,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,NEVER,50-75K,YES,NO,MODERATE,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,WRONGTRACK,NEITHER,BOTH,ISSUES,,,1.206
STATE ONLY,14.0,62.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,LESS,SUBURBS,OMITS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,50-59,IND/OTHER,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.872
STATE ONLY,14.0,62.0,39.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,TAXES,CARES,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,OPPOSE,STATE,COMPLETE,COOKSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,BLACK,CATHOLIC,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,0.762
STATE ONLY,14.0,62.0,40.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,ME,MOSTLGL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,LIBERAL,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.872
STATE ONLY,14.0,62.0,41.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.8240000000000001
STATE ONLY,14.0,62.0,42.0,THIRD CALL,25-29,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,CLINTON,ME,MOSTLGL,BETTER,DIS/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,COOKSUBURBS,18-29,25-29,IND/OTHER,25-29,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,1.25
STATE ONLY,14.0,62.0,43.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,OMITS,HONEST,CLINTON,NONE,ALWYSILL,BETTER,APP/UNFAV,YES,DISAPPR,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,BLACK,PROT/CHRIST,WRONGTRACK,ONLYGORE,ONLYBUSH,ISSUES,,,0.72
STATE ONLY,14.0,62.0,44.0,THIRD CALL,40-44,BLACK,MALE,GORE,APPROVE,OMITS,GORE,OMITS,SUBURBS,ECON/JOBS,CARES,CLINTON,ME,ALWYSLGL,BETTER,OMITS,YES,OMITS,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,YES,,18-64,SOCIALSECURI,OMITS,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,DEMOCRAT,40-49,,BLACK,PROT/CHRIST,OMITS,ONLYGORE,BOTH,ISSUES,,,0.72
STATE ONLY,14.0,68.0,1.0,FIRST CALL,45-49,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,CLINTON,NONE,ALWYSILL,BETTER,APP/UNFAV,YES,APPROVE,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,MORETHAN1AWK,75-100K,YES,YES,CONSERV,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,COOKSUBURBS,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.8170000000000001
STATE ONLY,14.0,68.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,OMITS,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,NO,YES,CONSERV,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,WRONGTRACK,BOTH,NEITHER,ISSUES,,,0.864
STATE ONLY,14.0,68.0,3.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,HONEST,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,APPROVE,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,1.181
STATE ONLY,14.0,68.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,0.8170000000000001
STATE ONLY,14.0,68.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,SOMEONEELSE,MOSTLGL,BETTER,DIS/UNFAV,NO,DISAPPR,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.249
STATE ONLY,14.0,68.0,6.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NOVOTE,NONE,ALWYSLGL,BETTER,APP/FAV,YES,DISAPPR,INDEPEND,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.8170000000000001
STATE ONLY,14.0,68.0,7.0,FIRST CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,STRONGLEADER,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.8170000000000001
STATE ONLY,14.0,68.0,8.0,FIRST CALL,40-44,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,SOCIALSECUR,EXPERIENCE,DOLE,SOMEONEELSE,ALWYSILL,BETTER,APP/FAV,YES,DISAPPR,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,PERSONALQUAL,,,1.249
STATE ONLY,14.0,68.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,DOLE,NONE,ALWYSILL,SAME,DIS/UNFAV,,DISAPPR,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,CONSERV,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,ONLYBUSH,ONLYGORE,ISSUES,,,1.249
STATE ONLY,14.0,68.0,10.0,FIRST CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,DISAPPR,REPUBLCN,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,YES,CONSERV,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,ONLYGORE,ISSUES,,,1.181
STATE ONLY,14.0,68.0,11.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,COMPLEXISSUE,CLINTON,ME,ALWYSLGL,BETTER,APP/FAV,NO,APPROVE,INDEPEND,SUBURBS,HSGRAD,CATHOLIC,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,65+,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,60+,60+,IND/OTHER,65+,NO,WHITE,CATHOLIC,WRONGTRACK,BOTH,BOTH,ISSUES,,,1.2650000000000001
STATE ONLY,14.0,68.0,12.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,NO,APPROVE,INDEPEND,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,30-50K,NO,NO,LIBERAL,65+,CUTFEDINCTAX,OMITS,STATE,COMPLETE,COOKSUBURBS,60+,60+,IND/OTHER,65+,NO,WHITE,NONE,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,1.2650000000000001
STATE ONLY,14.0,68.0,13.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,DOLE,SOMEONEELSE,MOSTILL,SAME,APP/FAV,NO,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,REDUCNATDEBT,OPPOSE,STATE,COMPLETE,COOKSUBURBS,60+,60+,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,ISSUES,,,1.2650000000000001
STATE ONLY,14.0,68.0,14.0,SECOND CALL,40-44,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,APPROVE,REPUBLCN,SUBURBS,POSTGRAD,PROTESTANT,MORETHAN1AWK,50-75K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,OMITS,BOTH,ONLYGORE,ISSUES,,,1.181
STATE ONLY,14.0,68.0,15.0,SECOND CALL,60-64,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,MORE,SUBURBS,MEDICARE/RX,HONEST,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,APPROVE,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,LESS15K,YES,NO,MODERATE,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYBUSH,NEITHER,PERSONALQUAL,,,1.729
STATE ONLY,14.0,68.0,16.0,SECOND CALL,65-74,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,DOLE,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DISAPPR,REPUBLCN,SUBURBS,COLGRAD,PROTESTANT,NEVER,OVER100K,YES,NO,CONSERV,65+,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,COOKSUBURBS,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,1.729
STATE ONLY,14.0,68.0,17.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,HONEST,CLINTON,ME,ALWYSLGL,SAME,APP/FAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,NEVER,15-30K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,OPPOSE,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,DEMOCRAT,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.8170000000000001
STATE ONLY,14.0,68.0,18.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,STRONGLEADER,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,FAVOR,STATE,COMPLETE,COOKSUBURBS,18-29,18-24,DEMOCRAT,18-24,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,BOTH,PERSONALQUAL,,,1.24
STATE ONLY,14.0,68.0,19.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,SOCIALSECURI,OPPOSE,STATE,COMPLETE,COOKSUBURBS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,ISSUES,,,0.864
STATE ONLY,14.0,68.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,COMPLEXISSUE,CLINTON,NONE,MOSTLGL,SAME,APP/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,BOTH,ISSUES,,,0.864
STATE ONLY,14.0,68.0,21.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NOVOTE,ME,MOSTILL,BETTER,APP/FAV,YES,APPROVE,DEMOCRAT,SUBURBS,NOHS,OTHERCHRIST,AFEWAYEAR,50-75K,YES,YES,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,NEITHER,PERSONALQUAL,,,0.8170000000000001
STATE ONLY,14.0,68.0,22.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,NO,APPROVE,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,60+,60+,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,1.196
STATE ONLY,14.0,68.0,23.0,THIRD CALL,30-39,WHITE,MALE,GORE,DISAPPR,UNFAVORABLE,OMITS,LESS,SUBURBS,ECON/JOBS,HONEST,OMITS,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,APPROVE,INDEPEND,SUBURBS,POSTGRAD,PROTESTANT,ONCEAWEEK,75-100K,NO,NO,CONSERV,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,RIGHTDIR,NEITHER,ONLYGORE,ISSUES,,,0.8170000000000001
STATE ONLY,14.0,68.0,24.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,EDUCATION,GOODJUDGMENT,PEROT,ME,ALWYSLGL,SAME,APP/UNFAV,YES,DISAPPR,INDEPEND,SUBURBS,POSTGRAD,ELSE,AFEWAYEAR,OVER100K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,IND/OTHER,40-49,NO,WHITE,OTHER,WRONGTRACK,NEITHER,BOTH,ISSUES,,,0.864
STATE ONLY,14.0,68.0,25.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,CLINTON,NONE,MOSTILL,BETTER,APP/UNFAV,YES,DISAPPR,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAMONTH,OVER100K,YES,YES,CONSERV,18-64,SOCIALSECURI,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,BOTH,BOTH,PERSONALQUAL,,,0.8170000000000001
STATE ONLY,14.0,68.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,OMITS,SUBURBS,ECON/JOBS,STRONGLEADER,DOLE,SOMEONEELSE,MOSTLGL,BETTER,APP/UNFAV,YES,APPROVE,ELSE,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,45-59,40-49,IND/OTHER,40-49,NO,WHITE,PROT/CHRIST,RIGHTDIR,BOTH,BOTH,ISSUES,,,0.864
STATE ONLY,14.0,68.0,27.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,HONEST,CLINTON,NONE,ALWYSILL,BETTER,APP/FAV,NO,DISAPPR,INDEPEND,SUBURBS,NOHS,CATHOLIC,ONCEAWEEK,,YES,NO,MODERATE,65+,REDUCNATDEBT,OMITS,STATE,COMPLETE,COOKSUBURBS,60+,60+,IND/OTHER,65+,,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,NEITHER,ISSUES,,,1.2650000000000001
STATE ONLY,14.0,68.0,28.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,EXPERIENCE,CLINTON,NONE,ALWYSLGL,BETTER,APP/FAV,NO,DISAPPR,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,FAVOR,STATE,COMPLETE,COOKSUBURBS,30-44,40-49,DEMOCRAT,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,ONLYGORE,ONLYBUSH,ISSUES,,,0.864
