VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,BUSHWIN,PRESKNOW,SAYANY,ISSVQUAL,GOREWIN,VNS1,VNS2,WEIGHT
STATE ONLY,18.0,57.0,7.0,FIRST CALL,473.0,40-44,WHITE,MALE,BUSH,BEFORE,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,PEROT,NEITHERDID,WORSE,APP/UNFAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,EXCITED,BOTH,ONLYGORE,PERSONALQUAL,OPTIMIST,,,0.47300000000000003
STATE ONLY,18.0,57.0,8.0,FIRST CALL,538.0,25-29,WHITE,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,HEALTHCARE,EXPERIENCE,NO,DOLE,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,15-30K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,CONCERND,ONLYGORE,NEITHER,ISSUES,OPTIMIST,,,0.538
STATE ONLY,18.0,57.0,9.0,FIRST CALL,473.0,30-39,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,DOLE,BOTHDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,EXCITED,ONLYBUSH,BOTH,PERSONALQUAL,CONCERND,,,0.47300000000000003
STATE ONLY,18.0,57.0,10.0,FIRST CALL,1059.0,65-74,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,EXPERIENCE,YES,CLINTON,OMITS,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,ELSE,ONCEAWEEK,,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,OTHER,CONCERND,ONLYGORE,BOTH,ISSUES,EXCITED,,,1.059
STATE ONLY,18.0,57.0,11.0,FIRST CALL,556.0,50-59,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,OMITS,CARES,YES,NOVOTE,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,NEITHER,PERSONALQUAL,EXCITED,,,0.556
STATE ONLY,18.0,57.0,12.0,FIRST CALL,506.0,30-39,,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,YES,DOLE,GOREDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,CATHOLIC,NEVER,OVER100K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,SCARED,ONLYGORE,OMITS,PERSONALQUAL,EXCITED,,,0.506
STATE ONLY,18.0,57.0,13.0,SECOND CALL,568.0,50-59,WHITE,FEMALE,GORE,LASTWEEK,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,LIKEABLE,NO,CLINTON,BOTHDID,SAME,APP/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,SCARED,BOTH,BOTH,ISSUES,OPTIMIST,,,0.5680000000000001
STATE ONLY,18.0,57.0,14.0,SECOND CALL,625.0,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,CARES,NO,CLINTON,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,CONCERND,ONLYGORE,BOTH,ISSUES,CONCERND,,,0.625
STATE ONLY,18.0,57.0,15.0,SECOND CALL,556.0,30-39,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,YES,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,INDEPEND,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,75-100K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,CONCERND,ONLYGORE,ONLYBUSH,PERSONALQUAL,EXCITED,,,0.556
STATE ONLY,18.0,57.0,16.0,SECOND CALL,592.0,25-29,BLACK,MALE,GORE,BEFORE,OMITS,OMITS,OMITS,MORE,SUBURBS,OMITS,GOODJUDGMENT,YES,OMITS,BOTHDID,OMITS,,,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,JEFFERSON,18-29,25-29,,25-29,,CONCERND,OMITS,OMITS,OMITS,EXCITED,,,0.592
STATE ONLY,18.0,57.0,17.0,SECOND CALL,592.0,18-24,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,OTHERCHRIST,MORETHAN1AWK,,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,SCARED,ONLYGORE,ONLYGORE,ISSUES,EXCITED,,,0.592
STATE ONLY,18.0,57.0,18.0,SECOND CALL,473.0,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,SUBURBS,TAXES,CARES,NO,DOLE,BOTHDID,WORSE,DIS/UNFAV,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,EXCITED,BOTH,BOTH,ISSUES,CONCERND,,,0.47300000000000003
STATE ONLY,18.0,57.0,19.0,SECOND CALL,566.0,18-24,WHITE,FEMALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,STRONGLEADER,NO,NOVOTE,GOREDID,BETTER,DIS/UNFAV,YES,REPUBLCN,SUBURBS,HSGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,EXCITED,ONLYBUSH,BOTH,ISSUES,CONCERND,,,0.5660000000000001
STATE ONLY,18.0,57.0,20.0,THIRD CALL,963.0,75+,WHITE,MALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,SOCIALSECUR,EXPERIENCE,NO,CLINTON,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,SUBURBS,,PROTESTANT,ONCEAWEEK,,YES,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,SCARED,ONLYGORE,BOTH,PERSONALQUAL,CONCERND,,,0.963
STATE ONLY,18.0,57.0,21.0,THIRD CALL,473.0,50-59,WHITE,MALE,BUSH,BEFORE,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,SOCIALSECUR,STRONGLEADER,YES,DOLE,GOREDID,SAME,DIS/UNFAV,YES,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,EXCITED,BOTH,ONLYGORE,ISSUES,SCARED,,,0.47300000000000003
STATE ONLY,18.0,57.0,22.0,THIRD CALL,556.0,30-39,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,OMITS,OVER100K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,0.556
STATE ONLY,18.0,57.0,23.0,THIRD CALL,625.0,40-44,BLACK,FEMALE,GORE,BEFORE,DISAPPR,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,HONEST,YES,NOVOTE,BUSHDID,WORSE,DIS/UNFAV,NO,DEMOCRAT,SUBURBS,HSGRAD,NONE,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,NONE,SCARED,NEITHER,NEITHER,ISSUES,CONCERND,,,0.625
STATE ONLY,18.0,57.0,24.0,THIRD CALL,1012.0,65-74,WHITE,FEMALE,BUSH,BEFORE,OMITS,UNFAVORABLE,BUSH,OMITS,SUBURBS,OMITS,HONEST,OMITS,DOLE,BOTHDID,SAME,OMITS,NO,REPUBLCN,SUBURBS,HSGRAD,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,CONSERV,65+,OMITS,STATE,COMPLETE,JEFFERSON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,EXCITED,ONLYBUSH,BOTH,ISSUES,CONCERND,,,1.012
STATE ONLY,18.0,57.0,25.0,THIRD CALL,625.0,50-59,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,MEDICARE/RX,CARES,YES,CLINTON,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,ONCEAWEEK,LESS15K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,OTHER,SCARED,BOTH,BOTH,PERSONALQUAL,CONCERND,,,0.625
STATE ONLY,18.0,57.0,26.0,THIRD CALL,625.0,30-39,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,YES,CLINTON,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,ELSE,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,OTHER,SCARED,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,0.625
STATE ONLY,18.0,57.0,27.0,THIRD CALL,625.0,30-39,BLACK,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,NOVOTE,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,CONCERND,BOTH,BOTH,ISSUES,EXCITED,,,0.625
STATE ONLY,18.0,57.0,28.0,THIRD CALL,568.0,30-39,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,EDUCATION,CARES,NO,CLINTON,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,SCARED,ONLYGORE,BOTH,ISSUES,EXCITED,,,0.5680000000000001
STATE ONLY,18.0,57.0,29.0,THIRD CALL,568.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,NEVER,30-50K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,NEITHER,ISSUES,OPTIMIST,,,0.5680000000000001
STATE ONLY,18.0,57.0,30.0,THIRD CALL,568.0,50-59,WHITE,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,CARES,NO,CLINTON,NEITHERDID,BETTER,APP/FAV,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,,YES,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SCARED,ONLYGORE,ONLYBUSH,ISSUES,EXCITED,,,0.5680000000000001
STATE ONLY,18.0,57.0,31.0,THIRD CALL,665.0,25-29,BLACK,FEMALE,GORE,LAST.MONTH,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,EDUCATION,EXPERIENCE,NO,CLINTON,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,YES,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,JEFFERSON,18-29,25-29,DEMOCRAT,25-29,OTHER,EXCITED,ONLYGORE,ONLYBUSH,ISSUES,CONCERND,,,0.665
STATE ONLY,18.0,57.0,32.0,THIRD CALL,556.0,45-49,BLACK,MALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,EXPERIENCE,NO,CLINTON,NEITHERDID,SAME,APP/FAV,YES,DEMOCRAT,SUBURBS,NOHS,,AFEWAMONTH,15-30K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,,SCARED,ONLYGORE,BOTH,PERSONALQUAL,CONCERND,,,0.556
STATE ONLY,18.0,57.0,33.0,THIRD CALL,625.0,45-49,BLACK,FEMALE,GORE,BEFORE,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,OMITS,CLINTON,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,SCARED,ONLYGORE,ONLYGORE,PERSONALQUAL,EXCITED,,,0.625
STATE ONLY,18.0,57.0,34.0,THIRD CALL,556.0,50-59,BLACK,MALE,GORE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,GOREDID,WORSE,APP/FAV,NO,DEMOCRAT,SUBURBS,NOHS,PROTESTANT,AFEWAYEAR,LESS15K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,EXCITED,ONLYGORE,OMITS,ISSUES,CONCERND,,,0.556
NATIONAL WHITE,18.0,60.0,1.0,FIRST CALL,673.0,45-49,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,DOLE,,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,,PERSONALQUAL,,,,0.673
NATIONAL WHITE,18.0,60.0,2.0,FIRST CALL,673.0,45-49,,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,GOODJUDGMENT,NO,DOLE,,BETTER,DIS/UNFAV,NO,REPUBLCN,50-500K,SOMCOL/ASSOC,JEWISH,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,JEWISH,,,,PERSONALQUAL,,,,0.673
NATIONAL WHITE,18.0,60.0,3.0,FIRST CALL,673.0,30-39,WHITE,FEMALE,BUSH,,OMITS,UNFAVORABLE,GORE,LESS,CITYOVER50K,TAXES,LIKEABLE,NO,CLINTON,,SAME,OMITS,NO,DEMOCRAT,50-500K,POSTGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,ISSUES,,,,0.673
NATIONAL WHITE,18.0,60.0,4.0,FIRST CALL,600.0,45-49,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,HEALTHCARE,STRONGLEADER,NO,DOLE,,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,JEWISH,AFEWAMONTH,75-100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,REPUBLICAN,40-49,JEWISH,,,,ISSUES,,,,0.6
NATIONAL YELLOW,18.0,60.0,5.0,FIRST CALL,600.0,30-39,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NO,DOLE,,BETTER,DIS/UNFAV,YES,REPUBLCN,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,,ISSUES,,ECON/JOBS,GOODJUDGMENT,0.6
NATIONAL YELLOW,18.0,60.0,6.0,FIRST CALL,721.0,30-39,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,GORE,OMITS,CITYOVER50K,ECON/JOBS,OMITS,NO,CLINTON,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,POSTGRAD,CATHOLIC,AFEWAYEAR,50-75K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,ISSUES,,ECON/JOBS,OMITS,0.721
NATIONAL YELLOW,18.0,60.0,7.0,FIRST CALL,641.0,30-39,WHITE,MALE,GORE,,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,PEROT,,BETTER,DIS/UNFAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,ONCEAWEEK,50-75K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,,ISSUES,,EDUCATION,GOODJUDGMENT,0.641
NATIONAL YELLOW,18.0,60.0,8.0,FIRST CALL,641.0,30-39,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,NO,DOLE,,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,AFEWAYEAR,50-75K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,,ISSUES,,SOCIALSECUR,GOODJUDGMENT,0.641
NATIONAL GREY,18.0,60.0,9.0,FIRST CALL,641.0,50-59,WHITE,MALE,GORE,LAST.MONTH,,,,LESS,CITYOVER50K,,,,,GOREDID,,,,ELSE,50-500K,NOHS,,,75-100K,,,MODERATE,18-64,OMITS,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,IND/OTHER,50-64,,EXCITED,NEITHER,BOTH,,EXCITED,,,0.641
NATIONAL GREY,18.0,60.0,10.0,FIRST CALL,641.0,40-44,WHITE,MALE,GORE,BEFORE,,,,MORE,CITYOVER50K,,,,,BOTHDID,,,,DEMOCRAT,50-500K,COLGRAD,,,OVER100K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,,SCARED,NEITHER,OMITS,,OPTIMIST,,,0.641
NATIONAL GREY,18.0,60.0,11.0,FIRST CALL,641.0,50-59,ASIAN,MALE,GORE,LAST.3DAYS,,,,MORE,CITYOVER50K,,,,,BUSHDID,,,,DEMOCRAT,50-500K,POSTGRAD,,,OVER100K,,,MODERATE,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,,CONCERND,ONLYGORE,BOTH,,EXCITED,,,0.641
NATIONAL GREY,18.0,60.0,12.0,FIRST CALL,600.0,40-44,WHITE,MALE,BUSH,BEFORE,,,,MORE,CITYOVER50K,,,,,BOTHDID,,,,REPUBLCN,50-500K,POSTGRAD,,,OVER100K,,,,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,,EXCITED,ONLYBUSH,OMITS,,SCARED,,,0.6
NATIONAL PINK,18.0,60.0,13.0,FIRST CALL,673.0,30-39,WHITE,FEMALE,BUSH,,,,,,CITYOVER50K,,,NO,,,,,YES,INDEPEND,50-500K,,JEWISH,,OVER100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,30-39,IND/OTHER,30-39,JEWISH,,,,,,,,0.673
NATIONAL PINK,18.0,60.0,14.0,FIRST CALL,721.0,50-59,WHITE,FEMALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,YES,DEMOCRAT,50-500K,,CATHOLIC,,75-100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,,,,,,0.721
NATIONAL PINK,18.0,60.0,15.0,FIRST CALL,316.0,45-49,OTHER,FEMALE,BUCHANAN,,,,,,CITYOVER50K,,,NO,,,,,YES,INDEPEND,50-500K,,CATHOLIC,,75-100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,,,,,,0.316
NATIONAL PINK,18.0,60.0,16.0,FIRST CALL,721.0,40-44,WHITE,FEMALE,GORE,,,,,,CITYOVER50K,,,NO,,,,,,DEMOCRAT,50-500K,,CATHOLIC,,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,,,,,,0.721
NATIONAL WHITE,18.0,60.0,17.0,SECOND CALL,1143.0,60-64,WHITE,MALE,BUSH,,DISAPPR,FAVORABLE,BUSH,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,OMITS,NOVOTE,,BETTER,DIS/FAV,NO,INDEPEND,50-500K,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,75-100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,60+,60+,IND/OTHER,50-64,CATHOLIC,,,,PERSONALQUAL,,,,1.143
NATIONAL WHITE,18.0,60.0,18.0,SECOND CALL,721.0,40-44,WHITE,FEMALE,GORE,,APPROVE,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,HONEST,YES,OTHER,,WORSE,APP/UNFAV,NO,INDEPEND,50-500K,HSGRAD,CATHOLIC,ONCEAWEEK,LESS15K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,,PERSONALQUAL,,,,0.721
NATIONAL WHITE,18.0,60.0,19.0,SECOND CALL,673.0,50-59,WHITE,FEMALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,YES,OTHER,,WORSE,DIS/UNFAV,NO,REPUBLCN,50-500K,HSGRAD,,MORETHAN1AWK,15-30K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,50-59,REPUBLICAN,50-64,,,,,ISSUES,,,,0.673
NATIONAL YELLOW,18.0,60.0,20.0,SECOND CALL,721.0,40-44,WHITE,FEMALE,GORE,,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,NO,CLINTON,,SAME,DIS/UNFAV,NO,REPUBLCN,50-500K,COLGRAD,NONE,NEVER,30-50K,YES,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,JEFFERSON,30-44,40-49,REPUBLICAN,40-49,NONE,,,,ISSUES,,HEALTHCARE,COMPLEXISSUE,0.721
NATIONAL YELLOW,18.0,60.0,21.0,SECOND CALL,638.0,18-24,WHITE,MALE,BUSH,,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,EDUCATION,STRONGLEADER,NO,DOLE,,WORSE,DIS/UNFAV,YES,ELSE,50-500K,SOMCOL/ASSOC,CATHOLIC,MORETHAN1AWK,50-75K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,,PERSONALQUAL,,EDUCATION,STRONGLEADER,0.638
NATIONAL YELLOW,18.0,60.0,22.0,SECOND CALL,721.0,45-49,WHITE,FEMALE,GORE,,APPROVE,FAVORABLE,BUSH,LESS,CITYOVER50K,ECON/JOBS,STRONGLEADER,NO,DOLE,,SAME,APP/FAV,NO,DEMOCRAT,50-500K,NOHS,JEWISH,AFEWAMONTH,,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,JEFFERSON,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,,ISSUES,,ECON/JOBS,STRONGLEADER,0.721
