VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,TIME,CLINTON,BCPERSON,XWAY2000,ISSUE,RELRIGHT,X6VOTE,ENVIRON,UNION4,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,49.0,47.0,6.0,SECOND CALL,60-64,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,1.229
STATE ONLY,49.0,47.0,7.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,FAVORABLE,BUSH,OMITS,YES,DOLE,OMITS,NONE,WORSE,DIS/FAV,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.071
STATE ONLY,49.0,47.0,8.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,HEALTHCARE,NO,CLINTON,PROENVIR,NONE,SAME,APP/FAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.48
STATE ONLY,49.0,47.0,9.0,SECOND CALL,50-59,WHITE,MALE,,,OTHER,BEFORE,DISAPPR,UNFAVORABLE,WOULDNOTVOTE,SOCIALSECUR,YES,NOVOTE,OMITS,NONE,SAME,DIS/UNFAV,ELSE,NOHS,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,IND/OTHER,50-64,NONE,,,1.385
STATE ONLY,49.0,47.0,10.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BYRD,GIARDINA,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,REPUBLCN,NOHS,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.756
STATE ONLY,49.0,47.0,11.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,BUSH,MEDICARE/RX,NO,DOLE,PROENVIR,SOMEONEELSE,BETTER,APP/FAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,LESS15K,CONSERV,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.0
STATE ONLY,49.0,47.0,12.0,SECOND CALL,45-49,BLACK,MALE,GORE,BYRD,WISE,LASTWEEK,APPROVE,FAVORABLE,GORE,SOCIALSECUR,YES,CLINTON,PROENVIR,NONE,SAME,APP/FAV,DEMOCRAT,NOHS,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.455
STATE ONLY,49.0,47.0,13.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.861
STATE ONLY,49.0,47.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,ME,SAME,APP/FAV,INDEPEND,POSTGRAD,CATHOLIC,30-50K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.48
STATE ONLY,49.0,47.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,DOLE,PROGRWTH,NONE,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.48
STATE ONLY,49.0,47.0,16.0,SECOND CALL,18-24,WHITE,MALE,BUSH,BYRD,WISE,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,NOVOTE,PROGRWTH,NONE,BETTER,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.04
STATE ONLY,49.0,47.0,17.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,0.705
STATE ONLY,49.0,47.0,18.0,SECOND CALL,45-49,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,PEROT,OMITS,NONE,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.788
STATE ONLY,49.0,47.0,19.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,NOVOTE,PROENVIR,SOMEONEELSE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.705
STATE ONLY,49.0,47.0,20.0,SECOND CALL,50-59,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROENVIR,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.059
STATE ONLY,49.0,47.0,21.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,NO,PEROT,PROGRWTH,NONE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.861
STATE ONLY,49.0,47.0,22.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.48
STATE ONLY,49.0,47.0,23.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,MEDICARE/RX,YES,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.48
STATE ONLY,49.0,47.0,24.0,THIRD CALL,30-39,WHITE,MALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.488
STATE ONLY,49.0,47.0,25.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,OMITS,NO,DOLE,PROGRWTH,SOMEONEELSE,WORSE,DIS/UNFAV,ELSE,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.059
STATE ONLY,49.0,47.0,26.0,THIRD CALL,40-44,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,INDEPEND,HSGRAD,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,IND/OTHER,40-49,OTHER,,,1.788
STATE ONLY,49.0,47.0,27.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,NOVOTE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.705
STATE ONLY,49.0,47.0,28.0,THIRD CALL,25-29,BLACK,MALE,BUSH,GALLAHER,UNDERWOOD,LAST.MONTH,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,YES,NOVOTE,PROGRWTH,NONE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.6900000000000001
STATE ONLY,49.0,47.0,29.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,LASTWEEK,OMITS,OMITS,OMITS,EDUCATION,YES,OMITS,PROENVIR,NONE,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,MONONGAHELA,45-59,50-59,,50-64,,,,1.48
STATE ONLY,49.0,47.0,30.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,BUSH,ECON/JOBS,YES,CLINTON,PROENVIR,NONE,WORSE,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.059
STATE ONLY,49.0,47.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,BYRD,WISE,LASTWEEK,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.788
STATE ONLY,49.0,47.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,LAST.3DAYS,APPROVE,OMITS,GORE,ECON/JOBS,NO,NOVOTE,PROENVIR,ME,BETTER,OMITS,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.48
STATE ONLY,49.0,47.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROENVIR,NONE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.272
STATE ONLY,49.0,47.0,34.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,YES,CLINTON,PROENVIR,NONE,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,ELSE,,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,OTHER,,,1.272
STATE ONLY,49.0,47.0,35.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,BYRD,,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,CLINTON,PROENVIR,NONE,BETTER,APP/FAV,,SOMCOL/ASSOC,NONE,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,,30-39,NONE,,,1.089
STATE ONLY,49.0,47.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,CLINTON,OMITS,NONE,BETTER,APP/FAV,INDEPEND,COLGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.48
STATE ONLY,49.0,50.0,1.0,FIRST CALL,50-59,WHITE,MALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,ME,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.2610000000000001
STATE ONLY,49.0,50.0,2.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,NOVOTE,PROENVIR,NONE,WORSE,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.848
STATE ONLY,49.0,50.0,3.0,FIRST CALL,65-74,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,CONSERV,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.853
STATE ONLY,49.0,50.0,4.0,FIRST CALL,30-39,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,OMITS,NONE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.735
STATE ONLY,49.0,50.0,5.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROENVIR,NONE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.867
STATE ONLY,49.0,50.0,6.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,EDUCATION,NO,CLINTON,PROENVIR,NONE,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.044
STATE ONLY,49.0,50.0,7.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.627
STATE ONLY,49.0,50.0,8.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.504
STATE ONLY,49.0,50.0,9.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,EDUCATION,NO,NOVOTE,PROGRWTH,NONE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.853
STATE ONLY,49.0,50.0,10.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,OMITS,NO,NOVOTE,OMITS,NONE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,,,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,DEMOCRAT,18-24,,,,0.853
STATE ONLY,49.0,50.0,11.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,LAST.MONTH,APPROVE,FAVORABLE,GORE,EDUCATION,YES,DOLE,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.044
STATE ONLY,49.0,50.0,12.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,NOVOTE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,REPUBLICAN,18-24,OTHER,,,0.496
STATE ONLY,49.0,50.0,13.0,SECOND CALL,60-64,WHITE,MALE,BUSH,BYRD,UNDERWOOD,LAST.MONTH,DISAPPR,UNFAVORABLE,BUSH,OMITS,YES,DOLE,PROENVIR,NONE,BETTER,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,0.867
STATE ONLY,49.0,50.0,14.0,SECOND CALL,25-29,WHITE,MALE,BUSH,BYRD,WISE,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,PEROT,PROGRWTH,NONE,WORSE,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,LESS15K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,18-29,25-29,IND/OTHER,25-29,NONE,,,0.736
STATE ONLY,49.0,50.0,15.0,SECOND CALL,75+,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.853
STATE ONLY,49.0,50.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROENVIR,ME,SAME,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.044
STATE ONLY,49.0,50.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NO,DOLE,PROENVIR,NONE,WORSE,DIS/UNFAV,INDEPEND,POSTGRAD,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,0.707
STATE ONLY,49.0,50.0,18.0,SECOND CALL,65-74,WHITE,MALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,ME,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.464
STATE ONLY,49.0,50.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,YES,DOLE,OMITS,NONE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.627
STATE ONLY,49.0,50.0,20.0,SECOND CALL,65-74,ASIAN,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,SOMEONEELSE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,MONONGAHELA,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,0.72
STATE ONLY,49.0,50.0,21.0,THIRD CALL,45-49,WHITE,MALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,NONE,WORSE,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.735
STATE ONLY,49.0,50.0,22.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,YES,CLINTON,PROGRWTH,NONE,WORSE,APP/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.62
STATE ONLY,49.0,50.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,GALLAHER,WISE,LAST.3DAYS,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROENVIR,NONE,SAME,DIS/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.732
STATE ONLY,49.0,50.0,24.0,THIRD CALL,18-24,BLACK,FEMALE,BUSH,GALLAHER,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,TAXES,NO,DOLE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.403
STATE ONLY,49.0,50.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,OTHER,OTHER,BEFORE,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,YES,PEROT,PROGRWTH,NONE,WORSE,DIS/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.615
STATE ONLY,49.0,50.0,26.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,BYRD,UNDERWOOD,BEFORE,DISAPPR,UNFAVORABLE,BUSH,EDUCATION,YES,NOVOTE,PROGRWTH,NONE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,0.504
STATE ONLY,49.0,50.0,27.0,THIRD CALL,18-24,OTHER,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,OMITS,NO,CLINTON,PROENVIR,SOMEONEELSE,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,MONONGAHELA,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.853
STATE ONLY,49.0,50.0,28.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,NO,OMITS,PROENVIR,NONE,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,75-100K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.853
STATE ONLY,49.0,50.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,FAVORABLE,GORE,EDUCATION,NO,CLINTON,PROGRWTH,NONE,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.044
STATE ONLY,49.0,50.0,30.0,THIRD CALL,30-39,ASIAN,FEMALE,GORE,BYRD,WISE,BEFORE,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,NO,NOVOTE,PROGRWTH,NONE,BETTER,APP/UNFAV,REPUBLCN,POSTGRAD,ELSE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.044
STATE ONLY,49.0,50.0,31.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,BYRD,UNDERWOOD,BEFORE,APPROVE,FAVORABLE,GORE,SOCIALSECUR,NO,CLINTON,PROGRWTH,SOMEONEELSE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,OVER100K,LIBERAL,18-64,STATE,COMPLETE,MONONGAHELA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.708
