VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,UNION4,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,INCOME,MARRIED,CHILD,PHIL3,OVER65,LOGO,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,21.0,62.0,22.0,THIRD CALL,65-74,WHITE,MALE,BUSH,SARBANES,APPROVE,UNFAVORABLE,OMITS,OMITS,DOLE,NONE,SAME,APP/UNFAV,,INDEPEND,HSGRAD,PROTESTANT,,YES,NO,CONSERV,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.6640000000000001
STATE ONLY,21.0,62.0,23.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.549
STATE ONLY,21.0,62.0,24.0,THIRD CALL,18-24,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.737
STATE ONLY,21.0,62.0,25.0,THIRD CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,OMITS,OMITS,OMITS,OMITS,OMITS,,OMITS,OMITS,,REPUBLCN,,,,,,,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,REPUBLICAN,40-49,,,,1.306
STATE ONLY,21.0,62.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,WORSE,APP/FAV,NO,DEMOCRAT,POSTGRAD,ELSE,50-75K,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,OTHER,,,1.414
STATE ONLY,21.0,62.0,27.0,THIRD CALL,60-64,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.941
STATE ONLY,21.0,62.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,OMITS,OMITS,OMITS,OMITS,OMITS,ME,OMITS,OMITS,YES,,,,,NO,NO,,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,,30-39,,,,1.306
STATE ONLY,21.0,62.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,NOVOTE,NONE,BETTER,APP/FAV,YES,DEMOCRAT,HSGRAD,CATHOLIC,30-50K,NO,NO,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.475
STATE ONLY,21.0,62.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,YES,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.414
STATE ONLY,21.0,62.0,31.0,THIRD CALL,18-24,OTHER,MALE,NADER,SARBANES,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.108
STATE ONLY,21.0,62.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,PROTESTANT,,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.414
STATE ONLY,21.0,62.0,33.0,THIRD CALL,40-44,HISP,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.549
STATE ONLY,21.0,62.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,APPROVE,UNFAVORABLE,BUSH,TAXES,CLINTON,SOMEONEELSE,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,30-50K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.214
STATE ONLY,21.0,64.0,1.0,FIRST CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,ME,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.043
STATE ONLY,21.0,64.0,2.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.131
STATE ONLY,21.0,64.0,3.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,YES,,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.238
STATE ONLY,21.0,64.0,4.0,FIRST CALL,50-59,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,OTHERCHRIST,OVER100K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.331
STATE ONLY,21.0,64.0,5.0,FIRST CALL,50-59,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,,PROTESTANT,OVER100K,YES,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.331
STATE ONLY,21.0,64.0,6.0,FIRST CALL,40-44,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,75-100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.216
STATE ONLY,21.0,64.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,NONE,SAME,DIS/UNFAV,YES,REPUBLCN,HSGRAD,PROTESTANT,50-75K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.97
STATE ONLY,21.0,64.0,8.0,FIRST CALL,30-39,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.331
STATE ONLY,21.0,64.0,9.0,SECOND CALL,45-49,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.216
STATE ONLY,21.0,64.0,10.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,MEDICARE/RX,OMITS,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,NO,NO,CONSERV,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.239
STATE ONLY,21.0,64.0,11.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,OVER100K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,1.238
STATE ONLY,21.0,64.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,75-100K,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.97
STATE ONLY,21.0,64.0,13.0,SECOND CALL,45-49,BLACK,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,NOVOTE,SOMEONEELSE,WORSE,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,YES,,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.06
STATE ONLY,21.0,64.0,14.0,SECOND CALL,25-29,BLACK,FEMALE,BUSH,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,ME,BETTER,APP/FAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,75-100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.106
STATE ONLY,21.0,64.0,15.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,WORSE,DIS/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,,YES,YES,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,0.97
STATE ONLY,21.0,64.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,ME,WORSE,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.131
STATE ONLY,21.0,64.0,17.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,SAME,DIS/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,30-50K,YES,NO,CONSERV,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.239
STATE ONLY,21.0,64.0,18.0,THIRD CALL,18-24,HISP,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,NONE,15-30K,NO,NO,LIBERAL,18-64,YES,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.29
STATE ONLY,21.0,64.0,19.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SARBANES,DISAPPR,UNFAVORABLE,GORE,EDUCATION,CLINTON,NONE,BETTER,DIS/UNFAV,YES,DEMOCRAT,POSTGRAD,JEWISH,50-75K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,JEWISH,,,1.131
STATE ONLY,21.0,64.0,20.0,THIRD CALL,65-74,WHITE,FEMALE,NADER,RAPPAPORT,DISAPPR,UNFAVORABLE,GORE,ECON/JOBS,DOLE,NONE,SAME,DIS/UNFAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,NO,NO,LIBERAL,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.01
STATE ONLY,21.0,64.0,21.0,THIRD CALL,65-74,BLACK,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,SOMEONEELSE,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,YES,NO,LIBERAL,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.699
STATE ONLY,21.0,64.0,22.0,THIRD CALL,30-39,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,ME,BETTER,APP/UNFAV,YES,DEMOCRAT,COLGRAD,ELSE,50-75K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.216
STATE ONLY,21.0,64.0,23.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,YES,YES,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.968
STATE ONLY,21.0,64.0,24.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,NONE,BETTER,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,ELSE,15-30K,NO,YES,,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,OTHER,,,1.29
STATE ONLY,21.0,64.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,PROTESTANT,,YES,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.131
STATE ONLY,21.0,64.0,26.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,ELSE,COLGRAD,CATHOLIC,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.238
STATE ONLY,21.0,64.0,27.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,NONE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,NO,YES,LIBERAL,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.29
STATE ONLY,21.0,64.0,28.0,THIRD CALL,45-49,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,75-100K,YES,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.216
STATE ONLY,21.0,69.0,1.0,FIRST CALL,30-39,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,CLINTON,NONE,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,75-100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,1.232
STATE ONLY,21.0,69.0,2.0,FIRST CALL,18-24,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,SOMEONEELSE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,JEWISH,30-50K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,DEMOCRAT,18-24,JEWISH,,,1.496
STATE ONLY,21.0,69.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,SAME,APP/FAV,YES,INDEPEND,COLGRAD,NONE,75-100K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,18-24,IND/OTHER,18-24,NONE,,,1.389
STATE ONLY,21.0,69.0,4.0,FIRST CALL,30-39,WHITE,MALE,GORE,SARBANES,OMITS,OMITS,OMITS,ECON/JOBS,OMITS,NONE,OMITS,OMITS,YES,,,,,YES,NO,,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,,30-39,,,,1.435
STATE ONLY,21.0,69.0,5.0,FIRST CALL,65-74,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,75-100K,YES,NO,MODERATE,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.571
STATE ONLY,21.0,69.0,6.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,ME,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,JEWISH,OVER100K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,18-29,25-29,DEMOCRAT,25-29,JEWISH,,,1.389
STATE ONLY,21.0,69.0,7.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,1.333
STATE ONLY,21.0,69.0,8.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,JEWISH,50-75K,NO,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,JEWISH,,,1.333
STATE ONLY,21.0,69.0,9.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,JEWISH,OVER100K,YES,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,REPUBLICAN,50-64,JEWISH,,,1.1420000000000001
STATE ONLY,21.0,69.0,10.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SARBANES,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,NONE,OVER100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,30-44,30-39,REPUBLICAN,30-39,NONE,,,1.229
STATE ONLY,21.0,69.0,11.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,RAPPAPORT,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,NONE,OMITS,OMITS,NO,,,,,YES,NO,,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,,65+,,,,1.46
STATE ONLY,21.0,69.0,12.0,SECOND CALL,60-64,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,NONE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,YES,NO,CONSERV,18-64,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,1.571
STATE ONLY,21.0,69.0,13.0,SECOND CALL,65-74,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/FAV,YES,REPUBLCN,POSTGRAD,ELSE,50-75K,YES,NO,MODERATE,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,REPUBLICAN,65+,OTHER,,,1.83
STATE ONLY,21.0,69.0,14.0,SECOND CALL,50-59,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,NONE,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.435
STATE ONLY,21.0,69.0,15.0,SECOND CALL,75+,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,ME,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,CATHOLIC,15-30K,NO,NO,LIBERAL,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.83
STATE ONLY,21.0,69.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,RAPPAPORT,DISAPPR,FAVORABLE,BUSH,HEALTHCARE,CLINTON,NONE,BETTER,DIS/FAV,NO,INDEPEND,HSGRAD,JEWISH,75-100K,YES,NO,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,50-59,IND/OTHER,50-64,JEWISH,,,1.1440000000000001
STATE ONLY,21.0,69.0,17.0,SECOND CALL,75+,WHITE,FEMALE,BUSH,RAPPAPORT,OMITS,OMITS,OMITS,SOCIALSECUR,OMITS,NONE,OMITS,OMITS,NO,,,,,NO,NO,,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,,65+,,,,1.46
STATE ONLY,21.0,69.0,18.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,NONE,,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,50-64,NONE,,,1.702
STATE ONLY,21.0,69.0,19.0,SECOND CALL,,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,NONE,SAME,DIS/UNFAV,,REPUBLCN,NOHS,CATHOLIC,OVER100K,YES,NO,CONSERV,,NO,STATE,COMPLETE,DCSUBURBAN,,,REPUBLICAN,,CATHOLIC,,,1.232
STATE ONLY,21.0,69.0,20.0,SECOND CALL,40-44,WHITE,MALE,GORE,SARBANES,APPROVE,UNFAVORABLE,GORE,OMITS,CLINTON,NONE,BETTER,APP/UNFAV,YES,INDEPEND,POSTGRAD,CATHOLIC,75-100K,NO,YES,MODERATE,18-64,NO,STATE,COMPLETE,DCSUBURBAN,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.435
STATE ONLY,21.0,69.0,21.0,SECOND CALL,65-74,OTHER,FEMALE,GORE,SARBANES,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,NONE,OMITS,OMITS,NO,,,,,YES,NO,,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,,65+,,,,1.702
STATE ONLY,21.0,69.0,22.0,SECOND CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,ME,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,JEWISH,50-75K,NO,NO,CONSERV,18-64,NO,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,IND/OTHER,40-49,JEWISH,,,1.232
STATE ONLY,21.0,69.0,23.0,SECOND CALL,65-74,WHITE,MALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,MEDICARE/RX,CLINTON,MEANDSOMEONE,BETTER,APP/FAV,NO,DEMOCRAT,NOHS,PROTESTANT,30-50K,NO,NO,MODERATE,65+,NO,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.83
STATE ONLY,21.0,69.0,24.0,THIRD CALL,45-49,WHITE,MALE,BUSH,RAPPAPORT,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,NONE,SAME,DIS/UNFAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,NO,NO,MODERATE,18-64,YES,STATE,COMPLETE,DCSUBURBAN,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.232
STATE ONLY,21.0,69.0,25.0,THIRD CALL,75+,WHITE,FEMALE,GORE,SARBANES,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,NONE,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,JEWISH,75-100K,YES,NO,LIBERAL,65+,YES,STATE,COMPLETE,DCSUBURBAN,60+,60+,DEMOCRAT,65+,JEWISH,,,1.702
