VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,PROPME6,GOVTDO,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,20.0,48.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,INDEPEND,HSGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.866
STATE ONLY,20.0,48.0,17.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,HEALTHCARE,OMITS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.866
STATE ONLY,20.0,48.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.866
STATE ONLY,20.0,48.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.852
STATE ONLY,20.0,48.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SNOWE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.8190000000000001
STATE ONLY,20.0,48.0,21.0,SECOND CALL,18-24,WHITE,MALE,NADER,,OMITS,OMITS,OMITS,YES,LESS,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,18-29,18-24,,18-24,,,,0.652
STATE ONLY,20.0,48.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.8190000000000001
STATE ONLY,20.0,48.0,23.0,SECOND CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.069
STATE ONLY,20.0,48.0,24.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SNOWE,DISAPPR,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,NOVOTE,SAME,DIS/UNFAV,INDEPEND,NOHS,ELSE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.907
STATE ONLY,20.0,48.0,25.0,THIRD CALL,45-49,WHITE,MALE,GORE,SNOWE,OMITS,OMITS,OMITS,YES,LESS,OMITS,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,45-59,40-49,,40-49,,,,0.898
STATE ONLY,20.0,48.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,LAWRENCE,DISAPPR,OMITS,WOULDNOTVOTE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,SAME,OMITS,INDEPEND,COLGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.551
STATE ONLY,20.0,48.0,27.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,NO,MORE,WORLDAFFAIRS,OMITS,NOVOTE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.974
STATE ONLY,20.0,48.0,28.0,THIRD CALL,30-39,WHITE,MALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,,LESS,EDUCATION,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,30-44,30-39,,30-39,,,,0.994
STATE ONLY,20.0,48.0,29.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.8190000000000001
STATE ONLY,20.0,48.0,30.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.852
STATE ONLY,20.0,48.0,31.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SNOWE,APPROVE,FAVORABLE,BUSH,YES,MORE,EDUCATION,NO,NOVOTE,SAME,APP/FAV,REPUBLCN,HSGRAD,NONE,,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.056
STATE ONLY,20.0,48.0,32.0,THIRD CALL,45-49,WHITE,MALE,NADER,LAWRENCE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,HEALTHCARE,NO,DOLE,SAME,APP/UNFAV,ELSE,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.679
STATE ONLY,20.0,48.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,ECON/JOBS,YES,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,NOHS,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.9520000000000001
STATE ONLY,20.0,48.0,34.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,,LESS,EDUCATION,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,1.0190000000000001
STATE ONLY,20.0,48.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,EDUCATION,OMITS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,OTHER,,,0.974
STATE ONLY,20.0,48.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,BUSH,NO,MORE,TAXES,NO,PEROT,OMITS,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,75-100K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,REPUBLICAN,18-24,OTHER,,,1.062
STATE ONLY,20.0,48.0,37.0,THIRD CALL,40-44,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,LESS,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.053
STATE ONLY,20.0,48.0,38.0,THIRD CALL,30-39,WHITE,MALE,OTHER,OTHER,DISAPPR,UNFAVORABLE,OMITS,NO,LESS,ECON/JOBS,NO,OTHER,BETTER,DIS/UNFAV,ELSE,SOMCOL/ASSOC,NONE,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,NONE,,,1.0110000000000001
STATE ONLY,20.0,48.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,NADER,SNOWE,DISAPPR,UNFAVORABLE,GORE,YES,OMITS,EDUCATION,NO,DOLE,BETTER,DIS/UNFAV,DEMOCRAT,HSGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,DEMOCRAT,40-49,OTHER,,,0.527
STATE ONLY,20.0,48.0,40.0,THIRD CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,INDEPEND,NOHS,NONE,15-30K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,NONE,,,1.0110000000000001
STATE ONLY,20.0,49.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,1.425
STATE ONLY,20.0,49.0,2.0,FIRST CALL,60-64,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,,CONSERV,18-64,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,50-64,PROT/CHRIST,,,2.103
STATE ONLY,20.0,49.0,3.0,FIRST CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,COLGRAD,NONE,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,NONE,,,1.316
STATE ONLY,20.0,49.0,4.0,FIRST CALL,60-64,WHITE,MALE,BUSH,SNOWE,OMITS,OMITS,OMITS,YES,LESS,WORLDAFFAIRS,NO,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,60+,60+,,50-64,,,,1.874
STATE ONLY,20.0,49.0,5.0,FIRST CALL,50-59,WHITE,MALE,BUSH,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,HEALTHCARE,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,1.393
STATE ONLY,20.0,49.0,6.0,FIRST CALL,75+,WHITE,MALE,GORE,,APPROVE,FAVORABLE,GORE,YES,MORE,OMITS,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,LESS15K,LIBERAL,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.793
STATE ONLY,20.0,49.0,7.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,EDUCATION,NO,CLINTON,BETTER,DIS/UNFAV,REPUBLCN,,PROTESTANT,,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.703
STATE ONLY,20.0,49.0,8.0,FIRST CALL,40-44,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,BUSH,YES,MORE,HEALTHCARE,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,PROTESTANT,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.372
STATE ONLY,20.0,49.0,9.0,FIRST CALL,65-74,WHITE,MALE,BUSH,SNOWE,OMITS,OMITS,OMITS,NO,LESS,TAXES,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD1,60+,60+,,65+,,,,2.103
STATE ONLY,20.0,49.0,10.0,FIRST CALL,40-44,WHITE,MALE,NADER,SNOWE,APPROVE,UNFAVORABLE,WOULDNOTVOTE,NO,LESS,TAXES,NO,NOVOTE,BETTER,APP/UNFAV,INDEPEND,HSGRAD,NONE,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,NONE,,,0.9550000000000001
STATE ONLY,20.0,49.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,LESS,OMITS,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CD1,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.196
STATE ONLY,20.0,49.0,12.0,FIRST CALL,65-74,WHITE,MALE,NADER,SNOWE,APPROVE,UNFAVORABLE,BUSH,YES,LESS,TAXES,NO,PEROT,SAME,APP/UNFAV,INDEPEND,HSGRAD,CATHOLIC,50-75K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,65+,CATHOLIC,,,1.139
STATE ONLY,20.0,49.0,13.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,PEROT,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.196
STATE ONLY,20.0,49.0,14.0,FIRST CALL,45-49,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,IND/OTHER,40-49,OTHER,,,1.316
STATE ONLY,20.0,49.0,15.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,YES,NOVOTE,SAME,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CD1,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.329
STATE ONLY,20.0,49.0,16.0,SECOND CALL,,WHITE,MALE,BUSH,,OMITS,OMITS,OMITS,,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,,,,STATE,NOTCOMPLETE,CD1,,,,,,,,1.495
STATE ONLY,20.0,49.0,17.0,SECOND CALL,75+,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,2.103
STATE ONLY,20.0,49.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,LESS,EDUCATION,NO,NOVOTE,SAME,APP/UNFAV,ELSE,HSGRAD,NONE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,NONE,,,1.3860000000000001
STATE ONLY,20.0,49.0,19.0,SECOND CALL,25-29,WHITE,MALE,GORE,,OMITS,UNFAVORABLE,GORE,NO,LESS,MEDICARE/RX,YES,PEROT,BETTER,OMITS,ELSE,NOHS,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,1.6620000000000001
STATE ONLY,20.0,49.0,20.0,SECOND CALL,45-49,WHITE,MALE,NADER,SNOWE,APPROVE,UNFAVORABLE,GORE,YES,MORE,ECON/JOBS,NO,PEROT,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.85
STATE ONLY,20.0,49.0,21.0,THIRD CALL,50-59,WHITE,MALE,NADER,SNOWE,APPROVE,FAVORABLE,GORE,NO,MORE,SOCIALSECUR,NO,PEROT,WORSE,APP/FAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CD1,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.9550000000000001
STATE ONLY,20.0,49.0,22.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,TAXES,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CD1,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.9120000000000001
STATE ONLY,20.0,49.0,23.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,ELSE,LESS15K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,REPUBLICAN,30-39,OTHER,,,1.425
STATE ONLY,20.0,49.0,24.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,YES,PEROT,BETTER,DIS/UNFAV,INDEPEND,NOHS,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD1,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.565
STATE ONLY,20.0,49.0,25.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,LAWRENCE,APPROVE,FAVORABLE,BUSH,YES,LESS,WORLDAFFAIRS,NO,PEROT,BETTER,APP/FAV,INDEPEND,,,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,30-44,40-49,IND/OTHER,40-49,,,,1.321
STATE ONLY,20.0,49.0,26.0,THIRD CALL,45-49,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,STATE,COMPLETE,CD1,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.565
STATE ONLY,20.0,49.0,27.0,THIRD CALL,60-64,WHITE,MALE,BUSH,SNOWE,OMITS,OMITS,OMITS,NO,MORE,TAXES,OMITS,OMITS,OMITS,,,,,,,18-64,STATE,NOTCOMPLETE,CD1,60+,60+,,50-64,,,,2.103
STATE ONLY,20.0,49.0,28.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,LAWRENCE,DISAPPR,UNFAVORABLE,GORE,NO,MORE,EDUCATION,NO,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,1.556
STATE ONLY,20.0,49.0,29.0,THIRD CALL,30-39,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.372
STATE ONLY,20.0,49.0,30.0,THIRD CALL,18-24,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,EDUCATION,NO,NOVOTE,BETTER,DIS/UNFAV,ELSE,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.737
STATE ONLY,20.0,49.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,EDUCATION,NO,NOVOTE,BETTER,APP/FAV,REPUBLCN,HSGRAD,NONE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.329
STATE ONLY,20.0,49.0,32.0,THIRD CALL,18-24,WHITE,MALE,GORE,SNOWE,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,LESS,OMITS,NO,NOVOTE,BETTER,APP/FAV,ELSE,HSGRAD,ELSE,15-30K,LIBERAL,18-64,STATE,COMPLETE,CD1,18-29,18-24,IND/OTHER,18-24,OTHER,,,1.641
STATE ONLY,20.0,49.0,33.0,THIRD CALL,30-39,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,MORE,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,MODERATE,18-64,STATE,COMPLETE,CD1,30-44,30-39,DEMOCRAT,30-39,NONE,,,1.372
STATE ONLY,20.0,50.0,1.0,FIRST CALL,65-74,WHITE,MALE,BUSH,LAWRENCE,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,TAXES,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,HSGRAD,PROTESTANT,15-30K,CONSERV,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.389
STATE ONLY,20.0,50.0,2.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SNOWE,APPROVE,FAVORABLE,GORE,NO,LESS,HEALTHCARE,NO,CLINTON,WORSE,APP/FAV,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,IND/OTHER,40-49,CATHOLIC,,,1.04
STATE ONLY,20.0,50.0,3.0,FIRST CALL,40-44,WHITE,MALE,BUSH,LAWRENCE,APPROVE,UNFAVORABLE,BUSH,NO,MORE,ECON/JOBS,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.09
STATE ONLY,20.0,50.0,4.0,FIRST CALL,25-29,WHITE,FEMALE,NADER,SNOWE,APPROVE,FAVORABLE,GORE,YES,MORE,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,ELSE,HSGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,CATHOLIC,,,0.791
STATE ONLY,20.0,50.0,5.0,FIRST CALL,50-59,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,YES,LESS,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.085
STATE ONLY,20.0,50.0,6.0,FIRST CALL,75+,WHITE,MALE,GORE,SNOWE,APPROVE,UNFAVORABLE,GORE,NO,LESS,SOCIALSECUR,NO,CLINTON,WORSE,APP/UNFAV,INDEPEND,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,STATE,COMPLETE,CD2,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.485
STATE ONLY,20.0,50.0,7.0,FIRST CALL,45-49,WHITE,MALE,BUSH,SNOWE,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,EDUCATION,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.932
STATE ONLY,20.0,50.0,8.0,FIRST CALL,30-39,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,LESS,SOCIALSECUR,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,15-30K,CONSERV,18-64,STATE,COMPLETE,CD2,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.219
STATE ONLY,20.0,50.0,9.0,FIRST CALL,45-49,WHITE,MALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,ECON/JOBS,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CD2,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,1.219
STATE ONLY,20.0,50.0,10.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,LAWRENCE,APPROVE,FAVORABLE,BUSH,NO,LESS,WORLDAFFAIRS,NO,OMITS,BETTER,APP/FAV,ELSE,HSGRAD,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CD2,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,,,0.99
STATE ONLY,20.0,50.0,11.0,FIRST CALL,75+,WHITE,FEMALE,GORE,LAWRENCE,OMITS,OMITS,OMITS,NO,LESS,TAXES,OMITS,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD2,60+,60+,,65+,,,,1.379
STATE ONLY,20.0,50.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MEDICARE/RX,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CD2,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.965
STATE ONLY,20.0,50.0,13.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,LAWRENCE,APPROVE,FAVORABLE,GORE,NO,MORE,MEDICARE/RX,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,NOHS,OTHERCHRIST,,,65+,STATE,COMPLETE,CD2,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.379
STATE ONLY,20.0,50.0,14.0,FIRST CALL,65-74,WHITE,MALE,GORE,SNOWE,OMITS,OMITS,OMITS,,MORE,OMITS,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CD2,60+,60+,,65+,,,,1.4020000000000001
