VERSION,STATEID,PRECINCT,SEQ,CALL,WGT,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,HOU,XWAY2000,GOVTDO,ISSUE,QUAL,RELRIGHT,X6VOTE,UNION4,ABORTION,FINSIT,JOBPERS,WORK,PARTYID,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,HISPANIC,QRACE,REL5,TRACK,PRESKNOW,FTVOTER,SAYANY,ISSVQUAL,VNS1,VNS2,GAY,CLINPRES,NEC,FEC,CLINECON,WEIGHT
NATIONAL GREY,44.0,61.0,31.0,SECOND CALL,2004.0,50-59,WHITE,MALE,BUSH,HUTCHISON,,,DEM,,,,,,,,,,,,INDEPEND,COLGRAD,,,30-50K,,,CONSERV,18-64,SOCIALSECURI,NATIONAL,COMPLETE,EAST,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,2.004
NATIONAL GREY,44.0,61.0,32.0,SECOND CALL,1009.0,30-39,HISP,FEMALE,GORE,HUTCHISON,,,DEM,,,,,,,,,,,,INDEPEND,NOHS,,,15-30K,,,MODERATE,18-64,OTHRPROGRAMS,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,YES,HISP,,,ONLYGORE,,BOTH,,,,,,,,,1.0090000000000001
NATIONAL GREY,44.0,61.0,33.0,SECOND CALL,1896.0,25-29,WHITE,MALE,NADER,HUTCHISON,,,DEM,,,,,,,,,,,,INDEPEND,SOMCOL/ASSOC,,,15-30K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,EAST,18-29,25-29,IND/OTHER,25-29,NO,WHITE,,,NEITHER,,BOTH,,,,,,,,,1.8960000000000001
NATIONAL GREY,44.0,61.0,34.0,SECOND CALL,2004.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,15-30K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,2.004
NATIONAL GREY,44.0,61.0,35.0,SECOND CALL,2004.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,DEM,,,,,,,,,,,,REPUBLCN,POSTGRAD,,,50-75K,,,CONSERV,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,BOTH,,BOTH,,,,,,,,,2.004
NATIONAL GREY,44.0,61.0,36.0,SECOND CALL,1342.0,40-44,BLACK,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,,15-30K,,,LIBERAL,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,,,ONLYGORE,,BOTH,,,,,,,,,1.342
NATIONAL PINK,44.0,61.0,37.0,SECOND CALL,218.0,45-49,HISP,MALE,BUCHANAN,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,CATHOLIC,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,YES,WHITE,CATHOLIC,,,NO,,,,,,,,,,0.218
NATIONAL PINK,44.0,61.0,38.0,SECOND CALL,1365.0,40-44,BLACK,MALE,GORE,HUTCHISON,,,REP,,,,,NO,,ME,,,,YES,DEMOCRAT,,OTHERCHRIST,,15-30K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,1.365
NATIONAL PINK,44.0,61.0,39.0,SECOND CALL,2338.0,18-24,WHITE,FEMALE,BUSH,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,YES,REPUBLCN,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,2.338
NATIONAL PINK,44.0,61.0,40.0,SECOND CALL,2004.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,YES,INDEPEND,,OTHERCHRIST,,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,IND/OTHER,30-39,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,2.004
NATIONAL PINK,44.0,61.0,41.0,SECOND CALL,1009.0,45-49,BLACK,FEMALE,GORE,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,YES,INDEPEND,,OTHERCHRIST,,15-30K,NO,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,45-59,40-49,IND/OTHER,40-49,NO,BLACK,PROT/CHRIST,,,NO,,,,,,,,,,1.0090000000000001
NATIONAL PINK,44.0,61.0,42.0,SECOND CALL,2338.0,25-29,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,NO,REPUBLCN,,PROTESTANT,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,EAST,18-29,25-29,REPUBLICAN,25-29,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,2.338
NATIONAL WHITE,44.0,61.0,43.0,THIRD CALL,1342.0,40-44,BLACK,FEMALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,HEALTHCARE,CARES,NO,CLINTON,NONE,MOSTILL,SAME,APP/FAV,YES,DEMOCRAT,NOHS,OTHERCHRIST,MORETHAN1AWK,15-30K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,EAST,30-44,40-49,DEMOCRAT,40-49,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,SAME,VERYRESPONSI,1.342
NATIONAL YELLOW,44.0,61.0,44.0,THIRD CALL,2338.0,18-24,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,DEM,BUSH,LESS,ECON/JOBS,HONEST,NO,NOVOTE,NONE,ALWYSILL,SAME,DIS/UNFAV,NO,REPUBLCN,HSGRAD,ELSE,ONCEAWEEK,LESS15K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,OTHER,WRONGTRACK,,YES,,PERSONALQUAL,ECON/JOBS,HONEST,NO,NEITHER,GOOD,SAME,NOTTOORESPON,2.338
NATIONAL GREY,44.0,61.0,45.0,THIRD CALL,2004.0,45-49,WHITE,MALE,BUSH,HUTCHISON,,,DEM,,,,,,,,,,,,REPUBLCN,COLGRAD,,,30-50K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,EAST,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,2.004
NATIONAL PINK,44.0,61.0,46.0,THIRD CALL,1483.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,,,DEM,,,,,NO,,NONE,,,,NO,REPUBLCN,,PROTESTANT,,30-50K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,EAST,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.483
NATIONAL WHITE,44.0,64.0,1.0,FIRST CALL,2385.0,65-74,WHITE,MALE,GORE,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTLGL,WORSE,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,AFEWAYEAR,75-100K,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,2.3850000000000002
NATIONAL WHITE,44.0,64.0,2.0,FIRST CALL,1274.0,40-44,OTHER,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,STRONGLEADER,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,INDEPEND,POSTGRAD,PROTESTANT,NEVER,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,30-44,40-49,IND/OTHER,40-49,NO,OTHER,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,WORSE,NOTTOORESPON,1.274
NATIONAL WHITE,44.0,64.0,3.0,FIRST CALL,1274.0,50-59,WHITE,MALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,HONEST,NO,DOLE,NONE,MOSTLGL,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,1.274
NATIONAL WHITE,44.0,64.0,4.0,FIRST CALL,1274.0,45-49,WHITE,MALE,BUSH,HUTCHISON,OMITS,UNFAVORABLE,REP,BUSH,LESS,OMITS,GOODJUDGMENT,NO,DOLE,NONE,MOSTILL,BETTER,OMITS,YES,REPUBLCN,POSTGRAD,CATHOLIC,ONCEAWEEK,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,,,NO,OMITS,GOOD,SAME,NOTTOORESPON,1.274
NATIONAL WHITE,44.0,64.0,5.0,FIRST CALL,1148.0,50-59,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,CARES,NO,DOLE,NONE,MOSTILL,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,MORETHAN1AWK,30-50K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,BETTER,NOTATALLRESP,1.1480000000000001
NATIONAL YELLOW,44.0,64.0,6.0,FIRST CALL,1296.0,60-64,WHITE,MALE,BUSH,HUTCHISON,OMITS,OMITS,REP,OMITS,LESS,HEALTHCARE,STRONGLEADER,NO,OMITS,NONE,OMITS,OMITS,,YES,,,,OMITS,,,,,18-64,,NATIONAL,NOTCOMPLETE,HOUSTON,60+,60+,,50-64,NO,WHITE,,OMITS,,NO,,OMITS,HEALTHCARE,STRONGLEADER,,NEITHER,OMITS,OMITS,OMITS,1.296
NATIONAL YELLOW,44.0,64.0,7.0,FIRST CALL,1168.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,LESS,EDUCATION,HONEST,NO,CLINTON,NONE,ALWYSLGL,BETTER,APP/UNFAV,NO,REPUBLCN,POSTGRAD,PROTESTANT,AFEWAMONTH,OVER100K,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,EDUCATION,HONEST,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.168
NATIONAL YELLOW,44.0,64.0,8.0,FIRST CALL,1494.0,45-49,HISP,MALE,BUSH,HUTCHISON,APPROVE,FAVORABLE,REP,BUSH,LESS,TAXES,STRONGLEADER,NO,NOVOTE,NONE,ALWYSLGL,SAME,APP/FAV,YES,REPUBLCN,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,REPUBLICAN,40-49,YES,WHITE,CATHOLIC,RIGHTDIR,,YES,,PERSONALQUAL,TAXES,STRONGLEADER,NO,NEITHER,GOOD,SAME,SOMEWHATRESP,1.494
NATIONAL YELLOW,44.0,64.0,9.0,FIRST CALL,1274.0,50-59,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,STRONGLEADER,NO,DOLE,NONE,MOSTILL,SAME,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,CATHOLIC,MORETHAN1AWK,OVER100K,YES,NO,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,ISSUES,TAXES,STRONGLEADER,NO,NEITHER,GOOD,BETTER,NOTATALLRESP,1.274
NATIONAL YELLOW,44.0,64.0,10.0,FIRST CALL,1168.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,HEALTHCARE,HONEST,NO,DOLE,NONE,OMITS,SAME,DIS/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,HOUSTON,60+,60+,IND/OTHER,65+,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,HEALTHCARE,HONEST,NO,OPPOSECLIN,GOOD,SAME,SOMEWHATRESP,1.168
NATIONAL GREY,44.0,64.0,11.0,FIRST CALL,1148.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,OVER100K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,,,ONLYBUSH,,ONLYGORE,,,,,,,,,1.1480000000000001
NATIONAL GREY,44.0,64.0,12.0,FIRST CALL,1494.0,50-59,HISP,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,POSTGRAD,,,OVER100K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,REPUBLICAN,50-64,YES,HISP,,,BOTH,,ONLYGORE,,,,,,,,,1.494
NATIONAL GREY,44.0,64.0,13.0,FIRST CALL,1345.0,18-24,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,,LESS15K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,HOUSTON,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,,,BOTH,,BOTH,,,,,,,,,1.345
NATIONAL GREY,44.0,64.0,14.0,FIRST CALL,2805.0,50-59,WHITE,FEMALE,GORE,KELLY,,,REP,,,,,,,,,,,,DEMOCRAT,COLGRAD,,,OVER100K,,,LIBERAL,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,,,BOTH,,NEITHER,,,,,,,,,2.805
NATIONAL GREY,44.0,64.0,15.0,FIRST CALL,2805.0,50-59,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,,,,,,,,INDEPEND,POSTGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,IND/OTHER,50-64,NO,WHITE,,,ONLYGORE,,BOTH,,,,,,,,,2.805
NATIONAL PINK,44.0,64.0,16.0,FIRST CALL,1148.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,YES,,NONE,,,,YES,REPUBLCN,,CATHOLIC,,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,,,NO,,,,,,,,,,1.1480000000000001
NATIONAL PINK,44.0,64.0,17.0,FIRST CALL,2805.0,50-59,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,INDEPEND,,PROTESTANT,,75-100K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,IND/OTHER,50-64,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,2.805
NATIONAL PINK,44.0,64.0,18.0,FIRST CALL,3656.0,40-44,HISP,MALE,GORE,KELLY,,,DEM,,,,,YES,,NONE,,,,YES,ELSE,,CATHOLIC,,30-50K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,30-44,40-49,IND/OTHER,40-49,YES,OTHER,CATHOLIC,,,NO,,,,,,,,,,3.656
NATIONAL PINK,44.0,64.0,19.0,FIRST CALL,1168.0,60-64,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,PROTESTANT,,OVER100K,NO,NO,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,50-64,,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.168
NATIONAL PINK,44.0,64.0,20.0,FIRST CALL,1168.0,60-64,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,NO,REPUBLCN,,PROTESTANT,,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.168
NATIONAL WHITE,44.0,64.0,21.0,SECOND CALL,1274.0,45-49,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,ECON/JOBS,HONEST,YES,DOLE,NONE,ALWYSILL,BETTER,DIS/UNFAV,YES,REPUBLCN,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,ISSUES,,,NO,NEITHER,EXCEL,BETTER,NOTATALLRESP,1.274
NATIONAL WHITE,44.0,64.0,22.0,SECOND CALL,2905.0,18-24,BLACK,FEMALE,GORE,HUTCHISON,DISAPPR,UNFAVORABLE,,GORE,LESS,TAXES,CARES,NO,PEROT,NONE,MOSTILL,BETTER,DIS/UNFAV,NO,ELSE,COLGRAD,OTHERCHRIST,MORETHAN1AWK,50-75K,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,18-29,18-24,IND/OTHER,18-24,NO,BLACK,PROT/CHRIST,RIGHTDIR,,NO,,ISSUES,,,NO,NEITHER,GOOD,BETTER,SOMEWHATRESP,2.9050000000000002
NATIONAL WHITE,44.0,64.0,23.0,SECOND CALL,1274.0,50-59,WHITE,MALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,MORE,ECON/JOBS,HONEST,YES,DOLE,NONE,MOSTLGL,WORSE,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,NO,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,POOR,BETTER,SOMEWHATRESP,1.274
NATIONAL WHITE,44.0,64.0,24.0,SECOND CALL,1296.0,65-74,WHITE,MALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,TAXES,HONEST,NO,DOLE,NONE,ALWYSLGL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,CATHOLIC,NEVER,75-100K,YES,NO,CONSERV,65+,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,WRONGTRACK,,NO,,PERSONALQUAL,,,NO,NEITHER,GOOD,BETTER,NOTTOORESPON,1.296
NATIONAL YELLOW,44.0,64.0,25.0,SECOND CALL,3113.0,50-59,WHITE,MALE,GORE,KELLY,APPROVE,FAVORABLE,DEM,GORE,MORE,SOCIALSECUR,COMPLEXISSUE,NO,NOVOTE,NONE,MOSTLGL,BETTER,APP/FAV,YES,DEMOCRAT,COLGRAD,NONE,NEVER,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,DEMOCRAT,50-64,NO,WHITE,NONE,RIGHTDIR,,YES,,ISSUES,SOCIALSECUR,COMPLEXISSUE,NO,NEITHER,EXCEL,SAME,SOMEWHATRESP,3.113
NATIONAL YELLOW,44.0,64.0,26.0,SECOND CALL,1168.0,65-74,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,UNFAVORABLE,REP,BUSH,LESS,OMITS,GOODJUDGMENT,NO,DOLE,NONE,MOSTLGL,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,ONCEAWEEK,50-75K,NO,NO,MODERATE,65+,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,65+,NO,WHITE,PROT/CHRIST,RIGHTDIR,,NO,,PERSONALQUAL,OMITS,GOODJUDGMENT,NO,NEITHER,GOOD,SAME,NOTATALLRESP,1.168
NATIONAL YELLOW,44.0,64.0,27.0,SECOND CALL,1296.0,75+,WHITE,MALE,BUSH,HUTCHISON,APPROVE,UNFAVORABLE,REP,BUSH,LESS,MEDICARE/RX,HONEST,NO,DOLE,NONE,ALWYSLGL,SAME,APP/UNFAV,YES,REPUBLCN,HSGRAD,CATHOLIC,AFEWAYEAR,,YES,NO,MODERATE,65+,,NATIONAL,COMPLETE,HOUSTON,60+,60+,REPUBLICAN,65+,NO,WHITE,CATHOLIC,WRONGTRACK,,NO,,ISSUES,MEDICARE/RX,HONEST,NO,OPPOSECLIN,EXCEL,BETTER,VERYRESPONSI,1.296
NATIONAL GREY,44.0,64.0,28.0,SECOND CALL,940.0,18-24,WHITE,FEMALE,NADER,KELLY,,,REP,,,,,,,,,,,,REPUBLCN,POSTGRAD,,,OVER100K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,HOUSTON,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,0.9400000000000001
NATIONAL GREY,44.0,64.0,29.0,SECOND CALL,1274.0,30-39,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,POSTGRAD,,,50-75K,,,MODERATE,18-64,SOCIALSECURI,NATIONAL,COMPLETE,HOUSTON,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,1.274
NATIONAL GREY,44.0,64.0,30.0,SECOND CALL,1168.0,60-64,WHITE,FEMALE,BUSH,HUTCHISON,,,,,,,,,,,,,,,INDEPEND,POSTGRAD,,,30-50K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,HOUSTON,60+,60+,IND/OTHER,50-64,NO,WHITE,,,ONLYGORE,,ONLYGORE,,,,,,,,,1.168
NATIONAL GREY,44.0,64.0,31.0,SECOND CALL,1274.0,40-44,WHITE,MALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,INDEPEND,POSTGRAD,,,75-100K,,,CONSERV,18-64,REDUCNATDEBT,NATIONAL,COMPLETE,HOUSTON,30-44,40-49,IND/OTHER,40-49,NO,WHITE,,,BOTH,,NEITHER,,,,,,,,,1.274
NATIONAL GREY,44.0,64.0,32.0,SECOND CALL,1345.0,18-24,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,,,,,,,,REPUBLCN,POSTGRAD,,,75-100K,,,MODERATE,18-64,CUTFEDINCTAX,NATIONAL,COMPLETE,HOUSTON,18-29,18-24,REPUBLICAN,18-24,NO,WHITE,,,BOTH,,ONLYGORE,,,,,,,,,1.345
NATIONAL PINK,44.0,64.0,33.0,SECOND CALL,2805.0,45-49,WHITE,FEMALE,GORE,KELLY,,,DEM,,,,,NO,,NONE,,,,YES,DEMOCRAT,,PROTESTANT,,OVER100K,YES,YES,LIBERAL,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,2.805
NATIONAL PINK,44.0,64.0,34.0,SECOND CALL,1148.0,30-39,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,REPUBLCN,,OTHERCHRIST,,30-50K,NO,YES,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,30-44,30-39,REPUBLICAN,30-39,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.1480000000000001
NATIONAL PINK,44.0,64.0,35.0,SECOND CALL,1148.0,50-59,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,NO,REPUBLCN,,PROTESTANT,,,YES,NO,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,50-59,REPUBLICAN,50-64,NO,WHITE,PROT/CHRIST,,,NO,,,,,,,,,,1.1480000000000001
NATIONAL PINK,44.0,64.0,36.0,SECOND CALL,1148.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,YES,DEMOCRAT,,,,,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,DEMOCRAT,40-49,NO,WHITE,,,,NO,,,,,,,,,,1.1480000000000001
NATIONAL PINK,44.0,64.0,37.0,SECOND CALL,1148.0,45-49,WHITE,FEMALE,BUSH,HUTCHISON,,,REP,,,,,NO,,NONE,,,,NO,REPUBLCN,,PROTESTANT,,OVER100K,YES,YES,MODERATE,18-64,,NATIONAL,COMPLETE,HOUSTON,45-59,40-49,REPUBLICAN,40-49,NO,WHITE,PROT/CHRIST,,,YES,,,,,,,,,,1.1480000000000001
NATIONAL WHITE,44.0,64.0,38.0,THIRD CALL,2189.0,18-24,HISP,FEMALE,NADER,OTHER,APPROVE,UNFAVORABLE,OTHER,BUSH,MORE,EDUCATION,HONEST,NO,NOVOTE,NONE,MOSTLGL,SAME,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,AFEWAYEAR,OVER100K,NO,NO,LIBERAL,18-64,,NATIONAL,COMPLETE,HOUSTON,18-29,18-24,IND/OTHER,18-24,YES,HISP,NONE,RIGHTDIR,,YES,,ISSUES,,,NO,NEITHER,EXCEL,SAME,NOTTOORESPON,2.189
NATIONAL WHITE,44.0,64.0,39.0,THIRD CALL,1148.0,40-44,WHITE,FEMALE,BUSH,HUTCHISON,DISAPPR,OMITS,REP,BUSH,LESS,WORLDAFFAIRS,HONEST,NO,DOLE,NONE,MOSTILL,BETTER,OMITS,NO,REPUBLCN,COLGRAD,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,CONSERV,18-64,,NATIONAL,COMPLETE,HOUSTON,30-44,40-49,REPUBLICAN,40-49,NO,WHITE,CATHOLIC,RIGHTDIR,,NO,,PERSONALQUAL,,,NO,OPPOSECLIN,GOOD,BETTER,NOTTOORESPON,1.1480000000000001
