VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,PROPSC,GOVTDO,ISSLOTT,ISSUE,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
NATIONAL WHITE,41.0,66.0,18.0,SECOND CALL,30-39,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.836
NATIONAL YELLOW,41.0,66.0,19.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,EDUCATION,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,EDUCATION,CARES,1.649
NATIONAL YELLOW,41.0,66.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,LESS,,OMITS,NO,NOVOTE,SAME,APP/UNFAV,ELSE,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,OMITS,CARES,1.281
NATIONAL GREY,41.0,66.0,21.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,,,,1.649
NATIONAL GREY,41.0,66.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,REPUBLCN,POSTGRAD,,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,,,,1.281
NATIONAL PINK,41.0,66.0,23.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,,,,YES,,,,YES,,,,DEMOCRAT,,OTHERCHRIST,,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.366
NATIONAL PINK,41.0,66.0,24.0,SECOND CALL,18-24,BLACK,MALE,NADER,,,,YES,,,,NO,,,,INDEPEND,,PROTESTANT,50-75K,LIBERAL,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.411
NATIONAL WHITE,41.0,66.0,25.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,,MEDICARE/RX,NO,CLINTON,BETTER,APP/FAV,INDEPEND,HSGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.4020000000000001
NATIONAL WHITE,41.0,66.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,,WORLDAFFAIRS,NO,CLINTON,SAME,APP/FAV,ELSE,SOMCOL/ASSOC,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.649
NATIONAL WHITE,41.0,66.0,27.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.366
NATIONAL WHITE,41.0,66.0,28.0,THIRD CALL,30-39,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,,TAXES,NO,DOLE,BETTER,APP/UNFAV,INDEPEND,COLGRAD,PROTESTANT,OVER100K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.391
NATIONAL WHITE,41.0,66.0,29.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,EDUCATION,YES,NOVOTE,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.248
NATIONAL WHITE,41.0,66.0,30.0,THIRD CALL,,BLACK,FEMALE,GORE,OMITS,OMITS,OMITS,YES,MORE,,SOCIALSECUR,OMITS,OMITS,OMITS,,,,,,,,NATIONAL,NOTCOMPLETE,CHARLESTON,,,,,,,,1.366
NATIONAL YELLOW,41.0,66.0,31.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,,TAXES,NO,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,ELSE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,25-29,DEMOCRAT,25-29,OTHER,TAXES,EXPERIENCE,1.3900000000000001
NATIONAL YELLOW,41.0,66.0,32.0,THIRD CALL,25-29,WHITE,MALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,MORE,,OMITS,NO,DOLE,SAME,APP/FAV,ELSE,HSGRAD,ELSE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,25-29,IND/OTHER,25-29,OTHER,OMITS,LIKEABLE,1.2710000000000001
NATIONAL YELLOW,41.0,66.0,33.0,THIRD CALL,30-39,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,LESS,,ECON/JOBS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,HSGRAD,ELSE,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,OTHER,ECON/JOBS,EXPERIENCE,1.8840000000000001
NATIONAL YELLOW,41.0,66.0,34.0,THIRD CALL,18-24,WHITE,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,,TAXES,YES,NOVOTE,WORSE,APP/UNFAV,ELSE,SOMCOL/ASSOC,CATHOLIC,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,IND/OTHER,18-24,CATHOLIC,TAXES,COMPLEXISSUE,1.678
NATIONAL YELLOW,41.0,66.0,35.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,OMITS,,OMITS,YES,DOLE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,OMITS,STRONGLEADER,1.172
NATIONAL YELLOW,41.0,66.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,MORE,,SOCIALSECUR,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,HSGRAD,PROTESTANT,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,SOCIALSECUR,STRONGLEADER,1.693
NATIONAL GREY,41.0,66.0,37.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,,,,YES,,,,,,,,REPUBLCN,SOMCOL/ASSOC,,30-50K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,,,,1.249
NATIONAL GREY,41.0,66.0,38.0,THIRD CALL,50-59,BLACK,MALE,GORE,,,,YES,,,,,,,,DEMOCRAT,COLGRAD,,15-30K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,,,,1.52
NATIONAL GREY,41.0,66.0,39.0,THIRD CALL,30-39,BLACK,FEMALE,,,,,NO,,,,,,,,REPUBLCN,NOHS,,LESS15K,LIBERAL,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,,,,1.187
NATIONAL GREY,41.0,66.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,,,,YES,,,,,,,,REPUBLCN,HSGRAD,,75-100K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,,,,1.249
NATIONAL GREY,41.0,66.0,41.0,THIRD CALL,50-59,BLACK,MALE,GORE,,,,YES,,,,,,,,DEMOCRAT,NOHS,,30-50K,LIBERAL,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,,,,1.52
NATIONAL GREY,41.0,66.0,42.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,,,,YES,,,,,,,,DEMOCRAT,SOMCOL/ASSOC,,LESS15K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,,,,1.366
NATIONAL PINK,41.0,66.0,43.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,,,NO,,,,NO,,,,REPUBLCN,,OTHERCHRIST,50-75K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.426
NATIONAL PINK,41.0,66.0,44.0,THIRD CALL,40-44,WHITE,MALE,BUSH,,,,NO,,,,NO,,,,REPUBLCN,,PROTESTANT,30-50K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.426
NATIONAL PINK,41.0,66.0,45.0,THIRD CALL,18-24,WHITE,MALE,BUSH,,,,YES,,,,NO,,,,DEMOCRAT,,PROTESTANT,OVER100K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.2710000000000001
NATIONAL PINK,41.0,66.0,46.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,,,,YES,,,,NO,,,,ELSE,,OTHERCHRIST,50-75K,MODERATE,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.249
NATIONAL PINK,41.0,66.0,47.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,,,NO,,,,YES,,,,REPUBLCN,,OTHERCHRIST,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.426
NATIONAL PINK,41.0,66.0,48.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,,,,NO,,,,YES,,,,REPUBLCN,,CATHOLIC,15-30K,CONSERV,18-64,NATIONAL,COMPLETE,CHARLESTON,18-29,25-29,REPUBLICAN,25-29,CATHOLIC,,,1.172
STATE ONLY,41.0,67.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MYPARTYPOSIT,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.493
STATE ONLY,41.0,67.0,2.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,LESS,MORALISSUES,EDUCATION,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,1.645
STATE ONLY,41.0,67.0,3.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,MORE,MYPARTYPOSIT,WORLDAFFAIRS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,OVER100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.245
STATE ONLY,41.0,67.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,TAXES,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,STATE,COMPLETE,CHARLESTON,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.6620000000000001
STATE ONLY,41.0,67.0,5.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,OMITS,MONEYFOREDUC,ECON/JOBS,NO,OTHER,BETTER,APP/UNFAV,INDEPEND,POSTGRAD,,30-50K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,,,,1.604
STATE ONLY,41.0,67.0,6.0,FIRST CALL,18-24,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,ECON/JOBS,YES,DOLE,BETTER,APP/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.2670000000000001
STATE ONLY,41.0,67.0,7.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,OMITS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,PROT/CHRIST,,,1.493
STATE ONLY,41.0,67.0,8.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.213
STATE ONLY,41.0,67.0,9.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,WORLDAFFAIRS,YES,CLINTON,BETTER,APP/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.213
STATE ONLY,41.0,67.0,10.0,FIRST CALL,75+,WHITE,FEMALE,NADER,OMITS,OMITS,OMITS,NO,OMITS,PEOPLEFREE,SOCIALSECUR,NO,OMITS,OMITS,,,,,,,65+,STATE,NOTCOMPLETE,CHARLESTON,60+,60+,,65+,,,,2.004
STATE ONLY,41.0,67.0,11.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,PEOPLEFREE,EDUCATION,NO,NOVOTE,SAME,APP/FAV,DEMOCRAT,HSGRAD,ELSE,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,OTHER,,,1.327
STATE ONLY,41.0,67.0,12.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,LESS,MONEYFOREDUC,HEALTHCARE,YES,CLINTON,BETTER,APP/FAV,INDEPEND,NOHS,ELSE,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,60+,60+,IND/OTHER,50-64,OTHER,,,2.1390000000000002
STATE ONLY,41.0,67.0,13.0,FIRST CALL,25-29,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,,,1.465
STATE ONLY,41.0,67.0,14.0,FIRST CALL,45-49,WHITE,MALE,BUCHANAN,APPROVE,UNFAVORABLE,GORE,NO,LESS,MORALISSUES,ECON/JOBS,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,HSGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,OTHER,,,2.697
STATE ONLY,41.0,67.0,15.0,FIRST CALL,40-44,WHITE,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,OMITS,MONEYFOREDUC,OMITS,NO,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.784
STATE ONLY,41.0,67.0,16.0,FIRST CALL,18-24,BLACK,MALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,EDUCATION,NO,NOVOTE,SAME,APP/UNFAV,ELSE,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,1.349
STATE ONLY,41.0,67.0,17.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.245
STATE ONLY,41.0,67.0,18.0,SECOND CALL,18-24,WHITE,MALE,GORE,APPROVE,FAVORABLE,BUSH,YES,LESS,MORALISSUES,WORLDAFFAIRS,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,1.6300000000000001
STATE ONLY,41.0,67.0,19.0,SECOND CALL,25-29,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MORALISSUES,WORLDAFFAIRS,NO,PEROT,BETTER,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,25-29,IND/OTHER,25-29,OTHER,,,1.234
STATE ONLY,41.0,67.0,20.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,MORE,MONEYFOREDUC,TAXES,NO,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,COLGRAD,NONE,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,NONE,,,1.109
STATE ONLY,41.0,67.0,21.0,SECOND CALL,50-59,WHITE,MALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,PEOPLEFREE,TAXES,NO,DOLE,BETTER,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,OVER100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,1.35
STATE ONLY,41.0,67.0,22.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,15-30K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.327
STATE ONLY,41.0,67.0,23.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,LESS,CHURCHPOSITI,EDUCATION,YES,CLINTON,BETTER,DIS/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.645
STATE ONLY,41.0,67.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,WORLDAFFAIRS,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,1.245
STATE ONLY,41.0,67.0,25.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MORALISSUES,MEDICARE/RX,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.245
STATE ONLY,41.0,67.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,WORLDAFFAIRS,OMITS,DOLE,BETTER,DIS/UNFAV,INDEPEND,HSGRAD,ELSE,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,OTHER,,,1.213
STATE ONLY,41.0,67.0,27.0,SECOND CALL,45-49,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,PEOPLEFREE,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,COLGRAD,OTHERCHRIST,75-100K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.35
STATE ONLY,41.0,67.0,28.0,THIRD CALL,45-49,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,WORLDAFFAIRS,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,1.477
STATE ONLY,41.0,67.0,29.0,THIRD CALL,75+,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,OMITS,OMITS,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.493
STATE ONLY,41.0,67.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,DISAPPR,UNFAVORABLE,GORE,NO,LESS,MORALISSUES,ECON/JOBS,NO,OTHER,WORSE,DIS/UNFAV,ELSE,POSTGRAD,PROTESTANT,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,1.645
STATE ONLY,41.0,67.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,EDUCATION,NO,NOVOTE,SAME,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,LIBERAL,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,1.109
STATE ONLY,41.0,67.0,32.0,THIRD CALL,65-74,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,CHURCHPOSITI,SOCIALSECUR,NO,DOLE,SAME,DIS/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,15-30K,MODERATE,65+,STATE,COMPLETE,CHARLESTON,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.493
STATE ONLY,41.0,67.0,33.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,ECON/JOBS,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,,,1.2670000000000001
STATE ONLY,41.0,67.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,EDUCATION,NO,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.213
STATE ONLY,41.0,67.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,PEOPLEFREE,ECON/JOBS,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.213
STATE ONLY,41.0,67.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,LESS,MYPARTYPOSIT,TAXES,NO,NOVOTE,SAME,APP/UNFAV,REPUBLCN,POSTGRAD,OTHERCHRIST,OVER100K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,1.245
STATE ONLY,41.0,67.0,37.0,THIRD CALL,45-49,,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,LESS,MORALISSUES,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.213
STATE ONLY,41.0,67.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,MORE,MONEYFOREDUC,ECON/JOBS,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,POSTGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,1.604
STATE ONLY,41.0,67.0,39.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,LESS,MONEYFOREDUC,TAXES,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,POSTGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CHARLESTON,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,1.213
