VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,GOV,CLINTON,BCPERSON,HOU,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,FORESTS,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,27.0,41.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,REHBERG,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,DEMOCRAT,HSGRAD,NONE,LESS15K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.87
STATE ONLY,27.0,41.0,7.0,FIRST CALL,40-44,WHITE,FEMALE,NADER,OTHER,OTHER,DISAPPR,UNFAVORABLE,OTHER,WOULDNOTVOTE,ECON/JOBS,PEROT,WORSE,DIS/UNFAV,ELSE,COLGRAD,CATHOLIC,15-30K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,1.962
STATE ONLY,27.0,41.0,8.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BURNS,OKEEFE,APPROVE,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.237
STATE ONLY,27.0,41.0,9.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,CATHOLIC,50-75K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.882
STATE ONLY,27.0,41.0,10.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,OTHER,MARTZ,APPROVE,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,PEROT,SAME,APP/UNFAV,INDEPEND,COLGRAD,CATHOLIC,LESS15K,CONSERV,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,65+,CATHOLIC,,,0.916
STATE ONLY,27.0,41.0,11.0,SECOND CALL,40-44,WHITE,MALE,BUSH,BURNS,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,EDUCATION,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.908
STATE ONLY,27.0,41.0,12.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,CATHOLIC,30-50K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.898
STATE ONLY,27.0,41.0,13.0,SECOND CALL,40-44,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,WORSE,APP/FAV,INDEPEND,COLGRAD,NONE,30-50K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,40-49,IND/OTHER,40-49,NONE,,,0.75
STATE ONLY,27.0,41.0,14.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,MEDICARE/RX,DOLE,BETTER,DIS/UNFAV,REPUBLCN,HSGRAD,NONE,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,NONE,,,1.0070000000000001
STATE ONLY,27.0,41.0,15.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SCHWEITZER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,1.07
STATE ONLY,27.0,41.0,16.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,,,0.846
STATE ONLY,27.0,41.0,17.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,MEDICARE/RX,DOLE,WORSE,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,LESS15K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.252
STATE ONLY,27.0,41.0,18.0,SECOND CALL,60-64,OTHER,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,OMITS,CLINTON,OMITS,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,1.335
STATE ONLY,27.0,41.0,19.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,DOLE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.846
STATE ONLY,27.0,41.0,20.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,KEENAN,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.918
STATE ONLY,27.0,41.0,21.0,SECOND CALL,45-49,WHITE,MALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,CLINTON,BETTER,DIS/UNFAV,ELSE,HSGRAD,OTHERCHRIST,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,1.154
STATE ONLY,27.0,41.0,22.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,MEDICARE/RX,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,LESS15K,MODERATE,65+,NOTAFFECT,STATE,COMPLETE,URBANWEST,60+,60+,IND/OTHER,65+,PROT/CHRIST,,,1.335
STATE ONLY,27.0,41.0,23.0,SECOND CALL,75+,WHITE,MALE,BUSH,BURNS,OKEEFE,OMITS,UNFAVORABLE,KEENAN,OMITS,ECON/JOBS,DOLE,SAME,OMITS,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.348
STATE ONLY,27.0,41.0,24.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,REPUBLCN,HSGRAD,PROTESTANT,30-50K,CONSERV,65+,OMITS,STATE,COMPLETE,URBANWEST,60+,60+,REPUBLICAN,65+,PROT/CHRIST,,,1.314
STATE ONLY,27.0,41.0,25.0,SECOND CALL,25-29,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.869
STATE ONLY,27.0,41.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,OMITS,PEROT,SAME,DIS/UNFAV,INDEPEND,COLGRAD,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,CATHOLIC,,,0.846
STATE ONLY,27.0,41.0,27.0,SECOND CALL,25-29,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.882
STATE ONLY,27.0,41.0,28.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,DEMOCRAT,HSGRAD,CATHOLIC,LESS15K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.882
STATE ONLY,27.0,41.0,29.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,OMITS,KEENAN,OMITS,EDUCATION,CLINTON,WORSE,OMITS,INDEPEND,,PROTESTANT,,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.898
STATE ONLY,27.0,41.0,30.0,SECOND CALL,18-24,WHITE,FEMALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,TAXES,NOVOTE,BETTER,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.8290000000000001
STATE ONLY,27.0,41.0,31.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,NOVOTE,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.882
STATE ONLY,27.0,41.0,32.0,THIRD CALL,30-39,WHITE,MALE,BUSH,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,BUSH,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,50-75K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,1.154
STATE ONLY,27.0,41.0,33.0,THIRD CALL,40-44,WHITE,MALE,GORE,BURNS,MARTZ,OMITS,OMITS,KEENAN,OMITS,ECON/JOBS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,URBANWEST,30-44,40-49,,40-49,,,,0.791
STATE ONLY,27.0,41.0,34.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,MARTZ,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,30-50K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,,,0.9550000000000001
STATE ONLY,27.0,41.0,35.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,EDUCATION,PEROT,SAME,DIS/UNFAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.898
STATE ONLY,27.0,41.0,36.0,THIRD CALL,40-44,WHITE,MALE,BUSH,OTHER,MARTZ,OMITS,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,PEROT,SAME,OMITS,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,,,0.65
STATE ONLY,27.0,41.0,37.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,ECON/JOBS,DOLE,WORSE,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.887
STATE ONLY,27.0,41.0,38.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,ELSE,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.898
STATE ONLY,27.0,41.0,39.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,SOCIALSECUR,CLINTON,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,15-30K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.869
STATE ONLY,27.0,41.0,40.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,HEALTHCARE,DOLE,SAME,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.898
STATE ONLY,27.0,41.0,41.0,THIRD CALL,30-39,WHITE,FEMALE,NADER,OTHER,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,OMITS,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.403
STATE ONLY,27.0,41.0,42.0,THIRD CALL,30-39,WHITE,MALE,BUSH,BURNS,MARTZ,DISAPPR,UNFAVORABLE,REHBERG,BUSH,HEALTHCARE,DOLE,BETTER,DIS/UNFAV,REPUBLCN,,NONE,75-100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,30-39,REPUBLICAN,30-39,NONE,,,0.887
STATE ONLY,27.0,44.0,1.0,FIRST CALL,50-59,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,OMITS,KEENAN,GORE,EDUCATION,CLINTON,BETTER,OMITS,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.7020000000000001
STATE ONLY,27.0,44.0,2.0,FIRST CALL,45-49,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,OMITS,OMITS,KEENAN,OMITS,ECON/JOBS,OMITS,OMITS,,,,,,,18-64,OMITS,STATE,NOTCOMPLETE,URBANWEST,45-59,40-49,,40-49,,,,0.7020000000000001
STATE ONLY,27.0,44.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,OMITS,UNFAVORABLE,KEENAN,GORE,OMITS,OMITS,SAME,OMITS,,SOMCOL/ASSOC,JEWISH,LESS15K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,,18-24,JEWISH,,,0.656
STATE ONLY,27.0,44.0,4.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,APP/FAV,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.841
STATE ONLY,27.0,44.0,5.0,FIRST CALL,18-24,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,NOVOTE,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,,,0.868
STATE ONLY,27.0,44.0,6.0,FIRST CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,NONE,,,0.879
STATE ONLY,27.0,44.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,TAXES,CLINTON,BETTER,APP/FAV,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.841
STATE ONLY,27.0,44.0,8.0,FIRST CALL,50-59,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,OMITS,KEENAN,GORE,EDUCATION,CLINTON,BETTER,OMITS,DEMOCRAT,SOMCOL/ASSOC,NONE,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,DEMOCRAT,50-64,NONE,,,0.7020000000000001
STATE ONLY,27.0,44.0,9.0,FIRST CALL,45-49,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,CLINTON,SAME,DIS/UNFAV,DEMOCRAT,POSTGRAD,ELSE,LESS15K,LIBERAL,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,OTHER,,,0.7020000000000001
STATE ONLY,27.0,44.0,10.0,FIRST CALL,18-24,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,NOVOTE,SAME,APP/FAV,INDEPEND,COLGRAD,NONE,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,NONE,,,0.656
STATE ONLY,27.0,44.0,11.0,SECOND CALL,18-24,OTHER,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,DEMOCRAT,COLGRAD,NONE,15-30K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,NONE,,,0.868
STATE ONLY,27.0,44.0,12.0,SECOND CALL,18-24,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,GORE,ECON/JOBS,NOVOTE,BETTER,DIS/UNFAV,INDEPEND,,ELSE,OVER100K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.868
STATE ONLY,27.0,44.0,13.0,SECOND CALL,30-39,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,INDEPEND,POSTGRAD,ELSE,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,OTHER,,,0.879
STATE ONLY,27.0,44.0,14.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,MEDICARE/RX,OMITS,OMITS,APP/UNFAV,DEMOCRAT,,NONE,50-75K,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,25-29,DEMOCRAT,25-29,NONE,,,0.656
STATE ONLY,27.0,44.0,15.0,SECOND CALL,40-44,WHITE,MALE,NADER,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,WOULDNOTVOTE,ECON/JOBS,OTHER,WORSE,APP/UNFAV,INDEPEND,SOMCOL/ASSOC,NONE,15-30K,LIBERAL,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,30-44,40-49,IND/OTHER,40-49,NONE,,,0.7020000000000001
STATE ONLY,27.0,44.0,16.0,SECOND CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,TAXES,CLINTON,SAME,APP/UNFAV,DEMOCRAT,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.879
STATE ONLY,27.0,44.0,17.0,SECOND CALL,45-49,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,REPUBLCN,COLGRAD,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,,,0.879
STATE ONLY,27.0,44.0,18.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.8240000000000001
STATE ONLY,27.0,44.0,19.0,SECOND CALL,50-59,WHITE,MALE,OTHER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,REHBERG,WOULDNOTVOTE,ECON/JOBS,CLINTON,BETTER,APP/FAV,INDEPEND,SOMCOL/ASSOC,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,,,0.606
STATE ONLY,27.0,44.0,20.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,REHBERG,BUSH,HEALTHCARE,NOVOTE,SAME,DIS/UNFAV,REPUBLCN,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,18-29,25-29,REPUBLICAN,25-29,PROT/CHRIST,,,0.922
STATE ONLY,27.0,44.0,21.0,SECOND CALL,30-39,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,DISAPPR,UNFAVORABLE,KEENAN,BUSH,WORLDAFFAIRS,NOVOTE,BETTER,DIS/UNFAV,ELSE,POSTGRAD,PROTESTANT,30-50K,MODERATE,18-64,HURTSTATE,STATE,COMPLETE,URBANWEST,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,,,0.879
STATE ONLY,27.0,44.0,22.0,SECOND CALL,18-24,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,OMITS,UNFAVORABLE,KEENAN,GORE,WORLDAFFAIRS,NOVOTE,SAME,OMITS,ELSE,SOMCOL/ASSOC,ELSE,15-30K,MODERATE,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,18-29,18-24,IND/OTHER,18-24,OTHER,,,0.868
STATE ONLY,27.0,44.0,23.0,SECOND CALL,50-59,WHITE,MALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,SAME,APP/FAV,ELSE,POSTGRAD,ELSE,50-75K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,45-59,50-59,IND/OTHER,50-64,OTHER,,,0.879
STATE ONLY,27.0,44.0,24.0,SECOND CALL,18-24,WHITE,MALE,GORE,BURNS,MARTZ,APPROVE,UNFAVORABLE,REHBERG,GORE,EDUCATION,NOVOTE,SAME,APP/UNFAV,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,OVER100K,MODERATE,18-64,NOTAFFECT,STATE,COMPLETE,URBANWEST,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,,,0.663
STATE ONLY,27.0,44.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,EDUCATION,CLINTON,SAME,APP/FAV,DEMOCRAT,SOMCOL/ASSOC,OTHERCHRIST,LESS15K,MODERATE,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.8240000000000001
STATE ONLY,27.0,44.0,26.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SCHWEITZER,OKEEFE,APPROVE,UNFAVORABLE,KEENAN,GORE,OMITS,CLINTON,SAME,APP/UNFAV,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,HELPSTATE,STATE,COMPLETE,URBANWEST,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.841
STATE ONLY,27.0,44.0,27.0,SECOND CALL,65-74,WHITE,,GORE,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,DEMOCRAT,NOHS,PROTESTANT,15-30K,MODERATE,65+,HURTSTATE,STATE,COMPLETE,URBANWEST,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,1.248
STATE ONLY,27.0,44.0,28.0,SECOND CALL,25-29,WHITE,FEMALE,NADER,SCHWEITZER,OKEEFE,APPROVE,FAVORABLE,KEENAN,GORE,OMITS,CLINTON,WORSE,APP/FAV,,COLGRAD,ELSE,LESS15K,LIBERAL,18-64,OMITS,STATE,COMPLETE,URBANWEST,18-29,25-29,,25-29,OTHER,,,0.656
