VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,GOV,CLINTON,BCPERSON,XWAY2000,ISSUE,X6VOTE,FINSIT,JOBPERS,MIGRATNH,PARTYID,EDUC,RELIGION,INCOME,PHIL3,OVER65,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,MCSUPP,STINCTAX,VNS1,VNS2,WEIGHT
STATE ONLY,30.0,74.0,30.0,THIRD CALL,50-59,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,DIS/UNFAV,NO,INDEPEND,POSTGRAD,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,0.857
STATE ONLY,30.0,74.0,31.0,THIRD CALL,40-44,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,NONE,75-100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,NONE,NO,NO,,,0.857
STATE ONLY,30.0,74.0,32.0,THIRD CALL,40-44,WHITE,MALE,BUSH,BROWN,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,HSGRAD,OTHERCHRIST,50-75K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,NO,YES,,,0.965
STATE ONLY,30.0,74.0,33.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,BROWN,APPROVE,UNFAVORABLE,GORE,TAXES,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,CATHOLIC,YES,NO,,,0.852
STATE ONLY,30.0,74.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,NO,YES,,,0.845
STATE ONLY,30.0,74.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,POSTGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,NO,YES,,,0.845
STATE ONLY,30.0,74.0,36.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,WORSE,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,PROTESTANT,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,NO,YES,,,0.8320000000000001
STATE ONLY,30.0,74.0,37.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,YES,,,0.845
STATE ONLY,30.0,74.0,38.0,THIRD CALL,18-24,HISP,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,WORSE,APP/UNFAV,NO,ELSE,COLGRAD,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,NO,NO,,,0.588
STATE ONLY,30.0,74.0,39.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,APP/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,NO,NO,,,0.8320000000000001
STATE ONLY,30.0,74.0,40.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,WORSE,APP/FAV,NO,DEMOCRAT,COLGRAD,ELSE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,OTHER,NO,YES,,,0.845
STATE ONLY,30.0,74.0,41.0,THIRD CALL,30-39,WHITE,MALE,GORE,HUMPHREY,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,NOVOTE,SAME,APP/FAV,YES,DEMOCRAT,SOMCOL/ASSOC,NONE,30-50K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,NONE,YES,NO,,,0.846
STATE ONLY,30.0,74.0,42.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,WORSE,APP/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,0.845
STATE ONLY,30.0,74.0,43.0,THIRD CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,HSGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,CATHOLIC,NO,YES,,,0.844
STATE ONLY,30.0,74.0,44.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,INDEPEND,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,NO,,,0.845
STATE ONLY,30.0,74.0,45.0,THIRD CALL,40-44,WHITE,MALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,REPUBLCN,COLGRAD,CATHOLIC,OVER100K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,40-49,REPUBLICAN,40-49,CATHOLIC,YES,NO,,,0.857
STATE ONLY,30.0,74.0,46.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,NO,,,0.9450000000000001
STATE ONLY,30.0,74.0,47.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,ELSE,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,OTHER,NO,NO,,,0.8320000000000001
STATE ONLY,30.0,74.0,48.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,BROWN,APPROVE,UNFAVORABLE,BUSH,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,PROT/CHRIST,YES,YES,,,0.9510000000000001
STATE ONLY,30.0,74.0,49.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,BETTER,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,OTHERCHRIST,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,NO,,,0.931
STATE ONLY,30.0,74.0,50.0,THIRD CALL,75+,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/UNFAV,NO,DEMOCRAT,HSGRAD,,75-100K,MODERATE,65+,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,65+,,NO,YES,,,0.977
STATE ONLY,30.0,74.0,51.0,THIRD CALL,18-24,WHITE,MALE,BUSH,BROWN,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,NOVOTE,SAME,APP/UNFAV,NO,INDEPEND,NOHS,CATHOLIC,,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,IND/OTHER,18-24,CATHOLIC,YES,NO,,,0.9500000000000001
STATE ONLY,30.0,74.0,52.0,THIRD CALL,50-59,HISP,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/FAV,NO,INDEPEND,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,45-59,50-59,IND/OTHER,50-64,CATHOLIC,YES,YES,,,0.589
STATE ONLY,30.0,80.0,1.0,FIRST CALL,18-24,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,PEROT,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,CATHOLIC,30-50K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,NO,NO,,,1.676
STATE ONLY,30.0,80.0,2.0,FIRST CALL,60-64,WHITE,MALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,DIS/UNFAV,YES,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,1.739
STATE ONLY,30.0,80.0,3.0,FIRST CALL,45-49,WHITE,MALE,BUSH,HUMPHREY,OMITS,OMITS,OMITS,WORLDAFFAIRS,OMITS,OMITS,,NO,,,,,,18-64,STATE,NOTCOMPLETE,SOUTH,45-59,40-49,,40-49,,NO,NO,,,1.478
STATE ONLY,30.0,80.0,4.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,NO,NO,,,1.932
STATE ONLY,30.0,80.0,5.0,FIRST CALL,75+,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,ECON/JOBS,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,OMITS,NO,,,1.932
STATE ONLY,30.0,80.0,6.0,FIRST CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,SAME,APP/FAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,75-100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,YES,YES,,,1.418
STATE ONLY,30.0,80.0,7.0,FIRST CALL,65-74,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,SAME,DIS/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,NO,NO,,,1.871
STATE ONLY,30.0,80.0,8.0,FIRST CALL,25-29,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,DIS/UNFAV,,INDEPEND,COLGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,SOUTH,18-29,25-29,IND/OTHER,25-29,PROT/CHRIST,OMITS,NO,,,1.864
STATE ONLY,30.0,80.0,9.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,YES,YES,,,1.794
STATE ONLY,30.0,80.0,10.0,FIRST CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,DOLE,SAME,DIS/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,NO,NO,,,1.478
STATE ONLY,30.0,80.0,11.0,FIRST CALL,75+,WHITE,MALE,BUSH,BROWN,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,PEROT,SAME,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,YES,YES,,,1.911
STATE ONLY,30.0,80.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,SAME,APP/UNFAV,NO,DEMOCRAT,POSTGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,NO,YES,,,1.418
STATE ONLY,30.0,80.0,13.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/UNFAV,NO,REPUBLCN,POSTGRAD,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,NO,YES,,,1.418
STATE ONLY,30.0,80.0,14.0,SECOND CALL,40-44,WHITE,FEMALE,BUSH,BROWN,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,WORSE,DIS/UNFAV,YES,ELSE,COLGRAD,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,40-49,IND/OTHER,40-49,PROT/CHRIST,NO,NO,,,1.56
STATE ONLY,30.0,80.0,15.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,OMITS,OMITS,ECON/JOBS,DOLE,BETTER,OMITS,,,,CATHOLIC,,,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,,30-39,CATHOLIC,NO,NO,,,1.5270000000000001
STATE ONLY,30.0,80.0,16.0,SECOND CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,WORSE,DIS/UNFAV,YES,INDEPEND,HSGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,NO,,,1.478
STATE ONLY,30.0,80.0,17.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,DOLE,BETTER,APP/FAV,YES,INDEPEND,NOHS,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,NO,YES,,,1.732
STATE ONLY,30.0,80.0,18.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,SHAHEEN,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,BETTER,APP/UNFAV,YES,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,NO,NO,,,1.546
STATE ONLY,30.0,80.0,19.0,SECOND CALL,25-29,,MALE,GORE,SHAHEEN,DISAPPR,FAVORABLE,BUSH,HEALTHCARE,CLINTON,SAME,DIS/FAV,,DEMOCRAT,NOHS,PROTESTANT,,LIBERAL,18-64,STATE,COMPLETE,SOUTH,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,YES,YES,,,1.676
STATE ONLY,30.0,80.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,NADER,SHAHEEN,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,WORSE,DIS/UNFAV,YES,INDEPEND,SOMCOL/ASSOC,CATHOLIC,15-30K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,2.021
STATE ONLY,30.0,80.0,21.0,SECOND CALL,18-24,WHITE,MALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,NOVOTE,BETTER,APP/UNFAV,YES,INDEPEND,HSGRAD,CATHOLIC,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,IND/OTHER,18-24,CATHOLIC,YES,NO,,,1.806
STATE ONLY,30.0,80.0,22.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,OMITS,BUSH,MEDICARE/RX,DOLE,OMITS,OMITS,,REPUBLCN,NOHS,PROTESTANT,15-30K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,YES,YES,,,1.418
STATE ONLY,30.0,80.0,23.0,SECOND CALL,75+,WHITE,MALE,BUSH,SHAHEEN,OMITS,OMITS,OMITS,EDUCATION,OMITS,WORSE,OMITS,NO,,,,,,65+,STATE,COMPLETE,SOUTH,60+,60+,,65+,,YES,YES,,,1.895
STATE ONLY,30.0,80.0,24.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,WORLDAFFAIRS,CLINTON,WORSE,DIS/UNFAV,NO,INDEPEND,HSGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,1.5270000000000001
STATE ONLY,30.0,80.0,25.0,SECOND CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,UNFAVORABLE,GORE,WORLDAFFAIRS,CLINTON,WORSE,DIS/UNFAV,YES,DEMOCRAT,NOHS,ELSE,LESS15K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,18-29,18-24,DEMOCRAT,18-24,OTHER,NO,NO,,,1.732
STATE ONLY,30.0,80.0,26.0,THIRD CALL,50-59,WHITE,MALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,MEDICARE/RX,DOLE,SAME,APP/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,50-75K,CONSERV,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,REPUBLICAN,50-64,PROT/CHRIST,YES,NO,,,1.478
STATE ONLY,30.0,80.0,27.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,COLGRAD,PROTESTANT,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,1.794
STATE ONLY,30.0,80.0,28.0,THIRD CALL,75+,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,DOLE,BETTER,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,75-100K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,YES,NO,,,1.871
STATE ONLY,30.0,80.0,29.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,MEDICARE/RX,CLINTON,SAME,APP/UNFAV,NO,INDEPEND,COLGRAD,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,60+,60+,IND/OTHER,50-64,PROT/CHRIST,YES,NO,,,1.794
STATE ONLY,30.0,80.0,30.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,TAXES,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,SOMCOL/ASSOC,PROTESTANT,50-75K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,YES,YES,,,1.418
STATE ONLY,30.0,80.0,31.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,DISAPPR,FAVORABLE,GORE,EDUCATION,NOVOTE,BETTER,DIS/FAV,NO,DEMOCRAT,POSTGRAD,OTHERCHRIST,50-75K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,YES,YES,,,1.418
STATE ONLY,30.0,80.0,32.0,THIRD CALL,45-49,WHITE,MALE,OTHER,HUMPHREY,APPROVE,FAVORABLE,WOULDNOTVOTE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,NO,,,1.679
STATE ONLY,30.0,80.0,33.0,THIRD CALL,65-74,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,PEROT,SAME,DIS/UNFAV,NO,REPUBLCN,COLGRAD,PROTESTANT,OVER100K,CONSERV,65+,STATE,COMPLETE,SOUTH,60+,60+,REPUBLICAN,65+,PROT/CHRIST,YES,NO,,,1.871
STATE ONLY,30.0,80.0,34.0,THIRD CALL,45-49,WHITE,MALE,OTHER,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,BETTER,APP/FAV,YES,INDEPEND,COLGRAD,PROTESTANT,,,18-64,STATE,COMPLETE,SOUTH,45-59,40-49,IND/OTHER,40-49,PROT/CHRIST,YES,YES,,,1.7
STATE ONLY,30.0,80.0,35.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,OMITS,NO,,,1.418
STATE ONLY,30.0,80.0,36.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,HEALTHCARE,CLINTON,BETTER,APP/FAV,NO,INDEPEND,POSTGRAD,CATHOLIC,OVER100K,LIBERAL,18-64,STATE,COMPLETE,SOUTH,45-59,50-59,IND/OTHER,50-64,CATHOLIC,NO,NO,,,1.418
STATE ONLY,30.0,80.0,37.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,WORLDAFFAIRS,DOLE,BETTER,APP/UNFAV,YES,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,75-100K,MODERATE,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,NO,,,1.5270000000000001
STATE ONLY,30.0,80.0,38.0,THIRD CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,TAXES,PEROT,BETTER,DIS/UNFAV,NO,INDEPEND,COLGRAD,CATHOLIC,OVER100K,CONSERV,18-64,STATE,COMPLETE,SOUTH,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,NO,,,1.478
STATE ONLY,30.0,82.0,1.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,UNFAVORABLE,GORE,ECON/JOBS,CLINTON,BETTER,APP/UNFAV,YES,DEMOCRAT,POSTGRAD,NONE,50-75K,LIBERAL,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,DEMOCRAT,30-39,NONE,NO,NO,,,0.677
STATE ONLY,30.0,82.0,2.0,FIRST CALL,30-39,WHITE,MALE,BUSH,HUMPHREY,DISAPPR,UNFAVORABLE,BUSH,OMITS,NOVOTE,BETTER,DIS/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,PROTESTANT,30-50K,CONSERV,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,NO,NO,,,0.757
STATE ONLY,30.0,82.0,3.0,FIRST CALL,18-24,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,ECON/JOBS,NOVOTE,BETTER,APP/FAV,NO,DEMOCRAT,SOMCOL/ASSOC,CATHOLIC,50-75K,MODERATE,18-64,STATE,COMPLETE,CONCORD,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,NO,YES,,,0.666
STATE ONLY,30.0,82.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,SOCIALSECUR,CLINTON,BETTER,APP/FAV,NO,DEMOCRAT,HSGRAD,PROTESTANT,15-30K,MODERATE,18-64,STATE,COMPLETE,CONCORD,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,NO,YES,,,0.784
STATE ONLY,30.0,82.0,5.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,EDUCATION,CLINTON,BETTER,APP/FAV,NO,INDEPEND,COLGRAD,CATHOLIC,LESS15K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,NO,,,0.677
STATE ONLY,30.0,82.0,6.0,FIRST CALL,30-39,WHITE,MALE,GORE,SHAHEEN,APPROVE,FAVORABLE,GORE,WORLDAFFAIRS,CLINTON,SAME,APP/FAV,YES,INDEPEND,COLGRAD,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,IND/OTHER,30-39,CATHOLIC,NO,YES,,,0.686
STATE ONLY,30.0,82.0,7.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,HUMPHREY,APPROVE,UNFAVORABLE,BUSH,TAXES,OMITS,BETTER,APP/UNFAV,NO,REPUBLCN,SOMCOL/ASSOC,CATHOLIC,30-50K,MODERATE,18-64,STATE,COMPLETE,CONCORD,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,YES,NO,,,0.746
