VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,TIME,CLINTON,BCPERSON,XWAY2000,GOVTDO,CUBAN3,SIZEPLC3,ISSUE,QUAL,X6VOTE,ENVIRON,UNFAIR,FINSIT,JOBPERS,WORK,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,QRACE,REL5,PRESKNOW,JEBBUSH,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,10.0,71.0,3.0,FIRST CALL,60-64,BLACK,,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,SOCIALSECUR,EXPERIENCE,CLINTON,PROGRWTH,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,BLACK,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.5700000000000001
STATE ONLY,10.0,71.0,4.0,FIRST CALL,18-24,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,CARES,NOVOTE,PROGRWTH,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAMONTH,75-100K,NO,NO,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,BLACK,OTHER,BOTH,FAVORABLE,BOTH,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,5.0,FIRST CALL,50-59,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,CARES,CLINTON,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.451
STATE ONLY,10.0,71.0,6.0,FIRST CALL,40-44,BLACK,FEMALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,NO,CITYOVER50K,EDUCATION,CARES,OMITS,PROGRWTH,BUSHDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,30-44,40-49,,40-49,BLACK,,OMITS,UNFAVORABLE,OMITS,OMITS,,,0.446
STATE ONLY,10.0,71.0,7.0,FIRST CALL,65-74,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,CITYOVER50K,MEDICARE/RX,STRONGLEADER,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAYEAR,15-30K,YES,NO,LIBERAL,65+,OTHRPROGRAMS,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,BLACK,PROT/CHRIST,ONLYGORE,OMITS,ONLYBUSH,PERSONALQUAL,,,0.5760000000000001
STATE ONLY,10.0,71.0,8.0,FIRST CALL,75+,HISP,FEMALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,OTHERHISP,CITYOVER50K,WORLDAFFAIRS,CARES,OMITS,PROGRWTH,NEITHERDID,OMITS,,,,50-500K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,NORTH,60+,60+,,65+,BLACK,,OMITS,UNFAVORABLE,OMITS,OMITS,,,0.5700000000000001
STATE ONLY,10.0,71.0,9.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,HEALTHCARE,CARES,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,MORETHAN1AWK,15-30K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.446
STATE ONLY,10.0,71.0,10.0,FIRST CALL,50-59,BLACK,,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,OMITS,NO,CITYOVER50K,SOCIALSECUR,GOODJUDGMENT,CLINTON,PROGRWTH,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,PROT/CHRIST,BOTH,FAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,11.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,STRONGLEADER,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAMONTH,50-75K,NO,YES,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,NEITHER,ISSUES,,,0.446
STATE ONLY,10.0,71.0,12.0,FIRST CALL,75+,,,GORE,,BEFORE,OMITS,OMITS,OMITS,MORE,,CITYOVER50K,HEALTHCARE,EXPERIENCE,OMITS,OMITS,OMITS,OMITS,,,,50-500K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,NORTH,60+,60+,,65+,,,OMITS,OMITS,OMITS,OMITS,,,0.586
STATE ONLY,10.0,71.0,13.0,FIRST CALL,60-64,BLACK,FEMALE,,MCCOLLUM,BEFORE,OMITS,OMITS,OMITS,OMITS,,CITYOVER50K,OMITS,OMITS,OMITS,OMITS,GOREDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,60+,60+,,50-64,BLACK,,OMITS,OMITS,OMITS,OMITS,,,0.554
STATE ONLY,10.0,71.0,14.0,FIRST CALL,60-64,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,OMITS,CARES,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,OMITS,15-30K,YES,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYGORE,ISSUES,,,0.5760000000000001
STATE ONLY,10.0,71.0,15.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,MORETHAN1AWK,15-30K,NO,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.5700000000000001
STATE ONLY,10.0,71.0,16.0,SECOND CALL,18-24,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,CARES,NOVOTE,PROENVIR,BUSHDID,SAME,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.451
STATE ONLY,10.0,71.0,17.0,SECOND CALL,40-44,BLACK,MALE,GORE,MCCOLLUM,BEFORE,APPROVE,FAVORABLE,WOULDNOTVOTE,LESS,NO,CITYOVER50K,TAXES,GOODJUDGMENT,OTHER,PROGRWTH,BUSHDID,SAME,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,BLACK,OTHER,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.453
STATE ONLY,10.0,71.0,18.0,SECOND CALL,30-39,BLACK,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,50-75K,YES,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,19.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,PROENVIR,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,AFEWAMONTH,15-30K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.446
STATE ONLY,10.0,71.0,20.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,NELSON,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,OMITS,COMPLEXISSUE,DOLE,PROENVIR,BOTHDID,WORSE,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,AFEWAMONTH,LESS15K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,BLACK,PROT/CHRIST,ONLYGORE,OMITS,ONLYGORE,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,21.0,SECOND CALL,50-59,BLACK,,GORE,NELSON,BEFORE,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,CLINTON,PROGRWTH,BOTHDID,BETTER,APP/UNFAV,YES,DEMOCRAT,50-500K,POSTGRAD,PROTESTANT,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,22.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,HONEST,CLINTON,PROGRWTH,OMITS,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,NONE,ONCEAWEEK,LESS15K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,BLACK,NONE,ONLYGORE,UNFAVORABLE,OMITS,PERSONALQUAL,,,0.5700000000000001
STATE ONLY,10.0,71.0,23.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,GOODJUDGMENT,CLINTON,PROENVIR,BOTHDID,SAME,APP/FAV,YES,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,NO,YES,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,PROT/CHRIST,BOTH,FAVORABLE,BOTH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,24.0,SECOND CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,NOVOTE,PROENVIR,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,COLGRAD,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,ISSUES,,,0.451
STATE ONLY,10.0,71.0,25.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,NO,CITYOVER50K,SOCIALSECUR,OMITS,CLINTON,PROGRWTH,OMITS,OMITS,OMITS,NO,,50-500K,,,OMITS,,NO,NO,,18-64,OMITS,STATE,COMPLETE,NORTH,45-59,50-59,,50-64,BLACK,,OMITS,OMITS,ONLYBUSH,OMITS,,,0.446
STATE ONLY,10.0,71.0,26.0,SECOND CALL,65-74,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,OMITS,GORE,MORE,,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,CLINTON,PROENVIR,NEITHERDID,BETTER,OMITS,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,30-50K,YES,NO,MODERATE,65+,CUTFEDINCTAX,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,BLACK,PROT/CHRIST,BOTH,UNFAVORABLE,NEITHER,ISSUES,,,0.5760000000000001
STATE ONLY,10.0,71.0,27.0,SECOND CALL,40-44,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,OMITS,NO,CITYOVER50K,SOCIALSECUR,HONEST,CLINTON,PROGRWTH,BOTHDID,SAME,APP/FAV,,DEMOCRAT,50-500K,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,CATHOLIC,BOTH,UNFAVORABLE,ONLYGORE,ISSUES,,,0.451
STATE ONLY,10.0,71.0,28.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,,CITYOVER50K,HEALTHCARE,GOODJUDGMENT,CLINTON,PROENVIR,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,50-64,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.5700000000000001
STATE ONLY,10.0,71.0,29.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,NELSON,LAST.3DAYS,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,OMITS,GOODJUDGMENT,NOVOTE,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,OTHER,ONLYGORE,FAVORABLE,ONLYGORE,ISSUES,,,0.446
STATE ONLY,10.0,71.0,30.0,SECOND CALL,50-59,BLACK,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,EXPERIENCE,CLINTON,PROENVIR,BUSHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,OTHER,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,31.0,THIRD CALL,25-29,BLACK,MALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,OMITS,CARES,NOVOTE,OMITS,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,ONCEAWEEK,15-30K,YES,NO,CONSERV,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,18-29,25-29,DEMOCRAT,25-29,BLACK,PROT/CHRIST,ONLYGORE,FAVORABLE,ONLYGORE,ISSUES,,,0.451
STATE ONLY,10.0,71.0,32.0,THIRD CALL,50-59,BLACK,FEMALE,BUSH,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,,CITYOVER50K,WORLDAFFAIRS,CARES,CLINTON,PROENVIR,OMITS,BETTER,APP/FAV,,DEMOCRAT,50-500K,HSGRAD,,MORETHAN1AWK,,NO,YES,,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,,OMITS,UNFAVORABLE,NEITHER,OMITS,,,0.432
STATE ONLY,10.0,71.0,33.0,THIRD CALL,45-49,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,WORLDAFFAIRS,HONEST,CLINTON,PROGRWTH,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,40-49,DEMOCRAT,40-49,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,34.0,THIRD CALL,30-39,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,GOODJUDGMENT,CLINTON,PROGRWTH,NEITHERDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,BOTH,UNFAVORABLE,BOTH,ISSUES,,,0.451
STATE ONLY,10.0,71.0,35.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,LESS,NO,CITYOVER50K,WORLDAFFAIRS,EXPERIENCE,CLINTON,OMITS,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,OTHERCHRIST,AFEWAMONTH,,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,45-59,50-59,DEMOCRAT,50-64,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,0.446
STATE ONLY,10.0,71.0,36.0,THIRD CALL,40-44,BLACK,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,HONEST,CLINTON,PROGRWTH,GOREDID,BETTER,APP/FAV,YES,INDEPEND,50-500K,HSGRAD,OTHERCHRIST,NEVER,15-30K,YES,NO,CONSERV,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,30-44,40-49,IND/OTHER,40-49,BLACK,PROT/CHRIST,ONLYGORE,OMITS,ONLYGORE,PERSONALQUAL,,,0.451
STATE ONLY,10.0,71.0,37.0,THIRD CALL,65-74,BLACK,MALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,NO,CITYOVER50K,ECON/JOBS,EXPERIENCE,OMITS,PROGRWTH,BOTHDID,OMITS,,,,50-500K,,,OMITS,,,,,65+,OMITS,STATE,NOTCOMPLETE,NORTH,60+,60+,,65+,BLACK,,OMITS,UNFAVORABLE,OMITS,OMITS,,,0.5760000000000001
STATE ONLY,10.0,71.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,ECON/JOBS,CARES,CLINTON,PROGRWTH,BUSHDID,BETTER,APP/FAV,YES,INDEPEND,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,OVER100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,45-59,50-59,IND/OTHER,50-64,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,39.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,NELSON,LAST.3DAYS,APPROVE,UNFAVORABLE,GORE,OMITS,NO,CITYOVER50K,SOCIALSECUR,OMITS,NOVOTE,PROENVIR,BOTHDID,WORSE,APP/UNFAV,YES,ELSE,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,18-29,25-29,IND/OTHER,25-29,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,0.446
STATE ONLY,10.0,71.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,LAST.MONTH,APPROVE,UNFAVORABLE,GORE,MORE,NO,CITYOVER50K,MEDICARE/RX,EXPERIENCE,CLINTON,PROENVIR,BOTHDID,SAME,APP/UNFAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,50-75K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,30-39,IND/OTHER,30-39,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,41.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,,LAST.3DAYS,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,OMITS,GOODJUDGMENT,CLINTON,PROGRWTH,NEITHERDID,SAME,APP/FAV,,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,30-44,40-49,DEMOCRAT,40-49,BLACK,OTHER,BOTH,UNFAVORABLE,NEITHER,ISSUES,,,0.449
STATE ONLY,10.0,71.0,42.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,WORLDAFFAIRS,OMITS,CLINTON,PROENVIR,BOTHDID,BETTER,APP/FAV,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,YES,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,PROT/CHRIST,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,43.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,HONEST,CLINTON,PROGRWTH,BOTHDID,SAME,APP/FAV,NO,DEMOCRAT,50-500K,COLGRAD,ELSE,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,BLACK,OTHER,ONLYGORE,UNFAVORABLE,BOTH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,44.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,HONEST,NOVOTE,PROENVIR,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,MORETHAN1AWK,50-75K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,NORTH,18-29,18-24,DEMOCRAT,18-24,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,45.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,NELSON,LAST.MONTH,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,EDUCATION,CARES,CLINTON,PROENVIR,GOREDID,SAME,APP/FAV,YES,DEMOCRAT,50-500K,HSGRAD,ELSE,MORETHAN1AWK,LESS15K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,NORTH,30-44,30-39,DEMOCRAT,30-39,BLACK,OTHER,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,0.446
STATE ONLY,10.0,71.0,46.0,THIRD CALL,60-64,BLACK,FEMALE,GORE,NELSON,BEFORE,OMITS,OMITS,OMITS,MORE,,CITYOVER50K,MEDICARE/RX,EXPERIENCE,OMITS,PROGRWTH,BOTHDID,OMITS,,,,50-500K,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,NORTH,60+,60+,,50-64,BLACK,,OMITS,OMITS,OMITS,OMITS,,,0.5700000000000001
STATE ONLY,10.0,72.0,1.0,FIRST CALL,18-24,HISP,MALE,GORE,,BEFORE,APPROVE,FAVORABLE,GORE,MORE,CUBAN,CITYOVER50K,EDUCATION,GOODJUDGMENT,CLINTON,PROGRWTH,BOTHDID,WORSE,APP/FAV,YES,INDEPEND,50-500K,SOMCOL/ASSOC,ELSE,NEVER,50-75K,NO,NO,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,NORTH,18-29,18-24,IND/OTHER,18-24,HISP,OTHER,ONLYGORE,UNFAVORABLE,BOTH,ISSUES,,,1.3900000000000001
STATE ONLY,10.0,72.0,2.0,FIRST CALL,65-74,WHITE,MALE,GORE,NELSON,BEFORE,APPROVE,FAVORABLE,GORE,MORE,NO,CITYOVER50K,MEDICARE/RX,EXPERIENCE,CLINTON,PROENVIR,BUSHDID,BETTER,APP/FAV,NO,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,50-75K,YES,NO,MODERATE,65+,REDUCNATDEBT,STATE,COMPLETE,NORTH,60+,60+,DEMOCRAT,65+,WHITE,PROT/CHRIST,ONLYGORE,UNFAVORABLE,ONLYBUSH,PERSONALQUAL,,,1.794
STATE ONLY,10.0,72.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,MCCOLLUM,BEFORE,DISAPPR,OMITS,OMITS,LESS,NO,CITYOVER50K,EDUCATION,OMITS,OMITS,OMITS,BOTHDID,OMITS,OMITS,,REPUBLCN,50-500K,SOMCOL/ASSOC,PROTESTANT,MORETHAN1AWK,,,,,65+,OMITS,STATE,COMPLETE,NORTH,60+,60+,REPUBLICAN,65+,WHITE,PROT/CHRIST,OMITS,UNFAVORABLE,OMITS,OMITS,,,1.726
