VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,SEN,CLINTON,BCPERSON,XWAY2000,GOVTDO,SIZEPLC3,ISSUE,QUAL,RELRIGHT,X6VOTE,ABORTION,FINSIT,JOBPERS,WORK,MIGRATGA,PARTYID,SIZEPLAC,EDUC,RELIGION,ATTEND,INCOME,MARRIED,CHILD,PHIL3,OVER65,SURPLUS4,STATE,BACKSIDE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,PRESKNOW,SAYANY,ISSVQUAL,VNS1,VNS2,WEIGHT
STATE ONLY,11.0,52.0,25.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,MILLER,OMITS,OMITS,OMITS,LESS,SUBURBS,WORLDAFFAIRS,COMPLEXISSUE,NO,OMITS,MOSTLGL,OMITS,,,YES,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,45-59,50-59,,50-64,,OMITS,OMITS,OMITS,,,0.794
STATE ONLY,11.0,52.0,26.0,THIRD CALL,60-64,WHITE,MALE,GORE,MILLER,OMITS,OMITS,OMITS,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,OMITS,MOSTLGL,OMITS,,,YES,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,60+,60+,,50-64,,OMITS,OMITS,OMITS,,,1.1460000000000001
STATE ONLY,11.0,52.0,27.0,THIRD CALL,30-39,HISP,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,HONEST,NO,DOLE,ALWYSILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,ONCEAWEEK,75-100K,YES,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.5710000000000001
STATE ONLY,11.0,52.0,28.0,THIRD CALL,45-49,HISP,MALE,BUSH,MATTINGLY,OMITS,OMITS,OMITS,LESS,SUBURBS,TAXES,HONEST,NO,OMITS,ALWYSLGL,OMITS,,,YES,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,45-59,40-49,,40-49,,OMITS,OMITS,OMITS,,,0.5710000000000001
STATE ONLY,11.0,52.0,29.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,STRONGLEADER,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,YES,REPUBLCN,SUBURBS,POSTGRAD,OTHERCHRIST,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,18-24,REPUBLICAN,18-24,PROT/CHRIST,BOTH,ONLYGORE,ISSUES,,,0.862
STATE ONLY,11.0,52.0,30.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,MILLER,APPROVE,FAVORABLE,BUSH,MORE,SUBURBS,WORLDAFFAIRS,GOODJUDGMENT,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,NONE,NEVER,50-75K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,NONE,BOTH,BOTH,PERSONALQUAL,,,0.919
STATE ONLY,11.0,52.0,31.0,THIRD CALL,45-49,BLACK,FEMALE,,MILLER,OMITS,OMITS,OMITS,MORE,SUBURBS,OMITS,OMITS,NO,CLINTON,MOSTLGL,BETTER,OMITS,NO,YES,,SUBURBS,,,OMITS,,NO,NO,,18-64,OMITS,STATE,COMPLETE,ATLANTA,45-59,40-49,,40-49,,BOTH,BOTH,ISSUES,,,0.654
STATE ONLY,11.0,52.0,32.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,OMITS,HONEST,NO,DOLE,ALWYSILL,SAME,DIS/UNFAV,YES,YES,INDEPEND,SUBURBS,POSTGRAD,CATHOLIC,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,CATHOLIC,ONLYBUSH,OMITS,PERSONALQUAL,,,0.595
STATE ONLY,11.0,52.0,33.0,THIRD CALL,18-24,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,ECON/JOBS,CARES,NO,NOVOTE,MOSTLGL,SAME,APP/UNFAV,NO,YES,INDEPEND,SUBURBS,COLGRAD,PROTESTANT,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,18-29,18-24,IND/OTHER,18-24,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,1.151
STATE ONLY,11.0,52.0,34.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,ECON/JOBS,GOODJUDGMENT,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,YES,REPUBLCN,SUBURBS,COLGRAD,CATHOLIC,AFEWAYEAR,75-100K,YES,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,ONLYGORE,BOTH,PERSONALQUAL,,,0.794
STATE ONLY,11.0,52.0,35.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,SOCIALSECUR,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,SUBURBS,POSTGRAD,JEWISH,AFEWAYEAR,75-100K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,JEWISH,BOTH,BOTH,ISSUES,,,0.794
STATE ONLY,11.0,52.0,36.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,MILLER,OMITS,OMITS,OMITS,MORE,SUBURBS,ECON/JOBS,COMPLEXISSUE,NO,OMITS,ALWYSLGL,OMITS,,,NO,,SUBURBS,,,OMITS,,,,,18-64,OMITS,STATE,NOTCOMPLETE,ATLANTA,45-59,40-49,,40-49,,OMITS,OMITS,OMITS,,,0.794
STATE ONLY,11.0,52.0,37.0,THIRD CALL,50-59,WHITE,MALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,ECON/JOBS,HONEST,NO,PEROT,MOSTILL,BETTER,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,CATHOLIC,AFEWAYEAR,OVER100K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ONLYBUSH,ONLYGORE,ISSUES,,,0.662
STATE ONLY,11.0,52.0,38.0,THIRD CALL,50-59,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,SUBURBS,OMITS,EXPERIENCE,NO,NOVOTE,MOSTILL,BETTER,APP/FAV,YES,YES,DEMOCRAT,SUBURBS,COLGRAD,OTHERCHRIST,NEVER,30-50K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.763
STATE ONLY,11.0,52.0,39.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,SUBURBS,TAXES,OMITS,NO,DOLE,ALWYSILL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,SUBURBS,SOMCOL/ASSOC,PROTESTANT,AFEWAMONTH,75-100K,YES,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,ONLYBUSH,ONLYBUSH,ISSUES,,,0.595
STATE ONLY,11.0,52.0,40.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,SUBURBS,WORLDAFFAIRS,EXPERIENCE,NO,CLINTON,ALWYSLGL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,SUBURBS,SOMCOL/ASSOC,JEWISH,AFEWAYEAR,50-75K,NO,NO,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,40-49,DEMOCRAT,40-49,JEWISH,ONLYGORE,NEITHER,PERSONALQUAL,,,0.794
STATE ONLY,11.0,52.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,LESS,SUBURBS,OMITS,OMITS,YES,CLINTON,MOSTILL,SAME,APP/UNFAV,NO,NO,DEMOCRAT,SUBURBS,HSGRAD,PROTESTANT,AFEWAYEAR,15-30K,NO,NO,MODERATE,18-64,OMITS,STATE,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,BOTH,NEITHER,ISSUES,,,1.094
STATE ONLY,11.0,52.0,42.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,MATTINGLY,APPROVE,UNFAVORABLE,BUSH,LESS,SUBURBS,WORLDAFFAIRS,HONEST,NO,OTHER,MOSTILL,BETTER,APP/UNFAV,NO,YES,INDEPEND,SUBURBS,COLGRAD,OTHERCHRIST,NEVER,75-100K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,PROT/CHRIST,BOTH,BOTH,PERSONALQUAL,,,0.595
STATE ONLY,11.0,54.0,1.0,FIRST CALL,30-39,BLACK,MALE,GORE,MATTINGLY,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,YES,INDEPEND,50-500K,SOMCOL/ASSOC,,AFEWAYEAR,30-50K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,,ONLYGORE,ONLYBUSH,ISSUES,,,0.276
STATE ONLY,11.0,54.0,2.0,FIRST CALL,50-59,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,NEITHER,ISSUES,,,0.296
STATE ONLY,11.0,54.0,3.0,FIRST CALL,25-29,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,DOLE,MOSTILL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,15-30K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.428
STATE ONLY,11.0,54.0,4.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,EXPERIENCE,NO,CLINTON,MOSTILL,SAME,APP/UNFAV,NO,YES,DEMOCRAT,50-500K,NOHS,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.28200000000000003
STATE ONLY,11.0,54.0,5.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,WORSE,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,ONCEAWEEK,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,0.28200000000000003
STATE ONLY,11.0,54.0,6.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,STRONGLEADER,NO,NOVOTE,MOSTILL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,AFEWAYEAR,30-50K,YES,YES,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.28200000000000003
STATE ONLY,11.0,54.0,7.0,FIRST CALL,30-39,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,YES,CLINTON,ALWYSLGL,BETTER,APP/FAV,YES,NO,INDEPEND,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,30-44,30-39,IND/OTHER,30-39,OTHER,BOTH,BOTH,ISSUES,,,0.28200000000000003
STATE ONLY,11.0,54.0,8.0,FIRST CALL,45-49,BLACK,FEMALE,GORE,MILLER,APPROVE,OMITS,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,NO,OMITS,MOSTILL,BETTER,OMITS,NO,NO,,50-500K,HSGRAD,,MORETHAN1AWK,15-30K,NO,YES,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,40-49,,40-49,,ONLYGORE,ONLYGORE,ISSUES,,,0.28200000000000003
STATE ONLY,11.0,54.0,9.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,YES,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,REPUBLCN,50-500K,HSGRAD,ELSE,MORETHAN1AWK,30-50K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,ATLANTA,60+,60+,REPUBLICAN,65+,OTHER,ONLYGORE,ONLYGORE,OMITS,,,0.389
STATE ONLY,11.0,54.0,10.0,SECOND CALL,65-74,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,CARES,YES,CLINTON,ALWYSLGL,BETTER,APP/FAV,NO,NO,DEMOCRAT,50-500K,POSTGRAD,ELSE,MORETHAN1AWK,15-30K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,OTHER,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.389
STATE ONLY,11.0,54.0,11.0,SECOND CALL,65-74,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,YES,CLINTON,ALWYSLGL,BETTER,APP/FAV,NO,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,MODERATE,65+,SOCIALSECURI,STATE,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.40700000000000003
STATE ONLY,11.0,54.0,12.0,SECOND CALL,40-44,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,YES,CLINTON,ALWYSLGL,SAME,APP/UNFAV,NO,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,MORETHAN1AWK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,40-49,DEMOCRAT,40-49,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.296
STATE ONLY,11.0,54.0,13.0,SECOND CALL,50-59,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,COMPLEXISSUE,YES,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,30-50K,NO,NO,MODERATE,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,50-59,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,0.296
STATE ONLY,11.0,54.0,14.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,COMPLEXISSUE,YES,CLINTON,MOSTLGL,BETTER,APP/UNFAV,NO,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,NONE,ONCEAWEEK,30-50K,NO,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.28200000000000003
STATE ONLY,11.0,54.0,15.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,YES,CLINTON,ALWYSLGL,SAME,APP/FAV,NO,NO,DEMOCRAT,50-500K,HSGRAD,NONE,AFEWAMONTH,15-30K,NO,YES,LIBERAL,18-64,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,NONE,ONLYGORE,ONLYGORE,PERSONALQUAL,,,0.40900000000000003
STATE ONLY,11.0,54.0,16.0,THIRD CALL,25-29,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,NO,YES,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.428
STATE ONLY,11.0,54.0,17.0,THIRD CALL,45-49,BLACK,MALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,HONEST,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,ELSE,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.297
STATE ONLY,11.0,54.0,18.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ALWYSLGL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,AFEWAYEAR,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,ONLYBUSH,ISSUES,,,0.28200000000000003
STATE ONLY,11.0,54.0,19.0,THIRD CALL,40-44,BLACK,MALE,BUSH,MILLER,DISAPPR,UNFAVORABLE,BUSH,MORE,CITYOVER50K,ECON/JOBS,HONEST,YES,DOLE,MOSTLGL,SAME,DIS/UNFAV,YES,NO,REPUBLCN,50-500K,COLGRAD,OTHERCHRIST,ONCEAWEEK,30-50K,YES,NO,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,ISSUES,,,0.23500000000000001
STATE ONLY,11.0,54.0,20.0,THIRD CALL,60-64,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,SOCIALSECUR,CARES,YES,NOVOTE,MOSTILL,BETTER,APP/UNFAV,NO,NO,DEMOCRAT,50-500K,HSGRAD,ELSE,MORETHAN1AWK,30-50K,YES,NO,MODERATE,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,50-64,OTHER,ONLYGORE,ONLYBUSH,ISSUES,,,0.40700000000000003
STATE ONLY,11.0,54.0,21.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,HONEST,NO,NOVOTE,ALWYSILL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,ATLANTA,45-59,40-49,DEMOCRAT,40-49,OTHER,ONLYGORE,ONLYGORE,ISSUES,,,0.28300000000000003
STATE ONLY,11.0,54.0,22.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,MILLER,DISAPPR,UNFAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,GOODJUDGMENT,YES,CLINTON,ALWYSLGL,SAME,DIS/UNFAV,NO,NO,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,MORETHAN1AWK,LESS15K,YES,YES,LIBERAL,18-64,OTHRPROGRAMS,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.40900000000000003
STATE ONLY,11.0,54.0,23.0,THIRD CALL,25-29,BLACK,MALE,BUCHANAN,,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,EXPERIENCE,NO,CLINTON,MOSTLGL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,ELSE,AFEWAYEAR,15-30K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,OTHER,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.115
STATE ONLY,11.0,54.0,24.0,THIRD CALL,25-29,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,PROTESTANT,ONCEAWEEK,15-30K,NO,NO,MODERATE,18-64,OTHRPROGRAMS,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.428
STATE ONLY,11.0,54.0,25.0,THIRD CALL,45-49,BLACK,MALE,BUSH,MATTINGLY,DISAPPR,UNFAVORABLE,BUSH,LESS,CITYOVER50K,OMITS,HONEST,YES,DOLE,MOSTILL,WORSE,DIS/UNFAV,YES,YES,REPUBLCN,50-500K,POSTGRAD,PROTESTANT,MORETHAN1AWK,30-50K,NO,YES,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,45-59,40-49,REPUBLICAN,40-49,PROT/CHRIST,ONLYBUSH,ONLYGORE,PERSONALQUAL,,,0.221
STATE ONLY,11.0,54.0,26.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,LESS,CITYOVER50K,ECON/JOBS,CARES,NO,CLINTON,MOSTLGL,SAME,APP/FAV,YES,NO,DEMOCRAT,50-500K,COLGRAD,PROTESTANT,ONCEAWEEK,LESS15K,NO,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,25-29,DEMOCRAT,25-29,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.40900000000000003
STATE ONLY,11.0,54.0,27.0,THIRD CALL,30-39,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,EDUCATION,CARES,YES,CLINTON,MOSTLGL,BETTER,APP/FAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,NONE,MORETHAN1AWK,15-30K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYBUSH,PERSONALQUAL,,,0.296
STATE ONLY,11.0,54.0,28.0,THIRD CALL,18-24,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,MEDICARE/RX,CARES,NO,CLINTON,MOSTLGL,BETTER,APP/UNFAV,YES,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,OTHERCHRIST,ONCEAWEEK,15-30K,NO,NO,CONSERV,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,ONLYGORE,ONLYGORE,ISSUES,,,0.428
STATE ONLY,11.0,54.0,29.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,ECON/JOBS,COMPLEXISSUE,NO,CLINTON,ALWYSILL,BETTER,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,HSGRAD,NONE,ONCEAWEEK,15-30K,NO,YES,LIBERAL,18-64,SOCIALSECURI,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,NONE,ONLYGORE,ONLYGORE,ISSUES,,,0.28200000000000003
STATE ONLY,11.0,54.0,30.0,THIRD CALL,65-74,BLACK,MALE,GORE,MILLER,APPROVE,FAVORABLE,GORE,MORE,CITYOVER50K,WORLDAFFAIRS,COMPLEXISSUE,NO,CLINTON,MOSTLGL,SAME,APP/FAV,NO,YES,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,50-75K,YES,NO,LIBERAL,65+,REDUCNATDEBT,STATE,COMPLETE,ATLANTA,60+,60+,DEMOCRAT,65+,PROT/CHRIST,BOTH,BOTH,ISSUES,,,0.40700000000000003
STATE ONLY,11.0,54.0,31.0,THIRD CALL,30-39,BLACK,MALE,GORE,MILLER,APPROVE,UNFAVORABLE,GORE,MORE,CITYOVER50K,HEALTHCARE,HONEST,NO,CLINTON,MOSTLGL,SAME,APP/UNFAV,YES,NO,DEMOCRAT,50-500K,SOMCOL/ASSOC,PROTESTANT,ONCEAWEEK,30-50K,YES,YES,LIBERAL,18-64,CUTFEDINCTAX,STATE,COMPLETE,ATLANTA,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,ONLYGORE,BOTH,ISSUES,,,0.296
