ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENHI10,GOVHI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEHI,TEAPARTY3,WHNCLINC,XTEAPARTYID,LINGLE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
919951.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Other,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Not too worried,Somewhat approve,Neutral,No,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Not worried,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Other,Neutral,No,Non-Tea Party supporters and Independents/Something else,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919949.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Other,40-44,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Somewhat worried,Strongly approve,Neutral,Yes,Didn't vote,Non black male,All other races,30-44,30-59,18-44,30-44,40-49,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Native Hawaiian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919947.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Asian,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Omit,Expand it,The war in Afghanistan,Not too worried,Strongly approve,Neutral,No,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919939.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,White,30-39,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
913318.0,Hawaii,10.0,Call 2,Complete,Election day exit poll,1.003262758255,Daniel Inouye,Neil Abercrombie,Female,Other,60-64,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black female,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Native Hawaiian,Oppose,No,Non-Tea Party supporters and Democrats,Approve,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
919935.0,Hawaii,10.0,Call 3,Complete,Election day exit poll,0.825761556625366,Daniel Inouye,Neil Abercrombie,Male,Asian,50-59,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government should do more to solve problems,Leave it as is,The war in Afghanistan,Not too worried,Somewhat approve,Neutral,Yes,Obama,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Asian,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96816.0
893453.0,Hawaii,12.0,Call 1,Complete,Election day exit poll,0.718097567558289,Daniel Inouye,Neil Abercrombie,Male,Other,30-39,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Other,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919918.0,Hawaii,24.0,Call 3,Complete,Election day exit poll,0.561773896217346,Daniel Inouye,Neil Abercrombie,Female,Black,30-39,Democrat,Conservative,"$50,000-$74,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Strongly oppose,No,Obama,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,96789.0
914395.0,Hawaii,8.0,Call 2,Complete,Election day exit poll,0.812224447727203,Daniel Inouye,Neil Abercrombie,Male,Asian,30-39,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Somewhat oppose,Yes,Obama,Non black male,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Asian,Oppose,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96821.0
919813.0,Hawaii,54.0,Call 3,Complete,Election day exit poll,2.11695098876953,Daniel Inouye,Neil Abercrombie,Male,White,25-29,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Very worried,Somewhat approve,Somewhat support,Yes,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Approve,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Town,Rural,Rural,Upscale,96768.0
919906.0,Hawaii,12.0,Call 3,Complete,Election day exit poll,0.649058759212494,Daniel Inouye,Neil Abercrombie,Female,Hispanic,18-24,Democrat,Liberal,"$200,000 or more",College graduate,Yes,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Not too worried,Strongly approve,Neutral,No,Obama,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,The economy,Not worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Other,Neutral,No,Non-Tea Party supporters and Democrats,Disapprove,State questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 1,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,96826.0
919900.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.65849643945694,Daniel Inouye,Neil Abercrombie,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,,,,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 4,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919881.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.849909543991089,Daniel Inouye,Neil Abercrombie,Male,Other,60-64,Democrat,Liberal,,Some college/assoc. degree,No,,Expand it,,,,Neutral,,Obama,Non black male,All other races,45-65,60+,45+,60+,50-64,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Other,Neutral,,Non-Tea Party supporters and Democrats,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919877.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.678708136081696,Daniel Inouye,Neil Abercrombie,Male,White,50-59,Democrat,Liberal,,Some college/assoc. degree,No,,Expand it,,,,Strongly oppose,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,,Non-Tea Party supporters and Democrats,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919867.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.678708136081696,Daniel Inouye,Neil Abercrombie,Male,White,30-39,Democrat,Liberal,,Postgraduate study,No,,Expand it,,,,Strongly oppose,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,,Non-Tea Party supporters and Democrats,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919863.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.613456249237061,Daniel Inouye,Neil Abercrombie,Female,White,25-29,Democrat,Moderate,,Postgraduate study,No,,Expand it,,,,Omit,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Omit,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
915448.0,Hawaii,13.0,Call 2,Complete,Election day exit poll,0.65849643945694,Daniel Inouye,Neil Abercrombie,Female,White,30-39,Democrat,Liberal,,Some college/assoc. degree,No,,Expand it,,,,Strongly oppose,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,,Non-Tea Party supporters and Democrats,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 3,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919853.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.632285475730896,Daniel Inouye,Neil Abercrombie,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,The war in Afghanistan,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Something else,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919849.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.82459956407547,Daniel Inouye,Neil Abercrombie,Female,White,60-64,Democrat,Moderate,,Some college/assoc. degree,No,,,The economy,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,The economy,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919842.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.65849643945694,Daniel Inouye,Neil Abercrombie,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",College graduate,No,,,Health care,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Something else,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
894469.0,Hawaii,13.0,Call 1,Complete,Election day exit poll,0.632285475730896,Daniel Inouye,Neil Abercrombie,Male,White,25-29,Something else,Liberal,"$30,000-$49,999",Postgraduate study,No,,,The economy,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,The economy,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
919827.0,Hawaii,13.0,Call 3,Complete,Election day exit poll,0.849909543991089,Daniel Inouye,Neil Abercrombie,Male,White,65 or over,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,The economy,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,No,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,West,Version 2,Extremely High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,96815.0
