ExternalID,WEIGHT,PRSAZ20,SENAZ20,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VOTEMETHOD
72977.0,0.962666201,Joe Biden,Mark Kelly,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72976.0,1.53612142269,Joe Biden,Mark Kelly,Legal,Legal in most cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,7.0,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,Health care policy,No,No,Not so good,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72975.0,0.53941944768,Joe Biden,Mark Kelly,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,Omit,No,No,Poor,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72974.0,1.54556988509,Joe Biden,Mark Kelly,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,Worse today,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Not so good,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72973.0,1.11674000172,Joe Biden,Mark Kelly,Legal,Legal in all cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,9.0,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Neither of them,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,Joe Biden,The economy,Yes,No,Poor,Not so good or poor,No,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72972.0,1.15335272877,Joe Biden,Mark Kelly,Legal,Legal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,7.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,Worse today,Omit,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,Yes,Poor,Not so good or poor,No,,,,,,,Liberal,,,,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72970.0,0.94731251378,Joe Biden,Mark Kelly,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,7.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Neither of them,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,Joe Biden,Racial inequality,Yes,No,Poor,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72969.0,0.53941944768,Joe Biden,Mark Kelly,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,9.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,Omit,No,No,Poor,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72968.0,1.15592948962,Joe Biden,Mark Kelly,Legal,Legal in all cases,,,,,,,,,,Complete,,9.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",,,,,,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,,,Not so good,Not so good or poor,No,,,,,,,,,,,Has good judgment,,,State questionnaire,,,,One of many important problems,The most important problem or one of many important problems,West,Female,,"Cities over 500,000","Cities over 50,000",,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72965.0,0.90296931523,Joe Biden,Mark Kelly,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,No,No,Poor,Not so good or poor,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72963.0,0.88890400737,Joe Biden,Mark Kelly,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,7.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,About the same,Against his opponent,1.0,Joe Biden,Joe Biden,Crime and safety,No,No,Good,Excellent or good,No,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Male,White men,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72962.0,1.21755900993,Joe Biden,Mark Kelly,Legal,Legal in all cases,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,9.0,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Unfavorable,Better today,For your candidate,1.0,Joe Biden,Joe Biden,The coronavirus pandemic,Yes,No,Not so good,Not so good or poor,No,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,One of many important problems,The most important problem or one of many important problems,West,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
72961.0,0.57506582579,Joe Biden,Mark Kelly,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,About the same,For your candidate,1.0,Joe Biden,Joe Biden,Racial inequality,No,No,Not so good,Not so good or poor,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,,,,,Has good judgment,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Telephone survey,Before that,Before that,Before that,Strongly or somewhat disapprove,Strongly disapprove,Version 1,By mail
