id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,latino,latinos,muslimba,nyrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,trumpwin,trumpw_1,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
545754,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 3,1,Scared,Concerned or scared,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Moderate/Liberal,Liberal,Liberal,133,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.765004694461823,No,All others
545755,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,4,Concerned,Concerned or scared,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,John Kasich,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,71,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.685810148715973,No,All others
545756,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,12, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Somewhat conservative,86,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Probably vote for him, ,.480743318796158,No, 
545761,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,24, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, , , , , , , ,Economy/Jobs, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,94,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Probably vote for him,Probably vote for him,Probably vote for him, ,.909696459770203,No, 
545763,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 3,23,Excited,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,5, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Excited,Excited or optimistic,No,No, ,Other,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,15,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll, , , , ,Not Donald Trump,Scared,Concerned or scared,Version 2, , , ,Help the U.S. economy,0,No,White Born-again/Evangelical Christians
545767,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,Call 3,1,Concerned,Concerned or scared,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,133,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Help the U.S. economy,.822498798370361,No,All others
545768,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Donald Trump, ,Call 3,20, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Omit, , ,No,No,Oppose,John Kasich, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Somewhat conservative,124,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump, , ,Version 1,Not vote for him,Definitely vote for him,Not vote for him, ,1.95045185089111,No, 
545771,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 3,24,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,4, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Concerned,Concerned or scared,No,No, ,Donald Trump,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,94,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Excited,Excited or optimistic,Version 2, , , ,Help the U.S. economy,1.08500361442566,No,White Born-again/Evangelical Christians
545774,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 3,20,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Optimistic,Excited or optimistic,No,No, ,Ted Cruz,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,128,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Not Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,1.45010888576508,No,All others
545775,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,John Kasich, ,Call 3,23, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit, , ,No,No,Support,Ted Cruz, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Very conservative,15,Shares my values,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, , ,Version 1,Definitely vote for him,Definitely vote for him,Probably vote for him, ,.85158509016037,Yes, 
545776,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Donald Trump, ,Call 3,4, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration, , ,No,No,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,69,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Not vote for him,Not vote for him,Definitely vote for him, ,1.54676151275635,No, 
545780,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Black 45-64,Complete, ,No,Call 3,12,Concerned,Concerned or scared,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,1, , , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Government spending,Concerned,Concerned or scared,Yes,Yes, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Moderate/Liberal,Liberal,Liberal,86,Can bring needed change,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities over 500,000","Cities over 50,000",English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Hurt the U.S. economy,.8745476603508,No,All others
545783,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Not complete, ,No,Call 3,4, , ,Somewhat worried,Worried, , , , ,For your candidate,2, , , , , , , , , , , , , , ,No,No, ,John Kasich,Have experience in politics,18-44,18-64, , , , ,Divided the Republican Party, , , ,71, ,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump, , ,Version 2, , , ,Help the U.S. economy,.582133591175079, ,All others
545784,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,1,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,133,Tells it like it is,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Optimistic,Excited or optimistic,Version 2, , , ,Help the U.S. economy,.698158502578735,No,All others
545785,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete, , ,Call 3,23, , , , , , , , , ,5, , , ,Deported to the country they came from, , , , , , , , , , ,No,No, ,Donald Trump, ,18-44,18-64, , , , , , , , ,15, ,White,White,State questionnaire,White,White,White,East,Male,White men,Rural,Small Cities/Rural,English, New York,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump, , ,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him, ,1.21581447124481, , 
545786,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,White 45-64,Not complete, ,Yes,Call 3,20, , ,Somewhat worried,Worried, , , , ,For your candidate,5, , , , , , , , , , , , , , ,Yes,Yes, ,John Kasich,Have experience in politics,45+,18-64, , , , ,Divided the Republican Party, , , ,124, ,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Not Donald Trump, , ,Version 2, , , ,Omit,1.19239950180054, ,All others
545787,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No,Call 3,24,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Optimistic,Excited or optimistic,No,No, ,Donald Trump,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,94,Tells it like it is,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,English, New York,Election day exit poll, , , , ,Donald Trump,Concerned,Concerned or scared,Version 2, , , ,Omit,.946855425834656,No,All others
