id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,break12p,breakfac,breakimp,brnagain,call,cdnum,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,govtangr,govtan_1,gunowner,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,issvqual,life,married,muslimba,nhrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,regnhrep,satcruz,satrubio,sattrump,sex,sexbyrac,sexwed,sizeplac,sizeplc3,stanum,telepoll,terrworr,terworr2,timenh16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang
112385,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, , , ,No,Call 2,1,I strongly favor my candidate,Omit,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,1,Omit, , ,Yes, , , , , , , , ,Ted Cruz, , , , , ,Ted Cruz, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,107,Omit, ,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent, , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.773960888385773, ,All others
112386,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,Yes,Call 2,2,I like my candidate but with reservations,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,Holding steady financially, , ,No, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Marco Rubio, , , , , ,Marco Rubio, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,42,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.787112951278687,No,White Born-again/Evangelical Christians
112393,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 2,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3, ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic", , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs, ,About the same, , ,John Kasich,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,52, ,Can win in November,White,White,State questionnaire,White,White,East,Registered as Republican,Dissatisfied,Satisfied,Dissatisfied,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 2,.772966265678406,No,All others
112397,30-44,30-59,40-44,18-44,1,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important,No,Call 2,2, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,My candidate's positions on the issues, ,Yes,Support,Marco Rubio, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,42,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.912566304206848,No,All others
112399,30-44,30-59,30-39,18-44,1,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,One of several important factors,A factor,Important,Yes,Call 2,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , , , ,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,My candidate's positions on the issues, ,Yes,Support,Ted Cruz, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,107,No,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.666532695293427,No,White Born-again/Evangelical Christians
112401,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , , , , ,Call 2,1,I like my candidate but with reservations, ,Very worried,Worried, , , , ,4, , , , , , , , , , , , , , , , , , ,Carly Fiorina, ,45+,65+, , , , , , , ,12,Yes, ,White,White,State questionnaire,White,White,East, , , , ,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.617366433143616, , 
112406,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,One of several important factors,A factor,Important,No,Call 2,2, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,5, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,My candidate's leadership/personal qualities, ,Yes,Support,Carly Fiorina, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Very conservative,42,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Married women,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.585855543613434,No,All others
112407,45-65,30-59,50-59,45+,2,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete, ,A minor factor,A factor,Not important,Yes,Call 2,2, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3, , , , ,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Terrorism,My candidate's positions on the issues, ,Yes,Support,Marco Rubio, ,45+,18-64,Independent/Something else,Black Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,52,Yes,Can win in November,Black,Black,State questionnaire,Black,Non-white,East, , , , ,Male,Black men,Married men,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.786461412906647,No,All others
112408,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,No,Call 2,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, ,No,Support,Marco Rubio, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,107,No,Can win in November,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.889119803905487,No,All others
112412,45-65,60+,60-64,45+,2,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, , , , ,No,Call 2,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,John Kasich,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,12, ,Shares my values,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Dissatisfied,Female,White women, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 2,1.04586434364319,No,All others
112415,18-29,18-29,18-24,18-44,1,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, , , , ,No,Call 2,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,5, ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs, ,Better than life today, , ,John Kasich,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,22, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,1.25184857845306,Yes,All others
112416,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, , , ,No,Call 2,2,I strongly favor my candidate,John Kasich,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,5,Falling behind financially, , ,Yes, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Chris Christie, , , , , ,Carly Fiorina, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,42,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Female,White women, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.605660319328308,No,All others
112417,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,No,Call 2,2, , , , , , , , ,3, , , , ,Offered a chance to apply for legal status, , , , , , , , ,Government spending,My candidate's leadership/personal qualities, ,Yes,Support,John Kasich, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,52,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.690434873104095, ,All others
112421,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,One of several important factors,A factor,Important,No,Call 2,2, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , , , ,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,My candidate's leadership/personal qualities, ,Yes,Support,John Kasich, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,52,Yes,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Male,White men,Married men,Rural,Small Cities/Rural,New Hampshire,Election day exit poll, , ,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.690434873104095,No,All others
112422,45-65,30-59,50-59,45+,2,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , , , ,No,Call 2,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,4, ,Angry,"Dissatisfied, but not angry or Angry", , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Government spending, ,Worse than life today, , ,Ted Cruz,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,12, ,Can bring needed change,White,White,State questionnaire,White,White,East,Registered as Republican,Satisfied,Satisfied,Satisfied,Male,White men, ,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 2,.809839487075806,No,All others
112423,65+,60+,65 or over,45+,2,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,The most important factor,A factor,Important,No,Call 2,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,1, , , , ,Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Terrorism,My candidate's leadership/personal qualities, ,No,Support,John Kasich, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,107,No,Shares my values,White,White,State questionnaire,White,White,East, , , , ,Female,White women,Non married women,Suburbs,Suburbs,New Hampshire,Election day exit poll, , ,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.681034326553345,No,All others
112427,45-65,30-59,45-49,45+,1,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, , , ,Yes,Call 2,2,I strongly favor my candidate,Omit,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,5,Falling behind financially, , ,Yes, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit, , , , , ,Carly Fiorina, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,42,Yes, ,White,White,State questionnaire,White,White,East,Registered as Republican, , , ,Male,White men, ,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Very worried,Very or somewhat worried, , , , ,Not Donald Trump,Version 3,.575655281543732,No,White Born-again/Evangelical Christians
