ID,BACKSIDE,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME16CAU,INCWHITE,ISSDEM16,LATINO,NVDPRS16,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYIA,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QLT16DEMCAU,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SCOTUSDEM16,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMEIA16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNIONHH12,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE,ZIPCODE
130716.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Health care,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,6.0,"Yes, I attended a caucus before",Honest and trustworthy,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Omit,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,0.645442426204681,No,45-65,30-59,50-59,45+,50+,45-59,50-64,All others,89183.0
130715.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Economy/Jobs,Yes,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent,All others,Very liberal,Liberal,Liberal,41.0,"Yes, I attended a caucus before",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.05186986923218,No,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+,89145.0
130713.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Very liberal,Liberal,Liberal,41.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.09429013729095,Yes,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,89145.0
130712.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Income inequality,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.650138020515442,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29,89183.0
130711.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Health care,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,41.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.09429013729095,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,89145.0
130708.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Health care,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,58.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.49175825715065,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Latino 17-29,89103.0
130706.0,Complete,Call 1,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $30,000","Under $50,000 and non white",Income inequality,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,6.0,"Yes, I attended a caucus before",Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",Spanish,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.64635556936264,No,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+,89183.0
130704.0,Complete,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Omit,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,"Yes, I attended a caucus before",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.488206565380096,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89103.0
130703.0,Complete,Call 1,1.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and white",Omit,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,41.0,Omit,Omit,White,White,State questionnaire,White,White,White,West,Bernie Sanders,,,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,,Version 1,1.02529001235962,Yes,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89145.0
130699.0,Complete,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,58.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This month,Yes,Version 1,0.488206565380096,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89103.0
130698.0,Complete,Call 1,3.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Hillary Clinton,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Version 1,0.645442426204681,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89183.0
130696.0,Complete,Call 2,3.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.09429013729095,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29,89183.0
130694.0,Complete,Call 2,3.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Honest and trustworthy,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,Bernie Sanders,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.05802536010742,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,All others,89183.0
130693.0,Complete,Call 1,3.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more","Over $50,000 and non white",Income inequality,Yes,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,6.0,"No, this is my first caucus",Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Female,Latino women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.645442426204681,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89183.0
130691.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and non white",Health care,Yes,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Honest and trustworthy,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Bernie Sanders,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.08638668060303,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Latino 30-44,89183.0
130689.0,Complete,Call 1,1.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999","Under $50,000 and non white",Health care,No,Bernie Sanders,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,41.0,"No, this is my first caucus",Cares about people like me,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Bernie Sanders,Female,All other races,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,1.01701092720032,No,45-65,60+,60-64,45+,50+,60+,50-64,All others,89145.0
130686.0,Complete,Call 2,3.0,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Income inequality,No,Bernie Sanders,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,11.0,"No, this is my first caucus",Honest and trustworthy,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Version 1,1.01701092720032,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+,89183.0
130682.0,Complete,Call 1,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,39.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Version 1,0.912175416946411,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59,89145.0
130681.0,Complete,Call 2,3.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","Over $50,000 and white",Economy/Jobs,No,Bernie Sanders,Generally continue Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,11.0,"No, this is my first caucus",Cares about people like me,White,White,State questionnaire,White,White,White,West,Bernie Sanders,Male,White men,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Version 1,1.08638668060303,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,89183.0
