id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,immwall,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,latino,latinos,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,spanishq,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,txrprs16,unfairre,version,weight,whnclinc,whtevang
405981,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,35,Donald Trump,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , , ,Support, , , , , , , ,Ted Cruz,Terrorism,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,67,Can bring needed change,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.630329310894012, ,White Born-again/Evangelical Christians
405982,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,25, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,105,Shares my values,White,White,State questionnaire,White,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,John Kasich, ,Version 1,.364234387874603,No,All others
405988,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,Yes,Call 1,20, , , ,High school or less,No college degree,High school graduate or less,Non white no college degree,6,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Terrorism,No,No,Oppose, ,45+,65+,Democrat,All Other,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,10,Shares my values,Other,Other,State questionnaire,Other,Non-white,Other,South,Satisfied,Satisfied,Dissatisfied,John Kasich,Female,All other races, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,.294794738292694,No,All others
405996,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,25,John Kasich,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Oppose, , , , , , , ,John Kasich,Economy/Jobs,No,No, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,105,Can win in November,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Not at all,Not much or not at all,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Ted Cruz,Version 2,.48505300283432, ,All others
405997,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,Yes,Call 1,35, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white", ,Terrorism,Yes,Yes,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,67,Tells it like it is,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,Latino men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1,.725380957126617,No,All others
406011,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,Yes,Call 1,20,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,6, , , ,Support, , , , , , , ,Marco Rubio,Economy/Jobs,Yes,Yes, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,10,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South, , , , ,Female,Latino women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.249814912676811, ,All others
406012,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,25,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,4, , , ,Support, , , , , , , ,Donald Trump,Government spending,No,No, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,105,Tells it like it is,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Donald Trump,Donald Trump,Ted Cruz,Version 2,.812571585178375, ,All others
406013,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Call 1,35, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,No,No,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,67,Can bring needed change,White,White,State questionnaire,White,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Donald Trump,Female,White women, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,John Kasich, ,Version 1,.334993034601212,No,All others
406014,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,32, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,32,Can win in November,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Marco Rubio, ,Version 1,.7087162733078,No,White Born-again/Evangelical Christians
406023,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,35,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Support, , , , , , , ,Ted Cruz,Government spending,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,67,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Donald Trump,Version 2,.579477488994598, ,White Born-again/Evangelical Christians
406025,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,White 45-64,Complete,Yes,Call 1,20, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,6,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Economy/Jobs,Yes,Yes,Support, ,45+,18-64,Democrat,Latino Democrat,Democrat,Democratic Women,Moderate/Liberal,Moderate,Moderate,10,Can bring needed change,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Female,Latino women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio, ,Version 1,.268300354480743,No,All others
406027,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,25,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , ,Oppose, , , , , , , ,Marco Rubio,Terrorism,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,105,Shares my values,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.445921391248703, ,White Born-again/Evangelical Christians
406036,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,35, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,67,Shares my values,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio, ,Version 1,.519258797168732,No,White Born-again/Evangelical Christians
406037,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,32,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , ,Oppose, , , , , , , ,John Kasich,Economy/Jobs,No,No, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,32,Can bring needed change,White,White,State questionnaire,White,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs,English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.61503541469574, ,All others
406041,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,20, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,6,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit, , , , , , , , , ,Terrorism,No,No,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,10,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio, ,Version 1,.294794738292694, ,White Born-again/Evangelical Christians
406043,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,25, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Government spending,No,No,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,105,Can bring needed change,White,White,State questionnaire,White,White,White,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Female,White women, , ,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Ted Cruz, ,Version 1,.54362428188324,No,All others
406053,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,35, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status, ,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white", ,Economy/Jobs,No,No,Oppose, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,67,Can win in November,White,White,State questionnaire,White,White,White,South,Satisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs,English,Texas,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Marco Rubio, ,Version 1,.710747718811035,Yes,All others
406055,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,20,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,6, , , ,Oppose, , , , , , , ,Marco Rubio,Government spending,No,No, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,10,Can win in November,White,White,State questionnaire,White,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",English,Texas,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Donald Trump,Version 2,.223044946789742, ,White Born-again/Evangelical Christians
