id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,tnrprs16,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
403312,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,Call 1,8, , , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,38,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1, ,.768682658672333,No,All others
403318,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,8, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,81,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Marco Rubio,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Marco Rubio,Not Donald Trump, ,Version 1, ,.360554099082947,No,All others
403320,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,5, , , ,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,23,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Dissatisfied,Dissatisfied,Ted Cruz,Female,White women, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Ted Cruz,Not Donald Trump, ,Version 1, ,.842276811599731,No,White Born-again/Evangelical Christians
403333,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,5, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,26,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Female,White women, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,John Kasich,Not Donald Trump, ,Version 1, ,.472400724887848,No,White Born-again/Evangelical Christians
403339,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 1,5,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,30,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Donald Trump,Donald Trump,Marco Rubio,Version 2,No,1.31951475143433, ,All others
403349,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,8, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,38,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,White women, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Just today,Last few days,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.719618797302246,No,White Born-again/Evangelical Christians
403350,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,8, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,81,Shares my values,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Ted Cruz,Not Donald Trump, ,Version 1, ,.501113057136536,No,White Born-again/Evangelical Christians
403351,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,1, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Omit,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,97,Can bring needed change,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied,Donald Trump,Male,White men, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Donald Trump, ,Version 1, ,.907939195632935,Yes,White Born-again/Evangelical Christians
403352,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,No,Yes,Call 1,5,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2, , , , , , , , , , ,Ted Cruz,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,23,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Female,Black women,A great deal,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Ben Carson,Not Donald Trump,Donald Trump,Version 2,No,1.28626310825348, ,All others
403357,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,No,Call 1,5,John Kasich,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,John Kasich,Economy/Jobs, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,26,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,John Kasich,Not Donald Trump,Donald Trump,Version 2,No,.593972384929657, ,All others
403377,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,8, , , ,College graduate,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,81,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,Just today,Last few days,In the last month,This week,Marco Rubio,Not Donald Trump, ,Version 1, ,.358035415410995,No,All others
403381,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 1,5,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Donald Trump,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,26,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not much,Not much or not at all,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Donald Trump,Donald Trump,Ted Cruz,Version 2,No,.559685945510864, ,White Born-again/Evangelical Christians
403382,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, , ,Call 1,8, , , , , , , ,3, , ,Deported to the country they came from, , , , , , , , , , , ,45+,65+, , , , , , , ,38, ,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Satisfied, ,Male,White men, , ,Rural,Small Cities/Rural,Tennessee,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Donald Trump, ,Version 1, ,.763312935829163, , 
403384,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete, ,No,Call 1,5, , , ,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white", ,Immigration,Support, ,45+,18-64,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Very conservative,23,Tells it like it is,Other,Other,State questionnaire,Other,Non-white,South,Satisfied,Dissatisfied,Satisfied,Ted Cruz,Male,All other races, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Donald Trump, ,Version 1, ,.93700784444809,No,All others
403396,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,1, , , ,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,97,Can win in November,White,White,State questionnaire,White,White,South,Omit,Omit,Satisfied,Omit,Female,White women, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,Just today,Last few days,In the last month,This week,Donald Trump,Donald Trump, ,Version 1, ,.957097887992859,No,White Born-again/Evangelical Christians
403410,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 1,5,Marco Rubio,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,23,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll, , , , ,Marco Rubio,Not Donald Trump,Donald Trump,Version 2,No,.50151115655899, ,White Born-again/Evangelical Christians
403412,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,5, , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South,Satisfied,Satisfied,Dissatisfied,Ted Cruz,Male,White men, , ,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Marco Rubio,Not Donald Trump, ,Version 1, ,.309163987636566,No,White Born-again/Evangelical Christians
403413,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 1,8, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white", ,Economy/Jobs,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,81,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Satisfied,Marco Rubio,Male,White men, , ,Suburbs,Suburbs,Tennessee,Election day exit poll,In the last few days,Last few days,In the last month,This week,Marco Rubio,Not Donald Trump, ,Version 1, ,.410004705190659,Yes,White Born-again/Evangelical Christians
