id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,describs,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,mirprs16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,weight,whnclinc,whtevang
442630,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,Yes,Yes,Call 1,1, ,I strongly favor my candidate,Very worried,Worried, , , , ,5, , , , , , , , , , , , , ,Donald Trump, ,Be from outside the political establishment,45+,18-64, , , , , , , ,12, ,White,White,State questionnaire,White,White,Midwest, , , , ,Female,White women, , ,Rural,Small Cities/Rural, Michigan,Election day exit poll, , , , , , ,Donald Trump, ,Version 2,1.53794467449188, ,White Born-again/Evangelical Christians
442637,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,2,Yes, , , ,College graduate,College graduate,More than High school graduate,White college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ted Cruz,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,114,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.477493673563004,No,White Born-again/Evangelical Christians
442644,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 1,10, ,I like my candidate but with reservations,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Donald Trump,Donald Trump, , , , , , , , , , ,Government spending,Donald Trump, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,.957271873950958, ,All others
442656,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 1,2, ,I like my candidate but with reservations,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4,Donald Trump,Donald Trump, , , , , , , , , , ,Terrorism,Donald Trump, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,114,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Donald Trump,Ted Cruz,Version 2,1.07532322406769, ,White Born-again/Evangelical Christians
442658,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 1,10,No, , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,69,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Just today,Last few days,In the last month,This week, ,Yes,Donald Trump, ,Version 1,1.30142569541931,No,White Born-again/Evangelical Christians
442669,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,No,Call 1,10, ,I like my candidate but with reservations,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Ted Cruz,Donald Trump, , , , , , , , , , ,Terrorism,Ted Cruz, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,69,Tells it like it is,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Marco Rubio,Version 2,1.70214676856995, ,All others
442676,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,12,No, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Donald Trump,Support, ,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,136,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Omit,Dissatisfied,Satisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1,.575269758701324,No,White Born-again/Evangelical Christians
442681,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,2,No, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,John Kasich,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,114,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1,.433442294597626,Yes,White Born-again/Evangelical Christians
442682,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete, ,Yes,Call 1,10,Yes, , , ,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Government spending,Ted Cruz,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,69,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,Midwest,Yes,Satisfied,Dissatisfied,Dissatisfied,Male,All other races, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Just today,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.972296535968781,No,All others
442702,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,No,Call 1,12, ,I dislike the other candidates,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,Non white college degree,3,Would not have voted,Would not have voted, , , , , , , , , , ,Government spending,John Kasich, ,Have experience in politics,45+,18-64,Independent/Something else,Black Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,136,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Midwest, , , , ,Female,Black women,Not at all,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Has no effect on U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,1.59674978256226, ,All others
442703,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,2,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Oppose, ,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,114,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.571405827999115,No,White Born-again/Evangelical Christians
442712,30-44,30-59,30-39,18-44,18-49,30-44,30-39, , , ,Complete,No,Yes,Call 1,10, ,I strongly favor my candidate,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate, ,2,Ted Cruz,Donald Trump, , , , , , , , , , ,Omit,Ted Cruz, ,Have experience in politics,18-44,18-64,Republican, ,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,69,Omit, , ,State questionnaire, , ,Midwest, , , , ,Male, ,Omit,Omit,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Omit, ,Not Donald Trump,Omit,Version 2,.804868817329407, ,All others
442717,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,No,Call 1,2, ,I like my candidate but with reservations,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs,John Kasich, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,114,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2,.840516448020935, ,All others
442723,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,12,No, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,John Kasich,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,136,Shares my values,White,White,State questionnaire,White,White,Midwest,No,Dissatisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Not Donald Trump, ,Version 1,.960798442363739,No,White Born-again/Evangelical Christians
442725,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete, ,No,Call 1,10,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,Ted Cruz,Oppose, ,45+,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,69,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,Latino men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.812496900558472,No,All others
442726,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete, ,No,Call 1,10,Yes, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,Ted Cruz,Oppose, ,45+,18-64,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,69,Can win in November,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Male,Latino men, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump, ,Version 1,.812496900558472,No,All others
442743,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,No,Call 1,12, ,I strongly favor my candidate,Not too worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,3,Would not have voted,Would not have voted, , , , , , , , , , ,Economy/Jobs,John Kasich, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,136,Shares my values,White,White,State questionnaire,White,White,Midwest, , , , ,Male,White men,Not much,Not much or not at all,Suburbs,Suburbs, Michigan,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Ted Cruz,Version 2,.739019751548767, ,All others
442744,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,2,Yes, , , ,High school or less,No college degree,High school graduate or less,White no college degree,4, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ted Cruz,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,114,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Suburbs,Suburbs, Michigan,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Yes,Not Donald Trump, ,Version 1,.477493673563004,No,White Born-again/Evangelical Christians
