id,backside,break12c,breakfac,breakimp,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,issrep16,latino,latinos,nvrprs16,outsider,party,partybyr,partyia,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,sex,sexbyrac,sizeplac,sizeplc3,spanishq,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
122450,Complete,One of several important factors,A factor,Important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Government spending,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Tells it like it is,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,2.11520934104919,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122451,Complete,One of several important factors,A factor,Important,Yes,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Terrorism,No,No,Ted Cruz,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,79,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.61350405216217,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122452,Complete,One of several important factors,A factor,Important,Yes,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,2.15324068069458,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122453,Complete,One of several important factors,A factor,Important,No,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Ted Cruz,Omit,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,80,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.03878033161163,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
122454,Complete,One of several important factors,A factor,Important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,68,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.41479954123497,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122456,Complete,Omit,Omit,Omit,No,Call 2,3, , , , ,2,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Economy/Jobs, , ,Ted Cruz,Be from outside the political establishment, , , , , , , ,7,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000", ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.79839563369751,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122457,Complete,A minor factor,A factor,Not important,No,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Government spending, , ,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,79,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,.614929378032684,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122458,Complete,One of several important factors,A factor,Important,No,Call 2,2,Postgraduate study,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,80,Shares my values,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.974278092384338,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122459,Complete,One of several important factors,A factor,Important,Yes,Call 2,2,College graduate,College graduate,More than High school graduate,Non white college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,Yes,Yes,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,79,Can win in November,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.567610144615173,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
122460,Complete,A minor factor,A factor,Not important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Donald Trump,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,7,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,1.9343124628067,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122461,Complete,One of several important factors,A factor,Important,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Economy/Jobs,No,No,Marco Rubio,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,68,Can win in November,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.41479954123497,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122462,Complete,Omit,Omit,Omit,No,Call 1,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Omit,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,15,Shares my values,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.15324068069458,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
122463,Complete,Omit,Omit,Omit,Yes,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Immigration,No,No,Marco Rubio,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,79,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Male,All other races,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.563663482666016,All others,65+,60+,65 or over,45+,50+,60+,65+,All others
122464,Complete,The most important factor,A factor,Important,Yes,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Omit, , ,Ted Cruz,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,80,Omit,White,White,State questionnaire,White,White,White,West,Male,White men,Rural,Small Cities/Rural, ,Nevada,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.974278092384338,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122465,Complete,The most important factor,A factor,Important,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Government spending,No,No,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,20,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.870799481868744,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
122466,Complete,Omit,Omit,Omit,Yes,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Terrorism,Yes,Yes,Ted Cruz,Have experience in politics,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,7,Shares my values,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.74759912490845,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
