id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,gop201_2,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ohrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
490950,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,Latino 65+,Complete, ,No, ,1,Yes, , ,College graduate,College graduate,More than High school graduate,Non white college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,Support,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate, ,Yes,Tells it like it is,Other,Other,State questionnaire,Other,Non-white,Midwest,No,Male,All other races,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Donald Trump, ,Version 1, , , ,.922993302345276,No,All others
490953,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,2,Yes, , , , , , ,3,Omit, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , ,Economy/Jobs,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,2.53287363052368, ,White Born-again/Evangelical Christians
490955,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,16,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,2,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Omit,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Donald Trump, ,Version 1, , , ,1.25086939334869,No,All others
490956,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes, ,16,No, , ,College graduate,College graduate,More than High school graduate,White college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Immigration,Omit,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,1.25086939334869,No,White Born-again/Evangelical Christians
490957,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,13,No, , ,College graduate,College graduate,More than High school graduate,White college degree,2,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,18-64,Democrat,White Democrat,Democrat,Democratic Men,Conservative,Conservative,Somewhat conservative, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,1.25086939334869,No,All others
490961,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,No, ,1,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Getting ahead financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Oppose,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Ohio,Telephone survey,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, ,No,Donald Trump, ,Version 1, , , ,.629445731639862,No,All others
490963,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No, ,14,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate, ,No,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,1.26643681526184,Yes,All others
490966,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes, ,14,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Falling behind financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,Support,Donald Trump, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,.629445731639862,Yes,White Born-again/Evangelical Christians
490967,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes, ,11,Yes, , ,College graduate,College graduate,More than High school graduate,White college degree,1,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Oppose,Donald Trump, ,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Suburbs,Suburbs,Ohio,Telephone survey,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,1.25086939334869,No,White Born-again/Evangelical Christians
490968,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,8,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,5,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Oppose,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,1.26643681526184,No,White Born-again/Evangelical Christians
490969,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,8,Yes, , ,High school or less,No college degree,High school graduate or less,White no college degree,3,Holding steady financially, , , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Oppose,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate, ,No,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.629445731639862,No,White Born-again/Evangelical Christians
490973,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No, ,13,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Yes,Female,White women,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Omit,Donald Trump, ,Version 1, , , ,1.26643681526184,Yes,All others
490974,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete, ,Yes, ,12,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4,Getting ahead financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Economy/Jobs,Support,Donald Trump, ,45+,65+,Independent/Something else,Black Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative, ,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Midwest,No,Male,Black men,Suburbs,Suburbs,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Donald Trump, ,Version 1, , , ,1.50700318813324,No,All others
490975,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,15,No, , ,High school or less,No college degree,High school graduate or less,White no college degree,4,Holding steady financially, , , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Liberal,Liberal, ,Yes,Tells it like it is,White,White,State questionnaire,White,White,Midwest,No,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Telephone survey,Be satisfied with that choice,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Donald Trump, ,Version 1, , , ,.568867921829224,Yes,White Born-again/Evangelical Christians
490977,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No, ,12,Yes, , ,Postgraduate study,College graduate,More than High school graduate,White college degree,4,Holding steady financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate, ,Yes,Shares my values,White,White,State questionnaire,White,White,Midwest,Yes,Male,White men,"Cities over 500,000","Cities over 50,000",Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,1.25086939334869,No,All others
490979,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes, ,13,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Support,Donald Trump, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative, ,No,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Female,White women,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Donald Trump, ,Version 1, , , ,5.03346681594849,No,White Born-again/Evangelical Christians
490985,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,7,Omit, , ,College graduate,College graduate,More than High school graduate,White college degree,5,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , ,Immigration,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Omit,Male,White men,Suburbs,Suburbs,Ohio,Telephone survey,Omit,Omit,Omit,Omit,Omit, ,Yes,Donald Trump, ,Version 1, , , ,.568867921829224,No,White Born-again/Evangelical Christians
490989,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes, ,7,No, , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Falling behind financially, , , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Support,Donald Trump, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative, ,Yes,Can bring needed change,White,White,State questionnaire,White,White,Midwest,No,Male,White men,Rural,Small Cities/Rural,Ohio,Telephone survey,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Omit,Donald Trump, ,Version 1, , , ,.853301882743835,Yes,White Born-again/Evangelical Christians
