id,backside,brnagain,call,cdnum,ctrprs16,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
580991,Not complete, ,Call 2,2,Donald Trump, , , , ,For your candidate,3, , , , , , , , , , , , , , , , , , ,51, ,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Donald Trump,Version 1,Not vote for him,Probably vote for him,Definitely vote for him, ,.694911181926727, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
580993,Complete,No,Call 2,5,Ted Cruz,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,12,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,Female,All other races,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Probably vote for him,Help the U.S. economy,.577878594398499,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,All others
580994,Complete,No,Call 2,3,John Kasich,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry", , , , , , , ,Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,46,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.25134313106537,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580998,Complete,No,Call 2,2,Uncommitted,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,2,Omit,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,29,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Not vote for him,Probably vote for him,Hurt the U.S. economy,1.78871428966522,Yes,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
580999,Complete,No,Call 2,1,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,84,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,.540226519107819,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
581002,Complete,No,Call 2,3,John Kasich,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry", , , , , , , ,Economy/Jobs,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,46,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,1.25134313106537, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581004,Complete,Yes,Call 2,2,Donald Trump,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,51,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.694911181926727,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
581005,Complete,Yes,Call 2,3,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,1,Who the delegates think would be the best nominee,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,41,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Not vote for him,Definitely vote for him,Not vote for him,Help the U.S. economy,.68144279718399,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
581006,Complete,No,Call 2,5,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Immigration,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,12,Tells it like it is,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Donald Trump,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him,Help the U.S. economy,.708397746086121,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
581008,Complete,No,Call 2,2,Ted Cruz,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,29,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him,Help the U.S. economy,.681697368621826,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
581009,Complete, ,Call 2,1,Donald Trump,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,For your candidate,2,Omit,Omit,Omit, , , , , , , ,Omit,Republican,All Republicans,Republican,Republican Women, , , ,84,Omit,Black,Black,State questionnaire,Black,Non-white,East,Female,Black women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Not vote for him,Definitely vote for him,Omit,1.5279723405838,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
581010,Complete,No,Call 2,3,Ted Cruz,High school or less,No college degree,High school graduate or less,White no college degree,Against his opponents,2,With the most votes in the primaries,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , , , ,Moderate/Liberal,Moderate,Moderate,85,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Not vote for him,Probably vote for him,Not vote for him,Help the U.S. economy,.955691516399384,No,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
581014,Complete,No,Call 2,2,Donald Trump,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,51,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Donald Trump,Version 1,Probably vote for him,Probably vote for him,Definitely vote for him,Help the U.S. economy,.746408104896545,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581015,Complete,No,Call 2,3,Ted Cruz,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,46,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,Probably vote for him,Probably vote for him,Not vote for him,Hurt the U.S. economy,.746146559715271,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
581017,Complete,No,Call 2,5,John Kasich,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,12,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Omit,Omit,Omit,Hurt the U.S. economy,.885408997535706,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581019,Complete,No,Call 2,1,Donald Trump,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,84,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Donald Trump,Version 1,Not vote for him,Definitely vote for him,Definitely vote for him,Hurt the U.S. economy,.502954661846161,No,All others,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
