id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzhone,cuban3,educ12r,educcoll,educhs,educwhit,flrprs16,geocode,getahead,gop20162,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,israelsu,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,raceai,region,rel5,relign10,relwhite,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,socsecur,spanishq,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trumphon,trumpvot,unfairre,version,votenovc,votenovr,votenovt,weight,whnclinc,whtevang
501416,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,15, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,52,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Not vote for him,.663001596927643, , 
501547,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,16, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,69,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,John Kasich,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.686472058296204, , 
501577,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,16, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,69,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.505347430706024, , 
501915,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No, ,Call 2,15, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,3, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,52,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Definitely vote for him,.667568922042847, , 
501931,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 2,15, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Too strong,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,52,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.488682478666306, , 
502043,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,10, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,4, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Economy/Jobs, ,Have experience in politics,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,61,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Probably vote for him,Probably vote for him,Not vote for him,.684001445770264, , 
502138,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No, ,Call 2,13, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,45+,65+,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,93,Can bring needed change,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.53375369310379, , 
502189,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 2,8, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,4,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,1.53223788738251, , 
502346,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,12, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,3, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Very conservative,90,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Omit,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.842970609664917, , 
502418,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 3,10, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,4, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,98,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Not vote for him,.736262142658234, , 
502472,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,2, ,No,College graduate,College graduate,More than High school graduate,White college degree,Ted Cruz,1, ,Donald Trump, , , , , , , , , , ,About right,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.669886350631714, , 
502496,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 3,2, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,68,Can win in November,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Probably vote for him,Probably vote for him,.669886350631714, , 
502510,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 3,6, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, ,Donald Trump, , , , , , , , , , ,Not strong enough,Government spending, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,100,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Marco Rubio,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.733026742935181, , 
502528,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No, ,Call 3,6, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,100,Omit,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,Suburbs,Suburbs,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Probably vote for him,.733026742935181, , 
502605,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 3,18, ,No,High school or less,No college degree,High school graduate or less,White no college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,102,Tells it like it is,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Mormon,Protestant/Other Non-Catholic Christian, ,Male,White men,Suburbs,Suburbs,Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,.884575545787811, , 
502630,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,2, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,1, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,67,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Not vote for him,Not vote for him,Not vote for him,1.13369488716125, , 
502762,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+, ,Complete,Yes, ,Call 3,26, ,"Yes, Cuban",Postgraduate study,College graduate,More than High school graduate,Non white college degree,Ted Cruz,5, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Government spending, ,Omit,45+,65+,Independent/Something else,Latino Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,75,Can bring needed change,Other, ,State questionnaire,Hispanic/Latino,Non-white, ,South,Protestant/Other Non-Catholic Christian,Protestant, , ,Male,Latino men,Rural,Small Cities/Rural,No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Omit,Version 2,Probably vote for him,Not vote for him,Not vote for him,.328325837850571, , 
502768,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,8, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, ,Marco Rubio, , , , , , , , , , ,Not strong enough,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,9,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000",No,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Donald Trump,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.475375443696976, , 
502788,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 3,8, ,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Ted Cruz,2, ,Donald Trump, , , , , , , , , , ,Not strong enough,Terrorism, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,9,Shares my values,White,White,State questionnaire,White,White, ,South,Protestant/Other Non-Catholic Christian,Other christian,Protestant/Other Non-Catholic Christian, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Yes,English,Florida,Election day exit poll, , , , , , ,Not Donald Trump,Ted Cruz,Version 2,Definitely vote for him,Definitely vote for him,Definitely vote for him,.472123026847839, , 
