ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BETRAYEDDEM,BREAK16PRID,BREAKFACTD,BREAKIMPD,CALL,CDNUM,CLINTONLIB,CONTACT16PRI,ECONDEM16,ECONDEMCLIN,ECONDEMSANDERS,ECONFAIR,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GETAHEAD,GOVTANGR16,GOVTANGR16B,GUNOWNER12,GUNPLCY16CLIN,GUNPLCY16SAND,GUNPLCYDEM16,HEALTHDEM16,HEALTHDEMCLIN,HEALTHDEMSANDERS,HONESTDEM16,HONESTDEM16CLIN,HONESTDEM16SAND,INC100K,INC30K,INC50K,INCINEQDEM16,INCINEQDEMCLIN,INCINEQDEMSANDERS,INCOME3,INCOME4,INCOME16,INCWHITE,INTCRISISDEM16,INTCRISISDEMCLIN,INTCRISISDEMSANDERS,ISSDEM16,ISSVQUAL,LIFE,MARRIED,NHDPRS16,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,REGION,REGNHDEM,SANDERSLIB,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SINGLEPAYER,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TERRWORR,TERWORR2,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC
112094.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,Call 1,1.0,,,,,,,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,102.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Male,White men,,Support,Suburbs,Suburbs,New Hampshire,Increase for all,Election day exit poll,Not too worried,Not too or not at all worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.31516170501709,No
112096.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,,,Call 1,2.0,Too liberal,Yes,,,,Favors the wealthy,,,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Neither of them,Only Sanders or neither of them,Only Clinton or neither of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Neither of them,Only Sanders or Neither of them,Only Clinton or Neither of them,Economy/Jobs,,Worse than life today,Yes,Bernie Sanders,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,103.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,Too liberal,,,Male,White men,Married men,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.61871433258057,No
112098.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,Call 1,1.0,,,,,,,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,39.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Dissatisfied,Satisifed,Female,White women,,Oppose,Suburbs,Suburbs,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,0.599821746349335,No
112142.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,One of several important factors,A factor,Important,Call 1,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",50k or more,,,,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Bernie Sanders,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,103.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.55275797843933,No
112145.0,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,Call 1,1.0,,,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,102.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Female,White women,,Support,Suburbs,Suburbs,New Hampshire,Not increase for anyone,Election day exit poll,Somewhat worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 3,1.20108258724213,No
112165.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 1,1.0,Too liberal,No,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Holding steady financially,,,,,,,,,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,,Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Worse than life today,Yes,Bernie Sanders,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,102.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Married women,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.0175746679306,
112183.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,,,Call 1,1.0,Too liberal,No,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Economy/Jobs,,Worse than life today,Yes,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,102.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Married women,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.28999948501587,No
112285.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,Call 2,2.0,,,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",No,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,52.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,,Dissatisfied,Satisifed,Female,White women,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Very worried,Very or somewhat worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,1.01839435100555,No
112286.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,,,Call 2,2.0,Too liberal,Yes,,,,Favors the wealthy,,,College graduate,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"Under $30,000",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Income inequality,,Worse than life today,No,Bernie Sanders,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,52.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Non married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,0.862798511981964,No
112287.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete,,,,,Call 2,2.0,,,,,,,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",No,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",,,,,,,,Bernie Sanders,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,All others,Somewhat liberal,Liberal,Liberal,52.0,No,,Other,Asian,State questionnaire,Asian,Non-white,East,Registered as Undeclared/Independent,,Satisifed,Satisifed,Female,All other races,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Not too worried,Not too or not at all worried,,,,,Only Sanders or Neither of them,Only Sanders,Only Sanders or Both of them,Version 3,0.986412048339844,No
112289.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,,,Call 2,2.0,Not liberal enough,Yes,,,,Favors the wealthy,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Better than life today,Yes,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,52.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Male,White men,Married men,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.37797975540161,Yes
112290.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,,,,Call 2,2.0,Not liberal enough,No,,,,Favors the wealthy,,,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Holding steady financially,,,,,,,,,,,,,100k or more,"$30,000 or more",50k or more,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Income inequality,,Better than life today,Yes,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,52.0,,Honest and trustworthy,White,White,State questionnaire,White,White,East,Registered as Democrat,About right,,,Female,White women,Married women,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.09378671646118,No
112291.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,A minor factor,A factor,Not important,Call 2,2.0,,,Both of them,Only Clinton or both of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"Under $30,000",Less than 50k,,,,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",,,,Health care,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,Moderate or conservative,Conservative,52.0,,Cares about people like me,White,White,State questionnaire,White,White,East,,,,,Female,White women,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.05277645587921,Yes
112292.0,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,,,,Call 2,1.0,Not liberal enough,No,,,,Favors the wealthy,,,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Holding steady financially,,,,,,,,,,,,,Less than 100k,"$30,000 or more",50k or more,Both of them,Only Clinton or both of them,Only Sanders or both of them,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Both of them,Only Clinton or Both of them,Only Sanders or Both of them,Terrorism,,Better than life today,No,Bernie Sanders,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,107.0,,Cares about people like me,White,White,State questionnaire,White,White,East,Registered as Undeclared/Independent,About right,,,Female,White women,Non married women,,Suburbs,Suburbs,New Hampshire,,Election day exit poll,,,,,,,,,,Version 2,1.16156113147736,No
112293.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,One of several important factors,A factor,Important,Call 2,2.0,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,,,,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,,,,,,,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Only Sanders,Only Sanders or Neither of them,Only Sanders or Both of them,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,Economy/Jobs,My candidate's positions on the issues,,,Bernie Sanders,Generally continue Barack Obama's policies,Have experience in politics,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,42.0,,Has the right experience,White,White,State questionnaire,White,White,East,,,,,Male,White men,,,Rural,Small Cities/Rural,New Hampshire,,Election day exit poll,,,Before that,Earlier than that,Earlier than that,Earlier than that,,,,Version 1,1.09997224807739,Yes
112295.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,Call 2,2.0,,,,,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",Yes,Only Clinton or both of them,Only Sanders or both of them,Both of them,,,,,,,100k or more,"$30,000 or more",50k or more,,,,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,52.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Satisifed,Satisifed,Male,White men,,Support,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Not at all worried,Not too or not at all worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,1.04037034511566,No
112296.0,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,Call 2,2.0,,,,,,,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5.0,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Yes,Only Sanders or neither of them,Only Clinton or neither of them,Neither of them,,,,,,,Less than 100k,"$30,000 or more",Less than 50k,,,,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,,,,Bernie Sanders,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,42.0,Yes,,White,White,State questionnaire,White,White,East,Registered as Democrat,,Dissatisfied,Satisifed,Male,White men,,Oppose,Rural,Small Cities/Rural,New Hampshire,"Increase only on income over $250,000",Election day exit poll,Not too worried,Not too or not at all worried,,,,,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 3,1.06078910827637,Yes
