id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,garprs16,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,intcrisi,issrep16,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,satcruz,satrubio,sattrump,scotusre,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,unfairre,version,vetvoter,weight,whnclinc,whtevang
414651,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 3,8,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,5, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,155,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.725911796092987, ,White Born-again/Evangelical Christians
414653,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,14, , , ,High school or less,No college degree,High school graduate or less,White no college degree,Marco Rubio,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,147,Tells it like it is,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,Omit,Male,White men, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,1.40368020534515,No,White Born-again/Evangelical Christians
414670,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Yes,Call 3,9,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,1, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,110,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.04376411437988, ,White Born-again/Evangelical Christians
414672,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 3,7, , , ,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Terrorism,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,105,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.818785190582275,No,White Born-again/Evangelical Christians
414674,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 3,6, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white", ,Economy/Jobs,Oppose, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,88,Can win in November,White,White,State questionnaire,White,White,South,Dissatisfied,Satisfied,Dissatisfied,John Kasich,Male,White men, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump, ,Version 1, ,1.34677863121033,No,All others
414684,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,No,Call 3,8,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,5, , , , , , , , , , ,Ted Cruz,Government spending, ,Be from outside the political establishment,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,155,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Not at all,Not much or not at all,Rural,Small Cities/Rural, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,Yes,.66720324754715, ,All others
414688,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 3,14,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,1, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,71,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Marco Rubio,Version 2,No,1.54344868659973, ,White Born-again/Evangelical Christians
414699,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Yes,Call 3,7,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,99,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,Yes,1.26277565956116, ,White Born-again/Evangelical Christians
414710,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Not complete,No, ,Call 3,6, ,Somewhat worried,Worried, , , , ,Marco Rubio,3, , , , , , , , , , , , , ,Have experience in politics,18-44,18-64, , , , , , , ,88, ,Other,Asian,State questionnaire,Asian,Non-white,South, , , , ,Male,All other races,Not at all,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump, ,Version 2,No,1.40085566043854, , 
414722,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete, ,Yes,Call 3,7, , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Marco Rubio,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white", ,Economy/Jobs,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,105,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,South,Satisfied,Satisfied,Satisfied,Ted Cruz,Female,Latino women, , ,Suburbs,Suburbs, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,.852718889713287,No,All others
414728,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Yes,Call 3,7,Marco Rubio,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,99,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.26277565956116, ,White Born-again/Evangelical Christians
414753,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 3,14, , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white", ,Government spending,Oppose, ,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,145,Shares my values,White,White,State questionnaire,White,White,South,Dissatisfied,Dissatisfied,Dissatisfied,John Kasich,Female,White women, , ,Rural,Small Cities/Rural, Georgia,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump, ,Version 1, ,1.42076361179352,No,White Born-again/Evangelical Christians
414757,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 3,7,Donald Trump,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,105,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Omit,Version 2,No,.965055704116821, ,White Born-again/Evangelical Christians
414764,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Omit,Yes,Call 3,7,Omit,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,2, , , , , , , , , , ,Omit,Government spending, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,99,Omit,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.28981626033783, ,White Born-again/Evangelical Christians
414771,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Yes,Call 3,13,Donald Trump,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Marco Rubio,3, , , , , , , , , , ,Ted Cruz,Terrorism, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,26,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.611530363559723, ,White Born-again/Evangelical Christians
414778,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Yes,Call 3,6,John Kasich,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,3, , , , , , , , , , ,John Kasich,Government spending, ,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,88,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,1.64458954334259, ,White Born-again/Evangelical Christians
414792,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 3,7,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Economy/Jobs, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,105,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.965055704116821, ,All others
414809,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Yes,Call 3,6,Marco Rubio,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Marco Rubio,3, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,88,Tells it like it is,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Somewhat,A great deal or somewhat,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Ted Cruz,Version 2,No,1.5873715877533, ,White Born-again/Evangelical Christians
414826,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,No,Call 3,7,Marco Rubio,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,2, , , , , , , , , , ,Marco Rubio,Terrorism, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,105,Can win in November,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.999841809272766, ,All others
414847,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,No,Call 3,13,Marco Rubio,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Marco Rubio,3, , , , , , , , , , ,Marco Rubio,Government spending, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,Not much,Not much or not at all,Suburbs,Suburbs, Georgia,Election day exit poll, , , , ,Not Donald Trump,Donald Trump,Version 2,No,.678424656391144, ,All others
