id,backside,betrayed,brnagain,call,cdnum,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,hrctrump,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,nerprs16,novtrump,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
629149,Complete,Yes,No,Call 2,1,Postgraduate study,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,14,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.896615028381348,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629150,Complete,No,Yes,Call 2,2,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,30,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Omit,Donald Trump,Optimistic,Excited or optimistic,Version 1,.434330374002457,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629152,Complete,Yes,Yes,Call 2,3,College graduate,College graduate,More than High school graduate,White college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,55,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.53355157375336,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629154,Complete,Yes,No,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,14,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.896615028381348,No,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
629155,Complete,Yes,No,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,65,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,In the last few days,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.56267189979553,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
629157,Complete,Yes,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,Donald Trump,Not too likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Moderate/Liberal,Moderate,Moderate,55,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,Midwest,Female,All other races,Rural,Small Cities/Rural, Nebraska,Election day exit poll,In the last few days,Last few days,In the last month,This week,Takes away U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,1.53355157375336,No,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
629158,Complete,No,No,Call 2,1,High school or less,No college degree,High school graduate or less,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Somewhat likely,Independent/Something else,White Independent,Independent,Independent Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,14,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Just today,Last few days,In the last month,This week,Creates more U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.896615028381348,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629160,Complete,No,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Somewhat conservative,55,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Has no effect on U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,1.57992041110992,No,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
629161,Complete,No,No,Call 2,1,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,80,Can win in November,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs, Nebraska,Election day exit poll,Just today,Last few days,In the last month,This week,Creates more U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.618920147418976,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
629162,Complete,No,Yes,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,65,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,1.51680934429169,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
629163,Complete,No,Yes,Call 2,1,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Women,Will still be divided in November,Conservative,Conservative,Very conservative,65,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,1.51680934429169,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
629164,Complete,No,No,Call 2,3,High school or less,No college degree,High school graduate or less,Non white no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Immigration,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Is divided now but will unite by November,Conservative,Conservative,Very conservative,55,Tells it like it is,Other,American Indian,State questionnaire,Other,Non-white,Midwest,Male,All other races,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,1.57992041110992,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,All others
629165,Complete,Yes,No,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Donald Trump,Very likely,Independent/Something else,White Independent,Independent,Independent Men,Will still be divided in November,Moderate/Liberal,Moderate,Moderate,9,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Takes away U.S. jobs,Donald Trump,Optimistic,Excited or optimistic,Version 1,.730713188648224,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629166,Complete,No,No,Call 2,2,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Women,Is divided now but will unite by November,Conservative,Conservative,Somewhat conservative,30,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Has no effect on U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.421583294868469,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629168,Complete,Yes,Yes,Call 2,2,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Donald Trump,Somewhat likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,30,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Concerned,Concerned or scared,Version 1,.434330374002457,No,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
629169,Complete,No,Yes,Call 2,3,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Vote for Donald Trump,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Donald Trump,Very likely,Republican,All Republicans,Republican,Republican Men,Will still be divided in November,Conservative,Conservative,Very conservative,9,Tells it like it is,White,White,State questionnaire,White,White,Midwest,Male,White men,Rural,Small Cities/Rural, Nebraska,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Creates more U.S. jobs,Donald Trump,Excited,Excited or optimistic,Version 1,.730713188648224,Yes,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
