ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA08,SENGA08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BAILOUT,BRNAGAIN,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BAILOUT2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4450960.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.574564337730408,John McCain,Did not vote,Male,White,18-24,Republican,Conservative,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Shares my values,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451624.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.609679102897644,John McCain,Jim Martin,Female,White,50-59,Republican,Liberal,"$150,000-$199,999",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Somewhat worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4450916.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.747927069664001,John McCain,Jim Martin,Male,White,50-59,Republican,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,Strongly oppose,Yes,The economy,Poor,Not at all worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4413979.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.76570326089859,John McCain,Jim Martin,Male,Black,45-49,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,Somewhat support,Yes,The economy,Good,Somewhat worried,No,Can bring about needed change,One of several important factors,Earlier in October,Approve,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,Support,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Excellent/Good,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4413865.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.76570326089859,John McCain,Jim Martin,Male,Black,30-39,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Somewhat support,Yes,The economy,Good,Very worried,No,Can bring about needed change,One of several important factors,Sometime last week,Approve,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,Support,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Excellent/Good,Worried,Republican,Black non Democrat,All Republicans,All others,Black,All others,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412774.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.500748455524445,John McCain,Saxby Chambliss,Male,White,30-39,Independent,Conservative,"$200,000 or more",Postgraduate study,No,Strongly approve,Strongly oppose,No,Terrorism,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,In the last three days,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451451.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.408189356327057,John McCain,Saxby Chambliss,Female,White,50-59,Republican,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Has the right experience,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412505.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408189356327057,John McCain,Saxby Chambliss,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Somewhat support,No,The economy,Poor,Very worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Support,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412410.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.500748455524445,John McCain,Saxby Chambliss,Male,White,45-49,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat approve,Somewhat oppose,Yes,Energy policy,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451172.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.385762900114059,John McCain,Saxby Chambliss,Female,White,18-24,Republican,Conservative,"Under $15,000",High school graduate,No,Somewhat disapprove,Strongly oppose,No,Terrorism,Poor,Not at all worried,Yes,Cares about people like me,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Oppose,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4451055.0, Georgia,86.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.500748455524445,John McCain,Saxby Chambliss,Male,White,50-59,Republican,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,Strongly oppose,No,The economy,Poor,Not at all worried,No,Has the right experience,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4412004.0, Georgia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.408189356327057,John McCain,Saxby Chambliss,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Somewhat support,Yes,The economy,Not so good,Very worried,No,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431285.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.500748455524445,John McCain,Saxby Chambliss,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Somewhat oppose,No,The economy,Not so good,Not too worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431284.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.500748455524445,John McCain,Saxby Chambliss,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat disapprove,Somewhat oppose,No,The economy,Not so good,Not too worried,No,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Oppose,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
4431230.0, Georgia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.408189356327057,John McCain,Saxby Chambliss,Female,White,30-39,Republican,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Somewhat support,No,The war in Iraq,Poor,Very worried,No,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Support,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,South,South,Town,Rural,Rural,Very upscale,31522.0
