ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESKS04,SENKS04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1484067.0,Kansas,45.0,State,1.0,Call 1,0.804159760475159,Bush,Brownback,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,No,During the last month,For your candidate,Somewhat disapprove,Somewhat approve,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1509435.0,Kansas,12.0,State,1.0,Call 2,1.11637151241302,Kerry,Brownback,Male,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,No,,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1488039.0,Kansas,25.0,National,4.0,Call 1,1.63920068740845,Bush,Brownback,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",,,,,Before that,,,,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Rural,Small cities and Rural,2.0,66075.0
1510536.0,Kansas,33.0,State,1.0,Call 2,0.827051818370819,Bush,Brownback,Male,White,75 or over,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,No,No,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1510535.0,Kansas,45.0,State,1.0,Call 2,1.18312728404999,Kerry,Jones,Male,White,75 or over,Democrat,Moderate,"Under $15,000",Worse today,Catholic,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1511637.0,Kansas,20.0,National,3.0,Call 2,0.945692658424377,Bush,Brownback,Male,White,45-49,Republican,Moderate,"$150,000-$199,999",,Protestant,No,No,,For your candidate,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,,,,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1484061.0,Kansas,35.0,State,1.0,Call 1,0.957488000392914,Bush,Brownback,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,No,In the last three days,For your candidate,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1533695.0,Kansas,26.0,State,1.0,Call 3,0.829822957515717,Bush,Brownback,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1510018.0,Kansas,19.0,State,1.0,Call 2,1.04318404197693,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66218.0
1485159.0,Kansas,46.0,National,3.0,Call 1,0.9688521027565,Kerry,Brownback,Female,White,60-64,Democrat,Conservative,"$30,000-$49,999",,Catholic,No,No,,Against his opponent,,,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,,,,,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1485158.0,Kansas,35.0,State,1.0,Call 1,0.551282227039337,Kerry,Jones,Female,,,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,,,,,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1485032.0,Kansas,16.0,State,1.0,Call 1,1.13843131065369,Kerry,Brownback,Male,White,65-74,Republican,Moderate,"$75,000-$99,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1481847.0,Kansas,24.0,State,1.0,Call 1,0.850591719150543,Bush,,Male,White,,,,,Omit,,,,Omit,Omit,Omit,Omit,White male,,,,,,,,,All others,All others,Omit,Omit,Omit,Omit,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1511625.0,Kansas,26.0,State,1.0,Call 2,0.615229487419128,Kerry,Jones,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1485152.0,Kansas,3.0,State,1.0,Call 1,0.996048033237457,Bush,Brownback,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67133.0
1485150.0,Kansas,33.0,State,1.0,Call 1,0.827051818370819,Bush,Brownback,Male,White,65-74,Republican,Moderate,,Better today,Protestant,No,,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1482941.0,Kansas,26.0,State,1.0,Call 1,0.628210127353668,Bush,Jones,Male,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,None,No,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1512721.0,Kansas,46.0,National,1.0,Call 2,0.602241814136505,Bush,Brownback,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,No,No,Before that,,Strongly approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,"City: 50,000 to 500,000","City over 50,000",2.0,66604.0
1510514.0,Kansas,42.0,State,1.0,Call 2,1.16961634159088,Bush,Brownback,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",About the same,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Wichita area,Suburbs,Suburbs,4.0,67215.0
1510513.0,Kansas,35.0,State,1.0,Call 2,0.957488000392914,Bush,Brownback,Male,White,40-44,Republican,,"$75,000-$99,999",About the same,Catholic,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67401.0
1482825.0,Kansas,24.0,State,1.0,Call 1,0.740601003170013,Bush,Brownback,Female,Hispanic/Latino,30-39,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Topeka/Kansas City area,Suburbs,Suburbs,2.0,66086.0
1532652.0,Kansas,42.0,State,1.0,Call 3,1.04435431957245,Bush,Brownback,Female,Hispanic/Latino,25-29,Republican,Liberal,"$50,000-$74,999",Worse today,Something else,No,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,Non-white female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Wichita area,Suburbs,Suburbs,4.0,67215.0
1484038.0,Kansas,33.0,State,1.0,Call 1,0.881524860858917,Kerry,Jones,Male,White,65-74,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Wichita area,"City: 10,000 to 49,999",Small cities and Rural,1.0,67502.0
1509814.0,Kansas,16.0,State,1.0,Call 2,1.30805540084839,Nader,Brownback,Female,White,18-24,Republican,Conservative,"$200,000 or more",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66207.0
1510508.0,Kansas,26.0,State,1.0,Call 2,0.574245274066925,Kerry,Jones,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Catholic,No,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural counties,Rural,Small cities and Rural,1.0,67456.0
1484035.0,Kansas,12.0,State,1.0,Call 1,1.19160509109497,Bush,Brownback,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
1533699.0,Kansas,20.0,National,4.0,Call 3,1.20499861240387,Kerry,Jones,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",,,,No,Before that,,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kansas City suburbs/Southeast,Suburbs,Suburbs,3.0,66227.0
1533667.0,Kansas,12.0,State,1.0,Call 3,0.788839221000671,Kerry,Jones,Female,White,18-24,Democrat,Moderate,"$30,000-$49,999",Better today,Other Christian,,,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,67846.0
