ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNV04,SENNV04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNV,MOVETONV,YUCCAMTN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1517990.0,Nevada,60.0,State,1.0,Call 2,Complete,Exit poll,0.645209968090057,Kerry,Reid,Female,White,30-39,Independent,Moderate,No,"$30,000-$49,999",Better today,Catholic,College graduate,"Yes, I do",No,No,Before that,Against his opponent,Education,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Only John Kerry,Very badly,Good,I moved to NV in the last 4 years,Somewhat important,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89883.0
1517998.0,Nevada,12.0,State,1.0,Call 2,Complete,Exit poll,0.722754776477814,,Reid,Female,,65-74,Democrat,,No,,About the same,Protestant,Did not complete high school,"Yes, I do",,No,Just today,Omit,Iraq,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Omit,Omit,Very badly,Not so good,I moved to NV more than 10 years ago,Very important,,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Omit,Omit,Someone in household is union member,Voter is union member,All others,,Clark County,Suburbs,Suburbs,3.0,89014.0
1518004.0,Nevada,51.0,State,1.0,Call 2,Complete,Exit poll,1.31387293338776,Bush,Ziser,Male,White,65-74,Republican,Moderate,No,"$100,000-$149,999",About the same,Protestant,College graduate,No one does,Yes,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Not too important,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,2.0,89052.0
1518005.0,Nevada,40.0,State,1.0,Call 2,Complete,Exit poll,0.397044748067856,Kerry,Reid,Male,Other,18-24,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,High school graduate,No one does,No,No,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I moved to NV in the last 4 years,Very important,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Clark County,Suburbs,Suburbs,1.0,89032.0
1518010.0,Nevada,22.0,State,1.0,Call 2,Complete,Exit poll,0.496021687984467,Kerry,Reid,Male,Black,18-24,Democrat,Conservative,Yes,"$30,000-$49,999",Worse today,Other Christian,High school graduate,No one does,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Good,I moved to NV 5-10 years ago,Somewhat important,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Black,Clark County,Suburbs,Suburbs,1.0,89031.0
1518011.0,Nevada,65.0,State,1.0,Call 2,Complete,Exit poll,0.505744516849518,Kerry,Reid,Male,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,College graduate,No one does,Yes,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Both of them,Somewhat badly,Good,I moved to NV 5-10 years ago,Very important,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89008.0
1518014.0,Nevada,2.0,State,1.0,Call 2,Complete,Exit poll,1.30237460136414,Bush,Ziser,Female,White,25-29,Republican,Liberal,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,"Yes, I do",Yes,No,In the last three days,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NV,Somewhat important,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Rural Counties,"City: 50,000 to 500,000","City over 50,000",2.0,89701.0
1518017.0,Nevada,17.0,State,1.0,Call 2,Complete,Exit poll,0.684089064598084,Bush,Ziser,Male,Black,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,Catholic,College graduate,No one does,Yes,No,During the last month,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I moved to NV in the last 4 years,Somewhat important,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Black,Clark County,Suburbs,Suburbs,3.0,89118.0
1518033.0,Nevada,61.0,State,1.0,Call 2,Complete,Exit poll,0.690501868724823,Bush,Ziser,Male,White,18-24,Republican,Conservative,Yes,"$100,000-$149,999",Better today,Other Christian,Some college/associate degree,No one does,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV more than 10 years ago,Not too important,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89815.0
1518036.0,Nevada,4.0,State,1.0,Call 2,Complete,Exit poll,0.391951084136963,Kerry,Reid,Male,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,"Yes, I do",Yes,No,Before that,Against his opponent,Omit,Cares about people like me,Strongly disapprove,Somewhat approve,Safer from terrorism,Neither of them,Only John Kerry,Somewhat well,Good,I moved to NV more than 10 years ago,Very important,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Clark County,"City over 500,000","City over 50,000",3.0,89110.0
1518046.0,Nevada,20.0,State,1.0,Call 2,Complete,Exit poll,0.778591334819794,Bush,Ziser,Male,White,60-64,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV 5-10 years ago,Not too important,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89012.0
1518063.0,Nevada,12.0,State,1.0,Call 2,Complete,Exit poll,0.493913918733597,Kerry,None of these candidates,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",Worse today,None,College graduate,No one does,No,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Omit,,Very important,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Clark County,Suburbs,Suburbs,3.0,89014.0
1518068.0,Nevada,2.0,State,1.0,Call 2,Complete,Exit poll,1.26513028144836,Bush,Ziser,Male,Hispanic/Latino,45-49,Republican,Moderate,No,"Under $15,000",Worse today,Muslim,High school graduate,"Yes, I do",No,Yes,Just today,Against his opponent,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,Poor,I was born in NV,Very important,Non-white male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Hispanic/Latino,Rural Counties,"City: 50,000 to 500,000","City over 50,000",2.0,89701.0
1518069.0,Nevada,69.0,State,1.0,Call 2,Complete,Exit poll,0.974827766418457,Kerry,Ziser,Male,White,18-24,Democrat,Moderate,,"$30,000-$49,999",Better today,Other Christian,High school graduate,"Yes, someone else does",No,,Before that,Omit,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Omit,Neither of them,Only John Kerry,Very well,Omit,I moved to NV in the last 4 years,Not at all important,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Washoe County,Suburbs,Suburbs,2.0,89433.0
1518072.0,Nevada,72.0,State,1.0,Call 2,Complete,Exit poll,0.748863637447357,Kerry,Ziser,Female,Black,30-39,Republican,Conservative,No,"$200,000 or more",Better today,Other Christian,College graduate,No one does,Yes,No,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NV in the last 4 years,Somewhat important,Non-white female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,Black,Washoe County,Suburbs,Suburbs,2.0,89451.0
1518079.0,Nevada,60.0,State,1.0,Call 2,Complete,Exit poll,0.729882836341858,Bush,Ziser,Male,White,50-59,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Some college/associate degree,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,I moved to NV more than 10 years ago,Somewhat important,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Rural Counties,Rural,Small cities and Rural,2.0,89883.0
