ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCO04,SENCO04,AMND36CO,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,MARRIED,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECCO,QUAL04CO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1494941.0,Colorado,95.0,State,1.0,Call 1,Complete,Exit poll,0.421205371618271,Kerry,Salazar,No,Male,Hispanic/Latino,18-24,Democrat,Liberal,Yes,"Under $15,000",Worse today,Catholic,No,Some college/associate degree,No,Yes,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He shares my values,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80634.0
1494942.0,Colorado,59.0,State,1.0,Call 1,Complete,Exit poll,0.721501052379608,Bush,Coors,No,Female,White,50-59,Independent,Conservative,No,"$50,000-$74,999",Worse today,Protestant,Yes,High school graduate,Yes,No,During the last month,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat disapprove,Safer from terrorism,Omit,Neither of them,Somewhat badly,Worse today,Not so good,He shares my values,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Omit,Omit,Married women,White,English,West,Rural,Small cities and Rural,3.0,80480.0
1494943.0,Colorado,58.0,State,1.0,Call 1,Complete,Exit poll,0.304726421833038,Kerry,Salazar,Yes,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,No,Postgraduate study,Yes,No,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,He has the right experience,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Central,Rural,Small cities and Rural,3.0,81224.0
1494945.0,Colorado,27.0,National,4.0,Call 1,Not complete,Exit poll,0.401988238096237,Kerry,Salazar,Yes,Female,Hispanic/Latino,50-59,,,,,,,,,,Yes,During the last month,,,,,,,Only John Kerry,Only John Kerry,,,,,Non-white female,45-59,50-64,18-64,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80211.0
1494966.0,Colorado,26.0,State,1.0,Call 1,Complete,Exit poll,0.537830710411072,Kerry,Salazar,Yes,Male,White,45-49,Independent,Conservative,No,"$50,000-$74,999",About the same,Other Christian,No,Some college/associate degree,Yes,No,Sometime last week,Against his opponent,Economy/Jobs,Omit,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,About the same,Good,He has the right experience,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80231.0
1494967.0,Colorado,8.0,State,1.0,Call 1,Complete,Exit poll,0.693171262741089,Kerry,Salazar,No,Male,White,50-59,Democrat,Liberal,No,"$15,000-$29,999",About the same,Mormon/LDS,No,College graduate,Yes,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He is my party's candidate,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80013.0
1494974.0,Colorado,65.0,State,1.0,Call 1,Complete,Exit poll,1.09289693832397,Bush,Coors,Yes,Female,White,25-29,Republican,Moderate,No,"$15,000-$29,999",Better today,Something else,No,High school graduate,Yes,No,Sometime last week,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,He shares my values,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,2.0,80003.0
1494997.0,Colorado,15.0,State,1.0,Call 1,Complete,Exit poll,0.690590143203735,Kerry,Salazar,No,Male,White,30-39,Democrat,Liberal,Yes,"$50,000-$74,999",Worse today,None,No,College graduate,Yes,No,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly approve,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,He cares about people like me,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Denver/Adams/Boulder,"City: 50,000 to 500,000","City over 50,000",2.0,80304.0
1495003.0,Colorado,51.0,State,1.0,Call 1,Complete,Exit poll,1.26246583461761,Bush,Salazar,No,Female,White,75 or over,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,No,Some college/associate degree,No,No,Just today,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,He cares about people like me,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,East,"City: 50,000 to 500,000","City over 50,000",5.0,80907.0
1495011.0,Colorado,29.0,State,1.0,Call 1,Complete,Exit poll,0.524300694465637,Bush,Coors,No,Female,Hispanic/Latino,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Yes,High school graduate,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Worse today,Good,He has the right experience,Non-white female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80223.0
1495024.0,Colorado,77.0,State,1.0,Call 1,Complete,Exit poll,0.471380680799484,Bush,Coors,No,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Yes,Some college/associate degree,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,He is a strong leader,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,Spanish,West,"City: 50,000 to 500,000","City over 50,000",4.0,80538.0
1495031.0,Colorado,44.0,State,1.0,Call 1,Complete,Exit poll,0.481275588274002,Bush,Coors,,Male,White,,Republican,Conservative,No,,About the same,,,Postgraduate study,,,Omit,Omit,Taxes,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Omit,Only George W. Bush,Somewhat well,About the same,Omit,He is a strong leader,White male,,,,Republican,,,,,All others,All others,College graduate,Strongly/Somewhat approve,Omit,Omit,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Omit,Omit,All others,White,,East,Suburbs,Suburbs,5.0,80915.0
1495033.0,Colorado,30.0,State,1.0,Call 1,Complete,Exit poll,0.694569706916809,Kerry,Salazar,No,Female,White,50-59,Independent,Conservative,No,"$75,000-$99,999",Worse today,Protestant,No,College graduate,Yes,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Not so good,He has the right experience,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,English,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80247.0
1495048.0,Colorado,9.0,National,4.0,Call 1,Complete,Exit poll,0.585931241512299,Kerry,Salazar,No,Male,Black,40-44,Democrat,Moderate,,"$30,000-$49,999",,,,Postgraduate study,Yes,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,About the same,,,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Black,English,Arapahoe/Jefferson,"City: 50,000 to 500,000","City over 50,000",7.0,80017.0
1495088.0,Colorado,95.0,State,1.0,Call 1,Complete,Exit poll,0.421205371618271,Kerry,Salazar,No,Male,White,25-29,Democrat,Moderate,No,"$15,000-$29,999",Worse today,None,No,Postgraduate study,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Worse today,Not so good,He is my party's candidate,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,West,"City: 50,000 to 500,000","City over 50,000",4.0,80634.0
1495090.0,Colorado,65.0,State,1.0,Call 1,Complete,Exit poll,1.12601685523987,Kerry,Salazar,No,Female,White,60-64,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Protestant,No,College graduate,Yes,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly approve,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Poor,He shares my values,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,English,Arapahoe/Jefferson,Suburbs,Suburbs,2.0,80003.0
1495092.0,Colorado,29.0,State,1.0,Call 1,Not complete,Exit poll,0.681490659713745,Bush,Coors,No,Male,White,75 or over,,,,,,,,,,,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,,,,,,,Good,,White male,60 or over,65 or over,65 or over,,,,,,All others,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,,Denver/Adams/Boulder,"City over 500,000","City over 50,000",1.0,80223.0
1495103.0,Colorado,59.0,State,1.0,Call 1,Complete,Exit poll,0.586542189121246,Bush,Salazar,Yes,Female,White,18-24,Democrat,Moderate,No,"Under $15,000",About the same,Protestant,Yes,High school graduate,No,No,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,He cares about people like me,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,West,Rural,Small cities and Rural,3.0,80480.0
