ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWI16,SENWI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,ATTEND16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVRYAN2,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
201096.0,Wisconsin,110.0,Call 2,Complete,Election day exit poll,0.847929894924164,Donald Trump,Ron Johnson,Male,White,40-44,Republican,Liberal,"$100,000-$199,999",High school or less,No,,,A few times a year,No,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,No,No,,,,Before that,,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,A few times a year or less,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,Southeast
201090.0,Wisconsin,92.0,Call 2,Complete,Election day exit poll,1.08170795440674,Donald Trump,Ron Johnson,Male,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Terrorism,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,No,,,,No,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,Northeast
184240.0,Wisconsin,5.0,Call 1,Complete,Election day exit poll,0.958734273910522,Donald Trump,Ron Johnson,Female,White,65 or over,Republican,Conservative,,High school or less,,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,No,Yes,,,Immigration,,,Not so good,,Change to more liberal policies,Can bring needed change,,,,No,Yes,,,,No,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 2,Northeast
201071.0,Wisconsin,31.0,Call 2,Complete,Election day exit poll,1.02786386013031,Donald Trump,Ron Johnson,Female,White,18-24,Democrat,Liberal,,High school or less,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,No,Yes,,,Terrorism,,,Good,,Change to more conservative policies,Has the right experience,,,,Yes,Yes,,,,No,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Excellent or good,,Liberal Democrats,Liberal Democrats,,Republican Senate - Voted Trump,Both,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,Northwest
201058.0,Wisconsin,108.0,Call 2,Complete,Election day exit poll,0.931060254573822,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,A few times a month,No,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,At least monthly,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Southeast
201041.0,Wisconsin,29.0,Call 2,Complete,Election day exit poll,0.93442165851593,Donald Trump,Ron Johnson,Female,White,18-24,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,,,A few times a month,Yes,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,Before that,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,Yes,At least monthly,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Northwest
184199.0,Wisconsin,12.0,Call 1,Complete,Election day exit poll,0.866531133651733,Donald Trump,Ron Johnson,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,Worse today,Worse than life today,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not much,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,Northwest
184179.0,Wisconsin,52.0,Call 1,Complete,Election day exit poll,0.787076056003571,Donald Trump,Ron Johnson,Male,White,45-49,Republican,,,High school or less,,Yes,,,,Omit,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Worse than life today,,,,,,,No group is favored,,,,Has no effect on U.S. jobs,Not at all,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,Omit,,,,,,,,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,Midwest,Version 3,Northwest
201016.0,Wisconsin,112.0,Call 2,Complete,Election day exit poll,0.98039299249649,Donald Trump,Ron Johnson,Male,White,45-49,Democrat,Liberal,,Some college/assoc. degree,No,,Donald Trump,,,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,No,No,,,Foreign policy,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,No,,,,No,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 2,Northwest
201013.0,Wisconsin,6.0,Call 2,Complete,Election day exit poll,0.726289629936218,Donald Trump,Ron Johnson,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,Better today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,Better today,Better than life today,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not at all,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 3,Northeast
184168.0,Wisconsin,98.0,Call 1,Complete,Election day exit poll,1.48387730121613,Donald Trump,Ron Johnson,Male,White,30-39,Independent,Moderate,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Hillary Clinton,Went too far,,,Hurt the country,Deported to the country they came from,,Better today,Worse than life today,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,Some,,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,A lot or some,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
220443.0,Wisconsin,94.0,Call 3,Complete,Election day exit poll,0.83340311050415,Donald Trump,Ron Johnson,Female,White,18-24,Republican,Moderate,,Some college/assoc. degree,No,,Donald Trump,,,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 2,Northwest
201003.0,Wisconsin,99.0,Call 2,Complete,Election day exit poll,0.749221503734589,Donald Trump,Ron Johnson,Female,White,30-39,Republican,Conservative,,Postgraduate study,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,Angry,,,,No,Yes,,,Terrorism,,,Poor,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Southeast
200617.0,Wisconsin,98.0,Call 2,Complete,Election day exit poll,1.7423654794693,Donald Trump,Ron Johnson,Male,White,60-64,Independent,,,High school or less,No,Yes,,,,A lot,,,,,,Worse today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Worse than life today,,,,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,Some,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,A lot or some,,,,,,,,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 3,Southeast
200998.0,Wisconsin,34.0,Call 2,Complete,Election day exit poll,1.32751655578613,Donald Trump,Ron Johnson,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,,A lot,,,,,,About the same,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,About the same,Worse than life today,,,,,,,Minorities are favored over whites,,,,Creates more U.S. jobs,Not much,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,A lot or some,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 3,Southeast
200985.0,Wisconsin,53.0,Call 2,Not complete,Election day exit poll,1.22450816631317,Donald Trump,Ron Johnson,Male,White,18-24,,,,,No,,,,,,I strongly favor my candidate,,,,,,,,,,,,,,,,,Poor,,Change to more conservative policies,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,Not so good or poor,,,,,Republican Senate - Voted Trump,,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,Northwest
201939.0,Wisconsin,94.0,Call 2,Complete,Election day exit poll,0.755167543888092,Donald Trump,Ron Johnson,Male,White,50-59,Independent,Conservative,,Postgraduate study,No,Yes,,,,A lot,,,,,,Better today,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse today,Better than life today,,,,,,,No group is favored,,,,Takes away U.S. jobs,Not at all,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,,A lot or some,,,,,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 3,Northwest
200948.0,Wisconsin,112.0,Call 2,Complete,Election day exit poll,1.20302557945251,Donald Trump,Ron Johnson,Male,White,25-29,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,No,Yes,,,The economy,,,Not so good,,Change to more conservative policies,Can bring needed change,,,,No,Yes,,,,No,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 2,Northwest
