ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSPA16,SENPA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOTV16,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACE3,QRACEAI,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRADE16,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
200903.0,Pennsylvania,135.0,Call 2,Complete,Election day exit poll,0.988160073757172,Donald Trump,Pat Toomey,Male,White,50-59,Republican,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,Donald Trump,,,Unfavorable,Favorable,"No, not contacted by either",,,,,The economy,About the same,,Strongly approve,Has good judgment,No,No,,,,In September,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 1,Philadelphia
179466.0,Pennsylvania,146.0,Call 1,Complete,Election day exit poll,1.48293256759644,Donald Trump,Pat Toomey,Female,White,65 or over,Republican,Conservative,"Under $30,000",High school or less,No,,Donald Trump,,,Unfavorable,Unfavorable,"Yes, for both candidates",,,,,Immigration,About the same,,Somewhat approve,Can bring needed change,No,No,,,,In October,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,Yes,,Neither,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Approve,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,In the last month,Before that,,,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 1,West
215263.0,Pennsylvania,22.0,Call 3,Complete,Election day exit poll,0.901882469654083,Donald Trump,Pat Toomey,Male,White,50-59,Independent,Moderate,,High school or less,No,,,,,,,,,,,,,,,,,,,,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,,,,,,National questionnaire,Suburbs,Suburbs,15.0,East,Version 4,Northeast
179445.0,Pennsylvania,83.0,Call 1,Complete,Election day exit poll,1.0654913187027,Donald Trump,Pat Toomey,Male,White,45-49,Republican,,,Some college/assoc. degree,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,Not much,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,,,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,Suburbs,Suburbs,16.0,East,Version 2,Central
179434.0,Pennsylvania,37.0,Call 1,Complete,Election day exit poll,0.807863831520081,Donald Trump,Pat Toomey,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,,,,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,,,,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 4,West
221522.0,Pennsylvania,98.0,Call 3,Complete,Election day exit poll,0.718794167041779,Donald Trump,Pat Toomey,Female,White,45-49,Independent,Liberal,"$50,000-$99,999",College graduate,No,,Donald Trump,,,Unfavorable,Unfavorable,"No, not contacted by either",,,,,The economy,Worse than life today,,Somewhat approve,Can bring needed change,Yes,Yes,,,,In the last week,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Both,Republican Senate - Voted Trump,,In the last month,In the last week,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
216088.0,Pennsylvania,24.0,Call 3,Not complete,Election day exit poll,0.538865387439728,Donald Trump,Pat Toomey,Male,White,18-24,,,,,No,,,,,,,"No, not contacted by either",,,,,,,,,,No,Yes,,,,In October,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,,White,White,White,White,Other,,,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,,,Only Donald Trump,Republican Senate - Voted Trump,,In the last month,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,East,Version 1,Central
179425.0,Pennsylvania,15.0,Call 1,Complete,Election day exit poll,0.921810925006866,Donald Trump,Pat Toomey,Female,White,25-29,Independent,Moderate,,College graduate,No,No,,Some,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,No,,Some,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",18.0,East,Version 2,West
213098.0,Pennsylvania,21.0,Call 3,Complete,Election day exit poll,0.894249677658081,Donald Trump,Pat Toomey,Female,White,40-44,Independent,Liberal,"Under $30,000",High school or less,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for both candidates",,,,,Immigration,About the same,,Strongly disapprove,Has the right experience,No,Yes,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,Yes,,Only Donald Trump,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,East,Version 1,Northeast
179416.0,Pennsylvania,84.0,Call 1,Complete,Election day exit poll,0.774681985378265,Donald Trump,Pat Toomey,Female,White,25-29,Independent,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,No,Yes,,,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,,,,Takes away U.S. jobs,,National questionnaire,Suburbs,Suburbs,16.0,East,Version 3,Central
179405.0,Pennsylvania,21.0,Call 1,Complete,Election day exit poll,0.961022317409515,Donald Trump,Pat Toomey,Male,White,45-49,Republican,Conservative,,Postgraduate study,No,Yes,,A lot,I dislike the other candidates,,,,Angry,No,No,Offered a chance to apply for legal status,,,Not so good,,,,,No group is favored,No,No,,A lot,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,Takes away U.S. jobs,A lot or some,State questionnaire,Suburbs,Suburbs,6.0,East,Version 2,Northeast
216335.0,Pennsylvania,64.0,Call 3,Complete,Election day exit poll,1.33241963386536,Donald Trump,Pat Toomey,Male,Black,40-44,Republican,Conservative,"$250,000 or more",Postgraduate study,No,Yes,,,,Unfavorable,Unfavorable,,,,,,The economy,,,Strongly disapprove,Can bring needed change,,,,,,Before that,,Black men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Republican,Black non-Democrat,All Republicans,Republican men,Republican Men,All others,Black,Black,Non-white,Black,Other,No,,Neither,,,,,,Disapprove,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,Before that,Before that,,,National questionnaire,Suburbs,Suburbs,7.0,East,Version 1,Philly Suburbs
179365.0,Pennsylvania,98.0,Call 1,Complete,Election day exit poll,0.865505039691925,Donald Trump,Pat Toomey,Male,White,60-64,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,Donald Trump,,,Unfavorable,Favorable,"No, not contacted by either",,,,,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,In September,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
179353.0,Pennsylvania,135.0,Call 1,Complete,Election day exit poll,0.988160073757172,Donald Trump,Pat Toomey,Male,White,40-44,Independent,Conservative,,College graduate,No,No,,A lot,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,Some,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",13.0,East,Version 2,Philadelphia
179348.0,Pennsylvania,102.0,Call 1,Complete,Election day exit poll,1.31491446495056,Donald Trump,Pat Toomey,Female,White,65 or over,Republican,Conservative,,Postgraduate study,No,No,,A lot,I dislike the other candidates,,,,"Dissatisfied, but not angry",No,No,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,Some,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,A lot or some,State questionnaire,Rural,Small Cities/Rural,5.0,East,Version 2,Central
179335.0,Pennsylvania,21.0,Call 1,Not complete,Election day exit poll,0.961022317409515,Donald Trump,Pat Toomey,Male,White,50-59,,,,,No,,,,,,,"Yes, for Donald Trump",,,,,,,,,,No,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,,,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,6.0,East,Version 1,Northeast
179334.0,Pennsylvania,24.0,Call 1,Complete,Election day exit poll,0.519480526447296,Donald Trump,Pat Toomey,Male,White,30-39,Republican,Conservative,,College graduate,No,Yes,,A lot,I strongly favor my candidate,,,,Angry,No,Yes,Deported to the country they came from,,,Not so good,,,,,No group is favored,No,Yes,,Not at all,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,A lot or some,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,Takes away U.S. jobs,Not much or not at all,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,9.0,East,Version 2,Central
221415.0,Pennsylvania,98.0,Call 3,Complete,Election day exit poll,0.718794167041779,Donald Trump,Pat Toomey,Female,White,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,,Donald Trump,,,Unfavorable,Favorable,"Yes, for both candidates",,,,,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,East,Version 1,Northeast
