ID,WEIGHT,PRSTX24,SENTX24,ABORT2,ABORTION,AGE,AGE3,AGE4,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYGENDER,AGEBYRACE,AGEBYRACE08,AGESEX45,BACKSIDE,BIDENPRES2,BIDENPRES4,BORNINTX22,BRNAGAIN,CALL,CDNUM,CONTROLSEN,DEMOCRACYSECURE,DEMOCRACYSECURE2,EARLYVELECTION,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAIRELECTION,FAIRELECTION2,FAVALLRED,FAVCRUZ,FAVHARRIS,FAVPRES24,FAVSENTX24,FAVTRUMP,FINSIT,FORCAND24,GENDERBYSOP,GEOCODE,HANDLEABORTIONTX24,HANDLEBORDERTX24,IMMDEP24,ISSUE24,LATINO,NEC,NEC2,NEWVOTER,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT24,QRACE3,QRACEAI,QTYPE,RACE,RACE2,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIME16,TIME16MONTH,TIME16WEEK,TRACKANGR,TRACKANGR2,VERSION,VETVOTER,VOTE2020,VOTEMETHOD,WHTEVANG
38926.0,0.40880313846,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,Latino 60+,Latino 65+,Men 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,Call 2,7.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban men,3.0,Ted Cruz,Ted Cruz,,,Yes,Poor,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,,56.0,,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,All others
38933.0,0.20700246078,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,Yes,Call 2,20.0,The Republican Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Not at all confident,Not very confident or Not at all confident,Unfavorable,Favorable,,,Only Ted Cruz,,,,Urban women,6.0,Ted Cruz,Ted Cruz,,,No,Poor,Not so good or poor,No,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,8.0,Liberal Democrats,Liberal Democrats,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,Version 2,,Joe Biden,Election day,White Born-again/Evangelical Christians
38953.0,0.19818213962,Kamala Harris,Ted Cruz,,,45-65,30-59,50-64,60-64,45+,45-59,50-64,Black 45-59,Men 45-64,Black 45-59,Black 45-64,Men 45+,Complete,,,,Yes,Call 2,10.0,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,About the same,,Suburban men,4.0,,,,,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,145.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Male,Black men,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,Version 4,,Joe Biden,Election day,All others
38955.0,0.22534425557,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,Latino 18-29,Latino 18-29,Women 18-44,Complete,,,,No,Call 2,4.0,,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,Better today,,Suburban women,1.0,,,,,Yes,,,,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,116.0,Liberal Democrats,Liberal Democrats,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In October,In the last month,Before that,,,Version 4,,Did not vote,Election day,All others
38969.0,0.17115747725,Donald Trump,Ted Cruz,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,No,Call 2,24.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,Worse today,,Suburban men,2.0,,,,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,131.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Before that,Before that,Before that,,,Version 4,,Donald Trump,Election day,All others
38977.0,0.20848633539,Donald Trump,Colin Allred,Legal,Legal in all cases,65+,60+,65+,65-74,45+,60+,65+,Non-Black 60+,Women 65+,White 60+,White 65+,Women 45+,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,Call 2,6.0,The Republican Party,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Very confident,Very confident or Somewhat confident,Omit,Unfavorable,,,Omit,,,,Rural women,1.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,105.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,All others
38985.0,0.23206016939,Kamala Harris,Colin Allred,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Men 30-44,Latino 30-44,Latino 30-44,Men 18-44,Complete,Omit,Omit,,,Call 2,10.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,Suburban men,4.0,,,,,Yes,Good,Excellent or good,No,18-64,,,,,,,,145.0,,,,Other,White,National questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Male,Latino men,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,,Version 2,,Joe Biden,Election day,
38986.0,0.83440006016,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,25-29,18-44,18-29,25-29,Black 18-29,Men 18-29,Black 18-29,Black 18-29,Men 18-44,Not complete,,,,,Call 2,12.0,,,,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,Urban men,2.0,,,,,No,,,,18-64,,,,,,,,124.0,,,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Male,Black men,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 4,,,Election day,
38994.0,0.00124146327,Donald Trump,Did not vote,Illegal,Illegal in all cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,Latino 30-44,Latino 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,No,Call 2,7.0,The Republican Party,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Very confident,Very confident or Somewhat confident,Omit,Omit,,,Omit,,,,Urban women,3.0,Omit,Omit,,,Yes,Poor,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Moderate,56.0,Conservative Republicans,Mod./Liberal Republicans,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-black,Non-white,Hispanic/Latino,South,Female,Latino women,"Cities over 500,000","Cities over 50,000",Spanish,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Did not vote,Election day,All others
38995.0,0.26849485807,Kamala Harris,Colin Allred,Legal,Legal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,All others,All others,Women 18-44,Complete,Strongly or somewhat approve,Somewhat approve,,No,Call 2,2.0,The Democratic Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,3.0,Colin Allred,Colin Allred,,,No,Good,Excellent or good,No,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Conservative,64.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,South,Female,All other races,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In October,In the last month,Before that,,,Version 2,,Joe Biden,Election day,All others
38998.0,0.00046452367,Kamala Harris,Did not vote,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,,,,,Call 2,24.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Favorable,Both,,Favorable,,For your candidate,Suburban women,2.0,,,,Abortion,No,,,,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,131.0,Moderate/Liberal Republicans,Moderate Independents,Has good judgment,White,White,National questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Version 1,No,Other,Election day,
39017.0,0.26901121161,Kamala Harris,Colin Allred,Legal,Legal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,White 18-29,White 18-29,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,No,Call 2,3.0,The Democratic Party,,,Election day,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Not very confident,Not very confident or Not at all confident,Favorable,Favorable,,,Both,,,,Suburban women,2.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,24.0,,,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,In the last few days,In the last month,In the last week,,,Version 2,,Joe Biden,Election day,All others
39019.0,0.68784770499,Kamala Harris,Colin Allred,,,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Black 18-29,Women 18-29,Black 18-29,Black 18-29,Women 18-44,Complete,,,,No,Call 2,4.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,Worse today,,Suburban women,1.0,,,,,No,,,,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Liberal,116.0,Moderate/Liberal Republicans,Liberal Independents,,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,Version 4,,Joe Biden,Election day,All others
39024.0,0.42388945835,Kamala Harris,Colin Allred,,,45-65,30-59,50-64,50-59,45+,45-59,50-64,Black 45-59,Women 45-64,Black 45-59,Black 45-64,Women 45+,Complete,,,,,Call 2,12.0,,Somewhat threatened,Somewhat threatened or Very threatened,Election day,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Favorable,Only Harris,,Unfavorable,,For your candidate,Urban women,2.0,,,,Abortion,No,,,,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,124.0,Liberal Democrats,Liberal Democrats,Has good judgment,Black,Black,National questionnaire,Black,Black,Non-white,Black,South,Female,Black women,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Version 1,No,Joe Biden,Election day,
39029.0,0.33855719227,Donald Trump,Ted Cruz,Legal,Legal in all cases,30-44,30-59,35-49,40-44,18-44,30-44,40-49,Non-Black 30-44,Women 30-44,White 30-44,White 30-44,Women 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,No,Call 2,6.0,The Republican Party,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Somewhat confident,Very confident or Somewhat confident,Omit,Omit,,,Omit,,,,Rural women,1.0,Omit,Omit,,,No,Poor,Not so good or poor,No,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,,105.0,,,,White,White,State questionnaire,White,Non-black,White,White,South,Female,White women,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,Before that,Before that,Before that,,,Version 2,,Donald Trump,Election day,All others
39047.0,0.37768793057,Donald Trump,Ted Cruz,Illegal,Illegal in most cases,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,Strongly or somewhat disapprove,Strongly disapprove,,,Call 2,24.0,,,,Election day,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,Suburban men,2.0,,,,,No,Poor,Not so good or poor,Yes,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,131.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,,,Version 2,,Did not vote,Election day,
39052.0,0.28058043158,Donald Trump,Ted Cruz,,,65+,60+,65+,75 or older,45+,60+,65+,Non-Black 60+,Men 65+,White 60+,White 65+,Men 45+,Not complete,,,,,Call 2,10.0,,,,Election day,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,Suburban men,4.0,,,,,No,,,,65+,,,,,,,,145.0,,,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,,,Version 3,,,Election day,
39053.0,0.00114150881,Donald Trump,,Legal,Legal in most cases,18-29,18-29,18-34,18-24,18-44,18-29,18-24,Non-Black 18-29,Women 18-29,All others,All others,Women 18-44,Complete,Strongly or somewhat disapprove,Somewhat disapprove,,,Call 2,3.0,The Democratic Party,,,Election day,,,,,,Somewhat confident,Very confident or Somewhat confident,Favorable,Unfavorable,,,Only Colin Allred,,,,Suburban women,2.0,Colin Allred,Colin Allred,,,No,Not so good,Not so good or poor,Yes,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,24.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other,Asian,State questionnaire,Asian,Non-black,Non-white,Asian,South,Female,All other races,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,In the last few days,In the last month,In the last week,,,Version 2,,Did not vote,Election day,All others
39067.0,0.19181416504,Donald Trump,Ted Cruz,,,30-44,30-59,35-49,35-39,18-44,30-44,30-39,Non-Black 30-44,Men 30-44,White 30-44,White 30-44,Men 18-44,Complete,,,,Yes,Call 2,4.0,,,,Election day,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,Better today,,Suburban men,1.0,,,,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,116.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Before that,Before that,Before that,,,Version 4,,Donald Trump,Election day,White Born-again/Evangelical Christians
39071.0,0.17115747725,Donald Trump,Ted Cruz,,,45-65,30-59,35-49,45-49,45+,45-59,40-49,Non-Black 45-59,Men 45-64,White 45-59,White 45-64,Men 45+,Complete,,,,Yes,Call 2,24.0,,,,Election day,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,Worse today,,Suburban men,2.0,,,,,No,,,,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,131.0,Independent/Something else,Conservative Republicans,,White,White,National questionnaire,White,Non-black,White,White,South,Male,White men,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Before that,Before that,Before that,,,Version 4,,Omit,Election day,White Born-again/Evangelical Christians
