State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Phys-Ass-Suicide,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Feiger opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person,Union member in HH
23.0,64.0,25.0,Third call,40-44,White,Female,Feiger,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Something else,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,30 to 44,40 to 49,Independent/Other,40 to 49,1.054,Unfavorable,Yes
23.0,64.0,26.0,Third call,18-24,White,Female,Engler,Disapprove,Approve,No,Neither,No,No,No,Better,Clinton,Independent,College grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Unvrsty/Upper,18 to 29,18 to 24,Independent/Other,18 to 24,1.3,Unfavorable,No
23.0,64.0,27.0,Third call,18-24,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,,Yes,Yes,Better,Did not vote,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Unvrsty/Upper,18 to 29,18 to 24,Republican,18 to 24,1.4460000000000002,Unfavorable,No
23.0,70.0,1.0,First call,50-59,White,Male,Feiger,Disapprove,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.524,Unfavorable,No
23.0,70.0,2.0,First call,50-59,White,Male,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.621,Unfavorable,No
23.0,70.0,3.0,First call,45-49,White,Male,Engler,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Conservative,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.6349999999999999,Favorable,No
23.0,70.0,4.0,First call,50-59,White,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,0.618,Unfavorable,No
23.0,70.0,5.0,First call,60-64,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Independent/Other,50 to 64,1.065,Unfavorable,No
23.0,70.0,6.0,First call,30-39,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,0.6349999999999999,Unfavorable,No
23.0,70.0,7.0,First call,45-49,White,Female,Engler,,,Yes,Neither,No,No,No,Same,Dole,Republican,College grad,100K or more,Moderate,18 to 64,,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.604,,Yes
23.0,70.0,8.0,First call,40-44,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,0.618,Unfavorable,No
23.0,70.0,9.0,Second call,45-49,Black,Female,Feiger,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.5369999999999999,Unfavorable,No
23.0,70.0,10.0,Second call,65 and over,White,Male,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,No,No,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Republican,65 and over,1.043,Unfavorable,Yes
23.0,70.0,11.0,Second call,40-44,White,Female,Engler,Disapprove,Approve,,Neither,No,Yes,No,Worse,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,0.614,Unfavorable,No
23.0,70.0,12.0,Second call,65 and over,White,Male,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,No,Yes,Yes,Worse,Dole,Independent,College grad,75 to 100K,Moderate,65 and over,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Independent/Other,65 and over,1.043,Unfavorable,No
23.0,70.0,13.0,Second call,60-64,White,Male,Engler,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Democrat,50 to 64,1.043,Favorable,No
23.0,70.0,14.0,Second call,60-64,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Republican,50 to 64,1.065,Unfavorable,No
23.0,70.0,15.0,Second call,45-49,White,Male,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.621,Unfavorable,No
23.0,70.0,16.0,Second call,65 and over,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,HS grad,15 to 30K,Moderate,65 and over,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Republican,65 and over,1.065,Unfavorable,No
23.0,70.0,17.0,Second call,40-44,White,Male,Engler,Approve,Approve,No,Neither,No,No,Yes,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,0.6349999999999999,Favorable,No
23.0,70.0,18.0,Third call,45-49,White,Male,Engler,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.621,Unfavorable,No
23.0,70.0,19.0,Third call,45-49,White,Male,Feiger,Disapprove,,Yes,Neither,No,No,No,Better,Clinton,Republican,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,0.512,Unfavorable,Yes
23.0,70.0,20.0,Third call,30-39,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.6349999999999999,Favorable,No
23.0,70.0,21.0,Third call,45-49,Black,Female,Engler,Approve,Disapprove,No,Support Clinton,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.6649999999999999,Unfavorable,Yes
23.0,70.0,22.0,Third call,40-44,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,No,No,Yes,Better,Dole,Independent,Some college,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.618,Unfavorable,No
23.0,70.0,23.0,Third call,30-39,White,Male,Engler,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Republican,Some college,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,0.621,Favorable,Yes
23.0,70.0,24.0,Third call,30-39,Black,Female,Feiger,Approve,Approve,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.5369999999999999,Favorable,Yes
23.0,70.0,25.0,Third call,50-59,White,Female,Engler,Approve,Disapprove,No,Support Clinton,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.618,Favorable,No
23.0,70.0,26.0,Third call,45-49,White,Female,Feiger,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.51,Unfavorable,Yes
23.0,70.0,27.0,Third call,18-24,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,18 to 24,Republican,18 to 24,0.97,Unfavorable,No
23.0,70.0,28.0,Third call,30-39,Black,Female,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,0.6649999999999999,Unfavorable,No
23.0,70.0,29.0,Third call,50-59,White,Male,,Approve,Disapprove,No,Neither,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.591,Unfavorable,No
23.0,70.0,30.0,Third call,18-24,White,Male,Engler,Approve,Disapprove,No,Neither,No,Yes,Yes,Better,Did not vote,Democrat,Some college,,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,18 to 24,Democrat,18 to 24,0.97,Unfavorable,No
23.0,70.0,31.0,Third call,45-49,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.618,Unfavorable,Yes
23.0,70.0,32.0,Third call,30-39,White,Female,Engler,Approve,Disapprove,Yes,Neither,No,No,No,Better,Dole,Democrat,College grad,100K or more,Moderate,18 to 64,,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.604,Favorable,No
23.0,70.0,33.0,Third call,25-29,White,Female,Engler,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,25 to 29,Democrat,25 to 29,0.921,Unfavorable,No
23.0,76.0,1.0,First call,45-49,White,Female,Engler,Approve,Approve,No,Support Clinton,No,No,,Worse,Clinton,Independent,HS grad,15 to 30K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,1.328,Favorable,Yes
23.0,76.0,2.0,First call,30-39,White,Male,Engler,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,1.365,Unfavorable,No
23.0,76.0,3.0,First call,50-59,White,Female,Engler,Disapprove,Disapprove,No,,Yes,Yes,Yes,Same,Dole,Independent,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,1.328,Unfavorable,Yes
23.0,76.0,4.0,First call,,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,,Unfavorable,State,Complete,Detroit suburbs,,,Democrat,,1.328,Unfavorable,No
23.0,76.0,5.0,First call,25-29,White,Female,Engler,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,No,Yes,Better,Perot,Democrat,College grad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,25 to 29,Democrat,25 to 29,1.9849999999999999,Favorable,No
23.0,76.0,6.0,First call,25-29,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Republican,,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,25 to 29,Republican,25 to 29,2.086,Favorable,No
23.0,76.0,7.0,First call,40-44,White,Male,,Approve,Approve,No,Neither,No,No,No,Worse,,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Democrat,40 to 49,1.272,Unfavorable,No
23.0,76.0,8.0,First call,30-39,White,Male,,Disapprove,Disapprove,Yes,Neither,Yes,,Yes,Better,Other,Independent,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,1.245,Unfavorable,Yes
23.0,76.0,9.0,Second call,30-39,White,Female,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,1.073,Favorable,No
23.0,76.0,10.0,Second call,30-39,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,1.102,Favorable,No
23.0,76.0,11.0,Second call,30-39,White,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Something else,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,1.102,Favorable,No
23.0,76.0,12.0,Second call,45-49,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Democrat,40 to 49,1.126,Favorable,No
23.0,76.0,13.0,Third call,30-39,White,Female,Feiger,Approve,Disapprove,Yes,Oppose Clinton,Yes,No,No,Worse,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,1.073,Favorable,No
23.0,76.0,14.0,Third call,45-49,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,1.102,Unfavorable,Yes
23.0,76.0,15.0,Third call,45-49,White,Male,Feiger,Approve,Disapprove,Yes,Neither,No,No,No,Worse,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,1.102,Unfavorable,Yes
23.0,76.0,16.0,Third call,40-44,White,Male,Feiger,Approve,Approve,No,Oppose Clinton,No,Yes,No,Same,Dole,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,1.126,Unfavorable,Yes
23.0,76.0,17.0,Third call,45-49,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,No,Yes,Worse,Other,Republican,Some college,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,1.365,Unfavorable,No
23.0,76.0,18.0,Third call,45-49,White,Male,Engler,Approve,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,1.335,Unfavorable,Yes
23.0,76.0,19.0,Third call,40-44,White,Female,Engler,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Democrat,40 to 49,1.328,Favorable,Yes
23.0,76.0,20.0,Third call,50-59,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,Yes,,Same,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,1.328,Unfavorable,Yes
23.0,76.0,21.0,Third call,45-49,White,Male,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Perot,Republican,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,40 to 49,Republican,40 to 49,1.365,Unfavorable,No
23.0,76.0,22.0,Third call,30-39,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,,Same,Dole,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,1.365,Unfavorable,No
23.0,76.0,23.0,Third call,40-44,White,Male,Engler,Disapprove,Disapprove,Yes,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,1.335,Unfavorable,No
23.0,76.0,24.0,Third call,30-39,White,Male,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,,Other,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,1.365,Unfavorable,No
23.0,76.0,25.0,Third call,30-39,White,Female,Feiger,,Approve,Yes,Oppose Clinton,Yes,No,,Same,Perot,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,1.073,Favorable,Yes
23.0,76.0,26.0,Third call,30-39,White,Female,Feiger,Approve,Disapprove,Yes,Neither,No,,No,Same,Clinton,Democrat,,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Democrat,30 to 39,1.073,Favorable,No
23.0,76.0,27.0,Third call,18-24,White,Female,Feiger,Disapprove,Disapprove,Yes,Neither,No,No,,Worse,Did not vote,Democrat,HS grad,,,18 to 64,Favorable,State,Complete,Detroit suburbs,18 to 29,18 to 24,Democrat,18 to 24,1.6400000000000001,Unfavorable,No
23.0,76.0,28.0,Third call,50-59,Hispanic,Female,Feiger,Approve,Disapprove,No,Neither,No,No,Yes,Worse,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Democrat,50 to 64,1.181,,Yes
23.0,76.0,29.0,Third call,18-24,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,,Better,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,18 to 29,18 to 24,Republican,18 to 24,2.086,Unfavorable,No
23.0,77.0,1.0,First call,18-24,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,Yes,No,Yes,Worse,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,18 to 29,18 to 24,Democrat,18 to 24,1.705,Unfavorable,Yes
23.0,77.0,2.0,First call,50-59,White,Female,Engler,Disapprove,Approve,No,Neither,Yes,No,No,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,1.315,Unfavorable,No
23.0,77.0,3.0,First call,40-44,White,Male,Feiger,Disapprove,Disapprove,No,Neither,Yes,Yes,No,Worse,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,1.116,Unfavorable,Yes
23.0,77.0,4.0,First call,40-44,Other,Male,Feiger,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,1.091,Favorable,No
23.0,77.0,5.0,First call,30-39,White,Female,Engler,Approve,Disapprove,Yes,Neither,No,Yes,Yes,Same,Clinton,Independent,Some college,,Moderate,18 to 64,Favorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,1.287,Unfavorable,No
23.0,77.0,6.0,First call,50-59,White,Male,Engler,Approve,Approve,Yes,Neither,No,No,Yes,Same,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Republican,50 to 64,1.322,Unfavorable,No
23.0,77.0,7.0,Second call,30-39,White,Female,Engler,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,,,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,1.315,Unfavorable,No
23.0,77.0,8.0,Second call,50-59,White,Male,Feiger,Approve,Disapprove,No,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Democrat,50 to 64,1.116,Favorable,Yes
23.0,77.0,9.0,Second call,50-59,White,Female,Engler,Disapprove,Disapprove,No,Neither,Yes,Yes,,Same,Dole,Independent,HS grad,,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,1.315,Unfavorable,Yes
23.0,77.0,10.0,Second call,50-59,White,Female,Feiger,,Disapprove,,,,,,,,,,,,18 to 64,Favorable,State,Not complete,Detroit suburbs,45 to 59,50 to 59,,50 to 64,1.079,,No
23.0,77.0,11.0,Second call,30-39,White,Female,Engler,Approve,Approve,No,Neither,No,No,Yes,Better,Dole,Republican,Some college,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,1.315,Favorable,No
23.0,77.0,12.0,Second call,40-44,White,Male,Engler,Approve,Approve,No,Support Clinton,No,No,No,Better,Clinton,Republican,Some college,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,40 to 49,Republican,40 to 49,1.3519999999999999,Favorable,Yes
23.0,77.0,13.0,Second call,65 and over,White,Male,Engler,Approve,Disapprove,No,Neither,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,Detroit suburbs,60 and over,60 and over,Democrat,65 and over,2.274,Unfavorable,No
23.0,77.0,14.0,Second call,30-39,White,Male,Engler,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Detroit suburbs,30 to 44,30 to 39,Republican,30 to 39,1.3519999999999999,Unfavorable,No
