State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
15.0,79.0,6.0,Second call,60-64,White,Male,Helmke,Disapprove,Disapprove,Neither,Yes,,,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.303,Unfavorable
15.0,79.0,7.0,Second call,60-64,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,,,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.27199999999999996,Unfavorable
15.0,79.0,8.0,Second call,40-44,White,Female,Helmke,Disapprove,Disapprove,,,,Yes,,Worse,Dole,Republican,HS grad,30 to 50K,,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,0.262,
15.0,79.0,9.0,Second call,30-39,White,Male,Bayh,,Disapprove,Neither,No,Yes,Yes,,Worse,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.5529999999999999,Unfavorable
15.0,79.0,10.0,Second call,40-44,White,Male,Bayh,,Disapprove,,No,,,,,Did not vote,Republican,HS grad,,,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,0.5529999999999999,Favorable
15.0,79.0,11.0,Second call,50-59,White,Male,Helmke,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,0.292,Unfavorable
15.0,79.0,12.0,Second call,50-59,White,Male,Bayh,,Approve,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,0.5529999999999999,Unfavorable
15.0,79.0,13.0,Second call,30-39,White,Female,Bayh,,Disapprove,Neither,No,Yes,Yes,,Worse,Clinton,Independent,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.498,Unfavorable
15.0,79.0,14.0,Second call,60-64,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,,,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.27199999999999996,Unfavorable
15.0,79.0,15.0,Second call,60-64,White,Male,Helmke,Disapprove,Disapprove,Neither,Yes,,,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.303,Unfavorable
15.0,79.0,16.0,Second call,30-39,White,Female,Bayh,,Disapprove,Oppose Clinton,No,Yes,Yes,,Worse,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.498,Unfavorable
15.0,79.0,17.0,Third call,60-64,White,Female,Helmke,Disapprove,Disapprove,,Yes,,,,Same,,Republican,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.27199999999999996,Unfavorable
15.0,79.0,18.0,Third call,60-64,White,Male,Helmke,Disapprove,Disapprove,,Yes,,,,Same,,Democrat,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Democrat,50 to 64,0.303,Unfavorable
15.0,79.0,19.0,Third call,40-44,White,Male,Bayh,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,30 to 44,40 to 49,,40 to 49,0.5529999999999999,Unfavorable
15.0,79.0,20.0,Third call,18-24,White,Male,Bayh,Disapprove,Disapprove,Neither,Yes,,,,Worse,Clinton,Republican,HS grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,18 to 29,18 to 24,Republican,18 to 24,0.999,Unfavorable
15.0,79.0,21.0,Third call,60-64,White,Female,Bayh,Disapprove,Disapprove,,Yes,,,,Same,,Democrat,HS grad,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Democrat,50 to 64,0.516,Unfavorable
15.0,79.0,22.0,Third call,50-59,White,Male,Bayh,Approve,Approve,,Yes,,,,,,,,,,18 to 64,Favorable,State,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,0.5529999999999999,Favorable
15.0,79.0,23.0,Third call,60-64,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,,,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.27199999999999996,Unfavorable
15.0,79.0,24.0,Third call,60-64,White,Male,Helmke,Disapprove,Disapprove,Neither,Yes,,,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.303,Unfavorable
15.0,79.0,25.0,Third call,50-59,White,Female,Helmke,Disapprove,Disapprove,,No,,,,Worse,Dole,Republican,HS grad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,0.262,Unfavorable
15.0,79.0,26.0,Third call,30-39,White,Female,Bayh,Disapprove,Disapprove,,Yes,,,,Worse,Did not vote,Independent,No HS,Under 15K,Liberal,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.498,Unfavorable
15.0,79.0,27.0,Third call,30-39,White,Female,Bayh,Disapprove,Disapprove,Neither,Yes,No,No,No,Same,Dole,Something else,No HS,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.498,Unfavorable
15.0,79.0,28.0,Third call,40-44,White,Female,Helmke,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,30 to 44,40 to 49,,40 to 49,0.262,Unfavorable
15.0,79.0,29.0,Third call,40-44,White,Male,Helmke,Disapprove,Disapprove,,Yes,No,No,No,Same,Dole,Republican,No HS,,Liberal,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,0.292,Unfavorable
15.0,79.0,30.0,Third call,30-39,White,Female,Bayh,,Disapprove,Neither,No,Yes,Yes,,Worse,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.498,Unfavorable
15.0,79.0,31.0,Third call,45-49,White,Male,Bayh,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,40 to 49,,40 to 49,0.5529999999999999,Unfavorable
15.0,79.0,32.0,Third call,45-49,White,Male,Bayh,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,40 to 49,,40 to 49,0.5529999999999999,Unfavorable
15.0,79.0,33.0,Third call,50-59,White,Male,Bayh,,Approve,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,0.5529999999999999,Unfavorable
15.0,79.0,34.0,Third call,50-59,White,Male,Helmke,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,0.292,Unfavorable
15.0,79.0,35.0,Third call,40-44,White,Male,Bayh,,Disapprove,,No,,,,,Did not vote,Republican,HS grad,,,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,0.5529999999999999,Favorable
15.0,79.0,36.0,Third call,40-44,White,Female,Helmke,Disapprove,Disapprove,,,,Yes,,Worse,Dole,Republican,HS grad,30 to 50K,,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,0.262,
15.0,91.0,1.0,First call,45-49,White,Female,Bayh,Approve,Approve,Neither,,No,No,No,Better,Clinton,Democrat,Some college,,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.6,Unfavorable
15.0,91.0,2.0,First call,45-49,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.736,Unfavorable
15.0,91.0,3.0,First call,50-59,White,Female,Bayh,Approve,Approve,Support Clinton,,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.6,Unfavorable
15.0,91.0,4.0,First call,45-49,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.65,Favorable
15.0,91.0,5.0,First call,25-29,Hispanic,Female,Bayh,Approve,Approve,Neither,,No,No,Yes,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Favorable,State,Complete,Northwest,18 to 29,25 to 29,Democrat,25 to 29,0.783,Favorable
15.0,91.0,6.0,First call,60-64,White,Male,Bayh,Disapprove,Approve,Neither,,No,Yes,No,Same,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.73,Unfavorable
15.0,91.0,7.0,First call,40-44,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.6,Unfavorable
15.0,91.0,8.0,First call,45-49,White,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.6,Unfavorable
15.0,91.0,9.0,First call,30-39,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.65,Unfavorable
15.0,91.0,10.0,First call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.6,Unfavorable
15.0,91.0,11.0,First call,45-49,Hispanic,Male,Bayh,Approve,Approve,Support Clinton,,No,No,No,Better,Clinton,Democrat,,50 to 75K,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.534,Unfavorable
15.0,91.0,12.0,First call,50-59,White,Male,Bayh,Disapprove,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,Northwest,45 to 59,50 to 59,,50 to 64,0.65,Unfavorable
15.0,91.0,13.0,First call,30-39,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.65,Favorable
15.0,91.0,14.0,Second call,60-64,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.73,Unfavorable
15.0,91.0,15.0,Second call,18-24,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,Favorable,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,1.033,
15.0,91.0,16.0,Second call,60-64,White,Male,Bayh,Disapprove,Disapprove,Neither,,Yes,Yes,,Worse,Perot,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.73,Unfavorable
15.0,91.0,17.0,Second call,50-59,Black,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,,,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.534,Unfavorable
15.0,91.0,18.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,No HS,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.896,Unfavorable
15.0,91.0,19.0,Second call,30-39,White,Female,Bayh,,,,No,,,,Same,Clinton,Democrat,College grad,,,18 to 64,,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.6,
15.0,91.0,20.0,Second call,50-59,White,Male,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.798,Unfavorable
15.0,91.0,21.0,Second call,45-49,White,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.65,Unfavorable
15.0,91.0,22.0,Second call,65 and over,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Other,Republican,HS grad,30 to 50K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.73,Unfavorable
15.0,91.0,23.0,Second call,50-59,White,Female,Bayh,Approve,Approve,Oppose Clinton,No,No,No,No,Same,Clinton,Democrat,,15 to 30K,Liberal,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.6,Unfavorable
15.0,91.0,24.0,Second call,65 and over,White,Female,Bayh,Disapprove,,Neither,Yes,Yes,Yes,,Same,Dole,Something else,HS grad,,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.674,Unfavorable
15.0,91.0,25.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Neither,,No,,Yes,Same,Clinton,Democrat,Some college,,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.674,Favorable
15.0,91.0,26.0,Second call,30-39,Black,Male,Bayh,Approve,,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.534,Favorable
15.0,91.0,27.0,Second call,50-59,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.65,Unfavorable
15.0,91.0,28.0,Second call,65 and over,Hispanic,Male,Bayh,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.6,Favorable
15.0,91.0,29.0,Second call,60-64,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.896,Unfavorable
15.0,91.0,30.0,Second call,30-39,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.6,Favorable
15.0,91.0,31.0,Second call,65 and over,White,Female,Bayh,Approve,,Neither,,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.674,Unfavorable
15.0,91.0,32.0,Second call,65 and over,White,Male,Bayh,Approve,,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,65 and over,,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.73,Unfavorable
15.0,91.0,33.0,Second call,65 and over,White,Male,Bayh,Approve,Approve,Oppose Clinton,,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.73,Unfavorable
15.0,91.0,34.0,Second call,65 and over,White,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.674,Unfavorable
15.0,91.0,35.0,Second call,25-29,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,College grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,18 to 29,25 to 29,Independent/Other,25 to 29,1.033,Unfavorable
15.0,91.0,36.0,Second call,30-39,,Male,Helmke,Approve,,Oppose Clinton,Yes,Yes,No,No,Worse,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.798,Favorable
15.0,91.0,37.0,Second call,60-64,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.674,Unfavorable
15.0,91.0,38.0,Second call,60-64,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.896,Unfavorable
15.0,91.0,39.0,Second call,50-59,White,Male,Bayh,Approve,Disapprove,Neither,No,Yes,,Yes,Same,Dole,Independent,College grad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.65,Unfavorable
15.0,91.0,40.0,Third call,25-29,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,18 to 29,25 to 29,Democrat,25 to 29,1.033,Unfavorable
15.0,91.0,41.0,Third call,25-29,White,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,Favorable,State,Complete,Northwest,18 to 29,25 to 29,Democrat,25 to 29,1.033,Favorable
15.0,91.0,42.0,Third call,18-24,White,Male,Bayh,Approve,Approve,,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,1.033,Unfavorable
15.0,91.0,43.0,Third call,60-64,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.73,Unfavorable
15.0,91.0,44.0,Third call,45-49,White,Male,Bayh,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,,,75 to 100K,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,,40 to 49,0.65,Favorable
15.0,91.0,45.0,Third call,50-59,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.6,Unfavorable
15.0,91.0,46.0,Third call,60-64,White,Female,Bayh,Disapprove,,Neither,,Yes,Yes,,Same,Dole,Republican,,,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.674,Unfavorable
15.0,91.0,47.0,Third call,18-24,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,18 to 29,18 to 24,Democrat,18 to 24,1.033,Unfavorable
15.0,91.0,48.0,Third call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,No,Yes,No,No,Same,Dole,Republican,College grad,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.736,Unfavorable
15.0,91.0,49.0,Third call,30-39,White,Male,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Perot,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.65,Favorable
15.0,91.0,50.0,Third call,50-59,White,Male,Bayh,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.65,Favorable
15.0,91.0,51.0,Third call,30-39,White,Female,Helmke,Approve,Approve,Neither,Yes,No,No,,Better,Perot,Republican,College grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.736,Unfavorable
15.0,91.0,52.0,Third call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Worse,Perot,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.6,Favorable
15.0,91.0,53.0,Third call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Perot,Republican,Some college,50 to 75K,Liberal,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.736,Unfavorable
