State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary Opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
4.0,79.0,3.0,First call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Approve,,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.598,Unfavorable
4.0,79.0,4.0,First call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,,No,No,Same,Clinton,Independent,Some college,15 to 30K,Conservative,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.6429999999999999,Favorable
4.0,79.0,5.0,First call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Perot,Independent,HS grad,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.598,Unfavorable
4.0,79.0,6.0,First call,65 and over,White,Male,Lincoln,Bristow,Approve,Disapprove,,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.614,Unfavorable
4.0,79.0,7.0,First call,60-64,White,Male,Lincoln,Bristow,Approve,,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,Favorable,State,Complete,South,60 and over,60 and over,Democrat,50 to 64,0.614,Unfavorable
4.0,79.0,8.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.542,Unfavorable
4.0,79.0,9.0,First call,40-44,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,0.5840000000000001,Unfavorable
4.0,79.0,10.0,First call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Disapprove,,Yes,Yes,,,Same,Dole,Independent,HS grad,15 to 30K,Moderate,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.6449999999999999,Unfavorable
4.0,79.0,11.0,First call,60-64,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,,,,Better,Dole,Republican,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,South,60 and over,60 and over,Republican,50 to 64,0.6449999999999999,Unfavorable
4.0,79.0,12.0,First call,40-44,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.601,Favorable
4.0,79.0,13.0,First call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Independent,HS grad,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.598,Unfavorable
4.0,79.0,14.0,Second call,40-44,White,Female,Lincoln,Bristow,Approve,Approve,Neither,Yes,No,No,No,,Clinton,Democrat,HS grad,,,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.601,Favorable
4.0,79.0,15.0,Second call,40-44,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Perot,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.542,Unfavorable
4.0,79.0,16.0,Second call,65 and over,White,,Lincoln,Huckabee,,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,No HS,30 to 50K,Conservative,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.595,Favorable
4.0,79.0,17.0,Second call,50-59,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,0.5840000000000001,Unfavorable
4.0,79.0,18.0,Second call,45-49,White,Male,Lincoln,Bristow,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,0.5589999999999999,Favorable
4.0,79.0,19.0,Second call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.601,Unfavorable
4.0,79.0,20.0,Second call,45-49,White,Female,Heffley,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,2.339,Unfavorable
4.0,79.0,21.0,Second call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.6449999999999999,Unfavorable
4.0,79.0,22.0,Second call,45-49,White,Female,Boozman,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,0.604,Unfavorable
4.0,79.0,23.0,Second call,40-44,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,No,No,No,Same,Dole,Republican,HS grad,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,0.542,Unfavorable
4.0,79.0,24.0,Second call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Worse,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,Unfavorable,State,Complete,South,60 and over,60 and over,Republican,65 and over,0.598,Unfavorable
4.0,79.0,25.0,Third call,45-49,White,Male,Boozman,Huckabee,,Disapprove,Neither,Yes,Yes,Yes,No,Worse,Dole,Democrat,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,0.542,Unfavorable
4.0,79.0,26.0,Third call,25-29,White,Male,Boozman,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,18 to 29,25 to 29,Republican,25 to 29,0.593,Unfavorable
4.0,79.0,27.0,Third call,40-44,White,Female,Boozman,Huckabee,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.5840000000000001,Unfavorable
4.0,79.0,28.0,Third call,50-59,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.583,Favorable
4.0,79.0,29.0,Third call,18-24,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Better,Did not vote,Republican,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,South,18 to 29,18 to 24,Republican,18 to 24,0.6389999999999999,Unfavorable
4.0,79.0,30.0,Third call,50-59,White,Female,Lincoln,Bristow,Approve,,Support Clinton,,No,No,,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.601,Favorable
4.0,79.0,31.0,Third call,25-29,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,18 to 29,25 to 29,Independent/Other,25 to 29,0.593,Unfavorable
4.0,79.0,32.0,Third call,18-24,White,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,18 to 29,18 to 24,Democrat,18 to 24,0.658,Favorable
4.0,79.0,33.0,Third call,50-59,White,Female,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.583,Favorable
4.0,79.0,34.0,Third call,30-39,White,Male,Boozman,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Something else,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.542,Unfavorable
4.0,79.0,35.0,Third call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,Yes,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.6429999999999999,Favorable
4.0,79.0,36.0,Third call,30-39,White,Female,Boozman,Huckabee,Approve,Disapprove,Oppose Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.5840000000000001,Favorable
4.0,79.0,37.0,Third call,65 and over,White,,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Independent,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Independent/Other,65 and over,0.6429999999999999,Favorable
4.0,79.0,38.0,Third call,45-49,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.542,Unfavorable
4.0,79.0,39.0,Third call,50-59,White,Female,Boozman,Huckabee,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Did not vote,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.5840000000000001,Unfavorable
4.0,79.0,40.0,Third call,40-44,White,Female,Lincoln,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,0.583,Unfavorable
4.0,79.0,41.0,Third call,30-39,White,Male,Lincoln,Huckabee,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.541,Favorable
4.0,79.0,42.0,Third call,40-44,White,Male,Heffley,Other,Disapprove,Disapprove,Neither,No,No,No,No,Same,Did not vote,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,2.126,Favorable
4.0,79.0,43.0,Third call,25-29,White,Female,Lincoln,Huckabee,,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,0.6369999999999999,Favorable
4.0,79.0,44.0,Third call,25-29,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,0.658,Favorable
4.0,79.0,45.0,Third call,30-39,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.541,Unfavorable
4.0,84.0,1.0,First call,,Black,Female,,Huckabee,,,,,,,,,,,,,,,,State,Not complete,Little Rock area,,,,,0.23800000000000002,
4.0,84.0,2.0,First call,60-64,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,0.294,Favorable
4.0,84.0,3.0,First call,50-59,Black,Female,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.21100000000000002,Favorable
4.0,84.0,4.0,First call,65 and over,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.319,Favorable
4.0,84.0,5.0,First call,50-59,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.217,Favorable
4.0,84.0,6.0,First call,30-39,Black,Female,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.21100000000000002,Favorable
4.0,84.0,7.0,Second call,40-44,Black,Female,Lincoln,Huckabee,Disapprove,Disapprove,Neither,Yes,No,,,Same,Did not vote,Something else,Some college,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,0.21100000000000002,Unfavorable
4.0,84.0,8.0,Second call,50-59,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.237,Favorable
4.0,84.0,9.0,Second call,60-64,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,Yes,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,0.294,Favorable
4.0,84.0,10.0,Second call,65 and over,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.294,Favorable
4.0,84.0,11.0,Second call,30-39,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.237,Favorable
4.0,84.0,12.0,Second call,40-44,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,Yes,No,Worse,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Democrat,40 to 49,0.237,Favorable
4.0,84.0,13.0,Second call,30-39,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.217,Favorable
4.0,84.0,14.0,Second call,50-59,Black,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.217,Favorable
4.0,84.0,15.0,Second call,60-64,Black,Male,Lincoln,Huckabee,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,50 to 64,0.31,Favorable
4.0,84.0,16.0,Second call,50-59,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.237,Favorable
4.0,84.0,17.0,Second call,50-59,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Independent/Other,50 to 64,0.237,Favorable
4.0,84.0,18.0,Second call,30-39,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.217,Favorable
4.0,84.0,19.0,Second call,40-44,Black,Female,Lincoln,,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,40 to 49,Independent/Other,40 to 49,0.21400000000000002,Favorable
4.0,84.0,20.0,Second call,30-39,Black,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Independent,College grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.309,Unfavorable
4.0,84.0,21.0,Second call,30-39,Black,Female,Lincoln,Bristow,Approve,,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.217,Favorable
4.0,84.0,22.0,Second call,30-39,Black,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Independent/Other,30 to 39,0.23,Favorable
4.0,84.0,23.0,Second call,65 and over,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.322,Favorable
4.0,84.0,24.0,Second call,65 and over,Black,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Conservative,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.294,Favorable
4.0,84.0,25.0,Second call,,Black,Female,Lincoln,Bristow,Approve,,,,,,,,,Democrat,,,,,,State,Complete,Little Rock area,,,Democrat,,0.217,
4.0,84.0,26.0,Second call,30-39,Black,Female,Other,Huckabee,Approve,Disapprove,Support Clinton,,No,No,,Better,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.23800000000000002,Favorable
4.0,84.0,27.0,Second call,45-49,Black,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,Yes,No,Same,Clinton,Democrat,No HS,Under 15K,,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Democrat,40 to 49,0.237,Favorable
4.0,84.0,28.0,Second call,65 and over,Black,Female,Lincoln,Bristow,Approve,Approve,Neither,,No,No,,Same,Clinton,Democrat,Some college,,Moderate,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.294,Favorable
4.0,84.0,29.0,Second call,50-59,Black,,Lincoln,Bristow,,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,50 to 59,Democrat,50 to 64,0.237,Favorable
4.0,84.0,30.0,Second call,65 and over,Black,Female,Lincoln,Bristow,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.294,Favorable
4.0,84.0,31.0,Third call,,Black,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,,,College grad,15 to 30K,Moderate,,Favorable,State,Complete,Little Rock area,,,,,0.21100000000000002,Favorable
4.0,84.0,32.0,Third call,45-49,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Better,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,45 to 59,40 to 49,Independent/Other,40 to 49,0.237,Favorable
4.0,84.0,33.0,Third call,65 and over,Black,,Lincoln,Bristow,,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Favorable,State,Complete,Little Rock area,60 and over,60 and over,Democrat,65 and over,0.294,Favorable
4.0,84.0,34.0,Third call,30-39,Black,Male,Lincoln,Huckabee,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.23,Favorable
4.0,84.0,35.0,Third call,50-59,Black,Male,Lincoln,Bristow,,Approve,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,Little Rock area,45 to 59,50 to 59,,50 to 64,0.237,Favorable
4.0,84.0,36.0,Third call,30-39,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,Yes,No,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Little Rock area,30 to 44,30 to 39,Democrat,30 to 39,0.217,Favorable
4.0,84.0,37.0,Third call,25-29,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Little Rock area,18 to 29,25 to 29,Democrat,25 to 29,0.26,Favorable
