State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Attorney Gen Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,State economy condition,Why improve schools?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Kerry good as Pres?,Party ID,Education,Religion,Income,Ideology,Age (65 and over),Child in public school,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person,Gov: decided to vote
22.0,65.0,37.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,,,,,,,,Better,,,Something else,,,100K or more,Liberal,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Independent/Other,30 to 39,0.988,,,,
22.0,65.0,38.0,Third call,25-29,Black,Male,Bailey,Cellucci,Disapprove,,,,,,,,Worse,,,Republican,,,30 to 50K,Conservative,18 to 64,,National,Complete,Boston area,18 to 29,25 to 29,Republican,25 to 29,0.853,,,,
22.0,65.0,39.0,Third call,50-59,White,Female,Bailey,Harschbarger,Approve,,,,,,,,Worse,,,Democrat,,,Under 15K,,18 to 64,,National,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,0.912,,,,
22.0,65.0,40.0,Third call,50-59,White,Female,Bailey,Harschbarger,Approve,,,,,,,,,,,Democrat,,,30 to 50K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,0.912,,,,
22.0,65.0,41.0,Third call,25-29,Black,Female,Reilly,Harschbarger,Disapprove,,,,,,,,Same,,,Independent,,,15 to 30K,Conservative,18 to 64,,National,Complete,Boston area,18 to 29,25 to 29,Independent/Other,25 to 29,0.751,,,,
22.0,65.0,42.0,Third call,40-44,White,Male,Reilly,Cellucci,Approve,,,,,,,,Better,,,Democrat,,,30 to 50K,Liberal,18 to 64,,National,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,1.217,,,,
22.0,65.0,43.0,Third call,45-49,White,Female,Reilly,Harschbarger,,,,,,,,,Worse,,,Republican,,,15 to 30K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Republican,40 to 49,0.988,,,,
22.0,65.0,44.0,Third call,45-49,White,Male,Bailey,Harschbarger,Approve,,,,,,,,Same,,,Independent,,,30 to 50K,Conservative,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Independent/Other,40 to 49,0.9420000000000001,,,,
22.0,69.0,1.0,First call,45-49,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Excellent,Both,No,No,Yes,Better,Clinton,No,Independent,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,40 to 49,Independent/Other,40 to 49,1.423,Ethic/moral,Better,Unfavorable,Before that
22.0,69.0,2.0,First call,60-64,White,Male,Bailey,Other,Disapprove,Disapprove,Neither,Not so good,Neither,Yes,Yes,Yes,Same,Perot,Yes,Independent,Postgrad,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,Boston area,60 and over,60 and over,Independent/Other,50 to 64,2.031,Ethic/moral,Same,Unfavorable,Last 3 days
22.0,69.0,3.0,First call,25-29,White,Female,Bailey,Cellucci,Approve,Approve,Neither,Good,Cellucci,,,Yes,Same,Dole,,Republican,College grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,Boston area,18 to 29,25 to 29,Republican,25 to 29,1.685,State taxes,Same,Unfavorable,Before that
22.0,69.0,4.0,First call,50-59,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Excellent,Both,No,No,Yes,Better,Clinton,Yes,Independent,Postgrad,Catholic,100K or more,Conservative,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.752,Economy/jobs,Same,Unfavorable,Before that
22.0,69.0,5.0,First call,45-49,White,Male,Bailey,Cellucci,Disapprove,,Neither,Excellent,,No,Yes,,Better,Dole,No,Independent,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Independent/Other,40 to 49,1.617,,Same,Unfavorable,Last week
22.0,69.0,6.0,First call,50-59,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.617,Ethic/moral,Worse,Unfavorable,Last 3 days
22.0,69.0,7.0,First call,45-49,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,College grad,Jewish,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.47,State taxes,Same,Favorable,Last week
22.0,69.0,8.0,First call,50-59,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Excellent,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.47,Health care,Same,Favorable,Before that
22.0,69.0,9.0,First call,25-29,White,Female,Reilly,Harschbarger,Approve,Approve,Support Clinton,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,College grad,Other Christian,30 to 50K,Liberal,18 to 64,No,State,Complete,Boston area,18 to 29,25 to 29,Democrat,25 to 29,1.532,Economy/jobs,Better,Favorable,Last month
22.0,69.0,10.0,First call,60-64,White,Male,Reilly,Other,,,,,Neither,,,,,,Yes,,,Catholic,,,18 to 64,,State,Not complete,Boston area,60 and over,60 and over,,50 to 64,2.199,Ethic/moral,,,Last 3 days
22.0,69.0,11.0,First call,40-44,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Same,Clinton,No,Democrat,Postgrad,Jewish,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,1.47,Ethic/moral,Same,Unfavorable,Last week
22.0,69.0,12.0,First call,45-49,White,Female,Reilly,Harschbarger,Approve,,Neither,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,Postgrad,,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.423,Education,,Unfavorable,Before that
22.0,69.0,13.0,First call,50-59,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,Yes,Yes,Better,Clinton,No,Independent,College grad,Jewish,100K or more,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.6949999999999998,Economy/jobs,Same,Unfavorable,Last month
22.0,69.0,14.0,Second call,50-59,White,Male,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Protestant,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.358,Education,Same,Favorable,Last month
22.0,69.0,15.0,Second call,50-59,White,Female,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Protestant,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.314,Education,Same,Favorable,Before that
22.0,69.0,16.0,Second call,30-39,White,Male,Reilly,Harschbarger,,,,,,,,,,,,,,,,,18 to 64,,State,Not complete,Boston area,30 to 44,30 to 39,,30 to 39,1.47,,,,
22.0,69.0,17.0,Second call,40-44,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,,No,Yes,Same,Clinton,Yes,Independent,HS grad,Protestant,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Boston area,30 to 44,40 to 49,Independent/Other,40 to 49,1.47,Ethic/moral,Same,Unfavorable,Last month
22.0,69.0,18.0,Second call,65 and over,,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,Yes,Same,Dole,No,Independent,HS grad,Catholic,15 to 30K,Moderate,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Independent/Other,65 and over,2.374,State taxes,,Unfavorable,Before that
22.0,69.0,19.0,Second call,30-39,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Some college,Other Christian,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.47,Ethic/moral,Same,,Before that
22.0,69.0,20.0,Second call,40-44,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Independent,College grad,Catholic,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,40 to 49,Independent/Other,40 to 49,1.47,Ethic/moral,Worse,Unfavorable,Last week
22.0,69.0,21.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Not so good,Harshbarger,No,No,No,Worse,Clinton,No,Independent,Postgrad,Jewish,15 to 30K,Moderate,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Independent/Other,65 and over,2.089,Crime/drugs,Worse,Favorable,Before that
22.0,69.0,22.0,Second call,18-24,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Cellucci,No,No,Yes,Better,Clinton,,Democrat,College grad,Protestant,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Boston area,18 to 29,18 to 24,Democrat,18 to 24,1.532,Education,Worse,Unfavorable,Last month
22.0,69.0,23.0,Second call,30-39,White,Female,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,No,Worse,Perot,Yes,Democrat,Postgrad,Jewish,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.565,Economy/jobs,Same,Unfavorable,Last 3 days
22.0,69.0,24.0,Second call,18-24,,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,No,No,Yes,Same,Dole,No,Independent,College grad,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,Boston area,18 to 29,18 to 24,Independent/Other,18 to 24,1.742,Economy/jobs,Worse,Unfavorable,Last week
22.0,69.0,25.0,Second call,65 and over,White,Female,Bailey,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Democrat,College grad,Jewish,30 to 50K,Liberal,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Democrat,65 and over,1.9300000000000002,Education,Same,Favorable,Before that
22.0,69.0,26.0,Second call,50-59,White,Female,Bailey,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,No,Yes,Yes,Same,Dole,No,Independent,College grad,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.314,Education,Same,Unfavorable,Before that
22.0,69.0,27.0,Second call,18-24,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Did not vote,Yes,Democrat,Some college,Protestant,50 to 75K,Liberal,18 to 64,No,State,Complete,Boston area,18 to 29,18 to 24,Democrat,18 to 24,1.532,Education,Worse,Favorable,Before that
22.0,69.0,28.0,Second call,50-59,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.423,Education,Worse,Favorable,Before that
22.0,69.0,29.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Same,Clinton,No,Independent,Postgrad,Jewish,75 to 100K,Moderate,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Independent/Other,65 and over,2.089,Education,Worse,Unfavorable,Last week
22.0,69.0,30.0,Second call,40-44,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Excellent,Cellucci,,Yes,Yes,Same,Clinton,No,Independent,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,Boston area,30 to 44,40 to 49,Independent/Other,40 to 49,1.617,,Same,Unfavorable,
22.0,69.0,31.0,Second call,65 and over,,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,College grad,Jewish,50 to 75K,Moderate,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Democrat,65 and over,2.159,Crime/drugs,Better,Unfavorable,Last 3 days
22.0,69.0,32.0,Third call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Neither,No,No,,Better,Clinton,No,Democrat,Postgrad,None,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.423,,Worse,Unfavorable,Before that
22.0,69.0,33.0,Third call,30-39,Asian,Female,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Cellucci,Yes,Yes,Yes,Better,Did not vote,Yes,Independent,College grad,None,75 to 100K,Moderate,18 to 64,Yes,State,Complete,Boston area,30 to 44,30 to 39,Independent/Other,30 to 39,1.6949999999999998,Education,Same,Unfavorable,Last 3 days
22.0,69.0,34.0,Third call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,No,Worse,Clinton,Yes,Democrat,Postgrad,Catholic,75 to 100K,Liberal,18 to 64,No,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.423,,Better,Favorable,Before that
22.0,69.0,35.0,Third call,25-29,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,Yes,Democrat,Some college,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,Boston area,18 to 29,25 to 29,Democrat,25 to 29,1.584,Education,Better,Unfavorable,Last month
22.0,69.0,36.0,Third call,40-44,Asian,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Good,Both,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,None,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,1.423,Economy/jobs,Better,Unfavorable,Last 3 days
22.0,69.0,37.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,No,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.423,Education,Worse,Favorable,Before that
22.0,69.0,38.0,Third call,30-39,White,Male,Reilly,Cellucci,Disapprove,Approve,Neither,Excellent,Both,No,Yes,No,Better,Perot,No,Democrat,Postgrad,Catholic,,Liberal,18 to 64,No,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.752,Economy/jobs,Same,Unfavorable,Before that
22.0,69.0,39.0,Third call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Jewish,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.423,Education,Same,Favorable,Before that
22.0,69.0,40.0,Third call,50-59,Asian,Male,Reilly,Harschbarger,Approve,,Neither,Excellent,Both,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Something else,50 to 75K,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.47,Economy/jobs,Same,,Last 3 days
22.0,69.0,41.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Excellent,Harshbarger,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.423,,Worse,Unfavorable,Before that
22.0,69.0,42.0,Third call,65 and over,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Perot,,Independent,HS grad,None,30 to 50K,Liberal,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Independent/Other,65 and over,2.159,Education,Worse,Unfavorable,Last month
22.0,69.0,43.0,Third call,30-39,White,Female,Reilly,Harschbarger,,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,College grad,Jewish,50 to 75K,Liberal,18 to 64,No,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.423,Ethic/moral,Worse,,Before that
22.0,69.0,44.0,Third call,30-39,White,Male,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Cellucci,Yes,Yes,Yes,Better,Dole,Yes,Republican,HS grad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,Boston area,30 to 44,30 to 39,Republican,30 to 39,1.617,Ethic/moral,Better,Unfavorable,Before that
22.0,69.0,45.0,Third call,30-39,White,Male,Reilly,Harschbarger,Approve,,Neither,Good,,No,No,Yes,Better,Clinton,Yes,Democrat,Postgrad,Jewish,50 to 75K,Liberal,18 to 64,No,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.47,Education,Same,Unfavorable,Before that
22.0,69.0,46.0,Third call,30-39,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,No,No,No,Same,Clinton,,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,No,State,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,1.423,Education,Same,Unfavorable,Last month
22.0,69.0,47.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,No,No,Better,Dole,No,Independent,College grad,Protestant,100K or more,Conservative,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.617,State taxes,Better,Unfavorable,Before that
22.0,69.0,48.0,Third call,45-49,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,,Harshbarger,No,No,No,Better,Clinton,Yes,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.423,Education,Better,Favorable,Before that
22.0,69.0,49.0,Third call,45-49,Black,Female,Reilly,Harschbarger,Approve,Disapprove,Support Clinton,Excellent,,No,No,,Better,Clinton,,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.003,,Worse,Favorable,Before that
22.0,69.0,50.0,Third call,60-64,White,Female,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,No,No,No,Worse,Clinton,Yes,Democrat,Postgrad,,15 to 30K,Liberal,18 to 64,No,State,Complete,Boston area,60 and over,60 and over,Democrat,50 to 64,2.089,Education,Worse,Favorable,Before that
22.0,69.0,51.0,Third call,65 and over,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,No,Democrat,Postgrad,Jewish,100K or more,Liberal,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Democrat,65 and over,2.159,Ethic/moral,Same,Unfavorable,Last month
22.0,69.0,52.0,Third call,25-29,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,Yes,No,Same,Clinton,No,Democrat,HS grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,Boston area,18 to 29,25 to 29,Democrat,25 to 29,1.888,State taxes,Same,Unfavorable,Last month
22.0,69.0,53.0,Third call,50-59,White,Female,Reilly,,Disapprove,Approve,Neither,Good,Neither,,Yes,,Same,Dole,No,Independent,HS grad,Protestant,50 to 75K,Conservative,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.533,,Same,Unfavorable,
22.0,69.0,54.0,Third call,45-49,White,Female,,Harschbarger,,,Neither,Good,Harshbarger,No,,,Worse,Clinton,No,Independent,College grad,Something else,50 to 75K,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,40 to 49,Independent/Other,40 to 49,1.385,Ethic/moral,Worse,,Before that
22.0,69.0,55.0,Third call,50-59,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Harshbarger,No,No,Yes,Better,Other,No,Independent,Postgrad,Jewish,75 to 100K,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.47,Ethic/moral,Same,Unfavorable,Before that
22.0,69.0,56.0,Third call,50-59,White,Male,Bailey,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Better,Dole,Yes,Republican,Some college,Catholic,50 to 75K,Conservative,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Republican,50 to 64,1.358,Education,Same,Unfavorable,Before that
22.0,69.0,57.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,,No,No,Yes,Same,Clinton,,Democrat,Postgrad,Jewish,75 to 100K,Liberal,18 to 64,Yes,State,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.47,Education,,Unfavorable,Last month
22.0,69.0,58.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Approve,Support Clinton,Good,Harshbarger,No,No,No,Worse,Dole,No,Independent,HS grad,Jewish,75 to 100K,Moderate,18 to 64,No,State,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.423,Ethic/moral,Better,Unfavorable,Before that
22.0,69.0,59.0,Third call,40-44,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,No,Democrat,Postgrad,Protestant,100K or more,Liberal,18 to 64,Yes,State,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,1.6949999999999998,,Worse,Favorable,Last 3 days
22.0,69.0,60.0,Third call,65 and over,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,Yes,Yes,Same,Clinton,Yes,Democrat,College grad,Jewish,75 to 100K,Moderate,65 and over,No,State,Complete,Boston area,60 and over,60 and over,Democrat,65 and over,2.159,Education,Same,Unfavorable,Last 3 days
22.0,69.0,61.0,Third call,18-24,White,Male,Reilly,Harschbarger,Approve,Approve,Support Clinton,Good,Both,No,No,No,Better,Clinton,No,Democrat,College grad,Something else,50 to 75K,Liberal,18 to 64,No,State,Complete,Boston area,18 to 29,18 to 24,Democrat,18 to 24,1.584,Economy/jobs,Same,Favorable,Before that
22.0,70.0,1.0,First call,30-39,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,,,No,No,Yes,Better,Dole,,Republican,Postgrad,Catholic,75 to 100K,Conservative,18 to 64,,National,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.40900000000000003,,,Unfavorable,
22.0,70.0,2.0,First call,40-44,,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,,,Yes,Yes,No,Same,Dole,,Republican,Postgrad,,75 to 100K,Conservative,18 to 64,,National,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.40900000000000003,,,Unfavorable,
