State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,State lottery,Beasley: Personal life,Reason for Cong Vote,Religious Right,Hollings: Too long?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Video Poker,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Clinton as person
41.0,55.0,27.0,Third call,50-59,Black,Female,Hollings,Hodges,,,,One factor,,,No,,,,,,,,,,18 to 64,,State,Not complete,Rural,45 to 59,50 to 59,,50 to 64,1.349,Education,Education,
41.0,55.0,28.0,Third call,30-39,White,Male,Inglis,Moultrie,Disapprove,Disapprove,Favor,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Republican,30 to 39,0.6829999999999999,Taxes,Gambling,Unfavorable
41.0,55.0,29.0,Third call,30-39,Black,Female,Inglis,Hodges,Approve,Disapprove,Oppose,One factor,Neither,Yes,Yes,No,No,Yes,Same,Dole,Something else,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Rural,30 to 44,30 to 39,Independent/Other,30 to 39,1.233,Education,Gambling,Unfavorable
41.0,55.0,30.0,Third call,60-64,White,Male,,Beasley,Approve,Approve,Oppose,Not a factor,Neither,Yes,Yes,No,No,Yes,Same,Did not vote,Something else,No HS,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Independent/Other,50 to 64,1.316,Economy/jobs,Education,Unfavorable
41.0,55.0,31.0,Third call,65 and over,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,No HS,75 to 100K,Conservative,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,1.3679999999999999,Education,Education,Unfavorable
41.0,55.0,32.0,Third call,50-59,Black,Female,Hollings,Hodges,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,Yes,Yes,Yes,Same,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.349,Education,Education,Unfavorable
41.0,55.0,33.0,Third call,45-49,Other,Male,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,Yes,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,1.135,Taxes,Education,Unfavorable
41.0,55.0,34.0,Third call,65 and over,White,Female,Inglis,Beasley,Approve,Approve,Favor,Not a factor,Neither,Yes,Yes,No,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Republican,65 and over,1.222,Taxes,Gambling,Unfavorable
41.0,57.0,1.0,First call,60-64,Black,,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,60 and over,60 and over,Democrat,50 to 64,0.906,Social Security,Education,Unfavorable
41.0,57.0,2.0,First call,30-39,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.6609999999999999,Taxes,Economy/jobs,Unfavorable
41.0,57.0,3.0,First call,65 and over,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,No,No,No,Yes,Same,Dole,Independent,No HS,,Moderate,65 and over,Favor,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,1.029,Social Security,Gambling,Unfavorable
41.0,57.0,4.0,First call,60-64,White,Male,Hollings,Beasley,Approve,Disapprove,Oppose,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,1.015,Social Security,Gambling,Favorable
41.0,57.0,5.0,First call,65 and over,White,Male,Inglis,Beasley,Approve,Approve,Oppose,Not a factor,Neither,No,No,,,,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,0.902,Taxes,Moral/ethic,Unfavorable
41.0,57.0,6.0,First call,60-64,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,Yes,Yes,Yes,No,No,Worse,Dole,Republican,No HS,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,50 to 64,0.877,Economy/jobs,Economy/jobs,Unfavorable
41.0,57.0,7.0,First call,65 and over,White,Female,Hollings,Beasley,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,,,,Same,Dole,Republican,HS grad,,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,0.987,Social Security,Gambling,Unfavorable
41.0,57.0,8.0,First call,50-59,White,Male,,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,Yes,No,No,No,No,Better,Clinton,Republican,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.708,Social Security,Moral/ethic,Unfavorable
41.0,57.0,9.0,First call,25-29,White,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.766,Education,Education,Favorable
41.0,57.0,10.0,Second call,30-39,White,Male,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,No,No,No,Same,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.6699999999999999,Education,Moral/ethic,Unfavorable
41.0,57.0,11.0,Second call,25-29,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Did not vote,Republican,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Republican,25 to 29,0.766,Education,Gambling,Favorable
41.0,57.0,12.0,Second call,45-49,White,Male,Inglis,Hodges,Approve,Approve,Favor,One factor,Neither,Yes,Yes,No,No,No,Same,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.6699999999999999,Education,Gambling,Favorable
41.0,57.0,13.0,Second call,30-39,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,Yes,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.6609999999999999,Taxes,Economy/jobs,Unfavorable
41.0,57.0,14.0,Second call,50-59,White,Female,Inglis,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,Yes,No,No,No,Better,Clinton,Something else,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.651,Education,Education,Unfavorable
41.0,57.0,15.0,Second call,45-49,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Neither,No,No,Yes,Yes,Yes,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.644,Foreign Policy,Moral/ethic,Unfavorable
41.0,57.0,16.0,Second call,40-44,Black,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,Yes,,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.6829999999999999,Taxes,State taxes,Favorable
41.0,57.0,17.0,Second call,45-49,White,Male,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Oppose Clinton,No,Yes,Yes,No,Yes,Better,Dole,Independent,Postgrad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.6609999999999999,Taxes,State taxes,Unfavorable
41.0,57.0,18.0,Second call,30-39,White,Male,Inglis,Beasley,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.6609999999999999,Education,Education,Favorable
41.0,57.0,19.0,Second call,18-24,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,Yes,No,No,No,No,Better,Did not vote,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,18 to 24,Democrat,18 to 24,0.6759999999999999,Education,Education,Favorable
41.0,57.0,20.0,Second call,65 and over,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,0.877,Clin/Lwnsky,Gambling,Unfavorable
41.0,57.0,21.0,Second call,60-64,White,Male,Hollings,Beasley,Approve,Disapprove,Oppose,One factor,Support Clinton,No,No,Yes,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Democrat,50 to 64,1.015,Economy/jobs,Moral/ethic,Favorable
41.0,57.0,22.0,Second call,25-29,White,Female,Inglis,Beasley,Disapprove,Disapprove,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Better,Clinton,Republican,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Republican,25 to 29,0.654,Social Security,Gambling,Unfavorable
41.0,57.0,23.0,Third call,40-44,White,Male,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.7529999999999999,Education,Education,Unfavorable
41.0,57.0,24.0,Third call,60-64,White,Female,Inglis,Beasley,Disapprove,,Oppose,,Neither,Yes,Yes,,,,Better,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,0.877,Social Security,Gambling,Unfavorable
41.0,57.0,25.0,Third call,18-24,White,Male,Hollings,Hodges,Approve,Disapprove,Oppose,Not a factor,Neither,No,No,No,No,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,18 to 24,Independent/Other,18 to 24,0.766,Taxes,Gambling,Favorable
41.0,57.0,26.0,Third call,30-39,Black,Male,Hollings,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,No,Yes,Yes,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.6829999999999999,Education,Education,Unfavorable
41.0,57.0,27.0,Third call,30-39,White,Male,Inglis,Moultrie,Approve,Disapprove,Oppose,Not a factor,Neither,No,Yes,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.443,Economy/jobs,Gambling,Unfavorable
41.0,57.0,28.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,Yes,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.644,Taxes,Gambling,Unfavorable
41.0,57.0,29.0,Third call,,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,No,Yes,Yes,No,Same,Dole,Independent,HS grad,30 to 50K,Conservative,,Oppose,State,Complete,Swing counties,,,Independent/Other,,0.6609999999999999,Clin/Lwnsky,Moral/ethic,Unfavorable
41.0,57.0,30.0,Third call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.6829999999999999,Taxes,Gambling,Favorable
41.0,57.0,31.0,Third call,65 and over,White,,Hollings,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,,No,Yes,Yes,,Same,Dole,Republican,HS grad,,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,65 and over,1.015,Social Security,Gambling,Unfavorable
41.0,57.0,32.0,Third call,25-29,White,Female,Hollings,Hodges,Approve,,Favor,Not a factor,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.7449999999999999,,Gambling,Favorable
41.0,57.0,33.0,Third call,65 and over,White,Female,Hollings,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,65 and over,0.987,Social Security,State taxes,Unfavorable
41.0,57.0,34.0,Third call,40-44,White,Male,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,Yes,No,No,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.6699999999999999,Taxes,Education,Unfavorable
41.0,57.0,35.0,Third call,25-29,White,Male,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Republican,25 to 29,0.672,Economy/jobs,Gambling,Unfavorable
41.0,57.0,36.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.666,Education,Education,Unfavorable
41.0,57.0,37.0,Third call,40-44,White,Male,Inglis,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.6699999999999999,Education,Education,Unfavorable
41.0,57.0,38.0,Third call,50-59,White,Female,,Hodges,Disapprove,Disapprove,Favor,Most important,Neither,No,No,No,Yes,Yes,Same,Did not vote,Independent,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.697,,State taxes,Unfavorable
41.0,57.0,39.0,Third call,45-49,White,Female,Hollings,,,,Oppose,Not a factor,Neither,No,Yes,,,,Worse,,Something else,Postgrad,,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.723,Education,Education,Unfavorable
41.0,57.0,40.0,Third call,40-44,Black,Female,Hollings,Hodges,Approve,Approve,Oppose,Not a factor,Neither,No,No,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.666,Social Security,Education,
41.0,57.0,41.0,Third call,25-29,White,Male,Inglis,Beasley,Disapprove,Approve,Favor,,Oppose Clinton,No,,Yes,Yes,Yes,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,State,Complete,Swing counties,18 to 29,25 to 29,Republican,25 to 29,0.672,Taxes,State taxes,Unfavorable
41.0,57.0,42.0,Third call,50-59,White,Female,Hollings,Beasley,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.723,Social Security,Education,Favorable
41.0,57.0,43.0,Third call,45-49,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Same,Other,Independent,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.732,Health Care,State taxes,Favorable
41.0,58.0,1.0,First call,45-49,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,No,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,45 to 59,40 to 49,Republican,40 to 49,1.424,Education,Gambling,Unfavorable
41.0,58.0,2.0,First call,45-49,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,Yes,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,High Republican,45 to 59,40 to 49,Independent/Other,40 to 49,1.6789999999999998,Education,Education,Favorable
41.0,58.0,3.0,First call,50-59,White,Female,Hollings,Beasley,Disapprove,Disapprove,Favor,Not a factor,Oppose Clinton,No,No,Yes,Yes,Yes,Worse,Dole,Independent,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,High Republican,45 to 59,50 to 59,Independent/Other,50 to 64,1.517,Economy/jobs,Education,Unfavorable
41.0,58.0,4.0,First call,40-44,White,Male,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Worse,Dole,Democrat,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,40 to 49,Democrat,40 to 49,1.424,Taxes,Economy/jobs,Unfavorable
41.0,58.0,5.0,First call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Neither,No,Yes,Yes,Yes,No,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.419,Education,Education,Unfavorable
41.0,58.0,6.0,First call,25-29,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,High Republican,18 to 29,25 to 29,Democrat,25 to 29,1.754,,,Unfavorable
41.0,58.0,7.0,First call,30-39,White,Male,Inglis,Hodges,Disapprove,Approve,Favor,One factor,Neither,No,Yes,Yes,Yes,No,Better,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Independent/Other,30 to 39,1.442,Taxes,Education,Unfavorable
41.0,58.0,8.0,First call,60-64,White,Female,Hollings,Beasley,Approve,Disapprove,Oppose,One factor,Neither,No,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,,Moderate,18 to 64,Oppose,State,Complete,High Republican,60 and over,60 and over,Democrat,50 to 64,2.202,,,Unfavorable
41.0,58.0,9.0,First call,40-44,White,Female,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,High Republican,30 to 44,40 to 49,Democrat,40 to 49,1.437,Taxes,State taxes,Unfavorable
41.0,58.0,10.0,Second call,50-59,White,Female,Hollings,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,No,No,Same,Dole,Independent,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,High Republican,45 to 59,50 to 59,Independent/Other,50 to 64,1.517,Economy/jobs,Economy/jobs,Unfavorable
41.0,58.0,11.0,Second call,45-49,White,Female,Other,Moultrie,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Worse,Clinton,Independent,Postgrad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,High Republican,45 to 59,40 to 49,Independent/Other,40 to 49,1.302,,,Favorable
41.0,58.0,12.0,Second call,18-24,White,Male,Inglis,Beasley,Disapprove,Disapprove,Favor,One factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,High Republican,18 to 29,18 to 24,Republican,18 to 24,1.487,Taxes,Moral/ethic,Unfavorable
41.0,58.0,13.0,Second call,25-29,White,Female,Other,Moultrie,,Disapprove,Favor,Not a factor,Neither,No,,,,,Worse,Other,Independent,Some college,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,High Republican,18 to 29,25 to 29,Independent/Other,25 to 29,1.3599999999999999,Taxes,,
41.0,58.0,14.0,Second call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,,Yes,,Better,Dole,Republican,College grad,,Moderate,18 to 64,Oppose,State,Complete,High Republican,30 to 44,30 to 39,Republican,30 to 39,1.419,,Gambling,Unfavorable
41.0,58.0,15.0,Second call,50-59,White,Female,Hollings,Moultrie,Approve,Disapprove,Favor,One factor,Neither,No,No,No,No,No,Same,Clinton,Independent,College grad,,Moderate,18 to 64,Favor,State,Complete,High Republican,45 to 59,50 to 59,Independent/Other,50 to 64,1.014,Taxes,Moral/ethic,
41.0,58.0,16.0,Second call,40-44,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Neither,No,Yes,No,No,No,Better,Clinton,Something else,College grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,High Republican,30 to 44,40 to 49,Independent/Other,40 to 49,1.537,,Moral/ethic,Favorable
41.0,58.0,17.0,Second call,65 and over,White,Female,Hollings,Hodges,Approve,Disapprove,,,Support Clinton,No,No,No,No,Yes,Worse,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Oppose,State,Complete,High Republican,60 and over,60 and over,Democrat,65 and over,2.231,Social Security,,
