State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,If only these cands,Reason for Cong Vote,State economy condition,Carry weapon easier?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Taxes for stadiums,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person
24.0,62.0,10.0,First call,65 and over,White,Male,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,Yes,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,50 to 75K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Republican,65 and over,0.432,State taxes,About the same,Unfavorable
24.0,62.0,11.0,First call,40-44,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.5599999999999999,Education,About the same,Unfavorable
24.0,62.0,12.0,First call,30-39,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,No,Better,Clinton,Favor,Democrat,College grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.5599999999999999,Abortion,About the same,Favorable
24.0,62.0,13.0,First call,65 and over,White,Male,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Excellent,No,No,No,Yes,Same,Clinton,Oppose,Independent,HS grad,15 to 30K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,65 and over,0.5469999999999999,Education,About the same,Favorable
24.0,62.0,14.0,First call,40-44,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Democrat,College grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.586,Gun Control,Better,Favorable
24.0,62.0,15.0,Second call,30-39,White,Female,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Democrat,College grad,75 to 100K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.5599999999999999,Abortion,About the same,Unfavorable
24.0,62.0,16.0,Second call,45-49,White,Male,Coleman,Approve,Approve,Coleman,Neither,Excellent,No,Yes,Yes,No,Same,Dole,Oppose,Independent,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.6469999999999999,State taxes,About the same,Unfavorable
24.0,62.0,17.0,Second call,65 and over,,Male,Ventura,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,50 to 75K,Conservative,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Republican,65 and over,0.432,State taxes,About the same,Unfavorable
24.0,62.0,18.0,Second call,50-59,White,Male,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Excellent,No,Yes,Yes,Yes,Better,Dole,Oppose,Republican,Postgrad,100K or more,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Republican,50 to 64,0.6469999999999999,State taxes,About the same,Unfavorable
24.0,62.0,19.0,Second call,25-29,White,Male,Ventura,Disapprove,Approve,Would not vote,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Oppose,Republican,College grad,15 to 30K,Conservative,18 to 64,2.0,Complete,Dem areas,18 to 29,25 to 29,Republican,25 to 29,0.5609999999999999,Education,Better,Unfavorable
24.0,62.0,20.0,Second call,25-29,White,Female,Coleman,,,Coleman,Neither,,No,,Yes,,Better,,Oppose,,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,18 to 29,25 to 29,,25 to 29,0.756,Abortion,About the same,Unfavorable
24.0,62.0,21.0,Second call,25-29,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,18 to 29,25 to 29,Democrat,25 to 29,0.717,Education,Better,Favorable
24.0,62.0,22.0,Second call,30-39,White,Male,Coleman,Approve,Approve,Humphrey,Support Clinton,Good,No,No,No,No,Same,Did not vote,Favor,Democrat,No HS,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.6469999999999999,State taxes,About the same,Favorable
24.0,62.0,23.0,Second call,30-39,White,Female,Ventura,Disapprove,Approve,Would not vote,Oppose Clinton,Good,No,Yes,Yes,Yes,Better,Perot,Oppose,Democrat,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.442,Farm policy,About the same,Unfavorable
24.0,62.0,24.0,Second call,30-39,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Better,Dole,Oppose,Republican,Postgrad,15 to 30K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.618,Abortion,About the same,Unfavorable
24.0,62.0,25.0,Second call,40-44,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Good,No,No,No,No,Worse,Clinton,Oppose,Democrat,Some college,30 to 50K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Democrat,40 to 49,0.442,State taxes,Better,Unfavorable
24.0,62.0,26.0,Second call,40-44,White,Male,Ventura,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Republican,40 to 49,0.462,State taxes,About the same,Unfavorable
24.0,62.0,27.0,Second call,30-39,White,Male,Ventura,Approve,Disapprove,Would not vote,Support Clinton,Good,No,No,No,Yes,Better,Clinton,Favor,Independent,HS grad,50 to 75K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.462,State taxes,Better,Favorable
24.0,62.0,28.0,Second call,25-29,White,Female,Ventura,Disapprove,Disapprove,Would not vote,Neither,Good,No,No,No,Yes,Better,Perot,Oppose,Republican,HS grad,30 to 50K,Liberal,18 to 64,2.0,Complete,Dem areas,18 to 29,25 to 29,Republican,25 to 29,0.536,State taxes,Better,Unfavorable
24.0,62.0,29.0,Second call,30-39,White,Female,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,Some college,50 to 75K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.442,Education,Worse,Favorable
24.0,62.0,30.0,Second call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,Yes,Yes,Yes,Same,Dole,Favor,Republican,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.6469999999999999,State taxes,About the same,Unfavorable
24.0,62.0,31.0,Third call,30-39,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,Yes,Better,Clinton,Favor,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.5599999999999999,Education,Better,Unfavorable
24.0,62.0,32.0,Third call,18-24,White,Female,Humphrey,Disapprove,Disapprove,Humphrey,Oppose Clinton,Good,No,Yes,Yes,Yes,Better,Clinton,Oppose,Democrat,College grad,Under 15K,Moderate,18 to 64,2.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,0.684,Education,About the same,Unfavorable
24.0,62.0,33.0,Third call,18-24,White,Female,Ventura,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Better,Clinton,Oppose,Democrat,College grad,Under 15K,Moderate,18 to 64,2.0,Complete,Dem areas,18 to 29,18 to 24,Democrat,18 to 24,0.536,Education,About the same,Favorable
24.0,62.0,34.0,Third call,50-59,White,Male,Humphrey,Approve,Approve,Humphrey,Neither,Good,No,No,No,No,Same,Clinton,Oppose,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.586,Economy/jobs,About the same,Favorable
24.0,62.0,35.0,Third call,45-49,White,Female,Ventura,Approve,Approve,Humphrey,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Democrat,HS grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Democrat,40 to 49,0.442,Gun Control,Better,Favorable
24.0,62.0,36.0,Third call,40-44,White,Male,Humphrey,Approve,,Humphrey,,,,,,,,,Oppose,,,,,18 to 64,2.0,Not complete,Dem areas,30 to 44,40 to 49,,40 to 49,0.586,Education,,
24.0,62.0,37.0,Third call,50-59,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Not so good,No,No,No,No,Better,Perot,Oppose,Republican,Some college,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Republican,50 to 64,0.442,Economy/jobs,About the same,Favorable
24.0,62.0,38.0,Third call,25-29,White,Male,Coleman,Approve,Approve,Coleman,Support Clinton,Excellent,No,No,No,No,Better,Clinton,Favor,Democrat,College grad,75 to 100K,Moderate,18 to 64,2.0,Complete,Dem areas,18 to 29,25 to 29,Democrat,25 to 29,0.79,Gun Control,Better,Favorable
24.0,62.0,39.0,Third call,50-59,White,Male,Ventura,Approve,Disapprove,Humphrey,Neither,Good,Yes,Yes,Yes,Yes,Same,Dole,Oppose,Independent,Some college,15 to 30K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.462,Economy/jobs,About the same,Unfavorable
24.0,62.0,40.0,Third call,30-39,White,Female,Coleman,Approve,Disapprove,Coleman,Neither,Not so good,No,,,,Worse,Clinton,Oppose,Republican,Some college,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.618,Education,About the same,
24.0,62.0,41.0,Third call,30-39,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Not so good,No,No,No,Yes,Worse,Clinton,Oppose,Independent,College grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.442,State taxes,Better,Favorable
24.0,62.0,42.0,Third call,18-24,White,Female,Ventura,Disapprove,Disapprove,Would not vote,Neither,Not so good,No,Yes,Yes,Yes,Better,Did not vote,Oppose,Independent,Some college,15 to 30K,Liberal,18 to 64,2.0,Complete,Dem areas,18 to 29,18 to 24,Independent/Other,18 to 24,0.536,Education,About the same,Unfavorable
24.0,62.0,43.0,Third call,60-64,White,Male,Ventura,Approve,Disapprove,Humphrey,Neither,Excellent,No,No,No,No,Better,Perot,Oppose,Independent,Some college,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,50 to 64,0.432,State taxes,Better,Unfavorable
24.0,62.0,44.0,Third call,65 and over,White,Female,Ventura,Approve,,Coleman,Neither,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,HS grad,50 to 75K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Republican,65 and over,0.41200000000000003,State taxes,Worse,Unfavorable
24.0,62.0,45.0,Third call,65 and over,White,Male,Humphrey,Approve,Disapprove,Humphrey,Support Clinton,Good,No,No,No,No,Same,Clinton,Favor,Democrat,Some college,30 to 50K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.5469999999999999,Gun Control,About the same,Unfavorable
24.0,62.0,46.0,Third call,30-39,White,Male,Ventura,Disapprove,Approve,Humphrey,Neither,Good,Yes,Yes,Yes,No,Better,Perot,Oppose,Republican,College grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.462,Education,Better,Unfavorable
24.0,62.0,47.0,Third call,30-39,White,Female,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.618,Education,Better,Unfavorable
24.0,62.0,48.0,Third call,45-49,White,Female,Ventura,Approve,Approve,Coleman,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,Independent,HS grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.442,State taxes,About the same,Unfavorable
24.0,62.0,49.0,Third call,45-49,White,Female,Ventura,Disapprove,Disapprove,Coleman,Neither,Good,Yes,Yes,Yes,No,Better,Dole,Oppose,Independent,Postgrad,100K or more,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.442,Education,About the same,Unfavorable
24.0,62.0,50.0,Third call,30-39,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Oppose,Republican,College grad,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.6469999999999999,State taxes,About the same,Unfavorable
24.0,66.0,1.0,First call,50-59,Other,Female,Ventura,Disapprove,Disapprove,Would not vote,Oppose Clinton,Good,Yes,Yes,Yes,Yes,Better,Did not vote,Oppose,Independent,Some college,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.401,,About the same,Unfavorable
24.0,66.0,2.0,First call,65 and over,White,Male,Humphrey,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Better,Perot,Oppose,Democrat,No HS,Under 15K,Conservative,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.499,,Worse,Favorable
24.0,66.0,3.0,First call,65 and over,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Not so good,No,No,No,No,Worse,Clinton,Oppose,Democrat,No HS,Under 15K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Democrat,65 and over,0.37399999999999994,State taxes,About the same,Favorable
24.0,66.0,4.0,Second call,65 and over,White,Male,Ventura,Approve,Disapprove,Humphrey,Neither,Good,No,No,No,No,Worse,Clinton,Oppose,Something else,HS grad,Under 15K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,65 and over,0.39099999999999996,Gun Control,About the same,Favorable
24.0,66.0,5.0,Second call,18-24,White,Female,Ventura,Disapprove,Approve,Would not vote,Neither,Good,No,Yes,Yes,Yes,Better,Did not vote,Oppose,,College grad,,Liberal,18 to 64,2.0,Complete,Dem areas,18 to 29,18 to 24,,18 to 24,0.48700000000000004,Education,About the same,Unfavorable
24.0,66.0,6.0,Second call,30-39,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Good,Yes,No,No,No,Same,Clinton,Oppose,Something else,Some college,15 to 30K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.42000000000000004,State taxes,About the same,Favorable
24.0,66.0,7.0,Second call,60-64,White,Male,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,No,No,Yes,Same,Did not vote,Oppose,Republican,HS grad,15 to 30K,Liberal,18 to 64,2.0,Complete,Dem areas,60 and over,60 and over,Republican,50 to 64,0.5489999999999999,,About the same,Favorable
24.0,66.0,8.0,Second call,30-39,White,Male,Ventura,Approve,Disapprove,Coleman,Neither,Good,Yes,No,No,No,Same,Perot,Oppose,Republican,HS grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.42000000000000004,State taxes,About the same,Favorable
24.0,66.0,9.0,Second call,60-64,White,Female,Ventura,Approve,Disapprove,Would not vote,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Independent,HS grad,Under 15K,Liberal,18 to 64,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,50 to 64,0.37399999999999994,Economy/jobs,About the same,Unfavorable
24.0,66.0,10.0,Second call,65 and over,White,Male,Coleman,Approve,Disapprove,Coleman,Neither,Good,Yes,No,Yes,Yes,Same,Dole,Oppose,Independent,HS grad,Under 15K,Moderate,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,65 and over,0.5489999999999999,Abortion,About the same,Unfavorable
24.0,66.0,11.0,Second call,40-44,White,Female,Humphrey,Approve,Approve,Coleman,Neither,Good,No,No,No,Yes,Same,Clinton,Oppose,,Some college,Under 15K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,,40 to 49,0.508,Economy/jobs,Better,Favorable
24.0,66.0,12.0,Second call,45-49,White,Female,Coleman,Approve,Disapprove,Coleman,Neither,Good,No,No,No,Yes,Better,Clinton,Oppose,Independent,HS grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.5609999999999999,Abortion,About the same,Unfavorable
24.0,66.0,13.0,Second call,40-44,White,Male,Ventura,Disapprove,Approve,Coleman,Neither,Good,Yes,No,No,Yes,Better,Other,Oppose,Independent,Some college,Under 15K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.42000000000000004,Farm policy,Better,Favorable
24.0,66.0,14.0,Second call,30-39,White,Female,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,Yes,Yes,Yes,Yes,Better,Dole,Oppose,Republican,College grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.5609999999999999,Economy/jobs,Worse,Unfavorable
24.0,66.0,15.0,Second call,30-39,White,Female,Ventura,Disapprove,Disapprove,Would not vote,Oppose Clinton,Not so good,,No,Yes,No,Worse,Perot,Oppose,,HS grad,15 to 30K,,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,,30 to 39,0.401,Education,,Unfavorable
24.0,66.0,16.0,Second call,45-49,White,Female,Ventura,Disapprove,Approve,Would not vote,Neither,Good,No,Yes,No,Yes,Same,Did not vote,Oppose,Independent,HS grad,15 to 30K,Moderate,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.401,Crime/drugs,About the same,Unfavorable
24.0,66.0,17.0,Second call,65 and over,White,Female,Humphrey,Approve,,Humphrey,,,No,,,,,,Oppose,,,,,65 and over,2.0,Not complete,Dem areas,60 and over,60 and over,,65 and over,0.47700000000000004,State taxes,,
24.0,66.0,18.0,Second call,50-59,White,Female,Humphrey,Approve,Disapprove,Humphrey,Neither,Poor,Yes,No,No,No,Same,Clinton,Oppose,Democrat,HS grad,Under 15K,,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.508,,Better,Favorable
24.0,66.0,19.0,Second call,30-39,White,Male,Ventura,Disapprove,Approve,Would not vote,Oppose Clinton,Good,Yes,Yes,Yes,No,Worse,Perot,Oppose,Republican,HS grad,15 to 30K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.42000000000000004,,About the same,Unfavorable
24.0,66.0,20.0,Third call,40-44,White,Female,Coleman,Disapprove,Disapprove,Coleman,Neither,Good,No,Yes,Yes,,Same,Dole,Oppose,Republican,Some college,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Republican,40 to 49,0.5609999999999999,Abortion,Worse,Unfavorable
24.0,66.0,21.0,Third call,65 and over,White,Female,Ventura,Approve,,Would not vote,Neither,Good,No,,,,Same,Clinton,Oppose,Independent,No HS,Under 15K,,65 and over,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,65 and over,0.37399999999999994,State taxes,About the same,Favorable
24.0,66.0,22.0,Third call,50-59,White,Female,Ventura,Disapprove,Disapprove,Coleman,Neither,Excellent,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Some college,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Republican,50 to 64,0.401,Economy/jobs,About the same,Unfavorable
24.0,66.0,23.0,Third call,30-39,White,Male,Ventura,Disapprove,Disapprove,Coleman,Oppose Clinton,Poor,Yes,Yes,Yes,Yes,Same,Perot,Oppose,Independent,HS grad,30 to 50K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.42000000000000004,,Better,Unfavorable
24.0,66.0,24.0,Third call,30-39,White,Male,Ventura,Approve,Disapprove,Would not vote,Neither,Good,Yes,No,No,No,Same,Clinton,Oppose,Democrat,Some college,50 to 75K,Moderate,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Democrat,30 to 39,0.42000000000000004,,About the same,
24.0,66.0,25.0,Third call,50-59,Hispanic,Female,Coleman,Approve,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Clinton,Oppose,Democrat,HS grad,Under 15K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,50 to 59,Democrat,50 to 64,0.388,Education,Better,Unfavorable
24.0,66.0,26.0,Third call,45-49,White,Female,Ventura,Approve,Approve,Humphrey,Neither,Excellent,No,No,No,No,Same,Clinton,Oppose,Democrat,College grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Democrat,40 to 49,0.401,Education,Better,Unfavorable
24.0,66.0,27.0,Third call,40-44,White,Male,Coleman,Disapprove,Approve,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,College grad,30 to 50K,Conservative,18 to 64,2.0,Complete,Dem areas,30 to 44,40 to 49,Republican,40 to 49,0.587,Abortion,About the same,Unfavorable
24.0,66.0,28.0,Third call,45-49,White,Female,Coleman,Disapprove,Approve,Coleman,Neither,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Republican,Postgrad,50 to 75K,Conservative,18 to 64,2.0,Complete,Dem areas,45 to 59,40 to 49,Republican,40 to 49,0.5609999999999999,Abortion,About the same,Unfavorable
24.0,66.0,29.0,Third call,30-39,White,Male,Ventura,Disapprove,Disapprove,Coleman,Oppose Clinton,Not so good,Yes,Yes,Yes,Yes,Same,Perot,Oppose,Republican,Postgrad,15 to 30K,Liberal,18 to 64,2.0,Complete,Dem areas,30 to 44,30 to 39,Republican,30 to 39,0.42000000000000004,State taxes,About the same,Unfavorable
24.0,66.0,30.0,Third call,60-64,White,Female,Coleman,Disapprove,Disapprove,Coleman,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Oppose,Independent,Some college,15 to 30K,Conservative,18 to 64,2.0,Complete,Dem areas,60 and over,60 and over,Independent/Other,50 to 64,0.526,Abortion,About the same,Unfavorable
