State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),In touch with avg person,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
37.0,50.0,33.0,Third call,60-64,White,Female,Carroll,Boyd,Disapprove,Approve,Neither,No,Yes,No,No,Worse,Perot,Democrat,Some college,Under 15K,Moderate,18 to 64,,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.905,Unfavorable
37.0,50.0,34.0,Third call,40-44,White,Female,Carroll,Boyd,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Clinton,Independent,College grad,30 to 50K,Conservative,18 to 64,Boyd is,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.611,Unfavorable
37.0,50.0,35.0,Third call,50-59,Other,Male,Nickles,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.321,Favorable
37.0,50.0,36.0,Third call,40-44,White,Female,Carroll,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.3519999999999999,Favorable
37.0,50.0,37.0,Third call,25-29,White,Male,Nickles,Other,Approve,Approve,Neither,Yes,Yes,Yes,No,Better,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Neither are,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,0.684,Unfavorable
37.0,50.0,38.0,Third call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.109,Unfavorable
37.0,50.0,39.0,Third call,50-59,Other,Female,Carroll,Boyd,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.611,Favorable
37.0,50.0,40.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Both are,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,1.561,Unfavorable
37.0,50.0,41.0,Third call,30-39,White,Male,Carroll,Boyd,Disapprove,Disapprove,Neither,No,No,Yes,No,Same,Dole,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.143,Unfavorable
37.0,50.0,42.0,Third call,30-39,White,Male,Nickles,Keating,Approve,Disapprove,Neither,Yes,No,No,No,Same,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.109,Unfavorable
37.0,56.0,1.0,First call,25-29,Black,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Democrat,25 to 29,1.584,Unfavorable
37.0,56.0,2.0,First call,25-29,Other,Female,Nickles,Boyd,Approve,Approve,Support Clinton,No,Yes,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Democrat,25 to 29,1.693,Favorable
37.0,56.0,3.0,First call,18-24,Other,Female,,Boyd,Approve,Approve,Neither,Yes,No,No,No,Better,Other,Independent,Some college,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,18 to 24,Independent/Other,18 to 24,1.642,Favorable
37.0,56.0,4.0,First call,60-64,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,1.361,Unfavorable
37.0,56.0,5.0,First call,25-29,Asian,Male,Nickles,Boyd,Approve,Approve,Neither,No,Yes,No,Yes,Worse,Perot,Independent,No HS,15 to 30K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,18 to 29,25 to 29,Independent/Other,25 to 29,1.721,Unfavorable
37.0,56.0,6.0,First call,25-29,Asian,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,Yes,Same,Other,Something else,HS grad,Under 15K,Liberal,18 to 64,Keating is,State,Complete,Tulsa area,18 to 29,25 to 29,Independent/Other,25 to 29,1.223,Favorable
37.0,56.0,7.0,First call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,40 to 49,Republican,40 to 49,1.215,Unfavorable
37.0,56.0,8.0,First call,60-64,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,1.337,Unfavorable
37.0,56.0,9.0,Second call,40-44,White,Female,Nickles,Keating,Approve,Approve,Neither,Yes,No,No,Yes,Better,Clinton,Republican,College grad,30 to 50K,Liberal,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.193,Favorable
37.0,56.0,10.0,Second call,50-59,Other,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Other,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,1.215,Unfavorable
37.0,56.0,11.0,Second call,25-29,White,Female,Carroll,Boyd,Disapprove,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Democrat,25 to 29,1.467,Unfavorable
37.0,56.0,12.0,Second call,65 and over,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,65 and over,1.361,Unfavorable
37.0,56.0,13.0,Second call,18-24,White,Female,Carroll,Boyd,,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Neither are,State,Complete,Tulsa area,18 to 29,18 to 24,Democrat,18 to 24,1.467,Favorable
37.0,56.0,14.0,Second call,50-59,Asian,Female,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,No,Yes,Worse,Other,Something else,No HS,Under 15K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,45 to 59,50 to 59,Independent/Other,50 to 64,1.193,Unfavorable
37.0,56.0,15.0,Second call,,White,Female,,Boyd,Approve,,,,,,,,,,,,,,,State,Not complete,Tulsa area,,,,,1.63,
37.0,56.0,16.0,Second call,18-24,White,Female,Carroll,Boyd,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,18 to 24,Democrat,18 to 24,1.467,Favorable
37.0,56.0,17.0,Second call,25-29,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Both are,State,Complete,Tulsa area,18 to 29,25 to 29,Republican,25 to 29,1.223,Unfavorable
37.0,56.0,18.0,Second call,40-44,Hispanic,Male,Carroll,Keating,Approve,Approve,Neither,Yes,No,No,No,Worse,Dole,Republican,HS grad,15 to 30K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.137,Unfavorable
37.0,56.0,19.0,Second call,30-39,White,Female,Carroll,Boyd,Disapprove,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,30 to 44,30 to 39,Democrat,30 to 39,1.457,Unfavorable
37.0,56.0,20.0,Third call,40-44,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.193,Unfavorable
37.0,56.0,21.0,Third call,25-29,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Other,Something else,Some college,15 to 30K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,18 to 29,25 to 29,Independent/Other,25 to 29,1.223,Unfavorable
37.0,56.0,22.0,Third call,40-44,Other,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.215,Unfavorable
37.0,56.0,23.0,Third call,60-64,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,No,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Tulsa area,60 and over,60 and over,Republican,50 to 64,1.361,Unfavorable
37.0,56.0,24.0,Third call,25-29,White,Female,Carroll,Boyd,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Republican,25 to 29,1.467,Unfavorable
37.0,56.0,25.0,Third call,40-44,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,Yes,No,Worse,Perot,Independent,Some college,Under 15K,Liberal,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,40 to 49,Independent/Other,40 to 49,1.215,Favorable
37.0,56.0,26.0,Third call,30-39,Other,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Perot,Independent,Some college,15 to 30K,Moderate,18 to 64,Both are,State,Complete,Tulsa area,30 to 44,30 to 39,Independent/Other,30 to 39,1.215,Unfavorable
37.0,56.0,27.0,Third call,45-49,White,Female,Carroll,Boyd,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,45 to 59,40 to 49,Democrat,40 to 49,1.457,Favorable
37.0,56.0,28.0,Third call,40-44,White,Female,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Tulsa area,30 to 44,40 to 49,Republican,40 to 49,1.193,Unfavorable
37.0,56.0,29.0,Third call,25-29,White,Female,Nickles,Boyd,Disapprove,Disapprove,Neither,No,No,No,Yes,Worse,Dole,Democrat,Some college,15 to 30K,Liberal,18 to 64,Boyd is,State,Complete,Tulsa area,18 to 29,25 to 29,Democrat,25 to 29,1.693,Unfavorable
37.0,59.0,1.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.169,Favorable
37.0,59.0,2.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Something else,No HS,,Moderate,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,1.021,Unfavorable
37.0,59.0,3.0,First call,50-59,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,1.01,Favorable
37.0,59.0,4.0,First call,65 and over,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Republican,HS grad,15 to 30K,Conservative,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.254,Favorable
37.0,59.0,5.0,First call,40-44,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Both are,State,Complete,West,30 to 44,40 to 49,Democrat,40 to 49,1.01,Favorable
37.0,59.0,6.0,First call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Democrat,College grad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,40 to 49,Democrat,40 to 49,1.085,Unfavorable
37.0,59.0,7.0,First call,60-64,White,Female,Carroll,Keating,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Keating is,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,1.022,Favorable
37.0,59.0,8.0,First call,65 and over,,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Clinton,Democrat,,15 to 30K,Moderate,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.254,Unfavorable
37.0,59.0,9.0,First call,65 and over,White,Female,Carroll,Boyd,,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,,15 to 30K,Conservative,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.098,Favorable
37.0,59.0,10.0,First call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.021,Unfavorable
37.0,59.0,11.0,First call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.085,Unfavorable
37.0,59.0,12.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.021,Unfavorable
37.0,59.0,13.0,First call,50-59,White,Female,Carroll,Boyd,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.9510000000000001,Favorable
37.0,59.0,14.0,First call,45-49,White,Male,Carroll,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.9400000000000001,Unfavorable
37.0,59.0,15.0,First call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Neither are,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.085,Unfavorable
37.0,59.0,16.0,First call,50-59,White,Male,Carroll,Boyd,Approve,Approve,Support Clinton,Yes,,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,1.01,Favorable
37.0,59.0,17.0,Second call,25-29,White,Female,Nickles,Boyd,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,West,18 to 29,25 to 29,Democrat,25 to 29,1.2,Unfavorable
37.0,59.0,18.0,Second call,45-49,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Neither are,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,1.085,Unfavorable
37.0,59.0,19.0,Second call,65 and over,White,Female,Nickles,Keating,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Other,Democrat,Some college,15 to 30K,Conservative,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.178,Unfavorable
37.0,59.0,20.0,Second call,65 and over,White,Female,Nickles,Boyd,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Independent,HS grad,75 to 100K,Conservative,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Independent/Other,65 and over,1.2690000000000001,Favorable
37.0,59.0,21.0,Second call,60-64,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,50 to 64,1.098,Favorable
37.0,59.0,22.0,Second call,50-59,White,Male,,Keating,Approve,Disapprove,Neither,No,No,No,No,Worse,Perot,Republican,Some college,Under 15K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.051,Favorable
37.0,59.0,23.0,Second call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.169,Favorable
37.0,59.0,24.0,Second call,65 and over,White,Female,Nickles,Keating,Approve,Disapprove,Neither,Yes,,,Yes,Same,Clinton,Democrat,,15 to 30K,Conservative,65 and over,Keating is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.178,
37.0,59.0,25.0,Second call,65 and over,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Moderate,65 and over,Neither are,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.098,Favorable
37.0,59.0,26.0,Second call,18-24,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Did not vote,Democrat,HS grad,,Liberal,18 to 64,Boyd is,State,Complete,West,18 to 29,18 to 24,Democrat,18 to 24,1.041,Favorable
37.0,59.0,27.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.085,Unfavorable
37.0,59.0,28.0,Second call,18-24,Hispanic,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Did not vote,Independent,HS grad,15 to 30K,Moderate,18 to 64,Keating is,State,Complete,West,18 to 29,18 to 24,Independent/Other,18 to 24,0.978,Unfavorable
37.0,59.0,29.0,Second call,50-59,White,Male,Other,Other,Approve,Disapprove,Neither,Yes,No,No,,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Neither are,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,1.092,Favorable
37.0,59.0,30.0,Second call,65 and over,White,Female,Carroll,,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.044,Unfavorable
37.0,59.0,31.0,Second call,50-59,,Female,Nickles,Other,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Neither are,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.542,Favorable
37.0,59.0,32.0,Second call,60-64,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Under 15K,Conservative,18 to 64,Both are,State,Complete,West,60 and over,60 and over,Republican,50 to 64,1.178,Unfavorable
37.0,59.0,33.0,Second call,65 and over,White,Female,,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,65 and over,Boyd is,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.23,Favorable
37.0,59.0,34.0,Third call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,Yes,No,Better,Perot,Democrat,No HS,50 to 75K,Liberal,18 to 64,Keating is,State,Complete,West,45 to 59,50 to 59,Democrat,50 to 64,0.9510000000000001,Favorable
37.0,59.0,35.0,Third call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,,,,,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.085,Unfavorable
37.0,59.0,36.0,Third call,50-59,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Dole,Independent,Postgrad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,1.085,Unfavorable
37.0,59.0,37.0,Third call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Better,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,West,45 to 59,40 to 49,Democrat,40 to 49,0.9510000000000001,Unfavorable
37.0,59.0,38.0,Third call,45-49,White,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Independent,HS grad,15 to 30K,Moderate,18 to 64,Neither are,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,1.085,Favorable
37.0,59.0,39.0,Third call,30-39,White,Male,Nickles,Keating,Approve,Approve,,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Both are,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,1.085,Favorable
37.0,59.0,40.0,Third call,18-24,White,Male,Nickles,Keating,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Republican,Some college,15 to 30K,Moderate,18 to 64,Keating is,State,Complete,West,18 to 29,18 to 24,Republican,18 to 24,1.187,Favorable
37.0,59.0,41.0,Third call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,No,Better,Perot,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,1.021,Unfavorable
