V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46
1.0,0.0,G,44.0,80.0,2.0,First call,1.0,30-39,Black,Female,,,Mattox,No,Approve,Approve,No Effect,Black,State Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Moderate,18-64,No,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.139,Taxes,Same,Favorable
1.0,0.0,G,44.0,80.0,3.0,First call,1.0,30-39,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,State Level,Support Clinton,Yes,Good,Serve out Term,Yes,Yes,Yes,Better,Clinton,Democrat,College Graduate,"Under $15,000",Liberal,18-64,No,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.134,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,4.0,First call,1.0,30-39,Black,Female,Mauro,Sharp,Mattox,,Approve,Approve,No Effect,Black,Local Level,Support Clinton,Yes,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,,"$15,000-$30,000",Liberal,18-64,,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.143,Education,Same,
1.0,0.0,G,44.0,80.0,5.0,First call,1.0,50-59,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Moderate,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.134,State Surplus,Same,Favorable
1.0,0.0,G,44.0,80.0,6.0,First call,1.0,65 and over,Black,Female,Mauro,Other,Other,,,,More Likely,Black,Local Level,,Yes,,Serve out Term,,,,,,,,,,65 and Over,,State,Not Complete,Houston,60 and Over,60 and Over,,65 and Over,0.329,Education,,
1.0,0.0,G,44.0,80.0,7.0,First call,1.0,60-64,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,Local Level,Support Clinton,Yes,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,,"Under $15,000",Liberal,18-64,No,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,0.132,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,80.0,8.0,First call,1.0,50-59,Black,,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,State Level,Neither,Yes,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"$15,000-$30,000",Conservative,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.134,State Surplus,Same,Favorable
1.0,0.0,G,44.0,80.0,9.0,First call,1.0,40-44,Black,Female,Mauro,Sharp,,No,Approve,Disapprove,No Effect,Black,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Liberal,18-64,No,State,Complete,Houston,30-44,40-49,Democrat,40-49,0.153,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,10.0,First call,1.0,65 and over,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,,Black,State Level,Neither,Yes,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,,"100,000 or More",Moderate,65 and Over,No,State,Complete,Houston,60 and Over,60 and Over,Democrat,65 and Over,0.132,Crime/Drugs,Same,Favorable
1.0,0.0,G,44.0,80.0,11.0,First call,1.0,40-44,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,,Neither,,Good,,No,No,,Better,Clinton,Democrat,College Graduate,"$30,000-$50,000",Moderate,18-64,,State,Complete,Houston,30-44,40-49,Democrat,40-49,0.143,,Worse,
1.0,0.0,G,44.0,80.0,12.0,Second call,1.0,25-29,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,Local Level,Support Clinton,Yes,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,No,State,Complete,Houston,18-29,25-29,Democrat,25-29,0.11800000000000001,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,80.0,13.0,Second call,1.0,30-39,Black,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,Black,State Level,Support Clinton,Yes,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Conservative,18-64,No,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.143,Taxes,Worse,Favorable
1.0,0.0,G,44.0,80.0,14.0,Second call,1.0,50-59,,Female,Mauro,Sharp,Mattox,No,Approve,Approve,More Likely,,State Level,Support Clinton,Yes,Excellent,Serve out Term,No,No,Yes,Better,Clinton,Democrat,No High School,"$30,000-$50,000",Liberal,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.159,Taxes,Better,Favorable
1.0,0.0,G,44.0,80.0,15.0,Second call,1.0,25-29,Black,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,Black,State Level,,Yes,Not So Good,Serve out Term,No,No,No,Worse,Clinton,Democrat,Some College,"$15,000-$30,000",Liberal,18-64,,State,Complete,Houston,18-29,25-29,Democrat,25-29,0.126,Education,Worse,Favorable
1.0,0.0,G,44.0,80.0,16.0,Second call,1.0,30-39,Black,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,Black,State Level,Neither,No,Good,Serve out Term,No,Yes,,Same,Clinton,Democrat,Some College,"$15,000-$30,000",Conservative,18-64,No,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.143,Education,Same,Favorable
1.0,0.0,G,44.0,80.0,17.0,Second call,1.0,18-24,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,Local Level,Oppose Clinton,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"Under $15,000",Liberal,18-64,Yes,State,Complete,Houston,18-29,18-24,Democrat,18-24,0.11800000000000001,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,80.0,18.0,Second call,1.0,50-59,Black,Female,Mauro,Sharp,Mattox,No,Approve,,No Effect,Black,State Level,Neither,,Good,Serve out Term,No,No,,Better,Clinton,Democrat,Some College,"$15,000-$30,000",Moderate,18-64,,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.143,Crime/Drugs,Same,Favorable
1.0,0.0,G,44.0,80.0,19.0,Second call,1.0,30-39,Black,Male,Mauro,Sharp,Mattox,,Approve,Disapprove,No Effect,Black,Local Level,Support Clinton,No,Good,Run for President,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,"$50,000-$75,000",Moderate,18-64,No,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.134,Education,Worse,Favorable
1.0,0.0,G,44.0,80.0,20.0,Third call,1.0,50-59,Black,Male,Mauro,Sharp,Mattox,No,Approve,Approve,More Likely,Black,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,,"$30,000-$50,000",Moderate,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.134,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,21.0,Third call,1.0,60-64,Black,Female,Mauro,Sharp,Mattox,No,Approve,,No Effect,Black,,Support Clinton,Yes,Good,Serve out Term,No,No,,Same,Clinton,Democrat,High School Graduate,"Under $15,000",,18-64,,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,0.13999999999999999,Crime/Drugs,Same,Favorable
1.0,0.0,G,44.0,80.0,22.0,Third call,1.0,50-59,Black,Male,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,Black,State Level,Neither,No,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,Some College,"$30,000-$50,000",Liberal,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.134,Education,Same,Favorable
1.0,0.0,G,44.0,80.0,23.0,Third call,1.0,40-44,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,Local Level,Support Clinton,No,Not So Good,,No,No,No,Same,Clinton,Democrat,Some College,"$15,000-$30,000",Moderate,18-64,No,State,Complete,Houston,30-44,40-49,Democrat,40-49,0.134,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,80.0,24.0,Third call,1.0,60-64,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,Local Level,Support Clinton,No,Good,,No,No,No,Same,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Moderate,18-64,No,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,0.13999999999999999,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,80.0,25.0,Third call,1.0,18-24,Black,Male,Bush,Sharp,Cornyn,No,Approve,Disapprove,No Effect,Black,Local Level,Neither,No,Good,Serve out Term,No,No,,Better,Did Not Vote,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,Houston,18-29,18-24,Democrat,18-24,0.124,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,26.0,Third call,1.0,18-24,Black,Female,Bush,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,Black,State Level,Neither,No,Good,Run for President,No,No,,Same,Did Not Vote,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,Houston,18-29,18-24,Democrat,18-24,0.117,Education,Same,Favorable
1.0,0.0,G,44.0,80.0,27.0,Third call,1.0,30-39,Black,Female,Mauro,Sharp,Cornyn,No,Approve,Approve,No Effect,Black,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"$50,000-$75,000",Conservative,18-64,No,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.161,Education,Same,Favorable
1.0,0.0,G,44.0,80.0,28.0,Third call,1.0,18-24,Black,Female,Mauro,Sharp,Mattox,No,Approve,,,Black,State Level,,Yes,Good,Serve out Term,,No,No,Worse,,,Some College,"$15,000-$30,000",Moderate,18-64,No,State,Complete,Houston,18-29,18-24,,18-24,0.126,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,29.0,Third call,1.0,50-59,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Some College,"Under $15,000",Moderate,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.143,Education,Same,Favorable
1.0,0.0,G,44.0,80.0,30.0,Third call,1.0,45-49,Black,Female,Mauro,,,No,Approve,Approve,,Black,State Level,Support Clinton,,Good,Serve out Term,No,No,,Better,Clinton,Democrat,Some College,"$50,000-$75,000",,18-64,No,State,Complete,Houston,45-59,40-49,Democrat,40-49,0.155,,Same,Favorable
1.0,0.0,G,44.0,80.0,31.0,Third call,1.0,50-59,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,Local Level,Neither,Yes,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"$30,000-$50,000",Moderate,18-64,,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.143,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,80.0,32.0,Third call,1.0,50-59,Black,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Postgrad,"$75,000-$100,000",Liberal,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.134,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,33.0,Third call,1.0,30-39,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Approve,,Black,State Level,Support Clinton,,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,College Graduate,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.143,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,80.0,34.0,Third call,1.0,30-39,Black,Female,Other,Sharp,Mattox,No,Approve,Approve,,Black,State Level,Support Clinton,,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,College Graduate,"$15,000-$30,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,30-39,Democrat,30-39,0.135,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,80.0,35.0,Third call,1.0,25-29,Black,Female,Mauro,Sharp,Mattox,No,Approve,Approve,More Likely,Black,Local Level,Support Clinton,Yes,Excellent,Run for President,No,No,Yes,Better,Clinton,Democrat,High School Graduate,,Conservative,18-64,Yes,State,Complete,Houston,18-29,25-29,Democrat,25-29,0.126,Crime/Drugs,Better,Favorable
1.0,0.0,G,44.0,80.0,36.0,Third call,1.0,60-64,Black,,Bush,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,Local Level,Support Clinton,No,Good,Serve out Term,No,No,,Better,Clinton,Democrat,High School Graduate,,Moderate,18-64,Yes,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,0.131,Welfare,,Favorable
1.0,0.0,G,44.0,80.0,37.0,Third call,1.0,45-49,Black,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,Black,Local Level,Neither,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,Some College,"$50,000-$75,000",Moderate,18-64,No,State,Complete,Houston,45-59,40-49,Democrat,40-49,0.143,Education,Better,Favorable
1.0,0.0,G,44.0,80.0,38.0,Third call,1.0,50-59,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,Local Level,Neither,No,Good,,No,No,No,Better,Clinton,Democrat,College Graduate,"$30,000-$50,000",Liberal,18-64,,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.143,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,80.0,39.0,Third call,1.0,50-59,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,Black,Local Level,Support Clinton,No,Not So Good,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,,,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.143,Economy/Jobs,Better,Favorable
1.0,0.0,G,44.0,83.0,1.0,First call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,,Neither,No,Good,Run for President,Yes,Yes,No,Better,Dole,Independent,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,30-39,Independent/Other,30-39,0.641,Education,Same,Unfavorable
1.0,0.0,G,44.0,83.0,2.0,First call,1.0,50-59,White,Female,Bush,Perry,Cornyn,No,Disapprove,,Less Likely,White,Local Level,Oppose Clinton,,Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,Some College,"100,000 or More",Moderate,18-64,Yes,State,Complete,Houston,45-59,50-59,Republican,50-64,0.6829999999999999,Education,Same,Unfavorable
1.0,0.0,G,44.0,83.0,3.0,First call,1.0,40-44,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Dole,Republican,Postgrad,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,40-49,Republican,40-49,0.693,Education,Same,Unfavorable
1.0,0.0,G,44.0,83.0,4.0,First call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Excellent,Run for President,Yes,Yes,No,Better,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,45-59,50-59,Republican,50-64,0.641,State Surplus,Better,Unfavorable
1.0,0.0,G,44.0,83.0,5.0,First call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,,,No Effect,White,Local Level,,,Good,Run for President,Yes,Yes,No,Same,Dole,Republican,College Graduate,,Conservative,18-64,Yes,State,Complete,Houston,30-44,30-39,Republican,30-39,0.6829999999999999,Education,Same,Unfavorable
1.0,0.0,G,44.0,83.0,6.0,Second call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,State Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Postgrad,"100,000 or More",Liberal,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.6089999999999999,Education,Same,Unfavorable
1.0,0.0,G,44.0,83.0,7.0,Second call,1.0,18-24,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,,Good,Run for President,Yes,Yes,No,Same,Did Not Vote,Republican,High School Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,18-29,18-24,Republican,18-24,0.5589999999999999,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,83.0,8.0,Second call,1.0,18-24,White,Female,Bush,Sharp,Mattox,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Better,Did Not Vote,,No High School,,Liberal,18-64,Yes,State,Complete,Houston,18-29,18-24,,18-24,0.541,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,83.0,9.0,Second call,1.0,30-39,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Approve,Less Likely,Hispanic,Local Level,Neither,Yes,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,30-39,Republican,30-39,0.6189999999999999,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,83.0,10.0,Second call,1.0,25-29,White,Female,Bush,Perry,Cornyn,,,,No Effect,White,Local Level,,No,,,,,,,,,,,,18-64,Yes,State,Not Complete,Houston,18-29,25-29,,25-29,0.593,Education,,
1.0,0.0,G,44.0,83.0,11.0,Second call,1.0,50-59,White,Male,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,College Graduate,"100,000 or More",Moderate,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.631,,Better,Unfavorable
1.0,0.0,G,44.0,83.0,12.0,Second call,1.0,18-24,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,,Good,Run for President,Yes,Yes,No,Same,Did Not Vote,Republican,High School Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,18-29,18-24,Republican,18-24,0.5589999999999999,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,83.0,13.0,Second call,1.0,60-64,White,Female,Mauro,Sharp,Mattox,,,,No Effect,White,Local Level,,No,,Serve out Term,,,,,,,,,,18-64,Yes,State,Not Complete,Houston,60 and Over,60 and Over,,50-64,0.6569999999999999,Economy/Jobs,,
1.0,0.0,G,44.0,83.0,14.0,Second call,1.0,40-44,White,Female,Mauro,Sharp,Mattox,No,Approve,,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,College Graduate,"$50,000-$75,000",Moderate,18-64,,State,Complete,Houston,30-44,40-49,Democrat,40-49,0.6699999999999999,Taxes,Better,Favorable
1.0,0.0,G,44.0,83.0,15.0,Second call,1.0,40-44,White,Female,Bush,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,State Level,Neither,No,Good,Run for President,No,No,No,Better,Clinton,Independent,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,40-49,Independent/Other,40-49,0.6189999999999999,Education,Better,Unfavorable
1.0,0.0,G,44.0,83.0,16.0,Second call,1.0,50-59,White,Male,Bush,Sharp,Cornyn,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,Some College,,Moderate,18-64,Yes,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.651,Education,Worse,Unfavorable
1.0,0.0,G,44.0,83.0,17.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"$75,000-$100,000",Conservative,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,0.628,Education,Better,Unfavorable
1.0,0.0,G,44.0,83.0,18.0,Second call,1.0,60-64,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,No,Same,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,50-64,0.628,,Better,Unfavorable
1.0,0.0,G,44.0,83.0,19.0,Second call,1.0,18-24,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Excellent,Run for President,Yes,Yes,,Same,Dole,Republican,Some College,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,Houston,18-29,18-24,Republican,18-24,0.5589999999999999,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,83.0,20.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Good,Run for President,No,Yes,Yes,Worse,Dole,Republican,Postgrad,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,0.628,Education,Same,Unfavorable
1.0,0.0,G,44.0,83.0,21.0,Second call,1.0,18-24,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,,Good,Run for President,Yes,Yes,No,Same,Did Not Vote,Republican,High School Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,18-29,18-24,Republican,18-24,0.5589999999999999,Economy/Jobs,Worse,Unfavorable
1.0,0.0,G,44.0,83.0,22.0,Second call,1.0,50-59,White,Male,Bush,Sharp,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"100,000 or More",Conservative,18-64,Yes,State,Complete,Houston,45-59,50-59,Republican,50-64,0.651,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,83.0,23.0,Second call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Oppose Clinton,No,Not So Good,Run for President,Yes,Yes,No,Same,Dole,Republican,Postgrad,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,30-39,Republican,30-39,0.641,,Same,Unfavorable
1.0,0.0,G,44.0,83.0,24.0,Second call,1.0,18-24,White,Female,Bush,Sharp,Mattox,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Better,Did Not Vote,,No High School,,Liberal,18-64,Yes,State,Complete,Houston,18-29,18-24,,18-24,0.541,Crime/Drugs,Better,Unfavorable
1.0,0.0,G,44.0,83.0,25.0,Second call,1.0,40-44,White,Female,Bush,Perry,Cornyn,No,Disapprove,,Less Likely,White,State Level,Oppose Clinton,Yes,Good,Run for President,Yes,,,Worse,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,Houston,30-44,40-49,Republican,40-49,0.6829999999999999,Taxes,Same,Unfavorable
