State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Lottery to fund educ,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
1.0,70.0,7.0,First call,65 and over,White,Female,Shelby,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Democrat,65 and over,4.117
1.0,70.0,8.0,First call,45-49,White,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,2.683
1.0,70.0,9.0,First call,60-64,Black,Male,Other,Siegelman,Approve,,Neither,,,No,,Better,Clinton,Democrat,HS grad,,,18 to 64,,State,Complete,South,60 and over,65 and over,Democrat,50 to 64,2.097
1.0,70.0,10.0,First call,40-44,,Female,Shelby,Siegelman,Approve,Approve,Neither,No,,,,Worse,Dole,Independent,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,2.432
1.0,70.0,11.0,First call,30-39,Black,Male,Sudith,Siegelman,Approve,,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,1.508
1.0,70.0,12.0,First call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,,Same,,Republican,HS grad,50 to 75K,Conservative,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Republican,65 and over,4.452
1.0,70.0,13.0,Second call,50-59,White,Male,Shelby,Siegelman,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.9820000000000002
1.0,70.0,14.0,Second call,50-59,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Worse,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,2.63
1.0,70.0,15.0,Second call,40-44,Black,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Independent,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.508
1.0,70.0,16.0,Second call,40-44,Black,Female,Shelby,Siegelman,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Something else,College grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.3679999999999999
1.0,70.0,17.0,Second call,40-44,Black,,Sudith,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.508
1.0,70.0,18.0,Second call,60-64,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Perot,Independent,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,South,60 and over,65 and over,Independent/Other,50 to 64,4.117
1.0,70.0,19.0,Second call,50-59,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,2.63
1.0,70.0,20.0,Second call,30-39,White,Female,Shelby,Siegelman,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,South,30 to 44,30 to 39,,30 to 39,2.432
1.0,70.0,21.0,Third call,40-44,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.85
1.0,70.0,22.0,Third call,18-24,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Favor,State,Complete,South,18 to 29,18 to 24,Democrat,18 to 24,1.728
1.0,70.0,23.0,Third call,25-29,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,1.728
1.0,70.0,24.0,Third call,45-49,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,1.508
1.0,70.0,25.0,Third call,45-49,Hispanic,Female,Shelby,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,1.3679999999999999
1.0,70.0,26.0,Third call,30-39,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,1.85
1.0,70.0,27.0,Third call,30-39,Black,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Something else,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.114
1.0,70.0,28.0,Third call,40-44,Black,Male,Shelby,Siegelman,Disapprove,Approve,Oppose Clinton,,Yes,Yes,Yes,Better,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,1.114
1.0,70.0,29.0,Third call,60-64,Black,Female,Sudith,Siegelman,Approve,Approve,Neither,Yes,Yes,No,Yes,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,60 and over,65 and over,Democrat,50 to 64,3.133
1.0,70.0,30.0,Third call,30-39,White,Male,Shelby,Siegelman,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.9820000000000002
1.0,70.0,31.0,Third call,40-44,White,Female,Shelby,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,2.432
1.0,70.0,32.0,Third call,40-44,Black,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Democrat,40 to 49,1.508
1.0,73.0,1.0,First call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Perot,Republican,Some college,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,0.886
1.0,73.0,2.0,First call,60-64,Black,Female,Shelby,James,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,,,Conservative,18 to 64,Oppose,State,Complete,South,60 and over,65 and over,Democrat,50 to 64,1.033
1.0,73.0,3.0,First call,25-29,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Perot,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,South,18 to 29,25 to 29,Republican,25 to 29,1.014
1.0,73.0,4.0,First call,30-39,White,Male,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,0.886
1.0,73.0,5.0,First call,40-44,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,Yes,Same,Dole,Republican,Some college,,Conservative,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,0.666
1.0,73.0,6.0,First call,45-49,White,Female,Shelby,James,Approve,Approve,Neither,Yes,No,No,No,Worse,Clinton,Something else,Some college,Under 15K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.085
1.0,73.0,7.0,First call,65 and over,White,,Shelby,James,Disapprove,,Oppose Clinton,Yes,Yes,Yes,,Worse,Dole,Republican,No HS,15 to 30K,Conservative,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Republican,65 and over,1.836
1.0,73.0,8.0,First call,50-59,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,0.666
1.0,73.0,9.0,First call,30-39,White,Female,Shelby,Siegelman,Disapprove,Approve,Neither,No,No,No,No,Worse,Other,Democrat,No HS,,,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.8180000000000001
1.0,73.0,10.0,First call,50-59,White,Female,Shelby,James,Disapprove,,Neither,,Yes,Yes,,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.085
1.0,73.0,11.0,First call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.622
1.0,73.0,12.0,First call,40-44,White,Male,Shelby,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Independent,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.666
1.0,73.0,13.0,Second call,65 and over,Other,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,,Same,Dole,Republican,No HS,Under 15K,Conservative,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Republican,65 and over,1.836
1.0,73.0,14.0,Second call,25-29,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,18 to 29,25 to 29,Democrat,25 to 29,0.5820000000000001
1.0,73.0,15.0,Second call,50-59,White,Female,Shelby,James,Disapprove,,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.085
1.0,73.0,16.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Perot,Republican,Postgrad,30 to 50K,Conservative,65 and over,Favor,State,Complete,South,60 and over,65 and over,Republican,65 and over,1.5
1.0,73.0,17.0,Second call,40-44,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,No,Yes,,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,1.085
1.0,73.0,18.0,Second call,45-49,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Perot,Independent,HS grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.886
1.0,73.0,19.0,Second call,30-39,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,0.886
1.0,73.0,20.0,Second call,30-39,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Other,Republican,Some college,Under 15K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,0.886
1.0,73.0,21.0,Second call,30-39,White,Male,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.901
1.0,73.0,22.0,Second call,18-24,White,Male,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Did not vote,Republican,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,South,18 to 29,18 to 24,Republican,18 to 24,0.843
1.0,73.0,23.0,Second call,30-39,White,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.085
1.0,73.0,24.0,Second call,65 and over,White,Female,Shelby,Siegelman,Disapprove,,,Yes,Yes,Yes,,Worse,Dole,,HS grad,50 to 75K,Conservative,65 and over,,State,Complete,South,60 and over,65 and over,,65 and over,1.385
1.0,73.0,25.0,Second call,18-24,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,South,18 to 29,18 to 24,Republican,18 to 24,0.8280000000000001
1.0,73.0,26.0,Second call,30-39,White,Female,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,,State,Not complete,South,30 to 44,30 to 39,,30 to 39,1.085
1.0,73.0,27.0,Third call,30-39,Black,Male,Shelby,James,Approve,Disapprove,,Yes,,,,,,,,,,18 to 64,Favor,State,Not complete,South,30 to 44,30 to 39,,30 to 39,0.49700000000000005
1.0,73.0,28.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.886
1.0,73.0,29.0,Third call,25-29,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Favor,State,Complete,South,18 to 29,25 to 29,Republican,25 to 29,0.8280000000000001
1.0,73.0,30.0,Third call,30-39,White,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,Yes,,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,1.108
1.0,73.0,31.0,Third call,25-29,White,Female,Other,Other,Approve,Approve,Support Clinton,Yes,Yes,Yes,Yes,Same,Clinton,Something else,,,Liberal,18 to 64,Favor,State,Complete,South,18 to 29,25 to 29,Independent/Other,25 to 29,0.957
1.0,73.0,32.0,Third call,50-59,White,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,0.901
1.0,73.0,33.0,Third call,60-64,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,South,60 and over,65 and over,Republican,50 to 64,1.5
1.0,73.0,34.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Approve,Support Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,0.886
1.0,73.0,35.0,Third call,25-29,Black,Male,Sudith,Siegelman,Approve,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,South,18 to 29,25 to 29,,25 to 29,0.475
1.0,73.0,36.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,HS grad,75 to 100K,Conservative,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.886
1.0,73.0,37.0,Third call,45-49,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,Republican,40 to 49,1.085
1.0,73.0,38.0,Third call,30-39,White,Male,Shelby,James,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,South,30 to 44,30 to 39,,30 to 39,0.886
1.0,73.0,39.0,Third call,45-49,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,Republican,40 to 49,0.886
1.0,73.0,40.0,Third call,25-29,White,Male,Shelby,James,Disapprove,Disapprove,Support Clinton,Yes,Yes,Yes,Yes,Worse,Perot,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,South,18 to 29,25 to 29,Republican,25 to 29,0.8280000000000001
1.0,73.0,41.0,Third call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,Yes,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,1.108
1.0,73.0,42.0,Third call,65 and over,White,Male,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Under 15K,Conservative,65 and over,Oppose,State,Complete,South,60 and over,65 and over,Republican,65 and over,1.5
1.0,73.0,43.0,Third call,30-39,White,Female,Shelby,Siegelman,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Perot,Independent,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.8180000000000001
1.0,77.0,1.0,First call,65 and over,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,Under 15K,Moderate,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,Republican,65 and over,0.599
1.0,77.0,2.0,First call,40-44,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,30 to 44,40 to 49,Republican,40 to 49,0.42100000000000004
1.0,77.0,3.0,First call,30-39,White,Female,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Republican,30 to 39,0.42100000000000004
1.0,77.0,4.0,First call,45-49,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Black Belt,45 to 59,40 to 49,Independent/Other,40 to 49,0.6849999999999999
1.0,77.0,5.0,First call,65 and over,White,Male,Sudith,Siegelman,Approve,Disapprove,,Yes,,,,,,,,,,65 and over,Favor,State,Not complete,Black Belt,60 and over,65 and over,,65 and over,1.32
1.0,77.0,6.0,First call,40-44,White,Female,Shelby,Siegelman,Disapprove,,Neither,No,,Yes,,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,State,Complete,Black Belt,30 to 44,40 to 49,Republican,40 to 49,0.69
1.0,77.0,7.0,First call,25-29,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,18 to 29,25 to 29,Republican,25 to 29,0.368
1.0,77.0,8.0,First call,30-39,Black,Male,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Democrat,30 to 39,1.8210000000000002
1.0,77.0,9.0,First call,45-49,White,Female,Shelby,James,Disapprove,Disapprove,Neither,,No,Yes,Yes,Better,Perot,Republican,HS grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,40 to 49,Republican,40 to 49,0.42100000000000004
1.0,77.0,10.0,First call,50-59,White,Male,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,Black Belt,45 to 59,50 to 59,,50 to 64,0.41800000000000004
1.0,77.0,11.0,First call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,50 to 59,Republican,50 to 64,0.41800000000000004
1.0,77.0,12.0,First call,40-44,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Black Belt,30 to 44,40 to 49,Independent/Other,40 to 49,0.6849999999999999
1.0,77.0,13.0,First call,30-39,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Independent/Other,30 to 39,0.6849999999999999
1.0,77.0,14.0,Second call,30-39,White,Male,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Black Belt,30 to 44,30 to 39,Republican,30 to 39,0.41800000000000004
1.0,77.0,15.0,Second call,50-59,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Black Belt,45 to 59,50 to 59,Republican,50 to 64,0.41800000000000004
1.0,77.0,16.0,Second call,45-49,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Black Belt,45 to 59,40 to 49,Republican,40 to 49,0.41800000000000004
1.0,77.0,17.0,Second call,65 and over,White,Female,Shelby,James,Approve,Approve,Neither,No,No,No,Yes,Same,Dole,Democrat,Some college,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Black Belt,60 and over,65 and over,Democrat,65 and over,0.599
1.0,77.0,18.0,Second call,25-29,White,Female,,James,Approve,Approve,Neither,Yes,No,No,No,Better,Did not vote,Republican,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Black Belt,18 to 29,25 to 29,Republican,25 to 29,0.41300000000000003
