State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
20.0,43.0,22.0,Second call,45-49,White,Female,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,0.9560000000000001
20.0,43.0,23.0,Third call,40-44,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.9189999999999999
20.0,43.0,24.0,Third call,18-24,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #1,18 to 29,18 to 24,Democrat,18 to 24,1.151
20.0,43.0,25.0,Third call,40-44,White,Male,King,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.9189999999999999
20.0,43.0,26.0,Third call,40-44,White,Male,Other,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,0.799
20.0,43.0,27.0,Third call,40-44,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,0.626
20.0,43.0,28.0,Third call,25-29,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Independent,50 to 75K,Moderate,18 to 64,State,Cd #1,18 to 29,25 to 29,Independent/Other,25 to 29,1.151
20.0,43.0,29.0,Third call,50-59,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.9189999999999999
20.0,43.0,30.0,Third call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.9560000000000001
20.0,43.0,31.0,Third call,30-39,White,Female,King,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Independent,75 to 100K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.9560000000000001
20.0,43.0,32.0,Third call,50-59,White,Male,King,Approve,Disapprove,Support Clinton,Yes,No,No,Same,Clinton,Independent,Under 15K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,0.9189999999999999
20.0,43.0,33.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.9560000000000001
20.0,43.0,34.0,Third call,40-44,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,40 to 49,Democrat,40 to 49,0.9189999999999999
20.0,43.0,35.0,Third call,45-49,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,0.725
20.0,43.0,36.0,Third call,45-49,White,Female,King,Approve,Approve,Neither,No,Yes,,Same,,Independent,15 to 30K,Liberal,18 to 64,State,Cd #1,45 to 59,40 to 49,Independent/Other,40 to 49,0.9560000000000001
20.0,43.0,37.0,Third call,50-59,White,Male,King,Disapprove,Approve,Neither,No,No,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.9189999999999999
20.0,43.0,38.0,Third call,30-39,White,Female,Connelly,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.626
20.0,43.0,39.0,Third call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.9560000000000001
20.0,43.0,40.0,Third call,30-39,White,Female,Other,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.8320000000000001
20.0,43.0,41.0,Third call,60-64,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Liberal,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,0.9
20.0,43.0,42.0,Third call,45-49,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,0.725
20.0,43.0,43.0,Third call,50-59,White,Female,King,Disapprove,Approve,,Yes,Yes,Yes,,Clinton,,50 to 75K,,18 to 64,State,Cd #1,45 to 59,50 to 59,,50 to 64,0.9560000000000001
20.0,59.0,1.0,First call,30-39,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.6920000000000001
20.0,59.0,2.0,First call,50-59,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Same,Perot,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.8140000000000001
20.0,59.0,3.0,First call,45-49,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.891
20.0,59.0,4.0,First call,50-59,White,Male,King,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.701
20.0,59.0,5.0,First call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Perot,Democrat,100K or more,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.701
20.0,59.0,6.0,First call,50-59,White,Female,Other,Approve,Approve,Neither,No,No,Yes,Worse,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.6920000000000001
20.0,59.0,7.0,First call,40-44,White,Male,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.701
20.0,59.0,8.0,First call,50-59,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,100K or more,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.961
20.0,59.0,9.0,First call,30-39,White,Male,Longley,Approve,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,0.879
20.0,59.0,10.0,First call,45-49,Hispanic,Male,Connelly,Disapprove,Approve,Neither,No,Yes,No,Same,Did not vote,Democrat,100K or more,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.959
20.0,59.0,11.0,Second call,60-64,White,Male,Connelly,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.249
20.0,59.0,12.0,Second call,40-44,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.65
20.0,59.0,13.0,Second call,60-64,White,Female,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.157
20.0,59.0,14.0,Second call,50-59,White,Female,King,Disapprove,Disapprove,Neither,,,Yes,Better,Perot,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.65
20.0,59.0,15.0,Second call,50-59,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Something else,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.65
20.0,59.0,16.0,Second call,65 and over,White,Female,King,Disapprove,Disapprove,Neither,No,No,No,Same,Perot,Something else,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.845
20.0,59.0,17.0,Second call,45-49,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.879
20.0,59.0,18.0,Second call,30-39,White,Male,King,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,75 to 100K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,0.701
20.0,59.0,19.0,Second call,25-29,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,,Conservative,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.6849999999999999
20.0,59.0,20.0,Second call,40-44,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.65
20.0,59.0,21.0,Second call,30-39,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.879
20.0,59.0,22.0,Second call,30-39,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.961
20.0,59.0,23.0,Second call,45-49,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.65
20.0,59.0,24.0,Second call,40-44,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.8140000000000001
20.0,59.0,25.0,Second call,30-39,White,Female,Other,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,0.6920000000000001
20.0,59.0,26.0,Second call,50-59,White,Female,King,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Independent,,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.65
20.0,59.0,27.0,Second call,45-49,White,Female,Other,Disapprove,Disapprove,Neither,,Yes,Yes,Same,Clinton,Something else,100K or more,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.6920000000000001
20.0,59.0,28.0,Second call,30-39,White,Female,King,Approve,Approve,Neither,No,No,No,Better,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.65
20.0,59.0,29.0,Second call,40-44,White,Female,Other,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.6920000000000001
20.0,59.0,30.0,Second call,30-39,White,Female,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,0.8140000000000001
20.0,59.0,31.0,Second call,18-24,White,Male,King,Disapprove,Approve,Neither,Yes,Yes,No,Same,Did not vote,Republican,,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.6849999999999999
20.0,59.0,32.0,Second call,18-24,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Did not vote,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.859
20.0,59.0,33.0,Third call,18-24,White,Female,Longley,Approve,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.796
20.0,59.0,34.0,Third call,40-44,White,Male,Other,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Something else,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.7469999999999999
20.0,59.0,35.0,Third call,50-59,White,Female,King,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.65
20.0,59.0,36.0,Third call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.701
20.0,59.0,37.0,Third call,30-39,White,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.65
20.0,59.0,38.0,Third call,45-49,White,Male,King,Approve,Approve,Neither,No,Yes,Yes,Same,Did not vote,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.701
20.0,59.0,39.0,Third call,18-24,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Did not vote,Republican,30 to 50K,Moderate,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.859
20.0,59.0,40.0,Third call,30-39,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Perot,Independent,100K or more,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.879
20.0,59.0,41.0,Third call,30-39,White,Female,Other,Disapprove,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.6920000000000001
20.0,59.0,42.0,Third call,30-39,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.65
20.0,59.0,43.0,Third call,40-44,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.701
20.0,59.0,44.0,Third call,40-44,White,Female,King,Disapprove,Approve,Neither,,Yes,,Worse,Perot,Democrat,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.65
20.0,61.0,1.0,First call,40-44,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.616
20.0,61.0,2.0,First call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,0.802
20.0,61.0,3.0,First call,50-59,White,,Other,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.656
20.0,61.0,4.0,First call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.571
20.0,61.0,5.0,First call,40-44,White,Female,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.571
20.0,61.0,6.0,First call,40-44,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Something else,100K or more,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.571
20.0,61.0,7.0,First call,50-59,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.608
20.0,61.0,8.0,First call,40-44,White,Female,Connelly,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.7820000000000001
20.0,61.0,9.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.7429999999999999
20.0,61.0,10.0,First call,60-64,White,Male,King,Approve,Disapprove,Neither,No,Yes,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,0.802
20.0,61.0,11.0,Second call,18-24,White,Female,King,Disapprove,Approve,Neither,No,Yes,Yes,Same,Did not vote,Independent,75 to 100K,Moderate,18 to 64,State,Cd #2,18 to 29,18 to 24,Independent/Other,18 to 24,0.558
20.0,61.0,12.0,Second call,45-49,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.656
20.0,61.0,13.0,Second call,65 and over,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,,15 to 30K,,65 and over,State,Cd #2,60 and over,60 and over,,65 and over,0.802
20.0,61.0,14.0,Second call,65 and over,White,Female,Connelly,,,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.018
20.0,61.0,15.0,Second call,45-49,White,Female,Connelly,,,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.7820000000000001
20.0,61.0,16.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.571
20.0,61.0,17.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,Yes,No,No,Same,Clinton,Democrat,,,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.7429999999999999
20.0,61.0,18.0,Second call,65 and over,White,Male,King,Approve,Disapprove,Support Clinton,No,No,Yes,Worse,Clinton,Democrat,Under 15K,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.802
20.0,61.0,19.0,Second call,18-24,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Did not vote,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Republican,18 to 24,0.7
20.0,61.0,20.0,Second call,25-29,White,Male,Other,Disapprove,Disapprove,Neither,No,No,Yes,Same,Other,Independent,Under 15K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,0.641
20.0,61.0,21.0,Second call,50-59,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.773
20.0,61.0,22.0,Second call,50-59,White,Female,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.716
20.0,61.0,23.0,Second call,18-24,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.602
20.0,61.0,24.0,Second call,18-24,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,,Liberal,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.558
20.0,61.0,25.0,Second call,65 and over,White,Male,King,Disapprove,Disapprove,Oppose Clinton,,Yes,,Same,Dole,Republican,15 to 30K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.802
20.0,61.0,26.0,Second call,,White,Female,Connelly,Approve,Disapprove,,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,,State,Cd #2,,,Democrat,,0.7820000000000001
20.0,61.0,27.0,Third call,40-44,White,Female,King,Disapprove,Approve,Neither,No,No,Yes,,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.571
20.0,61.0,28.0,Third call,65 and over,White,Female,King,Approve,Approve,Neither,No,No,,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.7429999999999999
20.0,61.0,29.0,Third call,40-44,White,Female,King,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.571
20.0,61.0,30.0,Third call,50-59,White,Female,King,Approve,Approve,,No,,,Better,Clinton,Independent,,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.571
20.0,61.0,31.0,Third call,40-44,White,Female,King,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.571
20.0,61.0,32.0,Third call,45-49,White,Female,King,Approve,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,0.571
20.0,61.0,33.0,Third call,40-44,White,Male,King,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Republican,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.616
20.0,61.0,34.0,Third call,60-64,White,,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,0.7429999999999999
20.0,61.0,35.0,Third call,40-44,White,Female,King,Approve,Approve,Neither,No,No,No,Same,Dole,Democrat,50 to 75K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.571
