V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1.0,0.0,G,38.0,64.0,32.0,Second call,1.0,50-59,White,Male,Lim,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.241,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,33.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,,No,No,Yes,Same,Other,Independent,Some college,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,0.973,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,34.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,65 and over,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,35.0,Second call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,0.973,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,36.0,Second call,1.0,60-64,White,Male,Wyden,Kitzhaber,Disapprove,,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,50 to 64,0.8380000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,37.0,Second call,1.0,25-29,Asian,Male,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,25 to 29,Democrat,25 to 29,0.99,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,38.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Liberal,18 to 64,,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.973,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,39.0,Second call,1.0,65 and over,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,Some college,,Conservative,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,Republican,65 and over,0.253,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,40.0,Third call,1.0,60-64,Hispanic,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Republican,50 to 64,0.17099999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,41.0,Third call,1.0,18-24,White,Female,Wyden,Kitzhaber,Approve,,,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,18 to 24,Democrat,18 to 24,1.208,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,42.0,Third call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.23900000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,43.0,Third call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,25 to 29,Independent/Other,25 to 29,0.99,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,44.0,Third call,1.0,50-59,White,Male,,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Other,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.579,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,45.0,Third call,1.0,30-39,White,Female,Lim,Sizemore,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Worse,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,30 to 39,Independent/Other,30 to 39,0.293,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,46.0,Third call,1.0,25-29,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,25 to 29,Democrat,25 to 29,1.208,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,47.0,Third call,1.0,40-44,Black,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.542,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,48.0,Third call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,Yes,Yes,Yes,No,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,0.973,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,1.0,First call,1.0,40-44,White,Female,Wyden,Kitzhaber,,Approve,Neither,No,No,No,No,Better,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Republican,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,2.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,0.733,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,3.0,First call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Democrat,25 to 29,0.875,,Exit poll
1.0,0.0,G,38.0,75.0,4.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,,Worse,,Independent,College grad,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,0.733,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,5.0,First call,1.0,40-44,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,6.0,First call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Independent/Other,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,7.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.604,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,8.0,First call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Republican,25 to 29,0.9480000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,9.0,First call,1.0,30-39,White,Female,Lim,Sizemore,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Independent/Other,30 to 39,0.6549999999999999,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,10.0,First call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Republican,40 to 49,0.796,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,11.0,First call,1.0,40-44,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Republican,40 to 49,0.6549999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,12.0,Second call,1.0,30-39,White,Female,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Did not vote,Republican,Some college,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,0.6549999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,13.0,Second call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,14.0,Second call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,0.604,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,15.0,Second call,1.0,45-49,White,Female,Lim,Sizemore,,,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Republican,40 to 49,0.6549999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,16.0,Second call,1.0,30-39,White,Male,Wyden,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.732,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,17.0,Second call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,0.733,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,18.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,0.7189999999999999,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,19.0,Second call,1.0,40-44,White,Male,Wyden,,Approve,Approve,Neither,No,No,No,Yes,Better,Perot,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,0.708,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,20.0,Second call,1.0,18-24,Hispanic,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,18 to 29,18 to 24,Democrat,18 to 24,0.595,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,21.0,Second call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,No,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,0.796,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,22.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,Yes,No,Better,Other,Something else,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Independent/Other,30 to 39,0.733,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,23.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Other,Independent,HS grad,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.796,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,24.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,25.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.733,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,26.0,Second call,1.0,60-64,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Democrat,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,50 to 64,0.9480000000000001,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,27.0,Second call,1.0,18-24,White,Female,Wyden,Kitzhaber,Approve,Approve,,No,No,No,No,Same,Did not vote,Republican,HS grad,,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,18 to 24,Republican,18 to 24,0.7189999999999999,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,28.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,,Democrat,Some college,Under 15K,Moderate,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,0.7189999999999999,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,29.0,Second call,1.0,40-44,Asian,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,30.0,Second call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.733,,Exit poll
1.0,0.0,G,38.0,75.0,31.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,Yes,Yes,,Same,Clinton,Republican,Postgrad,30 to 50K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,65 and over,0.7189999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,32.0,Third call,1.0,40-44,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,0.733,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,33.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,Yes,No,No,Same,Clinton,Republican,Some college,30 to 50K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,65 and over,0.875,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,34.0,Third call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Perot,Independent,Some college,75 to 100K,Liberal,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Independent/Other,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,35.0,Third call,1.0,30-39,White,Male,Wyden,Sizemore,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,0.732,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,36.0,Third call,1.0,45-49,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Perot,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Republican,40 to 49,0.604,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,37.0,Third call,1.0,45-49,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,Yes,No,Better,Perot,Democrat,College grad,,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,38.0,Third call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Perot,Democrat,No HS,75 to 100K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,18 to 29,25 to 29,Democrat,25 to 29,0.875,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,39.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Independent,Some college,50 to 75K,Moderate,65 and over,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,65 and over,0.875,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,40.0,Third call,1.0,45-49,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Democrat,40 to 49,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,41.0,Third call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Disapprove,Support Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,Under 15K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.796,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,42.0,Third call,1.0,50-59,White,Male,Wyden,Kitzhaber,,Approve,Oppose Clinton,No,Yes,No,No,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,0.733,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,43.0,Third call,1.0,,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,,Pro-environment,State,Complete,Suburbs/Capitol,,,Democrat,,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,44.0,Third call,1.0,50-59,White,Male,Wyden,,Disapprove,Approve,Neither,Yes,No,No,Yes,Better,Other,Independent,Some college,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.708,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,45.0,Third call,1.0,30-39,White,Female,Lim,Kitzhaber,Disapprove,Approve,Neither,Yes,No,No,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Republican,30 to 39,0.6569999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,46.0,Third call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Democrat,40 to 49,0.733,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,47.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,,Yes,Yes,Better,Dole,Independent,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.604,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,48.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Democrat,50 to 64,0.604,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,49.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Democrat,50 to 64,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,50.0,Third call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Independent,College grad,,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Independent/Other,40 to 49,0.733,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,51.0,Third call,1.0,60-64,Hispanic,Female,Wyden,Kitzhaber,Approve,,Neither,Yes,No,No,Yes,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,50 to 64,0.595,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,52.0,Third call,1.0,25-29,White,Male,Wyden,Kitzhaber,Approve,Approve,,No,,,,,,,,,,18 to 64,Pro-growth,State,Not complete,Suburbs/Capitol,18 to 29,25 to 29,,25 to 29,0.875,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,53.0,Third call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,30 to 39,Democrat,30 to 39,0.604,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,54.0,Third call,1.0,45-49,White,Female,Lim,Sizemore,Disapprove,Disapprove,,,Yes,Yes,No,Same,Clinton,Independent,HS grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,40 to 49,Independent/Other,40 to 49,0.6549999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,75.0,55.0,Third call,1.0,40-44,White,Male,Wyden,Kitzhaber,,Approve,Neither,No,No,No,No,Better,Clinton,Republican,College grad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,30 to 44,40 to 49,Republican,40 to 49,0.733,Favorable,Exit poll
1.0,0.0,G,38.0,75.0,56.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Independent/Other,50 to 64,0.604,Favorable,Exit poll
