State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Which is more important,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
16.0,74.0,44.0,Third call,40-44,White,Female,Osterberg,Vilsack,Approve,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.103,
16.0,74.0,45.0,Third call,45-49,White,Female,Osterberg,Vilsack,Approve,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.103,
16.0,74.0,46.0,Third call,40-44,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.073,
16.0,74.0,47.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.085,
16.0,74.0,48.0,Third call,25-29,White,Male,Grassley,Lightfoot,Approve,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.048,
16.0,74.0,49.0,Third call,18-24,Black,Female,Osterberg,Vilsack,Approve,,,,,,,Better,,Democrat,,100K or more,Liberal,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Democrat,18 to 24,1.365,
16.0,76.0,1.0,First call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,0.806,Unfavorable
16.0,76.0,2.0,First call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,0.8160000000000001,Unfavorable
16.0,76.0,3.0,First call,65 and over,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Independent,College grad,100K or more,Conservative,65 and over,Spend on educ,State,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,0.917,Favorable
16.0,76.0,4.0,First call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,0.8310000000000001,Favorable
16.0,76.0,5.0,First call,40-44,Black,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,No,Yes,No,Better,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.047,Unfavorable
16.0,76.0,6.0,First call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,0.8310000000000001,
16.0,76.0,7.0,First call,60-64,Black,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.211,Favorable
16.0,76.0,8.0,First call,60-64,White,Female,Grassley,Vilsack,Approve,Approve,Support Clinton,,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Cut taxes,State,Complete,Central,60 and over,60 and over,Democrat,50 to 64,0.923,Favorable
16.0,76.0,9.0,First call,50-59,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.839,Favorable
16.0,76.0,10.0,First call,25-29,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,Yes,,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Democrat,25 to 29,0.802,Unfavorable
16.0,76.0,11.0,First call,50-59,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,0.839,Favorable
16.0,76.0,12.0,First call,50-59,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,0.8310000000000001,Favorable
16.0,76.0,13.0,First call,40-44,Black,Male,Osterberg,Vilsack,,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,,Conservative,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.077,Favorable
16.0,76.0,14.0,First call,30-39,Black,Female,Osterberg,Vilsack,Approve,Disapprove,,,,,,Better,Clinton,Democrat,Some college,,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.065,
16.0,76.0,15.0,Second call,50-59,Black,Female,Osterberg,Vilsack,Approve,,,,No,No,No,Better,Clinton,Democrat,Some college,,Liberal,18 to 64,,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.065,Favorable
16.0,76.0,16.0,Second call,45-49,Black,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Spend on educ,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.077,Favorable
16.0,76.0,17.0,Second call,,Black,Female,Osterberg,Vilsack,,Disapprove,Support Clinton,No,No,No,No,,,Independent,,,Liberal,,,State,Complete,Central,,,Independent/Other,,1.065,
16.0,76.0,18.0,Second call,25-29,Black,,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,0.999,Favorable
16.0,76.0,19.0,Second call,50-59,White,Male,Osterberg,Vilsack,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Other,Independent,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,0.839,Unfavorable
16.0,76.0,20.0,Second call,50-59,White,Female,Grassley,,Disapprove,Approve,Neither,Yes,No,No,No,Worse,Other,Republican,HS grad,Under 15K,Conservative,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,0.8140000000000001,Unfavorable
16.0,76.0,21.0,Second call,25-29,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Democrat,25 to 29,0.802,Favorable
16.0,76.0,22.0,Second call,40-44,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,0.8310000000000001,Favorable
16.0,76.0,23.0,Second call,25-29,Black,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Republican,HS grad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.028,Unfavorable
16.0,76.0,24.0,Third call,45-49,Black,Male,Osterberg,,,,Support Clinton,No,No,Yes,,Same,Clinton,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.068,
16.0,76.0,25.0,Third call,50-59,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,0.8210000000000001,Favorable
16.0,76.0,26.0,Third call,50-59,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,0.8210000000000001,Favorable
16.0,76.0,27.0,Third call,45-49,Black,Male,Grassley,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.065,Favorable
16.0,76.0,28.0,Third call,25-29,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,Yes,Yes,Yes,Same,Did not vote,Independent,College grad,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Independent/Other,25 to 29,0.811,Unfavorable
16.0,76.0,29.0,Third call,30-39,Black,Female,Osterberg,Vilsack,Approve,Approve,Support Clinton,,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.065,Favorable
16.0,76.0,30.0,Third call,50-59,Black,Male,Osterberg,Vilsack,,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Independent,HS grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.077,Favorable
16.0,76.0,31.0,Third call,40-44,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,0.8310000000000001,Favorable
16.0,76.0,32.0,Third call,45-49,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,0.806,Unfavorable
16.0,76.0,33.0,Third call,50-59,Asian,Male,Grassley,Lightfoot,Approve,Approve,,Yes,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,Central,45 to 59,50 to 59,,50 to 64,0.8160000000000001,Favorable
16.0,76.0,34.0,Third call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Cut taxes,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,0.9440000000000001,Favorable
16.0,76.0,35.0,Third call,50-59,Other,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,No,No,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,0.8160000000000001,Unfavorable
16.0,76.0,36.0,Third call,30-39,Black,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.065,Unfavorable
16.0,76.0,37.0,Third call,50-59,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,0.839,Unfavorable
16.0,76.0,38.0,Third call,50-59,Black,Male,Osterberg,Vilsack,Disapprove,Disapprove,Neither,No,,Yes,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.077,Unfavorable
16.0,76.0,39.0,Third call,45-49,Black,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Cut taxes,State,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.065,Favorable
16.0,76.0,40.0,Third call,30-39,,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Republican,HS grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,0.839,Favorable
16.0,76.0,41.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,College grad,,Conservative,18 to 64,Cut taxes,State,Complete,Central,18 to 29,25 to 29,Independent/Other,25 to 29,0.787,Unfavorable
16.0,76.0,42.0,Third call,50-59,Black,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.065,Favorable
16.0,76.0,43.0,Third call,40-44,Black,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.065,Favorable
16.0,76.0,44.0,Third call,18-24,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,,Yes,,No,Same,Did not vote,,Some college,Under 15K,,18 to 64,Spend on educ,State,Complete,Central,18 to 29,18 to 24,,18 to 24,0.778,Unfavorable
16.0,79.0,1.0,First call,45-49,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.133,Unfavorable
16.0,79.0,2.0,First call,25-29,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.096,Favorable
16.0,79.0,3.0,First call,30-39,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,Yes,No,Better,Clinton,Republican,College grad,50 to 75K,Conservative,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.135,Unfavorable
16.0,79.0,4.0,First call,45-49,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.1219999999999999,Favorable
16.0,79.0,5.0,First call,50-59,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,75 to 100K,Liberal,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.1219999999999999,Favorable
16.0,79.0,6.0,First call,40-44,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.133,Favorable
16.0,79.0,7.0,First call,50-59,White,Male,Grassley,Lightfoot,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,Central,45 to 59,50 to 59,,50 to 64,1.116,Unfavorable
16.0,79.0,8.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.116,Unfavorable
16.0,79.0,9.0,First call,30-39,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.133,Unfavorable
16.0,79.0,10.0,First call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,,No,Yes,Yes,No,Better,Dole,Republican,,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.116,Unfavorable
16.0,79.0,11.0,First call,65 and over,White,Female,Grassley,Vilsack,,Disapprove,Neither,,No,No,No,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,65 and over,Spend on educ,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.26,Unfavorable
16.0,79.0,12.0,First call,30-39,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.133,Favorable
16.0,79.0,13.0,First call,60-64,White,Female,Grassley,Lightfoot,Disapprove,Approve,,,,,,,,,,,,18 to 64,Cut taxes,State,Not complete,Central,60 and over,60 and over,,50 to 64,1.24,Unfavorable
16.0,79.0,14.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Cut taxes,State,Complete,Central,60 and over,60 and over,Republican,65 and over,1.2530000000000001,Unfavorable
16.0,79.0,15.0,First call,30-39,White,Female,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.103,Favorable
16.0,79.0,16.0,Second call,40-44,White,Male,Grassley,Vilsack,,Disapprove,Neither,No,No,No,Yes,Better,Perot,Independent,College grad,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.135,Unfavorable
16.0,79.0,17.0,Second call,45-49,White,Male,Grassley,Vilsack,Approve,,Neither,No,No,No,Yes,Better,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.135,Unfavorable
16.0,79.0,18.0,Second call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.077,Unfavorable
16.0,79.0,19.0,Second call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,,Yes,Yes,No,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.116,Unfavorable
16.0,79.0,20.0,Second call,50-59,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Spend on educ,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.146,Unfavorable
16.0,79.0,21.0,Second call,65 and over,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,,No,,,Same,Perot,Independent,Some college,15 to 30K,,65 and over,Spend on educ,State,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.275,
16.0,79.0,22.0,Second call,50-59,,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,,Yes,Yes,,Same,Dole,Republican,Some college,,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.116,Unfavorable
16.0,79.0,23.0,Second call,30-39,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.135,Favorable
16.0,79.0,24.0,Second call,25-29,White,Male,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Republican,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.108,Unfavorable
16.0,79.0,25.0,Second call,60-64,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,No,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,Central,60 and over,60 and over,Republican,50 to 64,1.24,Unfavorable
16.0,79.0,26.0,Third call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.116,Unfavorable
16.0,79.0,27.0,Third call,18-24,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,18 to 29,18 to 24,Democrat,18 to 24,1.084,Favorable
16.0,79.0,28.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Cut taxes,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.077,Unfavorable
16.0,79.0,29.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Better,Dole,Republican,College grad,Under 15K,Conservative,18 to 64,Cut taxes,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.103,Unfavorable
16.0,79.0,30.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.103,Unfavorable
