ID,SENNJ18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ETHHUGIN,ETHMENENDEZ,ETHNJ18,FAVHUGIN,FAVMENENDEZ,FAVSENNJ18,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRUMP2,TRUMP4,TRUMPIMM,VERSION,WEIGHT,WHNCLINC,ZIPCODE
30939.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,3.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,87.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.415725111961365,No,8753.0
65545.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,Call 3,6.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does not,Bob Menendez does,Only Bob Menendez does,Unfavorable,Favorable,Only Bob Menendez,Yes,4.0,Omit,Omit,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Omit,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,58.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Omit,The Democratic candidate,Female,All other races,Suburbs,Suburbs,English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,0.309853971004486,No,8854.0
62404.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,Yes,5.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,27.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,"Cities 10,000-50,000",Small Cities/Rural,English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.684019327163696,No,8037.0
42516.0,Bob Menendez,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,5.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Hurt,Election day exit poll,,,,Version 4,0.882027328014374,No,8080.0
64078.0,Bob Menendez,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 3,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,5.0,,,,,,,,,The economy,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,96.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.532045841217041,,8318.0
42508.0,Bob Menendez,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,4.0,Minor changes,Yes,,,,,,,Gun policy,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,50.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,,Election day exit poll,,,Too tough,Version 2,0.773948967456818,,8618.0
60125.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 3,1.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,5.0,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,39.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,1.62144041061401,No,8080.0
30975.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,Gun policy,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.402629256248474,,8080.0
30919.0,Bob Menendez,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,7.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,3.0,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,114.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.703794658184052,No,8886.0
30918.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,Latino 65+,Not complete,Call 1,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,5.0,,,,,,,,,,No,,,18-44,18-64,,,,,,,,,38.0,,,Other,Other,National questionnaire,Other,Non-white,Other,East,,The Democratic candidate,Female,All other races,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,,Version 2,0.756680071353912,,8312.0
61456.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.402629256248474,,8080.0
61809.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 3,7.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,3.0,Major changes,Yes,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Immigration,No,Good,Excellent or good,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,114.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,Suburbs,Suburbs,English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,1.01154172420502,No,8886.0
30906.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,Health care,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,96.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.708375632762909,,8318.0
30904.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,5.0,,,,,,,,,Gun policy,No,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Female,Black women,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.414121150970459,,8080.0
30900.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,No,4.0,,,,,,,,,,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,61.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,1.04131317138672,,7717.0
61793.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,12.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Hurt,Election day exit poll,,,,Version 4,0.776816487312317,No,8618.0
63723.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,11.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,1.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The economy,No,Poor,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,31.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,Suburbs,Suburbs,English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,0.274647921323776,No,7003.0
42480.0,Bob Hugin,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Not complete,Call 2,12.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,4.0,,,,,,,,,,No,,,45+,18-64,,,,,,,,,50.0,,,White,White,National questionnaire,White,White,White,East,,The Republican candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,,Election day exit poll,,,,Version 4,1.59844577312469,,8618.0
62127.0,Bob Hugin,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Favorable,Unfavorable,Only Bob Hugin,No,3.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,114.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,East,Justified,The Republican candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat approve,Somewhat approve,About right,Version 1,0.920765817165375,No,8886.0
30891.0,Bob Hugin,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Black 45-64,Not complete,Call 1,8.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,1.0,,,,,,,,,,Yes,,,45+,18-64,,,,,,,,,108.0,,,Other,Black,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Republican candidate,Female,Latino women,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,,Version 2,1.80175769329071,,7202.0
