ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWI06,GOVWI06,AMD1WI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORR,FEINPRES,STECWI,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
35408.0,Wisconsin,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.45408284664154,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,45-49,Democratic,Moderate,$75k-$100k,Something else,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,No Answer,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
35416.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.621550440788269,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,45-49,Independent,Liberal,$30k-$50k,Something else,More than once a week,High school graduate,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35417.0,Wisconsin,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.844842970371246,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,60-64,Republican,Conservative,$150k-$200k,Catholic,Once a week,Some college or associate degree,No one does,Somewhat approve,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,No,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
35420.0,Wisconsin,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.61673617362976,Robert Lorge (Rep),Mark Green (Rep),No,Female,White,30-39,Republican,Moderate,$100k-$150k,Other Christian,More than once a week,College graduate,No one does,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
35432.0,Wisconsin,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.857863485813141,Other,Other,Yes,Female,White,40-44,Independent,Liberal,$75k-$100k,Other Christian,Once a week,Some college or associate degree,"Yes, someone else does",Somewhat approve,No answer,Not at all important,No answer,No answer,Somewhat important,No Answer,Not so good,Not so good/Poor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,At least some college,Approve,No answer,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
35439.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.725709557533264,Did not vote,Jim Doyle (Dem),No,Female,White,18-24,Independent,Moderate,$100k-$150k,Something else,Never,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Something else,White Something else,Never,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35442.0,Wisconsin,96.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.59073394536972,Robert Lorge (Rep),Mark Green (Rep),,Female,Hispanic/Latino,25-29,Independent,Moderate,,Catholic,A few times a month,,,Strongly approve,Strongly approve,,,,,,,,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,,,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
35443.0,Wisconsin,82.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.699032723903656,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,30-39,Democratic,Liberal,$15k-$30k,None,Never,Some college or associate degree,No one does,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Excellent,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Urban,Urban Core,Downscale,53081.0
35444.0,Wisconsin,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.645456194877625,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,30-39,Democratic,Liberal,$30k-$50k,Protestant,A few times a month,Postgraduate study,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Not at all important,Yes,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
35450.0,Wisconsin,10.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.528699040412903,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,25-29,Republican,Conservative,Under $15k,Other Christian,Never,Some college or associate degree,No one does,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Poor,Not so good/Poor,White male,White male,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
35453.0,Wisconsin,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.699589669704437,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,50-59,Republican,Conservative,Under $15k,Catholic,More than once a week,High school graduate,"Yes, someone else does",Strongly approve,Strongly approve,Not at all important,Somewhat important,Extremely important,Extremely important,No,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
35471.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2046811580658,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,50-59,Something else,Liberal,$50k-$75k,None,Never,College graduate,No one does,Somewhat disapprove,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35503.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Something else,Liberal,$50k-$75k,None,A few time a year,Some college or associate degree,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,No answer,No Answer,No Answer,No Answer,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,None,White None,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35505.0,Wisconsin,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.537373542785645,,,Yes,Female,White,40-44,Republican,,$30k-$50k,Catholic,A few time a year,Some college or associate degree,,No answer,Somewhat approve,No answer,No answer,No answer,No answer,No Answer,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,No answer,Approve,,,,White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
35509.0,Wisconsin,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.68215680122375,Robert Lorge (Rep),Mark Green (Rep),No,Male,White,50-59,Republican,Conservative,$100k-$150k,Protestant,Once a week,College graduate,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
35510.0,Wisconsin,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.699032723903656,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,50-59,Democratic,Moderate,$15k-$30k,Protestant,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
35514.0,Wisconsin,10.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.533958196640015,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,75 or over,Republican,Conservative,$15k-$30k,Protestant,Once a week,Postgraduate study,No one does,Strongly approve,Strongly approve,Extremely important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
35517.0,Wisconsin,82.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.817191481590271,Herb Kohl (Dem),Mark Green (Rep),Yes,Male,White,30-39,Democratic,Moderate,$100k-$150k,Jewish,A few time a year,Postgraduate study,"Yes, someone else does",Somewhat disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Urban,Urban Core,Downscale,53081.0
35519.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.782843291759491,Robert Lorge (Rep),Jim Doyle (Dem),No,Male,White,30-39,Republican,Moderate,$50k-$75k,None,A few time a year,College graduate,No one does,Somewhat disapprove,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35524.0,Wisconsin,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.645456194877625,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,45-49,Democratic,Liberal,$75k-$100k,Something else,Never,High school graduate,No one does,Strongly disapprove,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Somewhat important,Yes,Excellent,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Approve,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
