ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
29245.0,Missouri,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.338804721832275,Claire McCaskill (Dem),Yes,Yes,Female,Black,50-59,Democratic,Moderate,$50k-$75k,Protestant,A few time a year,Yes,Postgraduate study,No one does,Yes,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29248.0,Missouri,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.624965786933899,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Democratic,Conservative,$15k-$30k,Something else,Once a week,No,Some college or associate degree,No one does,Yes,No,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Legal in all cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are falling behind financially,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
29249.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.984707176685333,Claire McCaskill (Dem),No,Did not vote,Male,,25-29,Republican,Moderate,$100k-$150k,Protestant,Once a week,Yes,College graduate,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,,,18-29,25-29,18-64,18-29,Republican,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,,Suburbs,Suburbs,5.0,Strong Democratic,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Upscale
29252.0,Missouri,119.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14878249168396,Jim Talent (Rep),No,Yes,Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,More than once a week,Yes,Some college or associate degree,No one does,Yes,Yes,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
29259.0,Missouri,142.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.427176147699356,Claire McCaskill (Dem),No,Yes,Female,Black,30-39,Democratic,Moderate,$15k-$30k,None,A few time a year,No,High school graduate,No one does,No,Yes,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Not at all important,Legal in most cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Women with children,All others,Other women,Women with children,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,High Density Urban,Urban,Urban Core,Very downscale
29271.0,Missouri,128.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.367221593856812,Claire McCaskill (Dem),No,Yes,Female,Black,50-59,Democratic,Moderate,$50k-$75k,Other Christian,A few times a month,Yes,Some college or associate degree,"Yes, I do",No,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Women with children,All others,Other women,Women with children,Single women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29277.0,Missouri,102.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.940801084041595,Claire McCaskill (Dem),Yes,Yes,Female,Black,40-44,Independent,Liberal,Under $15k,Mormon/LDS,Never,,High school graduate,"Yes, I do",No,No,Somewhat disapprove,Send more troops,Somewhat approve,Extremely important,Somewhat important,Somewhat important,Extremely important,Legal in all cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Are getting ahead financially,To express opposition to George W Bush,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,All others,All others,Other women, Women without children,Single women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29279.0,Missouri,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.18614757061005,Claire McCaskill (Dem),Yes,Yes,Male,White,18-24,Democratic,Liberal,Under $15k,Protestant,A few times a month,Yes,Some college or associate degree,No one does,No,No,Strongly disapprove,Maintain the same number of troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
29280.0,Missouri,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.85774564743042,Jim Talent (Rep),Yes,Yes,Female,White,50-59,Republican,,$75k-$100k,Protestant,More than once a week,Yes,Did not complete high school,No one does,Yes,No,Strongly approve,Maintain the same number of troops,Strongly approve,Not at all important,Not at all important,Not at all important,Not at all important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,9.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
29281.0,Missouri,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.891154944896698,Claire McCaskill (Dem),Yes,Yes,Female,White,50-59,Independent,Liberal,$100k-$150k,Protestant,A few times a month,Yes,,No one does,No,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,9.0,Strong Republican,North and Southeast,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
29284.0,Missouri,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.753009140491486,Jim Talent (Rep),Yes,No,Female,,75 or over,Republican,Conservative,,,Once a week,,Did not complete high school,"Yes, I do",No,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,To express support for George W Bush,,,60 or over,65 or over,65 or over,60 or over,Republican,,,,,,,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),All others,All others,All others,Other women, Women without children,Single women,,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
