ID,WEIGHT,NCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277216372.0,2.59072065353394,Bernie Sanders,,,Complete,Sanders,,,,Call 2,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,5.0,No,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,156.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216383.0,1.87226402759552,Joe Biden,,,Complete,Biden,,,,Call 2,11.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,5.0,No,Health care,No,No,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,10.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28655.0
277216401.0,3.22278523445129,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 2,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Oppose,5.0,No,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,156.0,,,Other,Other,State questionnaire,Other,Non-white,Other,,South,Female,All other races,Support,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28607.0
277216408.0,0.8748859167099,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,11.0,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,5.0,,Race relations,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,10.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28655.0
277216427.0,0.715575337409973,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 2,10.0,It is fair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,3.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28120.0
277216428.0,2.04703211784363,Pete Buttigieg,Once a week or more,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 2,12.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,3.0,,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,86.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,Yes,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28209.0
277216429.0,2.23542261123657,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,Omit,Omit,Omit,Call 2,5.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,5.0,,Health care,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,156.0,No,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Buttigieg,South,Female,Latino women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216431.0,1.82556211948395,Joe Biden,,,Complete,Bloomberg,,,,Call 2,11.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Oppose,5.0,Yes,Race relations,No,,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,10.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Omit,Omit,Omit,Omit,,Version 2,,Omit,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28655.0
277216461.0,5.53254270553589,Joe Biden,Never,Never,Complete,,One of several important factors,A factor,Important,Call 2,10.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,3.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,73.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,28650.0
277216465.0,0.629513144493103,Joe Biden,,,Complete,Biden,,,,Call 2,12.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,,Omit,Oppose,3.0,No,Income inequality,,No,Return to Barack Obama's policies,Independent/Something else,,,Independent men,Independent,,Moderate,Moderate or Conservative,Moderate,86.0,,,,,State questionnaire,,,,,South,Male,,Oppose,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28209.0
277216467.0,2.02411961555481,Joe Biden,,,Complete,Biden,,,,Call 2,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Support,5.0,No,Omit,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,156.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Omit,30-44,30-59,40-44,17-44,17-49,30-44,40-49,28607.0
277216471.0,2.75205039978027,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 2,11.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Yes,,,5.0,,Omit,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,10.0,No,Omit,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Omit,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28655.0
277216472.0,0.748946726322174,Joe Biden,,,Not complete,,A minor factor,A factor,Not important,Call 2,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,2.0,,,No,,,,,,,,,,,,108.0,Yes,,White,White,State questionnaire,White,White,White,,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,,Version 1,,,,65+,60+,65 or over,45+,50+,60+,65+,27243.0
277216476.0,0.722510278224945,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 2,10.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,3.0,Yes,Climate change,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,46.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",,Version 2,,No,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,28120.0
277216500.0,5.74137020111084,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,10.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,3.0,,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,73.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28650.0
277216501.0,0.793057382106781,Joe Biden,,,Complete,Biden,,,,Call 2,11.0,,Never attended college,No college degree,High school graduate or less,,,,Unfavorable,Support,5.0,No,Omit,No,No,Change to more liberal policies,Democrat,,,Democratic men,Democrat,,Very liberal,Liberal,Liberal,10.0,,,,,State questionnaire,,,,,South,Male,,Support,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Enthusiastic,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28655.0
277216502.0,1.08846020698547,Joe Biden,Never,Never,Complete,,Omit,Omit,Omit,Call 2,12.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,3.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,86.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,"Cities over 500,000","Cities over 50,000", North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,28209.0
277216506.0,1.32166802883148,Bernie Sanders,Never,Never,Complete,,One of several important factors,A factor,Important,Call 2,5.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,5.0,,Race relations,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,156.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216507.0,1.32166802883148,Bernie Sanders,Never,Never,Complete,,One of several important factors,A factor,Important,Call 2,5.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,5.0,,Race relations,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,156.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216515.0,1.74254238605499,Joe Biden,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 2,3.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,1.0,,Income inequality,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,21.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28562.0
277216521.0,6.00094747543335,Joe Biden,,,Not complete,,,,,Call 2,10.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,3.0,,,No,,Change to more liberal policies,,,,,,,,,,73.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,,,Version 2,,,,65+,60+,65 or over,45+,50+,60+,65+,28650.0
277216529.0,0.722510278224945,Michael Bloomberg,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 2,10.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,No,,,3.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Bloomberg,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,28120.0
277216536.0,1.68848133087158,Joe Biden,,,Complete,Biden,,,,Call 2,11.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,,,Omit,Support,5.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,,Democrat,White Democrat,Very liberal,Liberal,Liberal,10.0,,,White,White,State questionnaire,White,White,White,,South,,,Oppose,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28655.0
