ID,WEIGHT,MSDPRS20,ATTEND20,ATTEND20B,BACKSIDE,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MARRIED,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277232013.0,0.543105781078339,Bernie Sanders,Never,Never,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Income inequality,No,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,58.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38655.0
277232027.0,1.48380172252655,Joe Biden,Never,Never,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Race relations,No,,,Change to more conservative policies,,,,,,,,,,58.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Omit,Omit,Omit,Omit,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,38655.0
277232045.0,0.666334271430969,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,38655.0
277232059.0,1.48380172252655,Joe Biden,Never,Never,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,38655.0
277232079.0,0.527952015399933,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,58.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38655.0
277232080.0,0.527952015399933,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,58.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38655.0
277232103.0,0.384151458740234,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Climate change,No,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,72.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,39702.0
277232111.0,1.36894452571869,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,4.0,Yes,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,38732.0
277232116.0,1.19464015960693,Michael Bloomberg,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,3.0,Health care,No,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,72.0,No,Is a fighter,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,39702.0
277232125.0,0.433204799890518,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Omit,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,4.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38732.0
277232129.0,1.62969577312469,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Race relations,No,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,Moderate or Conservative,Conservative,72.0,No,Is a fighter,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,39702.0
277232138.0,1.10191643238068,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,4.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,38732.0
277232142.0,0.408035725355148,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Income inequality,No,No,,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,72.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Omit,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,39702.0
277232153.0,1.28347444534302,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,Race relations,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,4.0,No,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38732.0
277232155.0,0.408035725355148,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Climate change,No,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,72.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39702.0
277232163.0,1.10191643238068,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Climate change,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,4.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38732.0
277232165.0,1.27182996273041,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,Health care,No,No,Yes,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,72.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39702.0
277232173.0,1.28347444534302,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Health care,No,Yes,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Conservative,Moderate or Conservative,Conservative,4.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38732.0
277232183.0,0.504582107067108,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Health care,No,No,No,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,4.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38732.0
